Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.23,1110.0,24.3,1667.0,43.16,0.0,0.0,0.0,1.23,456.77,false
1,3.142,1059.0,13.04,3182.0,99.96,0.002,712.0,0.32,3.144,1122.79,false
2,3.216,1104.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.216,1157.2,false
3,3.215,1158.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.215,1158.95,false
4,3.222,1153.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.222,1160.03,false
5,3.218,1121.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.218,1159.87,false
6,3.238,1129.0,12.07,3178.0,100.0,0.0,0.0,0.0,3.238,1167.3,false
7,3.221,1125.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.221,1158.98,false
8,3.217,1136.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.217,1161.08,false
9,3.227,1122.0,12.54,3178.0,100.0,0.0,713.0,0.32,3.227,1157.73,false
10,3.224,1130.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.224,1155.56,false
11,3.224,1078.0,7.39,3178.0,100.0,0.0,0.0,0.0,3.224,1166.96,false
12,3.228,1120.0,10.93,3178.0,100.0,0.0,0.0,0.0,3.228,1161.35,false
13,3.234,1162.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.234,1158.5,false
14,3.23,1135.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.23,1160.93,false
15,3.254,1146.0,25.49,3178.0,100.0,0.0,0.0,0.0,3.254,1156.22,false
16,3.234,1138.0,12.06,3178.0,100.0,0.0,0.0,0.0,3.234,1170.76,false
17,3.225,1150.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.225,1159.0,false
18,3.229,1132.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.229,1157.26,false
19,3.237,1170.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.237,1164.64,false
20,3.234,1157.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.234,1162.23,false
21,3.247,1143.0,12.53,3178.0,100.0,0.0,714.0,0.41,3.247,1156.25,false
22,3.247,1148.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.247,1166.58,false
23,3.231,1153.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.231,1158.59,false
24,3.226,1143.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.226,1159.76,false
25,3.234,1132.0,11.54,3178.0,100.0,0.0,0.0,0.0,3.234,1158.38,false
26,3.251,1131.0,12.2,3178.0,100.0,0.0,0.0,0.0,3.251,1164.8,false
27,3.237,1157.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.237,1157.04,false
28,3.233,1143.0,11.6,3178.0,100.0,0.0,0.0,0.0,3.233,1159.25,false
29,3.231,1138.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.231,1161.92,false
30,3.208,1086.0,6.37,3179.0,100.0,0.0,0.0,0.0,3.208,1158.84,false
31,3.251,1122.0,11.28,3179.0,100.0,0.0,0.0,0.0,3.251,1154.03,false
32,3.241,1158.0,12.94,3178.0,100.0,0.0,0.0,0.0,3.241,1168.74,false
33,3.239,1140.0,11.92,3178.0,100.0,0.0,0.0,0.0,3.239,1158.32,false
34,3.239,1125.0,11.51,3178.0,100.0,0.0,0.0,0.0,3.239,1156.78,false
35,3.232,1125.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.232,1160.25,false
36,3.243,1160.0,11.94,3178.0,100.0,0.0,0.0,0.0,3.243,1157.57,false
37,3.235,1144.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.235,1168.22,false
38,3.233,1134.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.233,1161.32,false
39,3.231,1133.0,11.61,3178.0,100.0,0.0,0.0,0.0,3.231,1159.28,false
40,3.24,1156.0,12.14,3179.0,100.0,0.0,0.0,0.0,3.24,1157.68,false
41,3.243,1123.0,12.03,3178.0,100.0,0.0,0.0,0.0,3.243,1155.99,false
42,3.228,1156.0,11.85,3178.0,100.0,0.0,0.0,0.0,3.228,1164.92,false
43,3.237,1153.0,11.69,3178.0,100.0,0.0,0.0,0.0,3.237,1159.43,false
44,3.241,1107.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.241,1157.39,false
45,3.281,1150.0,26.12,3178.0,100.0,0.0,0.0,0.0,3.281,1166.55,false
46,3.276,1175.0,20.6,3178.0,100.0,0.001,712.0,0.63,3.277,1155.26,false
47,3.26,1139.0,11.88,3177.0,100.0,0.0,0.0,0.0,3.26,1179.01,false
48,3.236,1104.0,10.04,3179.0,100.0,0.0,0.0,0.0,3.236,1158.09,false
49,3.234,1135.0,8.29,3178.0,100.0,0.0,0.0,0.0,3.234,1158.54,false
50,3.259,1140.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.259,1163.64,false
