Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.246,1094.0,27.82,1760.0,43.76,0.0,0.0,0.0,1.246,466.22,false
1,3.16,1072.0,12.66,3182.0,99.95,0.001,714.0,0.42,3.161,1117.62,false
2,3.235,1130.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.235,1156.59,false
3,3.247,1141.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.247,1154.44,false
4,3.245,1187.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.245,1163.77,false
5,3.248,1147.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.248,1167.41,false
6,3.237,1175.0,12.14,3179.0,100.0,0.0,0.0,0.0,3.237,1156.14,false
7,3.236,1162.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.236,1156.81,false
8,3.227,1141.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.227,1159.7,false
9,3.241,1148.0,12.36,3179.0,100.0,0.001,712.0,0.31,3.242,1156.23,false
10,3.245,1158.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.245,1166.21,false
11,3.225,1089.0,9.01,3179.0,100.0,0.0,0.0,0.0,3.225,1156.89,false
12,3.243,1131.0,9.16,3179.0,100.0,0.0,0.0,0.0,3.243,1155.79,false
13,3.246,1156.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.246,1165.74,false
14,3.255,1147.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.255,1163.74,false
15,3.28,1158.0,22.76,3178.0,100.0,0.0,0.0,0.0,3.28,1161.95,false
16,3.25,1168.0,12.16,3179.0,100.0,0.0,0.0,0.0,3.25,1153.55,false
17,3.251,1146.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.251,1167.18,false
18,3.247,1138.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.247,1153.1,false
19,3.251,1139.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.251,1167.98,false
20,3.245,1140.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.245,1156.12,false
21,3.271,1160.0,12.91,3178.0,100.0,0.001,715.0,0.51,3.272,1164.83,false
22,3.246,1137.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.246,1154.66,false
23,3.518,1185.0,14.27,3173.0,100.0,0.0,0.0,0.0,3.518,1164.07,false
24,3.251,1151.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.251,1153.66,false
25,3.252,1133.0,12.06,3178.0,100.0,0.0,0.0,0.0,3.252,1167.38,false
26,3.26,1127.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.26,1160.09,false
27,3.255,1137.0,12.12,3178.0,100.0,0.0,0.0,0.0,3.255,1157.43,false
28,3.255,1147.0,11.48,3178.0,100.0,0.0,0.0,0.0,3.255,1164.21,false
29,3.249,1140.0,12.56,3179.0,100.0,0.0,0.0,0.0,3.249,1158.68,false
30,3.223,1093.0,7.27,3179.0,100.0,0.0,0.0,0.0,3.223,1157.29,false
31,3.258,1147.0,12.58,3178.0,100.0,0.001,716.0,0.51,3.259,1158.81,false
32,3.279,1183.0,18.44,3179.0,100.0,0.0,0.0,0.0,3.279,1153.22,false
33,3.247,1144.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.247,1167.39,false
34,3.244,1151.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.244,1154.69,false
35,3.251,1153.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.251,1157.48,false
36,3.254,1144.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.254,1168.51,false
37,3.242,1143.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.242,1158.24,false
38,3.249,1134.0,11.58,3179.0,100.0,0.0,0.0,0.0,3.249,1158.29,false
39,3.245,1147.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.245,1156.56,false
40,3.253,1150.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.253,1164.38,false
41,3.255,1147.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.255,1160.15,false
42,3.24,1146.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.24,1157.41,false
43,3.248,1134.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.248,1159.99,false
44,3.252,1202.0,15.56,3178.0,100.0,0.0,0.0,0.0,3.252,1159.68,false
45,3.288,1186.0,29.97,3179.0,100.0,0.0,713.0,0.32,3.288,1157.19,false
46,3.253,1152.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.253,1157.01,false
47,3.268,1127.0,12.75,3178.0,100.0,0.0,709.0,0.22,3.268,1167.38,false
48,3.249,1136.0,10.94,3179.0,100.0,0.0,0.0,0.0,3.249,1159.74,false
49,3.231,1124.0,6.86,3179.0,100.0,0.0,0.0,0.0,3.231,1159.41,false
50,3.259,1152.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.259,1155.29,false
51,3.252,1135.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.252,1157.29,false
52,3.256,1165.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.256,1155.46,false
53,3.258,1147.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.258,1163.08,false
54,3.267,1162.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.267,1154.89,false
55,3.26,1144.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.26,1168.77,false
56,3.267,1113.0,11.61,3178.0,100.0,0.0,0.0,0.0,3.267,1151.03,false
57,3.262,1132.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.262,1165.43,false
58,3.263,1137.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.263,1154.67,false
59,3.265,1176.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.265,1164.14,false
60,3.271,1139.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.271,1162.52,false
61,3.271,1130.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.271,1157.3,false
62,3.259,1122.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.259,1158.94,false
63,3.254,1153.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.254,1155.49,false
64,3.268,1140.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.268,1157.2,false
65,3.263,1144.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.263,1164.78,false
66,3.271,1153.0,11.35,3179.0,100.0,0.0,0.0,0.0,3.271,1158.08,false
67,3.243,1112.0,6.81,3179.0,100.0,0.0,0.0,0.0,3.243,1154.08,false
68,3.267,1155.0,10.78,3178.0,100.0,0.0,0.0,0.0,3.267,1166.2,false
69,3.265,1118.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.265,1158.53,false
70,3.267,1133.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.267,1153.69,false
71,3.27,1134.0,11.95,3178.0,100.0,0.0,0.0,0.0,3.27,1165.21,false
72,3.263,1184.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.263,1160.34,false
73,3.259,1134.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.259,1155.5,false
74,3.285,1146.0,22.86,3179.0,100.0,0.0,0.0,0.0,3.285,1163.28,false
75,3.278,1153.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.278,1161.46,false
