Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.22,1116.0,22.46,1704.0,42.51,0.0,0.0,0.0,1.22,449.51,false
1,3.13,1078.0,15.98,3182.0,99.95,0.004,715.0,0.93,3.134,1113.03,false
2,3.233,1086.0,13.81,3178.0,100.0,0.001,709.0,0.22,3.234,1162.19,false
3,3.217,1163.0,15.09,3178.0,100.0,0.0,0.0,0.0,3.217,1151.49,false
4,3.204,1148.0,16.22,3179.0,100.0,0.0,0.0,0.0,3.204,1164.34,false
5,3.211,1128.0,16.03,3179.0,100.0,0.0,0.0,0.0,3.211,1162.72,false
6,3.217,1116.0,16.43,3178.0,100.0,0.0,0.0,0.0,3.217,1160.67,false
7,3.467,1164.0,18.52,3173.0,100.0,0.0,0.0,0.0,3.467,1150.62,false
8,3.227,1155.0,16.35,3178.0,100.0,0.0,0.0,0.0,3.227,1167.58,false
9,3.222,1105.0,17.4,3178.0,100.0,0.0,711.0,0.43,3.222,1158.31,false
10,3.224,1126.0,16.17,3178.0,100.0,0.0,0.0,0.0,3.224,1159.91,false
11,3.21,1139.0,16.86,3179.0,100.0,0.0,0.0,0.0,3.21,1153.84,false
12,3.21,1118.0,13.66,3179.0,100.0,0.0,0.0,0.0,3.21,1162.32,false
13,3.213,1124.0,13.6,3179.0,100.0,0.0,708.0,0.22,3.213,1160.65,false
14,3.239,1123.0,19.66,3178.0,100.0,0.0,708.0,0.22,3.239,1161.88,false
15,3.227,1133.0,29.81,3179.0,100.0,0.0,709.0,0.22,3.227,1151.95,false
16,3.219,1127.0,16.29,3179.0,100.0,0.0,0.0,0.0,3.219,1163.61,false
17,3.223,1139.0,16.72,3179.0,100.0,0.0,708.0,0.22,3.223,1164.39,false
18,3.22,1127.0,16.37,3179.0,100.0,0.0,0.0,0.0,3.22,1159.42,false
19,3.218,1149.0,16.59,3179.0,100.0,0.0,0.0,0.0,3.218,1154.03,false
20,3.218,1145.0,17.2,3179.0,100.0,0.0,0.0,0.0,3.218,1165.47,false
21,3.23,1163.0,16.71,3179.0,100.0,0.0,0.0,0.0,3.23,1160.53,false
22,3.254,1208.0,25.18,3179.0,100.0,0.0,708.0,0.38,3.254,1157.18,false
23,3.226,1143.0,16.61,3179.0,100.0,0.0,720.0,0.25,3.226,1161.07,false
24,3.216,1139.0,16.01,3179.0,100.0,0.0,0.0,0.0,3.216,1151.14,false
25,3.23,1146.0,19.02,3179.0,100.0,0.002,713.0,0.63,3.232,1163.34,false
26,3.226,1127.0,16.31,3179.0,100.0,0.0,0.0,0.0,3.226,1160.25,false
27,3.217,1140.0,16.67,3179.0,100.0,0.0,0.0,0.0,3.217,1151.64,false
28,3.224,1127.0,16.84,3178.0,100.0,0.0,709.0,0.22,3.224,1163.41,false
29,3.218,1116.0,16.28,3179.0,100.0,0.0,0.0,0.0,3.218,1154.34,false
30,3.218,1146.0,16.0,3178.0,100.0,0.0,0.0,0.0,3.218,1163.94,false
31,3.236,1118.0,16.69,3178.0,100.0,0.0,0.0,0.0,3.236,1160.32,false
32,3.199,1071.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.199,1153.35,false
33,3.219,1103.0,16.2,3178.0,100.0,0.0,0.0,0.0,3.219,1167.16,false
34,3.216,1106.0,16.62,3179.0,100.0,0.0,0.0,0.0,3.216,1154.76,false
35,3.216,1105.0,16.38,3179.0,100.0,0.0,0.0,0.0,3.216,1153.85,false
36,3.229,1115.0,13.68,3179.0,100.0,0.0,0.0,0.0,3.229,1158.43,false
37,3.23,1143.0,13.3,3179.0,100.0,0.0,0.0,0.0,3.23,1162.11,false
38,3.222,1125.0,12.76,3178.0,100.0,0.0,0.0,0.0,3.222,1159.45,false
39,3.232,1148.0,12.34,3178.0,100.0,0.0,0.0,0.0,3.232,1162.6,false
40,3.229,1111.0,12.73,3179.0,100.0,0.0,0.0,0.0,3.229,1158.61,false
41,3.23,1130.0,12.76,3179.0,100.0,0.0,0.0,0.0,3.23,1159.56,false
42,3.229,1116.0,14.06,3179.0,100.0,0.0,0.0,0.0,3.229,1159.04,false
43,3.233,1113.0,12.58,3179.0,100.0,0.0,0.0,0.0,3.233,1151.21,false
44,3.235,1103.0,12.39,3178.0,100.0,0.0,0.0,0.0,3.235,1167.57,false
45,3.264,1138.0,25.73,3178.0,100.0,0.0,0.0,0.0,3.264,1159.01,false
46,3.235,1121.0,12.6,3178.0,100.0,0.0,0.0,0.0,3.235,1159.46,false
47,3.231,1112.0,12.55,3178.0,100.0,0.0,0.0,0.0,3.231,1161.18,false
48,3.231,1111.0,12.54,3178.0,100.0,0.0,0.0,0.0,3.231,1161.64,false
49,3.228,1099.0,12.37,3179.0,100.0,0.0,0.0,0.0,3.228,1149.79,false
50,3.226,1130.0,13.38,3178.0,100.0,0.0,0.0,0.0,3.226,1162.05,false
51,3.208,1078.0,8.46,3178.0,100.0,0.0,0.0,0.0,3.208,1162.18,false
52,3.226,1111.0,10.49,3178.0,100.0,0.0,0.0,0.0,3.226,1161.09,false
53,3.229,1117.0,13.63,3179.0,100.0,0.0,0.0,0.0,3.229,1149.41,false
54,3.229,1115.0,12.58,3179.0,100.0,0.0,0.0,0.0,3.229,1161.45,false
55,3.241,1098.0,13.3,3178.0,100.0,0.0,0.0,0.0,3.241,1156.92,false
56,3.236,1129.0,12.63,3178.0,100.0,0.0,0.0,0.0,3.236,1159.95,false
57,3.231,1126.0,12.66,3179.0,100.0,0.0,0.0,0.0,3.231,1162.97,false
58,3.227,1107.0,12.63,3178.0,100.0,0.0,0.0,0.0,3.227,1160.89,false
59,3.24,1115.0,12.45,3178.0,100.0,0.0,0.0,0.0,3.24,1158.18,false
60,3.229,1111.0,12.84,3179.0,100.0,0.0,0.0,0.0,3.229,1152.06,false
61,3.23,1111.0,12.26,3179.0,100.0,0.0,0.0,0.0,3.23,1160.03,false
62,3.231,1111.0,12.21,3178.0,100.0,0.0,0.0,0.0,3.231,1162.36,false
63,3.224,1098.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.224,1159.75,false
64,3.218,1122.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.218,1155.3,false
65,3.228,1106.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.228,1152.92,false
66,3.216,1123.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.216,1160.03,false
67,3.235,1127.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.235,1163.58,false
68,3.229,1105.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.229,1158.44,false
69,3.252,1113.0,12.26,3178.0,100.0,0.001,711.0,0.53,3.253,1154.04,false
70,3.229,1095.0,10.14,3178.0,100.0,0.0,0.0,0.0,3.229,1167.37,false
71,3.21,1112.0,9.84,3179.0,100.0,0.0,0.0,0.0,3.21,1154.3,false
72,3.227,1094.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.227,1161.42,false
73,3.236,1102.0,12.2,3179.0,100.0,0.0,0.0,0.0,3.236,1152.65,false
74,3.26,1122.0,24.55,3178.0,100.0,0.0,0.0,0.0,3.26,1165.45,false
75,3.249,1104.0,13.11,3178.0,100.0,0.0,0.0,0.0,3.249,1159.56,false
76,3.238,1095.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.238,1157.82,false
77,3.234,1113.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.234,1154.46,false
78,3.236,1137.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.236,1164.26,false
79,3.232,1111.0,12.27,3178.0,100.0,0.0,0.0,0.0,3.232,1162.65,false
80,3.234,1106.0,12.7,3178.0,100.0,0.0,0.0,0.0,3.234,1149.88,false
81,3.231,1125.0,12.93,3178.0,100.0,0.002,716.0,0.61,3.233,1162.64,false
82,3.234,1111.0,12.12,3179.0,100.0,0.0,0.0,0.0,3.234,1159.64,false
83,3.229,1110.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.229,1154.12,false
