Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.232,1089.0,23.85,1700.0,43.6,0.0,0.0,0.0,1.232,468.92,false
1,3.142,1052.0,13.2,3182.0,99.98,0.001,714.0,0.41,3.143,1112.33,false
2,3.226,1134.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.226,1154.51,false
3,3.217,1159.0,11.98,3178.0,100.0,0.0,0.0,0.0,3.217,1167.75,false
4,3.23,1141.0,25.3,3179.0,100.0,0.0,0.0,0.0,3.23,1160.22,false
5,3.235,1130.0,12.88,3178.0,100.0,0.0,0.0,0.0,3.235,1152.52,false
6,3.217,1118.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.217,1157.6,false
7,3.217,1156.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.217,1160.09,false
8,3.217,1133.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.217,1161.33,false
9,3.216,1129.0,12.97,3178.0,100.0,0.001,712.0,0.31,3.217,1161.19,false
10,3.227,1138.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.227,1156.13,false
11,3.224,1135.0,12.94,3179.0,100.0,0.001,716.0,0.61,3.225,1157.71,false
12,3.206,1097.0,7.1,3179.0,100.0,0.0,0.0,0.0,3.206,1159.8,false
13,3.217,1146.0,10.62,3179.0,100.0,0.0,0.0,0.0,3.217,1160.49,false
14,3.223,1164.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.223,1157.63,false
15,3.232,1168.0,12.26,3179.0,100.0,0.0,0.0,0.0,3.232,1153.81,false
16,3.236,1160.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.236,1166.22,false
17,3.226,1139.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.226,1158.22,false
18,3.231,1151.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.231,1155.17,false
19,3.231,1176.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.231,1156.96,false
20,3.239,1141.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.239,1165.85,false
21,3.238,1152.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.238,1159.23,false
22,3.235,1153.0,12.41,3179.0,100.0,0.0,0.0,0.0,3.235,1156.11,false
23,3.232,1144.0,12.65,3179.0,100.0,0.0,0.0,0.0,3.232,1160.97,false
24,3.233,1147.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.233,1156.59,false
25,3.237,1123.0,12.08,3178.0,100.0,0.0,0.0,0.0,3.237,1156.68,false
26,3.239,1188.0,11.95,3178.0,100.0,0.0,0.0,0.0,3.239,1168.7,false
27,3.229,1155.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.229,1155.54,false
28,3.237,1153.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.237,1155.75,false
29,3.243,1157.0,11.47,3178.0,100.0,0.0,0.0,0.0,3.243,1156.19,false
30,3.226,1123.0,10.23,3178.0,100.0,0.0,0.0,0.0,3.226,1168.7,false
31,3.219,1132.0,7.58,3179.0,100.0,0.0,0.0,0.0,3.219,1159.53,false
32,3.232,1146.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.232,1156.05,false
33,3.236,1148.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.236,1157.01,false
34,3.263,1149.0,25.34,3178.0,100.0,0.0,0.0,0.0,3.263,1164.34,false
35,3.239,1156.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.239,1160.54,false
36,3.236,1148.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.236,1155.87,false
37,3.237,1120.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.237,1156.85,false
38,3.253,1155.0,13.15,3178.0,100.0,0.0,0.0,0.0,3.253,1162.51,false
39,3.243,1173.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.243,1158.56,false
40,3.238,1135.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.238,1155.54,false
41,3.312,1194.0,18.33,3176.0,100.0,0.0,713.0,0.31,3.312,1163.64,false
42,3.226,1144.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.226,1153.07,false
43,3.248,1146.0,11.88,3179.0,100.0,0.0,0.0,0.0,3.248,1165.83,false
44,3.245,1186.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.245,1162.56,false
45,3.243,1149.0,12.15,3179.0,100.0,0.0,0.0,0.0,3.243,1153.11,false
46,3.235,1123.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.235,1159.29,false
47,3.238,1165.0,11.65,3178.0,100.0,0.0,0.0,0.0,3.238,1157.3,false
48,3.242,1127.0,11.88,3179.0,100.0,0.0,0.0,0.0,3.242,1155.97,false
49,3.216,1092.0,8.17,3179.0,100.0,0.0,0.0,0.0,3.216,1163.31,false
50,3.236,1139.0,9.76,3179.0,100.0,0.0,0.0,0.0,3.236,1159.77,false
51,3.248,1168.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.248,1155.53,false
52,3.249,1122.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.249,1154.91,false
53,3.239,1154.0,11.51,3179.0,100.0,0.0,0.0,0.0,3.239,1167.16,false
54,3.249,1156.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.249,1161.41,false
55,3.251,1161.0,12.19,3179.0,100.0,0.0,0.0,0.0,3.251,1155.27,false
56,3.244,1139.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.244,1156.82,false
57,3.24,1149.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.24,1158.22,false
58,3.241,1152.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.241,1159.92,false
59,3.254,1117.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.254,1162.6,false
60,3.246,1162.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.246,1159.47,false
61,3.292,1229.0,22.48,3177.0,100.0,0.0,0.0,0.0,3.292,1155.48,false
62,3.244,1143.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.244,1158.16,false
63,3.243,1171.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.243,1158.56,false
64,3.268,1160.0,25.55,3179.0,100.0,0.0,0.0,0.0,3.268,1156.45,false
65,3.247,1158.0,12.06,3178.0,100.0,0.0,0.0,0.0,3.247,1160.24,false
