Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.241,1090.0,35.33,1688.0,43.61,0.0,0.0,0.0,1.241,465.25,false
1,3.153,1067.0,13.39,3182.0,99.96,0.0,715.0,0.41,3.153,1118.45,false
2,3.211,1113.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.211,1157.75,false
3,3.214,1178.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.214,1156.82,false
4,3.219,1134.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.219,1157.57,false
5,3.219,1155.0,11.9,3178.0,100.0,0.0,0.0,0.0,3.219,1159.36,false
6,3.211,1139.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.211,1161.85,false
7,3.213,1162.0,12.26,3179.0,100.0,0.0,0.0,0.0,3.213,1163.51,false
8,3.235,1179.0,25.89,3178.0,100.0,0.0,0.0,0.0,3.235,1161.3,false
9,3.229,1104.0,13.2,3178.0,100.0,0.002,712.0,0.31,3.231,1156.1,false
10,3.211,1133.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.211,1161.7,false
11,3.206,1148.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.206,1154.47,false
12,3.214,1143.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.214,1162.91,false
13,3.214,1132.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.214,1162.53,false
14,3.223,1121.0,12.35,3178.0,100.0,0.0,0.0,0.0,3.223,1160.44,false
15,3.206,1137.0,13.42,3179.0,100.0,0.001,713.0,0.63,3.207,1154.97,false
16,3.211,1085.0,9.08,3178.0,100.0,0.0,0.0,0.0,3.211,1160.24,false
17,3.201,1125.0,8.56,3179.0,100.0,0.0,0.0,0.0,3.201,1151.04,false
18,3.231,1179.0,12.96,3178.0,100.0,0.0,0.0,0.0,3.231,1158.86,false
19,3.226,1129.0,12.32,3179.0,100.0,0.0,0.0,0.0,3.226,1160.64,false
20,3.256,1121.0,24.16,3178.0,100.0,0.0,0.0,0.0,3.256,1165.7,false
21,3.234,1154.0,12.96,3179.0,100.0,0.0,714.0,0.41,3.234,1157.05,false
22,3.222,1156.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.222,1160.99,false
23,3.22,1127.0,12.59,3179.0,100.0,0.0,0.0,0.0,3.22,1161.5,false
24,3.234,1137.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.234,1156.31,false
25,3.223,1140.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.223,1159.51,false
26,3.226,1165.0,12.16,3179.0,100.0,0.0,0.0,0.0,3.226,1157.78,false
27,3.223,1151.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.223,1149.22,false
28,3.224,1141.0,11.39,3179.0,100.0,0.0,0.0,0.0,3.224,1161.13,false
29,3.225,1133.0,12.39,3178.0,100.0,0.0,0.0,0.0,3.225,1164.17,false
30,3.227,1126.0,12.47,3179.0,100.0,0.0,0.0,0.0,3.227,1157.99,false
31,3.244,1140.0,11.88,3179.0,99.99,0.0,0.0,0.0,3.244,1153.56,false
32,3.226,1148.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.226,1163.79,false
33,3.222,1153.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.222,1160.86,false
34,3.233,1118.0,12.08,3178.0,100.0,0.0,0.0,0.0,3.233,1157.2,false
35,3.216,1083.0,7.75,3178.0,100.0,0.0,0.0,0.0,3.216,1162.44,false
36,3.22,1129.0,9.32,3179.0,100.0,0.0,0.0,0.0,3.22,1151.4,false
37,3.23,1137.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.23,1158.39,false
38,3.268,1127.0,25.9,3178.0,100.0,0.0,0.0,0.0,3.268,1158.18,false
39,3.233,1136.0,12.28,3179.0,100.0,0.0,0.0,0.0,3.233,1160.34,false
40,3.23,1128.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.23,1158.57,false
41,3.233,1133.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.233,1159.61,false
42,3.227,1150.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.227,1162.56,false
43,3.23,1136.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.23,1160.03,false
44,3.232,1146.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.232,1158.63,false
45,3.23,1135.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.23,1160.14,false
46,3.253,1144.0,19.44,3179.0,100.0,0.0,0.0,0.0,3.253,1157.76,false
47,3.233,1176.0,13.06,3179.0,100.0,0.0,712.0,0.31,3.233,1159.41,false
48,3.247,1124.0,12.42,3179.0,100.0,0.0,0.0,0.0,3.247,1158.56,false
49,3.235,1147.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.235,1158.79,false
50,3.236,1163.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.236,1158.27,false
51,3.334,1153.0,50.43,3179.0,100.0,0.0,709.0,0.22,3.334,1150.71,false
52,3.309,1139.0,33.33,3178.0,100.0,0.0,0.0,0.0,3.309,1169.16,false
53,3.237,1129.0,12.73,3179.0,100.0,0.0,709.0,0.22,3.237,1156.44,false
54,3.214,1072.0,7.07,3179.0,100.0,0.0,0.0,0.0,3.214,1151.54,false
55,3.231,1148.0,10.54,3179.0,100.0,0.0,0.0,0.0,3.231,1162.84,false
56,3.225,1137.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.225,1158.56,false
57,3.24,1127.0,12.29,3179.0,100.0,0.0,0.0,0.0,3.24,1161.32,false
58,3.254,1144.0,11.96,3179.0,100.0,0.0,0.0,0.0,3.254,1155.71,false
59,3.238,1111.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.238,1155.87,false
60,3.253,1127.0,13.06,3179.0,100.0,0.0,0.0,0.0,3.253,1155.43,false
61,3.227,1137.0,11.96,3179.0,100.0,0.0,0.0,0.0,3.227,1159.66,false
62,3.247,1161.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.247,1161.79,false
63,3.232,1112.0,12.12,3179.0,100.0,0.0,0.0,0.0,3.232,1156.01,false
64,3.244,1126.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.244,1163.0,false
65,3.231,1097.0,11.58,3179.0,100.0,0.0,0.0,0.0,3.231,1157.59,false
66,3.228,1146.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.228,1153.23,false
67,3.317,1225.0,35.28,3179.0,100.0,0.0,710.0,0.22,3.317,1157.19,false
68,3.419,1418.0,44.58,3178.0,99.99,0.0,0.0,0.0,3.419,1157.02,false
69,3.242,1164.0,12.67,3179.0,100.0,0.0,709.0,0.22,3.242,1163.34,false
70,3.235,1133.0,12.58,3179.0,100.0,0.0,0.0,0.0,3.235,1159.71,false
71,3.238,1101.0,12.36,3179.0,100.0,0.0,0.0,0.0,3.238,1157.62,false
72,3.223,1098.0,8.4,3179.0,100.0,0.0,0.0,0.0,3.223,1154.36,false
73,3.241,1129.0,9.34,3178.0,100.0,0.0,0.0,0.0,3.241,1162.96,false
74,3.224,1132.0,13.38,3179.0,100.0,0.0,712.0,0.31,3.224,1150.56,false
75,3.239,1108.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.239,1159.85,false
76,3.241,1114.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.241,1160.75,false
77,3.236,1162.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.236,1157.26,false
78,3.234,1139.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.234,1157.65,false
79,3.232,1155.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.232,1151.51,false
80,3.242,1148.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.242,1160.99,false
81,3.231,1132.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.231,1162.72,false
82,3.233,1127.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.233,1152.55,false
83,3.246,1148.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.246,1161.53,false
84,3.323,1156.0,44.43,3174.0,100.0,0.0,709.0,0.43,3.327,1160.99,false
85,3.516,1267.0,97.79,3177.0,99.99,0.0,716.0,0.51,3.516,1163.37,false
86,3.534,1263.0,96.52,3176.0,100.0,0.0,0.0,0.0,3.534,1157.83,false
87,3.508,1210.0,98.0,3177.0,100.0,0.0,0.0,0.0,3.508,1158.59,false
88,3.551,1274.0,97.8,3175.0,100.0,0.0,0.0,0.0,3.551,1170.86,false
89,3.53,1247.0,95.05,3175.0,100.0,0.0,0.0,0.0,3.53,1160.77,false
90,3.508,1233.0,98.39,3176.0,100.0,0.0,0.0,0.0,3.508,1161.76,false
91,3.513,1229.0,97.88,3176.0,100.0,0.0,709.0,0.22,3.513,1159.96,false
92,3.773,1260.0,98.02,3170.0,100.0,0.0,0.0,0.0,3.773,1166.15,false
93,3.518,1220.0,98.49,3176.0,100.0,0.0,0.0,0.0,3.518,1159.92,false
94,3.513,1250.0,96.3,3172.0,100.0,0.0,0.0,0.0,3.517,1164.2,false
95,3.301,1137.0,28.13,3178.0,100.0,0.0,710.0,0.22,3.301,1157.6,false
96,3.242,1154.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.242,1163.71,false
97,3.276,1179.0,27.43,3179.0,100.0,0.0,709.0,0.22,3.276,1158.26,false
98,3.255,1143.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.255,1160.53,false
99,3.241,1149.0,11.69,3178.0,100.0,0.0,0.0,0.0,3.241,1163.17,false
100,3.291,1188.0,33.41,3179.0,100.0,0.002,712.0,0.53,3.293,1152.64,false
101,3.426,1174.0,96.35,3174.0,100.0,0.0,709.0,0.43,3.431,1167.28,false
102,3.491,1227.0,99.43,3178.0,99.99,0.0,713.0,0.31,3.491,1165.86,false
103,3.451,1179.0,99.39,3178.0,100.0,0.0,0.0,0.0,3.451,1162.76,false
104,3.439,1134.0,99.35,3178.0,100.0,0.0,0.0,0.0,3.439,1160.25,false
105,3.458,1198.0,99.88,3179.0,99.99,0.0,0.0,0.0,3.458,1158.3,false
106,3.441,1176.0,99.8,3178.0,100.0,0.0,0.0,0.0,3.441,1160.29,false
107,3.453,1177.0,99.79,3178.0,100.0,0.0,0.0,0.0,3.453,1166.42,false
108,3.417,1135.0,96.68,3179.0,100.0,0.0,0.0,0.0,3.417,1155.57,false
109,3.421,1143.0,97.8,3178.0,100.0,0.0,0.0,0.0,3.421,1165.24,false
110,3.452,1199.0,98.32,3179.0,100.0,0.0,0.0,0.0,3.452,1165.01,false
111,3.443,1159.0,98.55,3179.0,100.0,0.0,0.0,0.0,3.443,1159.52,false
112,3.449,1174.0,99.03,3179.0,100.0,0.0,0.0,0.0,3.449,1160.01,false
113,3.45,1187.0,98.49,3179.0,100.0,0.0,0.0,0.0,3.45,1152.96,false
114,3.436,1157.0,98.26,3178.0,100.0,0.0,0.0,0.0,3.436,1168.61,false
115,3.441,1173.0,99.66,3179.0,100.0,0.0,0.0,0.0,3.441,1161.5,false
116,3.266,1164.0,29.0,3174.0,100.0,0.001,713.0,0.31,3.271,1153.2,false
117,3.248,1157.0,12.48,3179.0,100.0,0.0,0.0,0.0,3.248,1153.3,false
118,3.259,1138.0,13.58,3179.0,100.0,0.0,709.0,0.43,3.259,1160.33,false
119,3.244,1144.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.244,1158.23,false
120,3.239,1146.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.239,1164.13,false
121,3.237,1147.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.237,1153.71,false
122,3.246,1154.0,11.53,3178.0,100.0,0.0,0.0,0.0,3.246,1166.9,false
123,3.245,1148.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.245,1158.79,false
124,3.245,1156.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.245,1151.93,false
125,3.248,1158.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.248,1165.26,false
126,3.236,1145.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.236,1154.74,false
127,3.259,1102.0,22.25,3179.0,100.0,0.0,0.0,0.0,3.259,1166.2,false
128,3.24,1123.0,9.59,3179.0,100.0,0.0,0.0,0.0,3.24,1152.53,false
129,3.248,1178.0,11.61,3179.0,100.0,0.0,0.0,0.0,3.248,1164.25,false
130,3.24,1156.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.24,1155.15,false
131,3.238,1146.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.238,1161.86,false
132,3.337,1193.0,54.65,3175.0,100.0,0.0,709.0,0.43,3.342,1157.27,false
133,3.303,1163.0,32.32,3178.0,100.0,0.0,711.0,0.53,3.303,1159.36,false
134,3.245,1122.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.245,1154.26,false
135,3.261,1142.0,12.93,3179.0,100.0,0.0,714.0,0.41,3.261,1162.01,false
136,3.253,1156.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.253,1162.67,false
137,3.213,1126.0,12.35,3179.0,100.0,0.0,0.0,0.0,3.213,1155.24,false
138,3.242,1154.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.242,1156.08,false
139,3.241,1171.0,11.5,3179.0,100.0,0.0,0.0,0.0,3.241,1155.56,false
140,3.233,1116.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.233,1157.09,false
141,3.248,1155.0,13.61,3179.0,100.0,0.0,0.0,0.0,3.248,1165.98,false
142,3.247,1184.0,19.68,3179.0,100.0,0.0,709.0,0.22,3.247,1150.53,false
143,3.242,1144.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.242,1166.95,false
144,3.245,1190.0,13.64,3179.0,100.0,0.0,0.0,0.0,3.245,1159.96,false
145,3.239,1117.0,10.52,3179.0,100.0,0.0,0.0,0.0,3.239,1154.05,false
146,3.221,1096.0,7.33,3179.0,100.0,0.0,0.0,0.0,3.221,1161.32,false
147,3.246,1161.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.246,1154.45,false
148,3.24,1143.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.24,1162.65,false
149,3.328,1202.0,51.51,3175.0,100.0,0.0,710.0,0.43,3.332,1155.75,false
150,3.291,1157.0,28.53,3179.0,100.0,0.0,710.0,0.22,3.291,1160.72,false
151,3.247,1135.0,12.49,3178.0,100.0,0.0,0.0,0.0,3.247,1157.81,false
152,3.266,1146.0,13.0,3179.0,100.0,0.0,710.0,0.21,3.266,1161.19,false
153,3.244,1146.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.244,1152.66,false
154,3.237,1145.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.237,1164.56,false
155,3.248,1187.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.248,1158.02,false
156,3.243,1137.0,23.89,3179.0,100.0,0.0,0.0,0.0,3.243,1159.88,false
157,3.269,1150.0,13.45,3179.0,100.0,0.0,0.0,0.0,3.269,1151.31,false
158,3.263,1185.0,14.73,3178.0,100.0,0.0,0.0,0.0,3.263,1164.09,false
159,3.254,1145.0,13.73,3179.0,100.0,0.0,710.0,0.22,3.254,1162.55,false
160,3.358,1158.0,49.69,3179.0,100.0,0.0,0.0,0.0,3.358,1152.7,false
161,3.284,1131.0,41.26,3179.0,100.0,0.0,0.0,0.0,3.284,1154.23,false
162,3.263,1142.0,12.14,3179.0,100.0,0.0,0.0,0.0,3.263,1163.75,false
163,3.291,1158.0,16.5,3177.0,100.0,0.0,0.0,0.0,3.291,1156.67,false
164,3.245,1106.0,7.42,3179.0,100.0,0.0,0.0,0.0,3.245,1156.6,false
165,3.291,1147.0,15.22,3178.0,100.0,0.0,0.0,0.0,3.291,1162.86,false
166,5.416,2056.0,58.0,3079.0,100.0,0.0,710.0,0.65,5.42,1156.98,false
167,4.473,1615.0,82.69,3133.0,100.0,0.0,0.0,0.0,4.473,1164.1,false
168,4.044,1541.0,33.18,3138.0,100.0,0.0,708.0,0.22,4.044,1153.9,false
169,5.14,2064.0,38.27,3085.0,100.0,0.0,0.0,0.0,5.14,1157.63,false
170,3.668,1281.0,60.75,3165.0,100.0,0.0,0.0,0.0,3.668,1166.55,false
171,4.727,1856.0,33.95,3107.0,100.0,0.0,0.0,0.0,4.727,1148.75,false
172,4.807,1868.0,52.86,3107.0,100.0,0.0,0.0,0.0,4.807,1166.59,false
173,3.587,1305.0,57.43,3169.0,100.0,0.0,709.0,0.21,3.587,1157.71,false
174,5.136,2064.0,39.47,3083.0,100.0,0.0,0.0,0.0,5.136,1158.41,false
175,4.215,1574.0,74.25,3143.0,100.0,0.0,709.0,0.22,4.215,1155.68,false
176,4.667,1608.0,100.0,3130.0,100.0,0.0,0.0,0.0,4.667,1158.68,false
177,5.147,1981.0,52.84,3091.0,100.0,0.0,709.0,0.22,5.147,1167.17,false
178,3.392,1187.0,57.53,3176.0,100.0,0.0,0.0,0.0,3.392,1161.68,false
179,5.274,2061.0,46.65,3084.0,100.0,0.0,710.0,0.21,5.274,1158.77,false
180,4.356,1641.0,69.91,3128.0,100.0,0.0,0.0,0.0,4.356,1160.84,false
181,4.076,1511.0,28.99,3141.0,100.0,0.0,711.0,0.75,4.076,1148.41,false
182,5.246,2063.0,46.01,3084.0,100.0,0.0,0.0,0.0,5.246,1167.15,false
183,3.602,1287.0,66.91,3168.0,100.0,0.0,0.0,0.0,3.602,1152.46,false
184,4.825,1935.0,40.01,3097.0,100.0,0.0,0.0,0.0,4.825,1158.52,false
185,4.76,1828.0,58.91,3108.0,100.0,0.001,713.0,0.31,4.761,1161.45,false
186,3.683,1323.0,61.02,3162.0,100.0,0.0,0.0,0.0,3.683,1167.87,false
187,5.17,2064.0,41.59,3080.0,100.0,0.002,711.0,0.53,5.172,1164.15,false
188,4.079,1466.0,72.26,3144.0,100.0,0.0,0.0,0.0,4.079,1156.57,false
189,4.256,1669.0,29.07,3129.0,100.0,0.0,0.0,0.0,4.256,1153.43,false
190,5.115,2038.0,39.53,3087.0,100.0,0.0,0.0,0.0,5.115,1162.84,false
191,3.441,1203.0,57.08,3177.0,100.0,0.001,712.0,0.31,3.442,1163.62,false
192,5.045,2015.0,39.05,3090.0,100.0,0.001,712.0,0.32,5.046,1158.4,false
193,4.582,1735.0,66.9,3116.0,100.0,0.0,710.0,0.22,4.582,1159.06,false
194,3.831,1431.0,38.36,3153.0,100.0,0.0,0.0,0.0,3.831,1160.6,false
195,5.203,2064.0,43.14,3077.0,100.0,0.0,713.0,0.31,5.203,1155.74,false
196,3.944,1444.0,65.07,3154.0,100.0,0.0,0.0,0.0,3.944,1158.5,false
197,4.491,1741.0,30.59,3118.0,100.0,0.0,709.0,0.22,4.491,1164.93,false
198,4.952,1954.0,46.47,3098.0,100.0,0.0,0.0,0.0,4.952,1155.7,false
199,3.437,1195.0,58.08,3176.0,100.0,0.0,708.0,0.22,3.437,1160.26,false
200,5.114,2064.0,35.46,3086.0,100.0,0.0,0.0,0.0,5.114,1152.0,false
201,3.755,1376.0,70.86,3162.0,100.0,0.0,708.0,0.22,3.755,1157.78,false
202,3.257,1150.0,12.58,3178.0,100.0,0.0,0.0,0.0,3.257,1162.37,false
203,3.252,1151.0,8.52,3178.0,100.0,0.0,709.0,0.22,3.252,1165.91,false
204,3.261,1123.0,13.58,3178.0,100.0,0.0,0.0,0.0,3.261,1157.4,false
205,3.252,1179.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.252,1161.16,false
206,3.343,1276.0,32.43,3179.0,100.0,0.0,0.0,0.0,3.343,1153.49,false
207,3.541,1325.0,36.38,3174.0,100.0,0.0,710.0,0.22,3.541,1166.38,false
208,3.265,1144.0,19.51,3179.0,100.0,0.0,0.0,0.0,3.265,1156.37,false
