Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.151,1089.0,18.45,1606.0,40.34,0.0,0.0,0.0,1.151,417.68,false
1,3.129,1040.0,13.7,3182.0,99.93,0.001,714.0,0.41,3.13,1116.75,false
2,3.213,1108.0,12.46,3178.0,99.99,0.0,0.0,0.0,3.213,1156.19,false
3,3.21,1130.0,12.16,3179.0,100.0,0.0,0.0,0.0,3.21,1157.74,false
4,3.219,1150.0,12.41,3179.0,100.0,0.0,0.0,0.0,3.219,1156.69,false
5,3.225,1128.0,12.6,3178.0,100.0,0.0,0.0,0.0,3.225,1162.48,false
6,3.219,1102.0,12.51,3178.0,100.0,0.0,0.0,0.0,3.219,1154.58,false
7,3.219,1139.0,11.94,3178.0,100.0,0.0,0.0,0.0,3.219,1167.9,false
8,3.474,1151.0,15.44,3173.0,100.0,0.0,0.0,0.0,3.474,1156.08,false
9,3.214,1134.0,13.02,3179.0,100.0,0.003,713.0,0.31,3.217,1157.27,false
10,3.212,1071.0,7.74,3178.0,100.0,0.0,0.0,0.0,3.212,1154.48,false
11,3.222,1112.0,11.22,3179.0,100.0,0.0,0.0,0.0,3.222,1164.63,false
12,3.227,1136.0,12.26,3178.0,100.0,0.0,0.0,0.0,3.227,1152.91,false
13,3.231,1146.0,13.03,3179.0,100.0,0.0,0.0,0.0,3.231,1164.45,false
14,3.235,1135.0,12.25,3178.0,100.0,0.0,708.0,0.22,3.235,1157.19,false
15,3.222,1109.0,14.82,3179.0,100.0,0.0,712.0,0.32,3.222,1156.61,false
16,3.274,1169.0,22.9,3177.0,100.0,0.0,0.0,0.0,3.274,1157.97,false
17,3.237,1105.0,12.72,3179.0,100.0,0.0,0.0,0.0,3.237,1162.21,false
18,3.23,1105.0,12.26,3178.0,100.0,0.0,0.0,0.0,3.23,1153.57,false
19,3.25,1120.0,23.3,3179.0,100.0,0.0,0.0,0.0,3.25,1160.73,false
20,3.228,1146.0,13.31,3178.0,100.0,0.0,0.0,0.0,3.228,1165.46,false
21,3.231,1128.0,12.3,3179.0,100.0,0.0,0.0,0.0,3.231,1156.29,false
22,3.233,1110.0,13.02,3179.0,100.0,0.0,0.0,0.0,3.233,1152.81,false
23,3.223,1117.0,12.16,3179.0,100.0,0.0,0.0,0.0,3.223,1167.1,false
24,3.227,1131.0,13.06,3179.0,100.0,0.0,713.0,0.53,3.227,1154.31,false
25,3.228,1139.0,13.17,3179.0,100.0,0.0,0.0,0.0,3.228,1156.11,false
26,3.233,1122.0,12.53,3178.0,100.0,0.0,0.0,0.0,3.233,1166.5,false
27,3.221,1123.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.221,1156.97,false
28,3.238,1103.0,12.58,3179.0,100.0,0.0,0.0,0.0,3.238,1151.13,false
29,3.218,1059.0,10.81,3179.0,100.0,0.0,0.0,0.0,3.218,1159.41,false
30,3.218,1093.0,10.47,3179.0,100.0,0.0,0.0,0.0,3.218,1164.79,false
31,3.222,1106.0,12.34,3179.0,100.0,0.0,0.0,0.0,3.222,1156.15,false
32,3.221,1109.0,12.15,3179.0,100.0,0.0,0.0,0.0,3.221,1158.7,false
33,3.223,1120.0,12.27,3179.0,100.0,0.0,0.0,0.0,3.223,1157.62,false
34,3.245,1126.0,13.81,3179.0,100.0,0.0,0.0,0.0,3.245,1159.62,false
35,3.284,1133.0,34.32,3178.0,100.0,0.0,714.0,0.41,3.284,1156.31,false
36,3.233,1158.0,12.5,3179.0,100.0,0.0,0.0,0.0,3.233,1162.07,false
37,3.228,1094.0,13.04,3179.0,100.0,0.0,0.0,0.0,3.228,1153.29,false
38,3.229,1102.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.229,1156.25,false
39,3.233,1093.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.233,1165.19,false
40,3.238,1121.0,12.26,3178.0,99.99,0.0,0.0,0.0,3.238,1157.37,false
41,3.226,1101.0,12.16,3179.0,100.0,0.0,0.0,0.0,3.226,1155.21,false
42,3.238,1089.0,13.05,3179.0,100.0,0.0,0.0,0.0,3.238,1161.82,false
43,3.26,1147.0,16.51,3178.0,100.0,0.001,712.0,0.63,3.261,1159.26,false
44,3.255,1129.0,12.92,3178.0,100.0,0.0,0.0,0.0,3.255,1158.47,false
45,3.233,1113.0,12.49,3179.0,100.0,0.0,0.0,0.0,3.233,1157.99,false
