Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.468,1086.0,32.71,1700.0,43.94,0.0,0.0,0.0,1.468,460.65,false
1,3.151,1057.0,13.44,3182.0,99.95,0.001,714.0,0.41,3.152,1118.97,false
2,3.231,1117.0,12.63,3178.0,100.0,0.0,0.0,0.0,3.231,1155.91,false
3,3.252,1143.0,18.89,3178.0,100.0,0.0,0.0,0.0,3.252,1162.02,false
4,3.422,1223.0,87.4,3179.0,100.0,0.0,0.0,0.0,3.422,1159.84,false
5,3.242,1163.0,13.75,3179.0,100.0,0.003,711.0,0.53,3.245,1162.98,false
6,3.232,1142.0,13.34,3179.0,100.0,0.001,715.0,0.73,3.233,1156.78,false
7,3.237,1146.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.237,1154.99,false
8,3.231,1142.0,12.52,3178.0,100.0,0.0,0.0,0.0,3.231,1168.54,false
9,3.234,1143.0,12.58,3178.0,100.0,0.002,714.0,0.41,3.236,1155.65,false
10,3.208,1077.0,8.08,3178.0,100.0,0.0,0.0,0.0,3.208,1158.63,false
11,3.231,1122.0,10.34,3178.0,100.0,0.0,0.0,0.0,3.231,1155.95,false
12,3.248,1149.0,12.7,3178.0,100.0,0.0,0.0,0.0,3.248,1163.1,false
13,3.244,1134.0,11.63,3178.0,100.0,0.0,0.0,0.0,3.244,1160.92,false
14,3.238,1135.0,12.14,3178.0,100.0,0.0,0.0,0.0,3.238,1157.43,false
15,3.247,1157.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.247,1160.39,false
16,3.245,1167.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.245,1158.9,false
17,3.238,1171.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.238,1156.16,false
18,3.243,1164.0,12.76,3178.0,100.0,0.0,0.0,0.0,3.243,1166.61,false
19,3.259,1177.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.259,1161.52,false
20,3.246,1152.0,13.62,3179.0,100.0,0.0,0.0,0.0,3.246,1156.68,false
21,3.256,1162.0,13.44,3178.0,100.0,0.0,0.0,0.0,3.256,1164.41,false
22,3.242,1148.0,12.73,3179.0,100.0,0.0,0.0,0.0,3.242,1153.44,false
23,3.25,1144.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.25,1165.58,false
24,3.239,1148.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.239,1156.32,false
25,3.253,1152.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.253,1163.28,false
26,3.253,1164.0,12.16,3178.0,100.0,0.0,0.0,0.0,3.253,1162.64,false
27,3.242,1150.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.242,1157.83,false
28,3.246,1164.0,10.97,3178.0,100.0,0.0,0.0,0.0,3.246,1154.43,false
29,3.222,1112.0,6.54,3179.0,100.0,0.0,0.0,0.0,3.222,1165.78,false
30,3.274,1130.0,16.12,3178.0,100.0,0.0,0.0,0.0,3.274,1155.84,false
31,3.253,1139.0,11.87,3178.0,100.0,0.0,0.0,0.0,3.253,1167.09,false
32,3.244,1148.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.244,1156.03,false
33,3.248,1130.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.248,1153.88,false
34,3.244,1197.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.244,1169.18,false
35,3.251,1145.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.251,1156.32,false
36,3.239,1147.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.239,1156.14,false
37,3.248,1132.0,11.59,3178.0,100.0,0.0,0.0,0.0,3.248,1165.12,false
38,3.252,1151.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.252,1163.48,false
39,3.246,1141.0,11.49,3178.0,100.0,0.0,0.0,0.0,3.246,1160.67,false
40,3.239,1138.0,11.85,3178.0,100.0,0.0,0.0,0.0,3.239,1160.81,false
41,3.245,1128.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.245,1157.23,false
42,3.245,1150.0,12.47,3178.0,100.0,0.0,0.0,0.0,3.245,1161.03,false
43,3.257,1125.0,11.82,3178.0,100.0,0.0,0.0,0.0,3.257,1167.92,false
44,3.249,1131.0,11.85,3178.0,100.0,0.0,0.0,0.0,3.249,1158.74,false
45,3.253,1159.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.253,1157.3,false
46,3.258,1153.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.258,1166.28,false
47,3.232,1128.0,8.47,3178.0,100.0,0.0,0.0,0.0,3.232,1158.55,false
48,3.24,1138.0,8.77,3179.0,100.0,0.0,0.0,0.0,3.24,1158.08,false
49,3.244,1126.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.244,1158.17,false
50,3.255,1142.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.255,1167.39,false
51,3.253,1120.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.253,1157.22,false
52,3.252,1102.0,11.45,3179.0,100.0,0.0,0.0,0.0,3.252,1152.52,false
53,3.249,1124.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.249,1166.99,false
54,3.249,1162.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.249,1157.46,false
55,3.253,1163.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.253,1154.88,false
