Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.242,1064.0,20.02,1741.0,43.65,0.001,714.0,0.52,1.243,459.99,false
1,3.132,1053.0,12.1,3183.0,99.96,0.001,714.0,0.41,3.133,1121.08,false
2,3.198,1068.0,11.5,3179.0,100.0,0.0,0.0,0.0,3.198,1154.84,false
3,3.201,1137.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.201,1148.66,false
4,3.206,1137.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.206,1160.01,false
5,3.203,1083.0,10.66,3179.0,100.0,0.0,0.0,0.0,3.203,1159.03,false
6,3.176,1047.0,6.69,3179.0,100.0,0.0,0.0,0.0,3.176,1153.05,false
7,3.202,1113.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.202,1155.84,false
8,3.198,1100.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.198,1149.42,false
9,3.201,1112.0,13.16,3179.0,100.0,0.001,709.0,0.22,3.202,1161.45,false
10,3.199,1088.0,11.7,3179.0,100.0,0.0,0.0,0.0,3.199,1149.68,false
11,3.192,1105.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.192,1151.02,false
12,3.207,1116.0,13.3,3179.0,100.0,0.0,0.0,0.0,3.207,1160.44,false
13,3.206,1099.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.206,1156.46,false
14,3.199,1109.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.199,1151.49,false
15,3.202,1115.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.202,1149.86,false
16,3.207,1120.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.207,1158.79,false
17,3.204,1093.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.204,1151.59,false
18,3.209,1132.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.209,1158.09,false
19,3.216,1090.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.216,1159.77,false
20,3.209,1117.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.209,1147.43,false
21,3.207,1093.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.207,1162.29,false
22,3.217,1119.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.217,1157.37,false
23,3.244,1145.0,25.29,3179.0,100.0,0.0,0.0,0.0,3.244,1154.34,false
24,3.223,1069.0,8.88,3179.0,100.0,0.0,0.0,0.0,3.223,1155.19,false
25,3.205,1081.0,9.05,3179.0,100.0,0.0,0.0,0.0,3.205,1146.34,false
26,3.204,1110.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.204,1161.84,false
27,3.215,1118.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.215,1157.21,false
28,3.209,1116.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.209,1151.46,false
29,3.218,1140.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.218,1158.82,false
30,3.204,1130.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.204,1150.92,false
31,3.215,1119.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.215,1157.72,false
32,3.207,1139.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.207,1152.46,false
33,3.218,1104.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.218,1157.6,false
34,3.223,1117.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.223,1144.87,false
35,3.213,1084.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.213,1161.04,false
36,3.207,1084.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.207,1148.01,false
37,3.214,1103.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.214,1161.5,false
38,3.214,1103.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.214,1147.71,false
39,3.224,1125.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.224,1157.35,false
40,3.217,1119.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.217,1160.42,false
41,3.213,1100.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.213,1147.22,false
42,3.205,1094.0,10.34,3179.0,100.0,0.0,0.0,0.0,3.205,1163.0,false
43,3.198,1082.0,7.7,3179.0,100.0,0.0,0.0,0.0,3.198,1154.75,false
44,3.219,1103.0,11.38,3179.0,100.0,0.0,0.0,0.0,3.219,1146.72,false
45,3.218,1122.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.218,1163.34,false
46,3.215,1112.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.215,1147.47,false
47,3.237,1143.0,19.05,3178.0,100.0,0.001,713.0,0.32,3.238,1161.03,false
48,3.217,1115.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.217,1149.44,false
49,3.22,1128.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.22,1148.94,false
50,3.216,1129.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.216,1161.99,false
51,3.217,1116.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.217,1148.68,false
52,3.214,1117.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.214,1161.05,false
53,3.249,1118.0,26.02,3179.0,100.0,0.0,0.0,0.0,3.249,1156.88,false
54,3.221,1117.0,13.72,3179.0,100.0,0.0,713.0,0.31,3.221,1150.95,false
55,3.245,1160.0,18.75,3179.0,100.0,0.0,0.0,0.0,3.245,1157.12,false
56,3.214,1098.0,12.32,3179.0,100.0,0.0,0.0,0.0,3.214,1150.23,false
57,3.219,1108.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.219,1151.47,false
58,3.222,1124.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.222,1161.07,false
59,3.235,1130.0,12.08,3179.0,100.0,0.0,712.0,0.31,3.235,1158.71,false
60,3.212,1126.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.212,1149.65,false
61,3.21,1104.0,8.92,3179.0,100.0,0.0,0.0,0.0,3.21,1153.1,false
62,3.204,1094.0,8.28,3179.0,100.0,0.0,0.0,0.0,3.204,1160.01,false
63,3.234,1102.0,12.66,3179.0,100.0,0.0,0.0,0.0,3.234,1147.77,false
64,3.217,1096.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.217,1160.53,false
65,3.213,1113.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.213,1153.14,false
66,3.208,1097.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.208,1150.26,false
67,3.212,1124.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.212,1155.63,false
68,3.213,1100.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.213,1152.9,false
69,3.222,1109.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.222,1149.66,false
70,3.222,1108.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.222,1164.3,false
71,3.217,1131.0,13.1,3179.0,100.0,0.0,0.0,0.0,3.217,1151.6,false
72,3.23,1125.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.23,1157.21,false
73,3.216,1134.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.216,1152.2,false
74,3.222,1135.0,11.51,3179.0,100.0,0.0,0.0,0.0,3.222,1150.96,false
75,3.228,1111.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.228,1160.58,false
76,3.217,1099.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.217,1148.04,false
77,3.226,1110.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.226,1159.5,false
78,3.225,1152.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.225,1153.77,false
79,3.226,1139.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.226,1148.14,false
80,3.21,1082.0,8.39,3179.0,100.0,0.0,0.0,0.0,3.21,1164.26,false
81,3.211,1100.0,9.18,3179.0,100.0,0.0,0.0,0.0,3.211,1148.98,false
82,3.245,1126.0,25.71,3179.0,100.0,0.0,0.0,0.0,3.245,1157.58,false
83,3.23,1098.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.23,1152.74,false
84,3.227,1108.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.227,1150.06,false
85,3.223,1122.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.223,1163.03,false
86,3.218,1126.0,11.46,3179.0,100.0,0.0,0.0,0.0,3.218,1150.77,false
87,3.221,1122.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.221,1153.5,false
88,3.22,1120.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.22,1151.8,false
89,3.228,1100.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.228,1159.52,false
90,3.222,1112.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.222,1153.2,false
91,3.223,1109.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.223,1149.31,false
92,3.227,1112.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.227,1159.8,false
93,3.229,1103.0,12.29,3179.0,100.0,0.0,0.0,0.0,3.229,1151.84,false
94,3.511,1161.0,14.27,3173.0,100.0,0.0,0.0,0.0,3.511,1157.07,false
95,3.222,1107.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.222,1149.04,false
96,3.23,1116.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.23,1161.71,false
97,3.218,1101.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.218,1149.99,false
98,3.217,1035.0,8.9,3179.0,100.0,0.0,0.0,0.0,3.217,1156.28,false
99,3.215,1117.0,9.03,3179.0,100.0,0.0,0.0,0.0,3.215,1154.71,false
100,3.228,1105.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.228,1149.48,false
101,3.214,1092.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.214,1152.36,false
102,3.228,1125.0,11.36,3179.0,100.0,0.0,0.0,0.0,3.228,1150.3,false
103,3.222,1101.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.222,1152.53,false
104,3.223,1108.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.223,1161.39,false
105,3.228,1122.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.228,1151.63,false
106,3.228,1097.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.228,1151.01,false
107,3.227,1100.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.227,1161.44,false
108,3.225,1119.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.225,1148.81,false
109,3.221,1122.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.221,1150.19,false
110,3.231,1100.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.231,1150.66,false
111,3.228,1106.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.228,1162.61,false
112,3.25,1094.0,25.78,3179.0,100.0,0.0,0.0,0.0,3.25,1146.91,false
113,3.241,1125.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.241,1160.58,false
114,3.225,1113.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.225,1148.78,false
115,3.23,1120.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.23,1161.44,false
116,3.224,1125.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.224,1145.48,false
117,3.21,1054.0,7.21,3179.0,100.0,0.0,0.0,0.0,3.21,1162.59,false
118,3.222,1081.0,10.52,3179.0,100.0,0.0,0.0,0.0,3.222,1147.93,false
119,3.24,1118.0,12.11,3179.0,100.0,0.0,714.0,0.41,3.24,1159.89,false
120,3.231,1138.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.231,1154.18,false
121,3.224,1128.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.224,1154.09,false
122,3.226,1092.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.226,1146.86,false
123,3.234,1131.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.234,1159.69,false
124,3.23,1138.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.23,1151.67,false
125,3.229,1101.0,11.7,3179.0,100.0,0.0,0.0,0.0,3.229,1152.48,false
126,3.227,1101.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.227,1149.16,false
127,3.213,1113.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.213,1154.19,false
128,3.229,1119.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.229,1154.4,false
129,3.23,1128.0,11.61,3179.0,100.0,0.0,0.0,0.0,3.23,1162.61,false
130,3.208,1105.0,12.69,3179.0,100.0,0.0,0.0,0.0,3.208,1154.2,false
131,3.238,1129.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.238,1148.34,false
132,3.234,1164.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.234,1153.89,false
133,3.225,1122.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.225,1161.28,false
134,3.226,1117.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.226,1151.38,false
135,3.221,1117.0,8.73,3179.0,100.0,0.0,0.0,0.0,3.221,1155.83,false
136,3.212,1104.0,8.54,3179.0,100.0,0.0,0.0,0.0,3.212,1149.77,false
137,3.228,1100.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.228,1150.02,false
138,3.225,1124.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.225,1155.43,false
139,3.218,1110.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.218,1149.51,false
140,3.222,1118.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.222,1161.0,false
141,3.23,1128.0,12.9,3179.0,100.0,0.0,0.0,0.0,3.23,1146.01,false
142,3.249,1133.0,24.49,3179.0,100.0,0.0,0.0,0.0,3.249,1155.63,false
143,3.235,1135.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.235,1160.21,false
144,3.233,1132.0,12.18,3179.0,100.0,0.0,0.0,0.0,3.233,1153.85,false
145,3.217,1104.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.217,1152.68,false
146,3.222,1137.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.222,1156.08,false
147,3.231,1118.0,12.15,3179.0,100.0,0.0,0.0,0.0,3.231,1154.17,false
148,3.275,1114.0,15.92,3177.0,100.0,0.0,0.0,0.0,3.275,1148.83,false
149,3.243,1151.0,13.36,3179.0,100.0,0.0,713.0,0.31,3.243,1155.98,false
150,3.219,1076.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.219,1147.34,false
151,3.223,1114.0,12.51,3179.0,100.0,0.0,0.0,0.0,3.223,1154.31,false
152,3.244,1144.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.244,1160.29,false
