Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.202,1094.0,27.03,1683.0,42.19,0.0,0.0,0.0,1.202,453.28,false
1,3.132,1042.0,13.14,3182.0,99.95,0.0,714.0,0.41,3.132,1118.32,false
2,3.216,1104.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.216,1158.84,false
3,3.193,1123.0,6.96,3179.0,100.0,0.0,0.0,0.0,3.193,1152.73,false
4,3.22,1168.0,11.37,3179.0,100.0,0.0,0.0,0.0,3.22,1168.18,false
5,3.22,1159.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.22,1160.09,false
6,3.217,1128.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.217,1159.57,false
7,3.216,1161.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.216,1150.49,false
8,3.23,1156.0,12.57,3178.0,100.0,0.0,0.0,0.0,3.23,1170.13,false
9,3.201,1129.0,12.81,3178.0,100.0,0.001,712.0,0.32,3.202,1154.41,false
10,3.217,1135.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.217,1162.14,false
11,3.216,1133.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.216,1161.39,false
12,3.236,1129.0,24.38,3178.0,100.0,0.0,0.0,0.0,3.236,1159.93,false
13,3.234,1168.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.234,1158.12,false
14,3.227,1151.0,11.61,3178.0,100.0,0.0,0.0,0.0,3.227,1158.56,false
15,3.228,1145.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.228,1160.22,false
16,3.228,1154.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.228,1159.15,false
17,3.223,1155.0,12.1,3178.0,100.0,0.0,0.0,0.0,3.223,1163.17,false
18,3.25,1160.0,13.35,3178.0,100.0,0.0,715.0,0.72,3.25,1165.79,false
19,3.218,1158.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.218,1153.57,false
20,3.228,1150.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.228,1158.8,false
21,3.218,1116.0,8.86,3179.0,100.0,0.0,0.0,0.0,3.218,1161.24,false
22,3.225,1139.0,9.19,3178.0,100.0,0.0,0.0,0.0,3.225,1166.91,false
23,3.227,1134.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.227,1149.98,false
24,3.221,1141.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.221,1161.11,false
25,3.24,1130.0,12.41,3179.0,100.0,0.0,0.0,0.0,3.24,1156.88,false
26,3.23,1132.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.23,1160.66,false
27,3.235,1149.0,11.9,3178.0,100.0,0.0,0.0,0.0,3.235,1169.11,false
28,3.23,1156.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.23,1158.78,false
29,3.232,1138.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.232,1150.24,false
30,3.218,1163.0,12.61,3179.0,100.0,0.0,0.0,0.0,3.218,1164.17,false
