Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.223,1085.0,26.7,1685.0,42.86,0.0,0.0,0.0,1.223,456.65,false
1,3.158,1058.0,26.68,3182.0,99.94,0.0,0.0,0.0,3.158,1119.79,false
2,3.224,1125.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.224,1152.69,false
3,3.221,1144.0,10.92,3178.0,100.0,0.0,0.0,0.0,3.221,1166.39,false
4,3.191,1139.0,7.37,3179.0,100.0,0.0,0.0,0.0,3.191,1153.48,false
5,3.241,1136.0,11.69,3178.0,100.0,0.0,0.0,0.0,3.241,1168.94,false
6,3.218,1139.0,12.24,3179.0,100.0,0.0,0.0,0.0,3.218,1158.88,false
7,3.218,1144.0,13.39,3178.0,100.0,0.001,715.0,0.82,3.219,1161.61,false
8,3.227,1159.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.227,1155.74,false
9,3.242,1170.0,12.53,3178.0,100.0,0.001,711.0,0.43,3.243,1165.56,false
10,3.229,1123.0,11.87,3178.0,100.0,0.0,0.0,0.0,3.229,1157.61,false
11,3.222,1135.0,12.02,3178.0,100.0,0.0,0.0,0.0,3.222,1159.82,false
12,3.226,1153.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.226,1156.32,false
13,3.236,1151.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.236,1164.85,false
14,3.229,1157.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.229,1161.74,false
15,3.225,1164.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.225,1159.68,false
16,3.23,1154.0,12.26,3178.0,100.0,0.0,0.0,0.0,3.23,1157.83,false
17,3.224,1158.0,11.85,3178.0,100.0,0.0,0.0,0.0,3.224,1161.82,false
18,3.232,1142.0,11.56,3178.0,100.0,0.0,0.0,0.0,3.232,1158.22,false
19,3.226,1135.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.226,1161.57,false
20,3.24,1136.0,12.42,3178.0,100.0,0.0,0.0,0.0,3.24,1157.0,false
21,3.234,1154.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.234,1166.7,false
22,3.231,1149.0,9.38,3179.0,100.0,0.0,0.0,0.0,3.231,1158.69,false
23,3.224,1124.0,8.32,3178.0,100.0,0.0,0.0,0.0,3.224,1159.59,false
24,3.229,1151.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.229,1159.08,false
25,3.227,1159.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.227,1158.93,false
26,3.239,1135.0,12.1,3179.0,100.0,0.0,0.0,0.0,3.239,1156.04,false
27,3.235,1151.0,11.74,3178.0,100.0,0.0,0.0,0.0,3.235,1168.27,false
28,3.231,1168.0,11.69,3178.0,100.0,0.0,0.0,0.0,3.231,1160.8,false
29,3.23,1151.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.23,1160.41,false
30,3.243,1141.0,24.05,3179.0,100.0,0.0,0.0,0.0,3.243,1159.46,false
31,3.267,1151.0,12.7,3178.0,100.0,0.0,0.0,0.0,3.267,1155.08,false
32,3.245,1141.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.245,1167.32,false
33,3.24,1163.0,11.96,3178.0,100.0,0.0,0.0,0.0,3.24,1160.36,false
34,3.37,1178.0,63.6,3179.0,100.0,0.0,0.0,0.0,3.37,1154.09,false
35,3.448,1167.0,100.0,3178.0,100.0,0.0,0.0,0.0,3.448,1163.51,false
36,3.413,1157.0,84.71,3178.0,100.0,0.0,0.0,0.0,3.413,1160.16,false
37,3.267,1165.0,14.15,3178.0,100.0,0.001,714.0,0.41,3.268,1165.2,false
38,3.256,1179.0,12.37,3178.0,100.0,0.0,0.0,0.0,3.256,1156.39,false
39,3.267,1151.0,12.53,3178.0,100.0,0.0,709.0,0.22,3.267,1161.19,false
40,3.246,1139.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.246,1166.85,false
41,3.219,1123.0,6.82,3179.0,100.0,0.0,0.0,0.0,3.219,1161.34,false
42,3.242,1154.0,11.46,3179.0,100.0,0.0,0.0,0.0,3.242,1161.18,false
43,3.254,1127.0,13.17,3178.0,100.0,0.0,709.0,0.22,3.254,1152.52,false
44,3.246,1112.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.246,1157.18,false
45,3.243,1154.0,12.2,3178.0,100.0,0.0,0.0,0.0,3.243,1167.85,false
46,3.245,1112.0,12.28,3178.0,100.0,0.0,0.0,0.0,3.245,1156.4,false
47,3.24,1134.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.24,1159.62,false
48,3.236,1127.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.236,1160.67,false
49,3.24,1142.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.24,1158.79,false
50,3.236,1139.0,11.66,3178.0,100.0,0.0,0.0,0.0,3.236,1161.79,false
51,3.249,1123.0,12.62,3178.0,100.0,0.0,0.0,0.0,3.249,1156.15,false
52,3.248,1140.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.248,1154.66,false
53,3.414,1254.0,70.88,3174.0,100.0,0.0,709.0,0.43,3.418,1167.14,false
