Time (s),Power (W),Voltage (V),Amps (A)
0,253.7,239.1,1.087
1,253.5,239.1,1.103
2,253.4,239.0,1.089
3,253.2,239.1,1.097
4,253.2,239.0,1.091
5,253.0,239.2,1.095
6,253.0,239.1,1.09
7,253.1,239.2,1.097
8,253.5,239.1,1.091
9,253.3,239.2,1.136
10,253.5,239.1,1.087
11,253.2,239.2,1.105
12,253.1,239.0,1.094
13,253.1,239.0,1.094
14,253.2,239.1,1.09
15,252.9,238.9,1.093
16,252.9,239.0,1.087
17,252.9,239.1,1.095
18,253.2,239.0,1.087
19,252.9,238.9,1.113
20,253.2,239.2,1.094
21,253.0,239.0,1.08
22,252.8,239.0,1.088
23,252.7,239.1,1.089
24,252.8,239.1,1.097
25,252.7,239.1,1.083
26,252.5,239.0,1.091
27,252.7,239.2,1.091
28,252.9,239.1,1.085
29,252.8,239.1,1.119
30,253.0,239.0,1.093
31,253.5,238.9,1.086
32,253.1,238.8,1.088
33,253.0,239.0,1.089
34,252.9,239.0,1.09
35,252.8,239.0,1.087
36,252.6,239.2,1.087
37,252.7,239.1,1.094
38,253.1,239.1,1.092
39,253.1,238.8,1.112
40,253.3,238.9,1.088
41,253.1,238.9,1.087
42,252.9,239.0,1.09
43,252.9,239.1,1.089
44,253.0,239.0,1.093
45,252.9,238.9,1.087
46,252.7,238.9,1.097
47,252.9,239.1,1.087
48,253.1,239.1,1.095
49,253.0,238.9,1.11
50,253.2,238.8,1.089
51,253.1,239.1,1.086
52,252.8,239.1,1.105
53,252.7,239.0,1.086
54,252.7,239.0,1.105
55,252.7,239.0,1.084
56,252.4,239.0,1.104
57,252.6,239.1,1.086
58,252.8,239.1,1.106
59,252.8,239.0,1.127
60,253.0,239.0,1.109
61,252.9,239.1,1.084
62,252.7,239.1,1.103
63,252.6,239.1,1.09
64,252.7,239.0,1.101
65,252.7,239.0,1.084
66,252.5,239.0,1.097
67,252.7,239.1,1.1
68,253.0,239.2,1.091
69,253.1,239.2,1.116
70,253.3,239.0,1.089
71,253.2,239.1,1.09
72,253.0,239.2,1.092
73,252.9,239.1,1.09
74,253.1,239.2,1.093
75,253.1,239.0,1.09
76,253.0,239.0,1.096
77,253.2,239.1,1.093
78,253.5,239.1,1.089
79,253.4,239.1,1.115
80,253.7,239.2,1.088
81,253.6,239.0,1.093
82,253.6,239.0,1.095
83,253.5,239.1,1.092
84,253.5,239.1,1.1
85,253.5,239.1,1.09
86,253.3,239.0,1.089
87,253.4,239.1,1.093
88,253.7,239.1,1.096
89,253.5,239.1,1.124
90,253.9,239.1,1.093
91,253.7,239.0,1.1
92,253.8,238.9,1.091
93,253.5,238.9,1.093
94,253.6,239.0,1.104
95,253.4,239.1,1.086
96,253.4,239.3,1.093
97,253.4,239.0,1.112
98,253.8,239.1,1.185
99,254.2,239.2,1.13
100,254.4,239.1,1.088
101,254.0,239.0,1.102
102,253.8,238.9,1.091
103,253.5,238.8,1.108
104,253.5,239.0,1.1
105,253.4,239.2,1.104
106,253.2,239.1,1.095
107,253.3,239.1,1.097
108,253.5,239.1,1.091
109,253.3,239.0,1.134
110,253.5,239.1,1.089
111,253.3,239.1,1.097
112,253.1,239.0,1.088
113,253.0,238.9,1.09
114,252.9,238.8,1.092
115,252.8,238.9,1.085
116,252.7,239.0,1.089
117,252.7,239.1,1.087
118,253.1,238.9,1.098
119,252.9,238.9,1.115
120,253.2,238.9,1.091
121,253.0,238.9,1.085
122,252.8,239.1,1.089
123,252.7,239.0,1.086
