Time (s),Power (W),Voltage (V),Amps (A)
0,252.0,240.5,1.08
1,251.9,240.6,1.081
2,251.9,240.6,1.077
3,252.2,240.5,1.096
4,252.3,240.6,1.081
5,252.3,240.5,1.124
6,252.6,240.6,1.082
7,253.0,240.4,1.087
8,252.8,240.3,1.088
9,252.8,240.3,1.088
10,252.6,240.3,1.081
11,252.4,240.4,1.087
12,252.4,240.5,1.077
13,252.6,240.4,1.083
14,252.6,240.4,1.084
15,252.3,240.2,1.115
16,252.6,240.3,1.079
17,252.3,240.3,1.09
18,252.2,240.3,1.088
19,252.3,240.2,1.085
20,252.4,240.4,1.089
21,252.7,240.4,1.092
22,252.8,240.3,1.081
23,253.1,240.3,1.092
24,253.2,240.4,1.079
25,252.8,240.3,1.136
26,253.1,240.2,1.079
27,252.8,240.5,1.089
28,252.6,240.4,1.082
29,252.6,240.3,1.09
30,252.5,240.4,1.086
31,252.4,240.4,1.092
32,252.3,240.3,1.085
33,252.7,240.4,1.106
34,252.9,240.4,1.081
35,252.6,240.3,1.12
36,252.9,240.5,1.077
37,252.9,240.3,1.078
38,252.6,240.3,1.086
39,252.6,240.5,1.088
40,252.6,240.4,1.086
41,252.5,240.4,1.08
42,252.5,240.5,1.08
43,252.8,240.3,1.076
44,253.3,240.5,1.087
45,253.2,240.5,1.112
46,253.3,240.4,1.082
47,253.1,240.4,1.092
48,253.0,240.5,1.093
49,253.1,240.4,1.082
50,252.8,240.3,1.084
51,252.6,240.3,1.077
52,252.6,240.3,1.084
53,253.0,240.4,1.084
54,252.8,240.5,1.09
55,252.7,240.5,1.122
56,252.8,240.4,1.09
57,252.6,240.3,1.081
58,252.4,240.3,1.086
59,252.4,240.3,1.079
60,252.2,240.2,1.089
61,252.2,240.4,1.079
62,252.1,240.4,1.085
63,252.5,240.4,1.079
64,252.4,240.3,1.084
65,252.3,240.3,1.118
66,252.5,240.3,1.08
67,252.4,240.5,1.08
68,252.1,240.5,1.087
69,252.2,240.5,1.08
70,252.0,240.4,1.09
