Time (s),Power (W),Voltage (V),Amps (A)
0,252.9,241.5,1.089
1,252.9,241.5,1.086
2,253.0,241.3,1.085
3,253.0,241.5,1.079
4,253.0,241.5,1.078
5,252.9,241.3,1.087
6,253.3,241.3,1.082
7,253.3,241.4,1.083
8,253.1,241.3,1.13
9,253.3,241.5,1.08
10,253.2,241.3,1.075
11,252.9,241.3,1.078
12,253.0,241.3,1.097
13,252.9,241.2,1.076
14,252.7,241.3,1.075
15,252.5,241.5,1.082
16,252.8,241.4,1.084
17,252.8,241.5,1.077
18,252.6,241.3,1.131
19,252.8,241.2,1.076
20,252.7,241.5,1.07
21,252.4,241.4,1.089
22,252.4,241.5,1.087
23,252.4,241.7,1.084
24,252.2,241.7,1.077
25,252.2,241.7,1.089
26,252.6,241.8,1.09
27,252.5,241.5,1.08
28,252.3,241.4,1.135
29,252.5,241.5,1.089
30,252.3,241.5,1.076
31,252.1,241.5,1.088
32,252.3,241.4,1.073
33,252.4,241.5,1.089
34,252.9,241.5,1.086
35,252.8,241.4,1.077
36,253.1,241.7,1.079
37,253.0,241.5,1.074
38,252.8,241.5,1.134
39,252.9,241.5,1.078
40,252.7,241.5,1.075
41,252.5,241.5,1.075
42,252.4,241.4,1.072
43,252.3,241.4,1.076
44,252.1,241.4,1.072
45,252.0,241.4,1.084
46,252.4,241.6,1.086
47,252.5,241.5,1.076
48,252.4,241.4,1.129
49,252.6,241.5,1.074
50,252.4,241.5,1.077
51,252.3,241.5,1.072
52,252.3,241.5,1.075
53,252.3,241.7,1.075
54,252.1,241.6,1.08
55,252.1,241.6,1.096
56,252.4,241.5,1.076
57,252.4,241.4,1.075
58,252.2,241.2,1.131
59,252.5,241.2,1.077
60,252.3,241.3,1.076
61,252.2,241.3,1.076
62,252.2,241.3,1.076
63,252.3,241.4,1.074
64,252.0,241.2,1.08
65,252.0,241.5,1.083
66,252.5,241.6,1.081
67,252.5,241.6,1.085
68,252.3,241.7,1.126
69,252.5,241.7,1.071
70,252.3,241.5,1.089
71,252.2,241.5,1.076
72,252.2,241.5,1.096
73,252.2,241.4,1.078
74,252.1,241.7,1.08
75,252.0,241.7,1.083
76,252.4,241.7,1.08
77,252.5,241.6,1.073
78,252.4,241.6,1.128
79,252.7,241.4,1.087
80,252.6,241.5,1.083
81,252.6,241.4,1.08
82,252.5,241.5,1.075
83,252.5,241.5,1.071
84,252.3,241.7,1.077
85,252.3,241.4,1.081
86,252.7,241.4,1.079
87,252.7,241.4,1.077
88,252.7,241.5,1.126
89,252.9,241.6,1.078
90,252.8,241.5,1.078
91,252.8,241.3,1.077
92,252.9,241.2,1.075
93,252.9,241.2,1.081
94,252.8,241.3,1.078
95,252.7,241.3,1.082
96,253.0,241.2,1.085
97,253.1,241.3,1.077
98,252.9,241.4,1.121
99,253.1,241.2,1.076
100,252.9,241.2,1.099
101,252.7,241.1,1.143
102,257.9,241.4,1.075
103,251.8,241.3,1.085
104,251.8,241.5,1.078
105,251.7,241.5,1.091
106,252.1,241.3,1.084
107,252.2,241.5,1.093
108,252.2,241.2,1.127
109,252.4,241.4,1.09
110,252.3,241.4,1.085
111,252.2,241.5,1.083
112,252.2,241.5,1.088
113,252.1,241.5,1.075
114,252.1,241.5,1.083
115,252.0,241.6,1.086
116,252.3,241.4,1.078
117,252.3,241.6,1.085
118,252.2,241.4,1.118
119,252.4,241.3,1.076
120,252.2,241.6,1.076
121,252.1,241.4,1.081
122,252.2,241.4,1.076
123,252.2,241.4,1.074
124,252.2,241.3,1.073
125,252.1,241.5,1.084
126,252.4,241.5,1.092
127,252.5,241.3,1.074
128,252.4,241.4,1.125
129,252.6,241.4,1.077
130,252.4,241.5,1.076
131,252.3,241.5,1.077
132,252.3,241.5,1.08
133,252.2,241.5,1.084
134,252.1,241.3,1.079
135,252.1,241.4,1.092
136,252.5,241.4,1.087
137,252.5,241.4,1.096
138,252.4,241.3,1.12
139,252.6,241.2,1.074
140,252.5,241.2,1.075
141,252.3,241.3,1.079
142,252.3,241.2,1.079
143,252.2,241.3,1.082
144,252.1,241.3,1.098
145,252.1,241.3,1.084
146,252.4,241.2,1.087
147,252.5,241.3,1.087
148,252.3,241.2,1.124
149,252.6,241.4,1.088
150,252.5,241.3,1.086
151,252.4,241.4,1.084
152,252.4,241.4,1.096
153,252.4,241.4,1.084
154,252.3,241.3,1.098
155,252.2,241.3,1.097
156,252.4,241.2,1.099
157,252.4,241.3,1.086
158,252.4,241.1,1.129
159,252.6,241.5,1.075
160,252.4,241.4,1.075
161,252.3,241.3,1.088
162,252.3,241.3,1.075
163,252.3,241.6,1.082
164,252.2,241.4,1.075
165,252.1,241.4,1.089
166,252.3,241.2,1.073
167,252.3,241.3,1.079
168,252.2,241.3,1.128
169,252.4,241.5,1.083
170,252.4,241.4,1.095
171,252.5,241.5,1.088
172,252.7,241.5,1.085
173,253.0,241.4,1.088
174,253.1,241.4,1.093
175,253.2,241.3,1.096
176,253.6,241.6,1.092
177,253.8,241.6,1.088
178,253.7,241.5,1.132
179,254.2,241.5,1.091
180,254.1,241.5,1.091
181,254.1,241.5,1.093
182,254.2,241.6,1.088
183,254.3,241.5,1.101
184,254.2,241.7,1.087
185,254.1,241.6,1.097
186,254.4,241.6,1.084
187,254.4,241.5,1.087
188,254.3,241.6,1.13
189,254.6,241.6,1.085
190,254.5,241.5,1.086
191,254.3,241.4,1.088
192,254.3,241.5,1.085
193,254.3,241.4,1.088
194,254.3,241.5,1.104
195,254.8,241.5,1.091
196,255.0,241.5,1.09
197,255.0,241.6,1.087
198,254.9,241.6,1.116
199,255.1,241.4,1.088
200,254.9,241.4,1.088
201,254.8,241.6,1.087
202,254.7,241.6,1.088
203,254.6,241.4,1.087
204,254.6,241.4,1.084
205,254.5,241.6,1.1
206,254.6,241.6,1.083
207,254.6,241.5,1.084
208,254.2,241.4,1.115
209,254.2,241.5,1.079
210,253.8,241.6,1.082
211,253.5,241.6,1.091
212,253.4,241.5,1.09
213,253.3,241.6,1.088
214,253.1,241.5,1.088
215,252.9,241.3,1.095
216,253.1,241.4,1.096
217,253.2,241.3,1.077
218,252.9,241.2,1.129
219,253.1,241.4,1.077
220,252.9,241.2,1.08
221,252.7,241.4,1.076
222,252.6,241.4,1.082
223,252.7,241.4,1.081
224,252.5,241.4,1.076
225,252.3,241.3,1.085
226,252.5,241.3,1.082
227,252.6,241.3,1.076
228,252.4,241.2,1.116
229,252.6,241.2,1.08
230,252.5,241.2,1.085
231,252.4,241.4,1.079
232,252.3,241.4,1.082
233,252.3,241.5,1.077
234,252.1,241.4,1.079
235,252.1,241.3,1.087
236,252.4,241.3,1.081
237,252.5,241.4,1.077
238,252.4,241.4,1.109
239,252.6,241.4,1.073
240,252.3,241.4,1.072
241,252.2,241.3,1.092
242,252.4,241.4,1.079
243,252.3,241.4,1.076
244,252.3,241.2,1.08
245,252.1,241.3,1.081
246,252.3,241.2,1.082
247,252.5,241.4,1.076
248,252.4,241.3,1.108
249,252.5,241.4,1.074
250,252.3,241.2,1.095
251,252.2,241.3,1.077
252,252.2,241.2,1.082
253,252.2,241.4,1.086
254,252.3,241.3,1.081
255,252.1,241.2,1.086
256,252.4,241.2,1.078
257,252.4,241.2,1.08
258,252.3,241.3,1.104
259,252.4,241.4,1.079
260,252.4,241.2,1.077
261,252.2,241.2,1.088
262,252.2,241.3,1.078
263,252.2,241.4,1.097
264,252.1,241.2,1.079
265,252.0,241.2,1.106
266,252.6,241.2,1.082
267,252.6,241.4,1.087
268,252.6,241.5,1.116
269,252.7,241.4,1.09
270,252.7,241.2,1.079
271,252.6,241.2,1.098
272,252.7,241.3,1.08
273,252.8,241.3,1.137
