Time (s),Power (W),Voltage (V),Amps (A)
0,252.0,238.3,1.092
1,251.9,238.5,1.084
2,252.4,238.5,1.097
3,252.3,238.5,1.083
4,252.1,238.6,1.127
5,252.5,238.6,1.086
6,252.3,238.6,1.094
7,252.1,238.5,1.094
8,252.1,238.5,1.099
9,252.0,238.4,1.081
10,251.8,238.5,1.09
11,251.9,238.7,1.09
12,252.2,238.7,1.089
13,252.1,238.5,1.083
14,252.0,238.5,1.106
15,252.2,238.4,1.212
16,252.6,238.5,1.083
17,252.4,238.5,1.088
18,252.3,238.6,1.082
19,252.2,238.7,1.082
20,252.0,238.7,1.084
21,251.9,238.7,1.085
22,252.2,238.6,1.085
23,252.1,238.6,1.087
24,252.0,238.6,1.116
25,252.2,238.6,1.083
26,252.1,238.5,1.084
27,251.9,238.6,1.091
28,252.1,238.7,1.098
29,252.1,238.5,1.085
30,252.0,238.3,1.083
31,251.9,238.3,1.086
32,252.4,238.3,1.083
33,252.2,238.2,1.083
34,252.1,238.2,1.114
35,252.2,238.4,1.084
36,252.2,238.4,1.087
37,252.1,238.4,1.086
38,252.1,238.4,1.084
39,252.0,238.6,1.087
40,251.9,238.4,1.082
41,251.8,238.7,1.095
42,252.3,238.7,1.086
43,252.2,238.6,1.094
44,252.2,238.5,1.11
45,252.4,238.5,1.092
46,252.2,238.4,1.091
47,252.0,238.4,1.097
48,252.2,238.3,1.083
49,252.0,238.5,1.091
50,252.0,238.4,1.083
51,251.9,238.5,1.104
52,252.3,238.5,1.098
53,252.3,238.4,1.102
54,252.3,238.5,1.116
55,252.4,238.3,1.092
56,252.4,238.3,1.093
57,252.4,238.2,1.102
58,252.8,238.3,1.101
59,253.0,238.3,1.096
60,253.1,238.5,1.09
61,253.3,238.5,1.09
62,253.7,238.5,1.097
63,253.8,238.2,1.099
64,253.8,238.4,1.125
65,254.1,238.5,1.096
66,254.0,238.6,1.094
67,253.9,238.6,1.1
68,254.0,238.6,1.096
69,254.0,238.5,1.094
70,253.8,238.6,1.097
71,254.0,238.4,1.097
72,254.3,238.5,1.103
73,254.3,238.5,1.097
74,254.2,238.5,1.133
75,254.6,238.3,1.094
76,254.4,238.2,1.104
77,254.4,238.6,1.099
78,254.4,238.5,1.101
79,254.3,238.3,1.095
80,254.1,238.3,1.104
81,254.1,238.2,1.102
82,254.5,238.3,1.098
83,254.4,238.0,1.103
84,254.3,238.2,1.128
85,254.6,238.0,1.096
86,254.5,237.9,1.101
87,254.4,238.1,1.097
88,254.4,238.4,1.102
89,254.3,238.3,1.094
90,254.2,238.2,1.094
91,254.1,238.4,1.103
92,254.5,238.2,1.091
93,254.3,238.3,1.091
94,254.2,238.3,1.119
95,254.2,238.3,1.084
96,254.0,238.3,1.087
97,253.6,238.5,1.09
98,253.5,238.0,1.087
99,253.2,237.8,1.091
100,253.0,237.7,1.084
101,252.8,237.9,1.099
102,253.0,237.9,1.086
103,252.8,238.0,1.1
104,252.9,238.0,1.111
105,253.1,238.1,1.11
106,253.0,238.0,1.082
107,252.7,238.1,1.103
108,252.7,237.9,1.083
109,253.0,237.9,1.108
110,252.9,237.6,1.09
111,252.8,237.8,1.092
112,253.0,237.8,1.086
113,252.7,237.9,1.087
114,252.6,237.8,1.118
115,252.8,238.0,1.087
116,252.9,237.9,1.084
117,252.6,237.8,1.086
118,252.5,237.9,1.091
119,252.4,237.7,1.085
120,252.2,237.9,1.085
121,252.2,237.9,1.09
122,252.5,238.1,1.097
123,252.4,238.1,1.084
124,252.2,238.2,1.12
125,252.4,238.0,1.084
126,252.3,238.0,1.086
127,252.1,238.1,1.089
128,252.1,238.2,1.084
129,252.0,237.8,1.089
130,251.8,237.9,1.091
131,252.0,238.0,1.085
132,252.2,237.9,1.086
133,252.1,237.9,1.081
134,252.1,237.9,1.107
135,252.3,237.8,1.083
136,252.2,237.8,1.085
137,252.1,237.9,1.088
138,252.1,237.7,1.09
139,252.0,237.8,1.084
140,251.8,237.6,1.09
141,251.8,237.8,1.085
142,252.0,237.8,1.089
143,252.1,237.7,1.088
144,252.0,237.5,1.124
145,252.4,237.3,1.087
146,252.3,237.2,1.092
147,252.2,237.1,1.087
148,252.1,237.0,1.105
149,252.3,237.3,1.089
150,252.2,237.1,1.11
151,252.3,237.0,1.097
152,252.7,237.1,1.114
153,252.6,237.1,1.09
154,252.4,236.9,1.123
155,252.6,237.0,1.09
156,252.4,237.0,1.09
157,252.3,236.9,1.093
158,252.4,236.9,1.088
159,252.5,236.8,1.1
160,258.5,237.0,1.093
161,252.9,236.9,1.088
162,252.9,237.0,1.085
163,252.8,236.7,1.086
164,252.6,236.9,1.121
165,252.9,236.7,1.097
166,252.9,236.9,1.086
167,252.5,236.6,1.092
168,252.6,236.8,1.087
169,252.4,236.6,1.092
170,252.4,236.7,1.088
171,252.3,236.6,1.09
172,252.6,236.8,1.089
173,252.5,236.4,1.105
174,252.5,236.4,1.114
175,252.6,236.6,1.095
176,252.7,236.6,1.1
177,252.5,236.5,1.098
178,252.6,236.5,1.099
179,252.5,236.6,1.094
180,252.6,236.3,1.085
181,252.4,236.3,1.107
182,252.7,236.3,1.085
183,252.5,236.5,1.089
184,252.4,236.4,1.108
185,252.5,236.5,1.095
186,252.4,236.5,1.09
187,252.1,236.7,1.095
188,252.2,236.9,1.088
189,251.9,236.6,1.102
190,252.0,236.6,1.09
191,252.1,237.6,1.105
192,252.5,237.3,1.093
193,252.3,237.4,1.104
194,252.3,237.6,1.108
195,252.4,237.4,1.109
196,252.5,237.4,1.09
197,252.3,237.7,1.1
198,252.4,237.9,1.084
199,252.1,237.6,1.1
200,252.1,237.9,1.084
201,252.0,238.2,1.088
202,252.4,238.0,1.085
203,252.2,238.2,1.084
204,252.1,238.3,1.098
205,252.2,238.4,1.088
206,252.3,238.4,1.093
207,252.1,238.6,1.085
208,252.1,238.4,1.094
209,252.2,238.3,1.085
210,252.1,238.4,1.084
211,252.1,238.3,1.097
212,252.4,238.5,1.082
213,252.4,238.5,1.09
214,252.2,238.6,1.102
215,252.5,238.2,1.094
216,252.3,238.6,1.087
217,252.2,238.4,1.087
218,252.2,238.5,1.083
219,252.2,238.7,1.081
220,252.0,238.5,1.086
221,252.1,238.5,1.102
222,252.3,238.7,1.081
223,252.3,238.4,1.082
224,252.1,238.4,1.095
225,252.4,238.5,1.098
226,252.1,238.6,1.084
227,252.0,238.6,1.085
228,252.0,238.6,1.083
229,251.9,238.5,1.083
230,251.7,238.6,1.087
231,251.8,238.5,1.082
232,252.0,238.3,1.094
233,252.0,238.5,1.089
234,252.4,238.6,1.105
235,252.6,238.5,1.096
236,252.4,238.6,1.104
237,252.2,238.6,1.089
238,252.1,238.4,1.115
239,252.2,238.6,1.088
240,252.0,238.5,1.099
241,252.1,238.7,1.081
242,252.4,238.5,1.088
243,252.3,238.6,1.082
244,252.1,238.6,1.101
245,252.4,238.5,1.092
246,252.2,238.4,1.082
247,252.1,238.6,1.088
248,252.1,238.3,1.084
249,252.0,238.5,1.082
250,251.8,238.7,1.089
251,252.0,238.6,1.088
252,252.3,238.6,1.091
253,252.3,238.8,1.089
254,252.3,238.5,1.094
255,252.4,238.7,1.086
256,252.4,238.7,1.092
257,252.3,238.6,1.087
258,252.5,238.7,1.087
259,252.3,238.7,1.087
260,252.2,238.6,1.087
261,252.2,238.8,1.089
262,252.6,238.8,1.083
263,252.4,238.7,1.085
264,252.4,238.6,1.106
265,252.6,238.7,1.087
266,252.7,238.8,1.083
267,252.3,238.8,1.086
268,252.4,238.8,1.096
269,252.3,238.8,1.085
270,252.2,238.6,1.083
271,252.1,238.7,1.089
272,252.6,238.7,1.088
273,252.5,238.5,1.099
274,252.5,238.6,1.101
275,252.7,238.6,1.095
276,252.6,238.7,1.084
277,252.3,238.8,1.091
278,252.3,238.6,1.085
279,252.2,238.4,1.089
280,252.0,238.6,1.085
281,252.1,238.7,1.094
282,252.5,238.5,1.081
283,252.3,238.6,1.084
284,252.2,238.8,1.097
285,252.3,238.6,1.094
286,252.3,238.7,1.078
287,252.0,238.8,1.098
288,252.2,238.6,1.083
289,252.1,238.7,1.091
290,251.9,238.5,1.083
291,251.9,238.6,1.098
292,252.3,238.4,1.085
293,252.1,238.5,1.085
294,251.9,238.6,1.1
295,252.1,238.4,1.089
296,252.1,238.5,1.083
297,251.9,238.6,1.085
298,251.9,238.5,1.093
299,251.9,238.4,1.085
300,251.7,238.3,1.093
301,257.4,238.5,1.092
302,257.0,238.5,1.085
303,256.3,238.4,1.08
304,250.1,238.3,1.099
305,250.6,238.3,1.082
306,250.6,238.3,1.088
307,250.7,238.5,1.088
308,250.8,238.4,1.084
309,250.9,238.5,1.082
310,250.7,238.5,1.091
311,251.1,238.4,1.084
312,251.3,238.4,1.091
313,251.4,238.4,1.084
314,251.3,238.4,1.108
315,251.7,238.4,1.086
316,251.6,238.3,1.093
317,251.6,238.1,1.088
318,251.6,238.2,1.089
319,251.7,238.1,1.083
320,251.4,238.2,1.086
321,251.5,238.2,1.087
322,251.8,238.2,1.093
323,251.8,238.3,1.082
324,251.6,238.2,1.117
325,252.0,238.0,1.084
326,251.9,237.9,1.096
327,251.8,238.1,1.087
328,251.8,238.1,1.115
329,251.8,238.1,1.083
330,251.6,238.1,1.093
331,251.6,238.0,1.094
332,251.9,238.1,1.086
333,252.0,238.4,1.083
334,251.8,238.4,1.098
335,252.0,238.2,1.081
336,251.8,238.2,1.088
337,251.8,238.2,1.086
338,251.8,238.4,1.086
339,251.8,238.4,1.086
340,251.7,238.4,1.085
341,251.8,238.3,1.082
342,252.0,238.3,1.088
343,252.1,238.3,1.091
344,252.0,238.1,1.105
345,252.2,238.1,1.087
346,252.1,238.4,1.09
347,251.9,238.4,1.091
348,252.1,238.5,1.084
349,251.9,238.6,1.086
350,251.9,238.6,1.087
351,251.9,238.6,1.088
352,252.2,238.6,1.083
353,252.1,238.6,1.084
354,252.0,238.5,1.099
355,252.2,238.6,1.088
356,252.2,238.4,1.095
357,252.3,238.4,1.096
358,252.6,238.4,1.121
359,252.8,238.4,1.105
360,252.8,238.2,1.095
361,252.9,238.1,1.109
362,253.4,238.1,1.098
363,253.5,238.2,1.095
364,253.5,238.0,1.112
365,253.7,238.3,1.103
366,253.7,238.3,1.094
367,253.6,238.2,1.103
368,253.7,238.1,1.099
369,253.6,238.3,1.098
370,253.5,238.2,1.1
371,253.7,238.2,1.102
372,254.1,238.2,1.099
373,254.1,238.1,1.1
374,254.6,238.0,1.114
375,254.7,238.2,1.094
376,254.5,238.2,1.101
377,254.3,238.3,1.102
378,254.4,238.3,1.095
379,254.1,238.1,1.108
380,254.1,238.3,1.095
381,254.0,238.3,1.093
382,254.2,238.2,1.099
383,254.2,238.2,1.094
384,254.0,238.4,1.117
385,254.2,238.4,1.094
386,254.0,238.1,1.104
387,254.0,238.2,1.096
388,254.0,238.1,1.117
389,254.0,238.3,1.095
390,253.8,238.4,1.099
391,253.8,238.4,1.1
392,254.1,238.4,1.098
393,254.1,238.5,1.091
394,253.9,238.5,1.111
395,253.9,238.5,1.082
396,253.5,238.5,1.088
397,253.2,238.5,1.084
398,253.0,238.5,1.098
399,252.9,238.5,1.083
400,252.6,238.5,1.088
401,252.5,238.5,1.086
402,252.7,238.5,1.085
403,252.5,238.5,1.086
404,252.3,238.3,1.106
405,252.5,238.3,1.087
406,252.3,238.1,1.084
407,252.1,238.4,1.088
408,252.2,238.2,1.081
409,252.0,238.3,1.089
410,251.9,238.3,1.096
411,252.0,238.3,1.086
412,252.3,238.5,1.089
413,252.0,238.4,1.092
414,252.0,238.3,1.112
415,252.3,238.5,1.09
416,252.2,238.7,1.089
417,252.0,238.3,1.09
418,252.1,238.5,1.109
419,251.9,238.6,1.086
420,251.9,238.5,1.079
421,251.7,238.4,1.084
422,252.0,238.5,1.084
423,252.0,238.6,1.084
424,251.9,238.4,1.107
425,252.2,238.4,1.081
426,252.0,238.6,1.087
427,251.9,238.5,1.093
428,252.1,238.5,1.081
429,251.8,238.6,1.088
430,251.6,238.4,1.084
431,251.6,238.5,1.094
432,251.8,238.6,1.088
433,251.8,238.5,1.09
434,251.7,238.4,1.106
435,252.0,238.4,1.093
436,251.9,238.4,1.088
437,251.8,238.3,1.098
438,252.0,238.3,1.084
439,251.8,238.3,1.088
440,251.7,238.3,1.087
441,251.8,238.3,1.102
442,252.2,238.2,1.088
443,252.1,238.4,1.094
444,252.7,238.2,1.115
445,252.9,238.3,1.095
446,252.8,238.3,1.087
447,252.8,238.2,1.089
448,252.8,238.2,1.109
449,252.7,238.4,1.087
450,252.5,238.1,1.09
451,252.4,238.3,1.089
452,252.7,238.5,1.097
453,252.8,238.5,1.081
454,252.5,238.3,1.108
455,252.8,238.2,1.097
456,252.5,238.1,1.091
457,252.4,238.1,1.088
458,252.4,238.0,1.095
459,252.3,238.0,1.086
460,252.4,238.2,1.097
461,252.4,238.2,1.084
462,252.5,238.0,1.098
463,252.5,238.1,1.082
464,252.3,238.1,1.114
465,252.7,238.2,1.088
466,252.5,238.1,1.091
467,252.5,238.0,1.105
468,252.6,238.1,1.089
469,252.5,238.0,1.088
470,252.4,237.9,1.093
471,252.4,238.1,1.103
472,252.8,237.8,1.088
473,252.8,237.8,1.086
474,252.5,238.2,1.103
475,252.6,238.5,1.084
476,252.4,238.2,1.09
477,252.3,238.4,1.084
478,252.3,238.3,1.094
479,252.2,238.3,1.084
480,252.0,238.4,1.091
481,251.9,238.3,1.084
482,252.1,238.2,1.11
483,252.1,238.2,1.083
484,251.9,238.0,1.111
485,252.1,238.0,1.086
486,251.9,238.1,1.094
487,251.9,238.1,1.088
488,251.9,238.0,1.095
489,251.7,238.3,1.08
490,251.5,238.3,1.087
491,251.6,238.1,1.089
492,251.9,238.1,1.092
493,251.8,238.3,1.087
494,252.4,238.3,1.105
495,252.5,238.0,1.092
496,252.2,238.0,1.103
497,252.2,238.2,1.094
498,252.3,238.3,1.086
499,252.0,238.0,1.112
500,252.0,238.0,1.083
501,251.9,238.0,1.087
502,252.2,237.9,1.086
503,251.9,237.8,1.092
504,251.9,237.9,1.113
505,252.1,237.9,1.085
506,252.0,238.0,1.095
507,251.9,238.0,1.1
508,252.0,238.0,1.082
509,251.9,238.0,1.087
510,251.8,238.0,1.084
511,251.7,238.1,1.094
512,252.1,238.0,1.105
513,252.0,238.1,1.084
514,251.9,238.1,1.106
515,252.0,237.9,1.097
516,251.9,237.8,1.111
517,251.9,237.8,1.089
518,252.0,237.8,1.085
519,251.9,238.0,1.087
520,251.7,237.9,1.084
521,251.7,237.9,1.09
522,251.9,237.9,1.089
523,251.7,237.9,1.099
524,251.7,237.9,1.107
525,251.8,237.8,1.096
526,251.7,237.7,1.097
527,251.5,237.7,1.104
528,251.6,237.7,1.085
529,251.5,237.9,1.086
530,251.4,237.8,1.087
531,251.4,237.7,1.082
532,251.7,237.7,1.086
533,251.5,237.7,1.085
534,251.5,237.8,1.109
535,251.7,237.8,1.081
536,251.6,237.7,1.094
537,251.6,237.8,1.093
538,251.7,237.8,1.092
539,251.8,237.7,1.084
540,251.7,237.7,1.101
541,251.8,237.9,1.088
542,252.0,237.7,1.089
543,252.1,238.1,1.084
544,252.0,238.2,1.12
545,252.3,238.4,1.086
546,252.1,238.3,1.105
547,252.1,238.0,1.092
548,252.1,238.0,1.092
549,252.1,238.0,1.085
550,251.9,238.1,1.09
551,252.0,238.2,1.097
552,252.2,238.1,1.101
553,252.3,238.0,1.088
554,252.1,237.9,1.115
555,252.4,238.1,1.087
556,252.3,238.1,1.087
557,252.2,238.0,1.09
558,252.2,238.2,1.083
559,252.3,238.0,1.083
560,252.1,237.9,1.088
561,252.1,238.0,1.09
562,259.7,238.1,1.089
563,251.7,238.0,1.084
564,251.6,238.0,1.119
565,251.8,238.1,1.095
566,251.8,238.2,1.086
567,251.8,238.2,1.103
568,251.9,238.2,1.097
569,252.0,238.2,1.083
570,252.0,238.2,1.099
571,251.9,238.1,1.091
572,252.2,238.0,1.103
573,252.1,238.1,1.084
574,252.0,238.2,1.126
575,252.2,238.1,1.084
576,251.9,238.0,1.088
577,251.8,238.2,1.088
578,251.8,238.0,1.084
579,251.7,238.0,1.089
580,251.6,238.2,1.086
581,251.6,237.9,1.097
582,252.0,237.8,1.085
583,251.9,238.0,1.084
584,251.8,237.9,1.113
585,252.1,238.0,1.085
586,251.8,237.8,1.08
587,251.7,237.8,1.107
588,251.8,237.8,1.085
589,251.6,237.9,1.089
590,251.6,238.0,1.082
591,251.4,238.0,1.091
592,251.8,238.0,1.083
593,251.6,237.8,1.086
594,251.6,237.8,1.133
595,251.9,238.0,1.089
596,251.9,237.9,1.084
597,251.7,237.8,1.09
598,251.7,237.7,1.086
599,251.6,238.0,1.084
600,251.7,237.9,1.082
601,251.5,237.7,1.089
602,251.9,237.6,1.089
603,251.8,237.8,1.092
604,251.8,238.0,1.112
605,252.1,238.0,1.084
606,251.9,238.0,1.085
607,251.8,237.8,1.094
608,251.9,237.7,1.085
609,251.7,237.8,1.087
610,251.6,237.6,1.086
611,251.6,237.7,1.092
612,251.8,237.7,1.084
613,251.7,237.9,1.095
614,251.6,237.9,1.113
615,251.8,238.0,1.096
616,251.6,237.9,1.082
617,251.5,237.9,1.099
618,251.6,238.1,1.085
619,251.5,238.1,1.096
620,251.4,238.2,1.087
621,251.4,238.2,1.099
622,251.8,238.1,1.089
623,251.7,238.0,1.088
624,251.6,238.0,1.12
625,251.8,238.1,1.082
626,251.7,238.0,1.088
627,251.6,238.0,1.087
628,251.7,238.0,1.091
629,251.6,237.9,1.086
630,251.5,237.7,1.11
631,251.6,237.7,1.091
632,251.9,237.8,1.094
633,251.9,238.0,1.084
634,251.9,237.9,1.126
635,252.3,237.9,1.082
636,252.0,237.9,1.086
637,251.9,237.8,1.088
638,251.9,238.0,1.084
639,251.9,238.1,1.087
640,251.8,238.1,1.086
641,251.8,238.4,1.083
642,252.0,238.2,1.086
643,252.0,238.3,1.085
644,251.8,238.2,1.118
645,252.1,238.0,1.085
646,251.9,238.2,1.086
647,251.7,238.2,1.099
648,251.9,238.2,1.092
649,252.4,238.2,1.087
650,252.2,238.1,1.102
651,252.3,238.2,1.095
652,252.5,238.0,1.094
653,252.5,238.1,1.086
654,252.3,238.0,1.125
655,252.5,238.1,1.089
656,252.3,237.8,1.102
657,252.4,237.9,1.099
658,252.6,237.8,1.112
659,252.9,237.6,1.099
660,253.0,237.8,1.104
661,253.0,238.0,1.103
662,253.5,238.2,1.099
