Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.198,1059.0,28.65,1633.0,41.03,0.001,708.0,0.22,1.199,469.4
1,3.182,1024.0,6.67,3179.0,99.96,0.002,712.0,0.32,3.184,1154.73
2,3.284,1120.0,5.71,3173.0,100.0,0.0,0.0,0.0,3.284,1217.85
3,3.263,1171.0,6.33,3174.0,100.0,0.0,0.0,0.0,3.263,1202.48
4,3.277,1178.0,5.77,3173.0,100.0,0.0,0.0,0.0,3.277,1224.15
5,3.273,1160.0,6.32,3173.0,100.0,0.0,0.0,0.0,3.273,1214.55
6,3.261,1131.0,5.82,3173.0,100.0,0.0,0.0,0.0,3.261,1208.39
7,3.26,1126.0,5.7,3174.0,100.0,0.0,0.0,0.0,3.26,1209.58
8,3.269,1147.0,7.93,3174.0,100.0,0.0,713.0,0.31,3.269,1212.32
9,3.3,1204.0,13.04,3174.0,100.0,0.0,708.0,0.22,3.3,1203.42
10,3.304,1164.0,6.65,3173.0,100.0,0.0,0.0,0.0,3.304,1228.1
11,3.274,1146.0,7.41,3174.0,100.0,0.0,0.0,0.0,3.274,1199.2
12,3.318,1172.0,15.62,3173.0,100.0,0.0,0.0,0.0,3.318,1213.85
13,3.272,1162.0,6.42,3174.0,99.6,0.0,0.0,0.0,3.272,1213.32
14,3.277,1157.0,6.0,3174.0,100.0,0.0,0.0,0.0,3.277,1215.14
15,3.3,1111.0,5.9,3173.0,100.0,0.0,0.0,0.0,3.3,1221.92
16,3.263,1136.0,5.87,3175.0,100.0,0.0,0.0,0.0,3.263,1201.85
17,3.263,1133.0,5.74,3174.0,100.0,0.0,0.0,0.0,3.263,1214.42
18,3.255,1126.0,5.79,3174.0,100.0,0.0,0.0,0.0,3.255,1208.46
19,3.289,1142.0,11.61,3174.0,99.67,0.0,0.0,0.0,3.289,1216.79
20,3.299,1141.0,6.36,3174.0,100.0,0.0,0.0,0.0,3.299,1211.08
21,3.279,1124.0,5.71,3174.0,100.0,0.0,0.0,0.0,3.279,1211.46
22,3.281,1154.0,5.72,3174.0,100.0,0.0,0.0,0.0,3.281,1203.8
23,3.272,1159.0,5.77,3174.0,100.0,0.0,0.0,0.0,3.272,1219.77
24,3.274,1169.0,5.75,3174.0,100.0,0.0,0.0,0.0,3.274,1208.38
25,3.287,1169.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.287,1213.01
26,3.272,1161.0,5.7,3174.0,100.0,0.0,0.0,0.0,3.272,1214.75
27,3.285,1162.0,6.17,3173.0,100.0,0.0,0.0,0.0,3.285,1216.51
28,3.285,1163.0,5.63,3173.0,100.0,0.0,0.0,0.0,3.285,1211.9
29,3.296,1122.0,5.88,3174.0,100.0,0.0,0.0,0.0,3.296,1222.51
30,3.287,1132.0,5.87,3174.0,100.0,0.0,0.0,0.0,3.287,1210.93
31,3.284,1123.0,5.6,3173.0,100.0,0.0,0.0,0.0,3.284,1217.43
32,3.27,1135.0,5.65,3174.0,100.0,0.0,0.0,0.0,3.27,1205.98
33,3.271,1140.0,5.58,3174.0,100.0,0.0,0.0,0.0,3.271,1203.67
34,3.298,1159.0,6.42,3174.0,99.7,0.0,0.0,0.0,3.298,1219.16
35,3.281,1123.0,6.02,3174.0,100.0,0.0,0.0,0.0,3.281,1219.55
36,3.304,1133.0,5.95,3174.0,99.92,0.0,0.0,0.0,3.304,1209.98
37,3.305,1149.0,5.86,3173.0,100.0,0.0,0.0,0.0,3.305,1217.9
38,3.329,1141.0,6.89,3172.0,100.0,0.001,715.0,0.51,3.33,1225.85
39,3.31,1127.0,5.95,3173.0,100.0,0.0,0.0,0.0,3.31,1213.77
40,3.306,1189.0,6.46,3173.0,99.73,0.0,0.0,0.0,3.306,1227.58
41,3.289,1123.0,5.68,3174.0,100.0,0.0,0.0,0.0,3.289,1206.8
42,3.282,1135.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.282,1217.08
43,3.278,1147.0,5.51,3174.0,100.0,0.0,0.0,0.0,3.278,1215.47
44,3.282,1135.0,5.81,3174.0,100.0,0.0,0.0,0.0,3.282,1209.69
45,3.292,1144.0,6.01,3173.0,100.0,0.0,0.0,0.0,3.292,1226.82
46,3.272,1136.0,5.89,3174.0,100.0,0.0,0.0,0.0,3.272,1206.92
47,3.27,1124.0,5.62,3173.0,100.0,0.0,0.0,0.0,3.27,1217.14
48,3.276,1153.0,5.6,3174.0,100.0,0.0,0.0,0.0,3.276,1216.91
49,3.338,1144.0,11.09,3173.0,100.0,0.0,0.0,0.0,3.338,1218.87
50,3.504,1273.0,82.3,3174.0,100.0,0.0,0.0,0.0,3.504,1211.18
51,3.3,1137.0,6.41,3174.0,100.0,0.0,0.0,0.0,3.3,1214.03
52,3.29,1162.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.29,1212.62
53,3.277,1141.0,5.62,3174.0,100.0,0.0,0.0,0.0,3.277,1213.31
54,3.299,1170.0,6.97,3174.0,99.7,0.0,0.0,0.0,3.299,1216.51
55,3.279,1105.0,6.44,3175.0,100.0,0.0,0.0,0.0,3.279,1200.19
56,3.292,1137.0,5.99,3174.0,100.0,0.0,0.0,0.0,3.292,1209.02
57,3.284,1154.0,7.13,3174.0,100.0,0.0,715.0,0.51,3.284,1222.18
58,3.285,1137.0,6.35,3175.0,99.81,0.0,0.0,0.0,3.285,1194.89
59,3.301,1119.0,7.0,3174.0,100.0,0.0,0.0,0.0,3.301,1204.6
60,3.288,1136.0,5.79,3174.0,100.0,0.0,0.0,0.0,3.288,1222.03
61,3.284,1148.0,5.96,3174.0,100.0,0.0,0.0,0.0,3.284,1206.9
62,3.286,1139.0,6.18,3174.0,100.0,0.0,0.0,0.0,3.286,1203.07
63,3.289,1128.0,5.82,3174.0,100.0,0.0,0.0,0.0,3.289,1209.44
64,3.295,1116.0,6.7,3175.0,99.71,0.0,0.0,0.0,3.295,1215.76
65,3.286,1110.0,6.09,3173.0,100.0,0.0,0.0,0.0,3.286,1216.18
