Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.406,1088.0,24.75,1807.0,48.91,0.0,0.0,0.0,1.406,527.71
1,3.155,1059.0,14.66,3181.0,99.97,0.004,714.0,0.83,3.159,1128.89
2,3.212,1126.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.212,1157.94
3,3.225,1130.0,12.01,3178.0,100.0,0.0,0.0,0.0,3.225,1160.89
4,3.225,1125.0,12.36,3178.0,100.0,0.0,0.0,0.0,3.225,1156.26
5,3.225,1123.0,12.22,3178.0,100.0,0.0,0.0,0.0,3.225,1157.09
6,3.227,1128.0,12.25,3179.0,100.0,0.0,0.0,0.0,3.227,1158.51
7,3.224,1161.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.224,1168.48
8,3.187,1117.0,10.8,3179.0,100.0,0.001,714.0,0.41,3.188,1159.89
9,3.248,1149.0,11.39,3178.0,100.0,0.0,709.0,0.43,3.248,1153.04
10,3.265,1171.0,30.37,3178.0,100.0,0.0,0.0,0.0,3.265,1167.72
11,3.226,1128.0,12.91,3178.0,100.0,0.0,0.0,0.0,3.226,1161.33
12,3.233,1179.0,12.13,3178.0,100.0,0.0,0.0,0.0,3.233,1160.46
13,3.227,1113.0,12.34,3179.0,100.0,0.0,0.0,0.0,3.227,1158.97
14,3.228,1153.0,12.32,3179.0,100.0,0.0,0.0,0.0,3.228,1161.45
15,3.235,1156.0,12.4,3178.0,100.0,0.0,0.0,0.0,3.235,1157.69
16,3.238,1130.0,12.46,3178.0,100.0,0.0,0.0,0.0,3.238,1167.24
17,3.238,1157.0,12.07,3178.0,100.0,0.0,0.0,0.0,3.238,1161.88
18,3.243,1137.0,12.34,3178.0,100.0,0.0,0.0,0.0,3.243,1155.5
19,3.229,1123.0,12.36,3179.0,100.0,0.0,0.0,0.0,3.229,1160.04
20,3.234,1142.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.234,1159.95
21,3.238,1133.0,12.41,3178.0,100.0,0.0,0.0,0.0,3.238,1168.0
22,3.237,1143.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.237,1159.06
23,3.24,1159.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.24,1157.99
24,3.237,1171.0,12.12,3178.0,100.0,0.0,0.0,0.0,3.237,1159.73
25,3.236,1126.0,12.54,3179.0,100.0,0.0,0.0,0.0,3.236,1159.62
26,3.232,1131.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.232,1157.77
27,3.218,1097.0,7.17,3179.0,100.0,0.0,0.0,0.0,3.218,1160.98
28,3.244,1152.0,13.26,3178.0,99.91,0.001,714.0,0.41,3.245,1160.7
29,3.251,1106.0,12.5,3178.0,100.0,0.0,0.0,0.0,3.251,1157.97
30,3.201,1149.0,12.35,3179.0,100.0,0.0,0.0,0.0,3.201,1158.48
31,3.222,1140.0,12.76,3178.0,100.0,0.0,0.0,0.0,3.222,1164.7
32,3.233,1156.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.233,1162.48
33,3.23,1128.0,12.31,3178.0,100.0,0.0,0.0,0.0,3.23,1158.12
34,3.238,1134.0,11.98,3179.0,99.99,0.0,0.0,0.0,3.238,1159.17
35,3.237,1123.0,12.15,3179.0,100.0,0.0,0.0,0.0,3.237,1154.22
36,3.24,1156.0,12.1,3178.0,100.0,0.0,0.0,0.0,3.24,1158.71
37,3.23,1132.0,13.52,3179.0,100.0,0.0,712.0,0.31,3.23,1164.8
