Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.337,1111.0,26.31,1736.0,45.52,0.0,0.0,0.0,1.337,513.21
1,3.204,1093.0,12.32,3177.0,99.97,0.0,713.0,0.41,3.204,1186.06
2,3.265,1134.0,12.17,3173.0,100.0,0.0,0.0,0.0,3.265,1219.18
3,3.27,1157.0,12.12,3174.0,100.0,0.0,0.0,0.0,3.27,1215.62
4,3.267,1197.0,13.05,3174.0,100.0,0.002,714.0,0.41,3.269,1200.78
5,3.25,1157.0,12.19,3175.0,100.0,0.0,0.0,0.0,3.25,1213.23
6,3.266,1149.0,12.01,3174.0,100.0,0.0,0.0,0.0,3.266,1217.48
7,3.263,1144.0,11.83,3174.0,100.0,0.0,0.0,0.0,3.263,1206.99
8,3.263,1153.0,12.01,3175.0,100.0,0.0,0.0,0.0,3.263,1201.39
9,3.264,1183.0,12.9,3174.0,100.0,0.001,709.0,0.43,3.265,1215.13
10,3.269,1155.0,11.89,3175.0,100.0,0.0,0.0,0.0,3.269,1207.67
11,3.268,1159.0,11.96,3174.0,100.0,0.0,0.0,0.0,3.268,1208.11
12,3.267,1169.0,12.06,3175.0,100.0,0.0,0.0,0.0,3.267,1203.35
13,3.292,1145.0,12.71,3174.0,100.0,0.0,0.0,0.0,3.292,1210.44
14,3.258,1132.0,6.98,3175.0,100.0,0.0,0.0,0.0,3.258,1213.09
15,3.268,1149.0,10.71,3174.0,100.0,0.0,0.0,0.0,3.268,1209.21
16,3.264,1180.0,12.34,3174.0,100.0,0.0,0.0,0.0,3.264,1203.74
17,3.264,1154.0,12.43,3175.0,100.0,0.0,0.0,0.0,3.264,1208.4
18,3.284,1195.0,12.15,3174.0,100.0,0.0,0.0,0.0,3.284,1213.47
19,3.277,1196.0,11.73,3174.0,100.0,0.0,0.0,0.0,3.277,1217.63
20,3.269,1154.0,11.98,3175.0,100.0,0.0,0.0,0.0,3.269,1205.62
21,3.271,1177.0,11.78,3174.0,100.0,0.0,0.0,0.0,3.271,1201.61
22,3.27,1181.0,11.69,3175.0,100.0,0.0,0.0,0.0,3.27,1208.88
23,3.275,1165.0,12.34,3174.0,100.0,0.0,0.0,0.0,3.275,1209.74
24,3.276,1159.0,11.83,3174.0,100.0,0.0,0.0,0.0,3.276,1214.08
25,3.278,1163.0,11.63,3174.0,100.0,0.0,0.0,0.0,3.278,1212.9
26,3.276,1163.0,11.63,3175.0,100.0,0.0,0.0,0.0,3.276,1208.19
27,3.296,1165.0,18.18,3175.0,100.0,0.0,0.0,0.0,3.296,1204.48
28,3.31,1194.0,12.02,3174.0,100.0,0.0,0.0,0.0,3.31,1216.82
29,3.286,1163.0,11.76,3174.0,100.0,0.0,0.0,0.0,3.286,1207.25
30,3.278,1163.0,11.83,3174.0,100.0,0.0,0.0,0.0,3.278,1213.33
31,3.283,1171.0,11.52,3175.0,100.0,0.0,0.0,0.0,3.283,1211.76
32,3.289,1161.0,11.75,3174.0,100.0,0.0,0.0,0.0,3.289,1215.48
33,3.276,1130.0,8.1,3173.0,100.0,0.0,0.0,0.0,3.276,1216.52
34,3.274,1156.0,10.33,3174.0,100.0,0.0,0.0,0.0,3.274,1210.64
35,3.283,1170.0,11.7,3174.0,100.0,0.0,0.0,0.0,3.283,1201.46
36,3.271,1172.0,11.84,3174.0,100.0,0.0,0.0,0.0,3.271,1215.97
37,3.277,1148.0,11.7,3175.0,100.0,0.0,0.0,0.0,3.277,1203.55
38,3.282,1151.0,11.67,3174.0,100.0,0.0,0.0,0.0,3.282,1207.31
39,3.277,1181.0,11.55,3174.0,100.0,0.0,0.0,0.0,3.277,1213.26
40,3.285,1142.0,11.78,3173.0,100.0,0.0,0.0,0.0,3.285,1213.11
41,3.275,1176.0,11.72,3175.0,100.0,0.0,0.0,0.0,3.275,1197.43
42,3.283,1185.0,12.34,3174.0,100.0,0.0,0.0,0.0,3.283,1206.97
43,3.284,1168.0,12.08,3174.0,100.0,0.0,0.0,0.0,3.284,1208.31
44,3.283,1172.0,11.77,3174.0,100.0,0.0,0.0,0.0,3.283,1212.1
45,3.276,1133.0,11.46,3175.0,100.0,0.0,0.0,0.0,3.276,1205.09
46,3.282,1167.0,11.73,3174.0,100.0,0.0,0.0,0.0,3.282,1208.39
47,3.29,1166.0,11.85,3174.0,100.0,0.0,0.0,0.0,3.29,1208.81
48,3.298,1188.0,12.13,3174.0,100.0,0.0,0.0,0.0,3.298,1206.63
49,3.277,1161.0,11.71,3175.0,100.0,0.0,0.0,0.0,3.277,1208.12
50,3.277,1194.0,11.49,3175.0,100.0,0.0,0.0,0.0,3.277,1201.01
51,3.267,1165.0,9.32,3174.0,100.0,0.0,0.0,0.0,3.267,1208.73
52,3.263,1127.0,8.1,3174.0,100.0,0.0,0.0,0.0,3.263,1198.28
53,3.279,1144.0,11.81,3175.0,100.0,0.0,0.0,0.0,3.279,1206.36
54,3.287,1164.0,11.58,3174.0,100.0,0.0,0.0,0.0,3.287,1218.04
55,3.292,1175.0,11.83,3174.0,100.0,0.0,0.0,0.0,3.292,1218.47
56,3.288,1138.0,11.74,3174.0,100.0,0.0,0.0,0.0,3.288,1202.48
57,3.32,1175.0,18.94,3174.0,100.0,0.0,0.0,0.0,3.32,1204.31
58,3.295,1151.0,11.64,3174.0,100.0,0.0,0.0,0.0,3.295,1214.47
59,3.283,1148.0,11.78,3174.0,100.0,0.0,0.0,0.0,3.283,1211.0
60,3.283,1178.0,11.58,3175.0,100.0,0.0,0.0,0.0,3.283,1204.92
61,3.278,1144.0,11.89,3174.0,100.0,0.0,0.0,0.0,3.278,1208.16
62,3.291,1157.0,12.28,3174.0,100.0,0.0,0.0,0.0,3.291,1202.28
63,3.295,1151.0,12.31,3174.0,100.0,0.0,0.0,0.0,3.295,1206.44
64,3.307,1195.0,12.2,3174.0,100.0,0.0,714.0,0.41,3.307,1211.38
