Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.262,1095.0,26.67,1690.0,43.7,0.0,0.0,0.0,1.262,487.27
1,3.179,1088.0,12.84,3180.0,99.96,0.002,714.0,0.41,3.181,1138.58
2,3.227,1103.0,11.98,3176.0,100.0,0.0,0.0,0.0,3.227,1181.58
3,3.227,1170.0,11.93,3177.0,100.0,0.0,0.0,0.0,3.227,1179.28
4,3.259,1201.0,18.33,3177.0,100.0,0.0,0.0,0.0,3.259,1173.88
5,3.242,1161.0,11.61,3177.0,100.0,0.0,0.0,0.0,3.242,1175.96
6,3.231,1143.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.231,1180.84
7,3.239,1164.0,12.25,3177.0,100.0,0.0,0.0,0.0,3.239,1186.54
8,3.225,1171.0,11.95,3177.0,100.0,0.0,0.0,0.0,3.225,1177.1
9,3.235,1195.0,12.26,3177.0,100.0,0.0,712.0,0.32,3.235,1178.92
10,3.245,1150.0,12.08,3177.0,100.0,0.0,0.0,0.0,3.245,1181.44
11,3.234,1157.0,11.96,3177.0,100.0,0.0,0.0,0.0,3.234,1180.58
12,3.24,1190.0,11.58,3177.0,100.0,0.0,0.0,0.0,3.24,1177.86
13,3.237,1153.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.237,1177.26
14,3.237,1172.0,12.23,3177.0,100.0,0.0,0.0,0.0,3.237,1183.25
15,3.238,1157.0,11.01,3177.0,100.0,0.0,0.0,0.0,3.238,1181.4
16,3.225,1148.0,6.79,3177.0,100.0,0.0,0.0,0.0,3.225,1178.6
17,3.234,1142.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.234,1179.71
18,3.242,1155.0,11.87,3177.0,100.0,0.0,0.0,0.0,3.242,1178.36
19,3.245,1153.0,12.28,3177.0,100.0,0.0,0.0,0.0,3.245,1176.88
20,3.243,1134.0,11.97,3177.0,100.0,0.0,0.0,0.0,3.243,1178.13
21,3.246,1140.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.246,1180.18
22,3.25,1149.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.25,1183.01
23,3.239,1144.0,11.86,3177.0,100.0,0.0,0.0,0.0,3.239,1180.91
24,3.25,1142.0,11.92,3177.0,100.0,0.0,0.0,0.0,3.25,1179.83
25,3.254,1178.0,11.81,3177.0,100.0,0.0,0.0,0.0,3.254,1172.95
26,3.246,1151.0,11.74,3177.0,100.0,0.0,0.0,0.0,3.246,1180.32
27,3.244,1158.0,12.04,3177.0,100.0,0.0,0.0,0.0,3.244,1175.38
28,3.24,1160.0,12.17,3177.0,100.0,0.0,0.0,0.0,3.24,1180.35
29,3.249,1150.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.249,1179.08
30,3.243,1139.0,11.66,3177.0,100.0,0.0,0.0,0.0,3.243,1173.81
31,3.243,1176.0,11.44,3177.0,100.0,0.0,0.0,0.0,3.243,1179.17
32,3.24,1128.0,11.81,3177.0,100.0,0.0,0.0,0.0,3.24,1177.1
33,3.263,1163.0,16.48,3177.0,100.0,0.0,0.0,0.0,3.263,1181.59
34,3.28,1143.0,12.68,3176.0,100.0,0.0,0.0,0.0,3.28,1179.14
35,3.233,1137.0,6.56,3177.0,100.0,0.0,0.0,0.0,3.233,1182.02
36,3.249,1173.0,11.29,3177.0,100.0,0.0,0.0,0.0,3.249,1181.23
37,3.242,1143.0,11.73,3177.0,100.0,0.0,0.0,0.0,3.242,1174.9
38,3.25,1135.0,12.06,3177.0,100.0,0.0,0.0,0.0,3.25,1180.61
39,3.249,1157.0,12.06,3177.0,100.0,0.0,0.0,0.0,3.249,1174.12
40,3.248,1177.0,14.06,3177.0,100.0,0.001,715.0,0.51,3.249,1180.05
41,3.284,1159.0,13.92,3177.0,100.0,0.001,708.0,0.22,3.285,1180.64
42,3.239,1169.0,12.27,3177.0,100.0,0.0,0.0,0.0,3.239,1169.74
43,3.247,1161.0,11.92,3177.0,100.0,0.0,712.0,0.32,3.247,1184.44
44,3.245,1133.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.245,1180.44
45,3.243,1164.0,11.86,3177.0,100.0,0.0,0.0,0.0,3.243,1181.58
46,3.249,1169.0,11.73,3177.0,100.0,0.0,0.0,0.0,3.249,1179.5
47,3.252,1152.0,11.86,3177.0,100.0,0.0,0.0,0.0,3.252,1178.76
48,3.246,1153.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.246,1175.19
49,3.254,1164.0,12.03,3177.0,100.0,0.0,0.0,0.0,3.254,1171.82
50,3.237,1145.0,11.83,3177.0,100.0,0.0,0.0,0.0,3.237,1182.09
51,3.246,1150.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.246,1183.38
52,3.238,1157.0,12.57,3178.0,100.0,0.0,0.0,0.0,3.238,1168.68
53,3.253,1142.0,11.03,3177.0,100.0,0.0,0.0,0.0,3.253,1185.55
54,3.242,1124.0,7.09,3177.0,100.0,0.0,0.0,0.0,3.242,1171.27
55,3.244,1171.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.244,1179.59
56,3.243,1152.0,11.52,3177.0,100.0,0.0,0.0,0.0,3.243,1177.16
57,3.25,1153.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.25,1180.07
58,3.267,1175.0,13.56,3177.0,100.0,0.0,0.0,0.0,3.267,1182.01
59,3.276,1142.0,12.29,3177.0,100.0,0.0,0.0,0.0,3.276,1179.68
60,3.256,1155.0,11.45,3177.0,100.0,0.0,0.0,0.0,3.256,1176.33
61,3.247,1132.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.247,1176.21
62,3.259,1143.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.259,1181.15
63,3.282,1136.0,17.67,3177.0,100.0,0.0,0.0,0.0,3.282,1175.98
64,3.279,1160.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.279,1176.13
65,3.245,1152.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.245,1177.49
66,3.251,1180.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.251,1183.83
67,3.248,1143.0,11.76,3177.0,100.0,0.0,0.0,0.0,3.248,1177.25
68,3.252,1137.0,11.55,3177.0,100.0,0.0,0.0,0.0,3.252,1174.83
69,3.266,1201.0,12.08,3177.0,100.0,0.0,0.0,0.0,3.266,1183.53
70,3.25,1164.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.25,1180.36
71,3.251,1152.0,11.8,3177.0,100.0,0.0,0.0,0.0,3.251,1175.73
72,3.258,1174.0,11.49,3177.0,100.0,0.0,0.0,0.0,3.258,1171.9
73,3.229,1145.0,6.13,3177.0,100.0,0.0,0.0,0.0,3.229,1180.4
74,3.266,1149.0,12.63,3177.0,100.0,0.0,0.0,0.0,3.266,1178.38
75,3.251,1174.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.251,1179.49
76,3.263,1171.0,11.71,3177.0,100.0,0.0,0.0,0.0,3.263,1176.59
77,3.254,1137.0,11.48,3177.0,100.0,0.0,0.0,0.0,3.254,1183.0
78,3.266,1180.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.266,1177.91
79,3.263,1135.0,12.18,3176.0,100.0,0.0,0.0,0.0,3.263,1181.83
80,3.262,1178.0,11.57,3177.0,100.0,0.0,0.0,0.0,3.262,1179.4
81,3.261,1136.0,11.71,3177.0,100.0,0.0,0.0,0.0,3.261,1187.18
82,3.262,1155.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.262,1181.39
83,3.258,1127.0,11.61,3177.0,100.0,0.0,0.0,0.0,3.258,1178.35
84,3.262,1162.0,12.02,3177.0,100.0,0.0,0.0,0.0,3.262,1179.01
85,3.259,1135.0,11.34,3177.0,100.0,0.0,0.0,0.0,3.259,1170.24
86,3.253,1174.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.253,1180.58
87,3.261,1173.0,12.82,3177.0,100.0,0.0,0.0,0.0,3.261,1182.64
88,3.262,1152.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.262,1180.63
89,3.272,1170.0,11.71,3177.0,100.0,0.0,0.0,0.0,3.272,1175.61
90,3.26,1154.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.26,1180.61
91,3.255,1145.0,9.93,3177.0,100.0,0.0,0.0,0.0,3.255,1182.85
92,3.235,1131.0,8.26,3178.0,100.0,0.0,0.0,0.0,3.235,1171.77
93,3.288,1169.0,18.21,3177.0,100.0,0.0,0.0,0.0,3.288,1177.99
94,3.311,1186.0,35.87,3177.0,100.0,0.0,0.0,0.0,3.311,1187.46
95,3.48,1184.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.48,1172.58
96,3.484,1199.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.484,1186.46
97,3.488,1194.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.488,1176.89
98,3.741,1233.0,100.0,3172.0,100.0,0.0,0.0,0.0,3.741,1187.05
99,3.493,1219.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.493,1181.92
100,3.482,1196.0,100.0,3177.0,100.0,0.0,714.0,0.41,3.482,1178.97
101,3.479,1173.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.479,1176.49
102,3.487,1207.0,100.0,3177.0,100.0,0.0,0.0,0.0,3.487,1184.88
103,3.462,1177.0,88.36,3177.0,100.0,0.0,0.0,0.0,3.462,1181.36
104,3.276,1170.0,12.2,3177.0,100.0,0.0,0.0,0.0,3.276,1179.87
105,3.261,1167.0,11.86,3177.0,100.0,0.0,0.0,0.0,3.261,1181.36
106,3.26,1207.0,11.41,3177.0,100.0,0.0,0.0,0.0,3.26,1182.34
107,3.262,1147.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.262,1180.52
108,3.251,1164.0,12.82,3177.0,100.0,0.0,0.0,0.0,3.251,1177.66
109,3.263,1144.0,12.11,3177.0,100.0,0.0,0.0,0.0,3.263,1181.97
110,3.244,1126.0,8.23,3177.0,100.0,0.0,0.0,0.0,3.244,1175.4
111,3.239,1179.0,10.49,3177.0,100.0,0.0,0.0,0.0,3.239,1179.1
112,3.261,1148.0,11.85,3177.0,100.0,0.0,0.0,0.0,3.261,1180.11
113,3.26,1147.0,11.98,3177.0,100.0,0.0,0.0,0.0,3.26,1178.58
114,3.256,1160.0,11.72,3177.0,100.0,0.0,0.0,0.0,3.256,1171.78
115,3.262,1157.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.262,1186.01
116,3.271,1167.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.271,1182.11
117,3.265,1148.0,13.08,3177.0,100.0,0.0,0.0,0.0,3.265,1180.6
118,3.265,1177.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.265,1178.49
119,3.267,1192.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.267,1176.02
120,3.256,1155.0,11.96,3177.0,100.0,0.0,0.0,0.0,3.256,1174.76
121,3.265,1183.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.265,1182.53
122,3.286,1170.0,25.05,3177.0,100.0,0.0,0.0,0.0,3.286,1182.42
123,3.276,1171.0,11.93,3177.0,100.0,0.0,0.0,0.0,3.276,1177.2
124,3.271,1162.0,11.81,3177.0,100.0,0.0,0.0,0.0,3.271,1185.04
125,3.258,1184.0,12.15,3178.0,100.0,0.0,0.0,0.0,3.258,1171.15
126,3.258,1170.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.258,1179.72
127,3.263,1150.0,11.85,3177.0,100.0,0.0,0.0,0.0,3.263,1182.75
128,3.273,1131.0,11.14,3177.0,100.0,0.0,0.0,0.0,3.273,1180.55
129,3.243,1135.0,6.84,3177.0,100.0,0.0,0.0,0.0,3.243,1173.07
130,3.251,1191.0,11.84,3177.0,100.0,0.0,0.0,0.0,3.251,1176.87
131,3.263,1179.0,11.61,3177.0,100.0,0.0,0.0,0.0,3.263,1174.95
132,3.273,1185.0,11.44,3177.0,100.0,0.0,0.0,0.0,3.273,1184.45
133,3.272,1150.0,12.25,3177.0,100.0,0.0,0.0,0.0,3.272,1175.91
134,3.269,1162.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.269,1181.67
135,3.265,1171.0,11.55,3178.0,100.0,0.0,0.0,0.0,3.265,1181.11
136,3.26,1143.0,11.45,3177.0,100.0,0.0,0.0,0.0,3.26,1180.95
137,3.259,1164.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.259,1170.81
138,3.273,1162.0,12.18,3177.0,100.0,0.0,0.0,0.0,3.273,1182.96
139,3.261,1170.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.261,1181.11
140,3.264,1141.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.264,1172.06
141,3.265,1172.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.265,1185.92
142,3.263,1159.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.263,1178.25
143,3.265,1166.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.265,1178.62
144,3.249,1182.0,12.1,3178.0,100.0,0.0,0.0,0.0,3.249,1176.1
145,3.277,1157.0,12.13,3177.0,99.99,0.0,0.0,0.0,3.277,1181.28
146,3.254,1162.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.254,1177.26
147,3.26,1137.0,11.37,3177.0,100.0,0.0,0.0,0.0,3.26,1176.4
148,3.237,1122.0,6.46,3177.0,100.0,0.0,0.0,0.0,3.237,1182.8
149,3.261,1204.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.261,1175.05
150,3.256,1171.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.256,1185.69
151,3.254,1159.0,11.41,3177.0,100.0,0.0,0.0,0.0,3.254,1174.43
152,3.297,1177.0,25.3,3177.0,100.0,0.0,0.0,0.0,3.297,1182.89
153,3.257,1193.0,12.04,3177.0,100.0,0.0,0.0,0.0,3.257,1179.89
154,3.264,1168.0,11.53,3177.0,100.0,0.0,0.0,0.0,3.264,1178.06
155,3.262,1155.0,11.73,3177.0,100.0,0.0,0.0,0.0,3.262,1172.13
156,3.256,1161.0,11.87,3177.0,100.0,0.0,0.0,0.0,3.256,1182.89
157,3.273,1170.0,11.88,3177.0,100.0,0.0,0.0,0.0,3.273,1173.03
158,3.269,1175.0,12.49,3177.0,100.0,0.0,0.0,0.0,3.269,1187.92
159,3.268,1181.0,12.54,3177.0,100.0,0.0,716.0,0.61,3.268,1175.53
160,3.257,1150.0,11.95,3177.0,100.0,0.0,0.0,0.0,3.257,1182.64
161,3.258,1146.0,12.02,3177.0,100.0,0.0,0.0,0.0,3.258,1180.04
162,3.262,1159.0,12.15,3177.0,100.0,0.0,0.0,0.0,3.262,1172.72
163,3.263,1151.0,11.92,3177.0,100.0,0.0,0.0,0.0,3.263,1179.74
164,3.264,1205.0,11.61,3177.0,100.0,0.0,0.0,0.0,3.264,1175.41
165,3.245,1176.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.245,1182.46
166,3.256,1155.0,9.85,3177.0,100.0,0.0,0.0,0.0,3.256,1176.53
167,3.222,1119.0,8.11,3178.0,100.0,0.0,0.0,0.0,3.222,1172.95
168,3.261,1175.0,11.66,3177.0,100.0,0.0,0.0,0.0,3.261,1180.27
169,3.265,1173.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.265,1185.87
170,3.258,1147.0,11.58,3177.0,100.0,0.0,0.0,0.0,3.258,1170.88
171,3.257,1153.0,11.8,3177.0,100.0,0.0,0.0,0.0,3.257,1172.05
172,3.259,1145.0,11.94,3177.0,100.0,0.0,0.0,0.0,3.259,1185.69
173,3.27,1182.0,11.72,3177.0,100.0,0.0,0.0,0.0,3.27,1174.42
174,3.26,1158.0,12.31,3177.0,100.0,0.0,0.0,0.0,3.26,1180.88
175,3.271,1150.0,12.29,3177.0,100.0,0.0,0.0,0.0,3.271,1174.85
176,3.253,1150.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.253,1180.36
177,3.272,1177.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.272,1178.54
178,3.273,1176.0,11.94,3177.0,100.0,0.0,0.0,0.0,3.273,1185.04
179,3.269,1182.0,11.54,3177.0,100.0,0.0,0.0,0.0,3.269,1169.79
180,3.238,1137.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.238,1180.98
181,3.265,1183.0,11.38,3177.0,100.0,0.0,0.0,0.0,3.265,1177.96
182,3.291,1159.0,26.04,3177.0,100.0,0.0,0.0,0.0,3.291,1181.42
183,3.271,1152.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.271,1179.04
184,3.254,1150.0,11.98,3177.0,100.0,0.0,0.0,0.0,3.254,1180.08
185,3.25,1138.0,8.46,3178.0,100.0,0.0,0.0,0.0,3.25,1168.97
186,3.238,1126.0,8.9,3177.0,100.0,0.0,0.0,0.0,3.238,1181.27
187,3.27,1154.0,12.69,3177.0,100.0,0.0,0.0,0.0,3.27,1175.61
188,3.254,1130.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.254,1178.29
189,3.267,1208.0,11.54,3177.0,100.0,0.0,0.0,0.0,3.267,1180.72
190,3.255,1147.0,11.54,3177.0,100.0,0.0,0.0,0.0,3.255,1176.68
191,3.255,1185.0,11.51,3178.0,100.0,0.0,0.0,0.0,3.255,1171.23
192,3.531,1172.0,13.1,3172.0,100.0,0.0,0.0,0.0,3.531,1174.5
193,3.278,1157.0,11.93,3177.0,100.0,0.0,0.0,0.0,3.278,1190.42
194,3.256,1143.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.256,1175.89
195,3.264,1158.0,11.7,3177.0,100.0,0.0,0.0,0.0,3.264,1176.13
196,3.265,1147.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.265,1186.45
197,3.255,1146.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.255,1173.82
198,3.258,1132.0,11.9,3177.0,100.0,0.0,0.0,0.0,3.258,1181.15
199,3.266,1162.0,11.27,3177.0,100.0,0.0,0.0,0.0,3.266,1184.21
200,3.253,1175.0,11.85,3177.0,100.0,0.0,0.0,0.0,3.253,1174.16
201,3.249,1140.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.249,1172.08
202,3.277,1185.0,11.88,3177.0,100.0,0.0,0.0,0.0,3.277,1180.0
203,3.253,1136.0,12.14,3177.0,100.0,0.0,0.0,0.0,3.253,1183.5
204,3.253,1139.0,7.86,3177.0,100.0,0.0,0.0,0.0,3.253,1171.85
205,3.243,1145.0,9.81,3177.0,100.0,0.0,0.0,0.0,3.243,1179.46
206,3.267,1180.0,11.74,3177.0,100.0,0.0,0.0,0.0,3.267,1179.14
207,3.259,1131.0,12.13,3177.0,100.0,0.0,0.0,0.0,3.259,1180.52
208,3.256,1137.0,11.89,3177.0,100.0,0.0,0.0,0.0,3.256,1174.16
209,3.26,1169.0,12.06,3177.0,100.0,0.0,0.0,0.0,3.26,1177.76
210,3.252,1149.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.252,1181.74
211,3.291,1177.0,25.05,3177.0,100.0,0.0,0.0,0.0,3.291,1176.47
212,3.262,1141.0,11.48,3177.0,100.0,0.0,0.0,0.0,3.262,1177.3
213,3.267,1168.0,11.85,3177.0,100.0,0.0,0.0,0.0,3.267,1167.97
214,3.245,1122.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.245,1183.8
215,3.257,1153.0,11.61,3177.0,100.0,0.0,0.0,0.0,3.257,1174.52
216,3.253,1173.0,12.07,3177.0,100.0,0.0,0.0,0.0,3.253,1177.52
217,3.257,1136.0,12.05,3177.0,100.0,0.0,0.0,0.0,3.257,1181.24
218,3.261,1189.0,13.25,3177.0,100.0,0.0,714.0,0.41,3.261,1173.24
219,3.248,1135.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.248,1180.16
220,3.261,1155.0,12.0,3177.0,100.0,0.0,0.0,0.0,3.261,1169.84
221,3.255,1170.0,11.7,3177.0,100.0,0.0,0.0,0.0,3.255,1188.6
222,3.271,1136.0,11.16,3177.0,100.0,0.0,0.0,0.0,3.271,1177.62
223,3.232,1142.0,6.6,3178.0,100.0,0.0,0.0,0.0,3.232,1170.39
224,3.251,1162.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.251,1181.9
225,3.26,1179.0,12.25,3178.0,100.0,0.0,0.0,0.0,3.26,1169.29
226,3.246,1141.0,12.08,3177.0,100.0,0.0,0.0,0.0,3.246,1172.53
227,3.257,1153.0,11.76,3177.0,100.0,0.0,0.0,0.0,3.257,1184.97
228,3.256,1190.0,11.86,3178.0,100.0,0.0,0.0,0.0,3.256,1168.38
229,3.25,1156.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.25,1183.46
230,3.282,1181.0,12.88,3177.0,100.0,0.0,0.0,0.0,3.282,1181.26
231,3.26,1122.0,11.93,3177.0,100.0,0.0,0.0,0.0,3.26,1176.22
232,3.262,1164.0,12.13,3177.0,100.0,0.0,0.0,0.0,3.262,1172.89
233,3.262,1186.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.262,1180.47
234,3.252,1139.0,11.57,3177.0,100.0,0.0,0.0,0.0,3.252,1181.98
235,3.261,1178.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.261,1171.16
236,3.241,1156.0,11.74,3177.0,100.0,0.0,0.0,0.0,3.241,1175.18
237,3.27,1136.0,12.17,3177.0,100.0,0.0,0.0,0.0,3.27,1184.67
238,3.259,1182.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.259,1165.41
239,3.249,1124.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.249,1182.49
240,3.258,1177.0,11.87,3178.0,100.0,0.0,0.0,0.0,3.258,1179.34
241,3.26,1115.0,21.15,3177.0,100.0,0.0,0.0,0.0,3.26,1171.45
242,3.255,1149.0,10.48,3177.0,100.0,0.0,0.0,0.0,3.255,1179.94
243,3.27,1184.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.27,1171.54
244,3.247,1145.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.247,1180.78
245,3.261,1137.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.261,1174.7
246,3.262,1162.0,12.29,3177.0,100.0,0.0,0.0,0.0,3.262,1180.14
247,3.258,1121.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.258,1178.8
248,3.27,1172.0,12.06,3177.0,100.0,0.0,0.0,0.0,3.27,1177.85
249,3.252,1147.0,11.72,3177.0,100.0,0.0,0.0,0.0,3.252,1177.67
250,3.249,1120.0,11.6,3177.0,100.0,0.0,0.0,0.0,3.249,1169.1
251,3.273,1171.0,11.79,3177.0,100.0,0.0,0.0,0.0,3.273,1184.43
252,3.263,1132.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.263,1174.93
253,3.264,1151.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.264,1174.62
254,3.26,1159.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.26,1185.56
255,3.243,1142.0,11.44,3177.0,100.0,0.0,0.0,0.0,3.243,1168.27
256,3.27,1178.0,11.73,3177.0,100.0,0.0,0.0,0.0,3.27,1185.61
257,3.277,1157.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.277,1178.62
258,3.259,1146.0,11.7,3177.0,100.0,0.0,0.0,0.0,3.259,1181.11
259,3.274,1151.0,12.02,3177.0,100.0,0.0,0.0,0.0,3.274,1178.0
260,3.229,1091.0,6.27,3178.0,100.0,0.0,0.0,0.0,3.229,1173.61
261,3.263,1155.0,11.31,3177.0,100.0,0.0,0.0,0.0,3.263,1177.88
262,3.262,1173.0,11.63,3178.0,100.0,0.0,0.0,0.0,3.262,1170.9
263,3.247,1123.0,11.56,3177.0,100.0,0.0,0.0,0.0,3.247,1177.02
264,3.253,1144.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.253,1179.25
265,3.268,1151.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.268,1170.85
266,3.26,1149.0,11.98,3177.0,100.0,0.0,0.0,0.0,3.26,1182.28
267,3.257,1151.0,12.01,3177.0,100.0,0.0,0.0,0.0,3.257,1180.22
268,3.274,1200.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.274,1177.59
269,3.248,1109.0,11.72,3177.0,100.0,0.0,0.0,0.0,3.248,1170.67
270,3.26,1120.0,17.16,3177.0,100.0,0.0,0.0,0.0,3.26,1182.56
271,3.306,1196.0,19.93,3177.0,100.0,0.0,0.0,0.0,3.306,1178.53
272,3.25,1136.0,11.88,3177.0,100.0,0.0,0.0,0.0,3.25,1170.26
273,3.253,1128.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.253,1180.83
274,3.26,1189.0,11.5,3178.0,100.0,0.0,0.0,0.0,3.26,1176.09
275,3.236,1134.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.236,1174.7
276,3.261,1156.0,12.43,3177.0,100.0,0.0,0.0,0.0,3.261,1180.19
277,3.273,1196.0,13.02,3177.0,100.0,0.0,716.0,0.61,3.273,1178.96
278,3.229,1117.0,9.47,3178.0,100.0,0.0,0.0,0.0,3.229,1172.91
279,3.224,1110.0,8.39,3178.0,100.0,0.0,0.0,0.0,3.224,1171.17
280,3.286,1188.0,12.25,3177.0,100.0,0.0,0.0,0.0,3.286,1173.9
281,3.255,1132.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.255,1176.35
282,3.255,1169.0,11.79,3177.0,100.0,0.0,0.0,0.0,3.255,1182.22
283,3.261,1160.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.261,1175.82
284,3.241,1155.0,12.08,3177.0,100.0,0.0,0.0,0.0,3.241,1176.59
285,3.254,1138.0,12.24,3177.0,100.0,0.0,0.0,0.0,3.254,1178.96
286,3.266,1202.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.266,1174.71
287,3.247,1127.0,11.77,3177.0,100.0,0.0,0.0,0.0,3.247,1176.6
288,3.244,1117.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.244,1176.62
289,3.265,1167.0,12.86,3177.0,100.0,0.0,0.0,0.0,3.265,1173.91
290,3.259,1152.0,12.14,3177.0,100.0,0.0,0.0,0.0,3.259,1175.61
291,3.252,1150.0,12.18,3177.0,100.0,0.0,0.0,0.0,3.252,1186.69
292,3.267,1156.0,11.56,3177.0,100.0,0.0,0.0,0.0,3.267,1180.04
293,3.251,1171.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.251,1168.61
294,3.246,1117.0,11.7,3177.0,100.0,0.0,0.0,0.0,3.246,1184.06
