Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.205,1056.0,18.09,1673.0,41.47,0.001,709.0,0.22,1.206,464.1
1,3.168,1031.0,6.95,3180.0,99.96,0.0,712.0,0.32,3.168,1150.45
2,3.266,1069.0,5.69,3174.0,100.0,0.0,0.0,0.0,3.266,1199.24
3,3.25,1160.0,6.96,3174.0,100.0,0.0,0.0,0.0,3.25,1199.05
4,3.241,1101.0,5.81,3175.0,100.0,0.0,0.0,0.0,3.241,1203.19
5,3.239,1096.0,6.93,3175.0,100.0,0.002,715.0,0.51,3.241,1199.21
6,3.225,1139.0,5.99,3175.0,100.0,0.0,0.0,0.0,3.225,1193.06
7,3.23,1119.0,5.87,3176.0,100.0,0.0,0.0,0.0,3.23,1190.37
8,3.222,1128.0,5.77,3176.0,100.0,0.0,0.0,0.0,3.222,1189.86
9,3.236,1157.0,6.27,3176.0,100.0,0.001,714.0,0.41,3.237,1192.94
10,3.243,1121.0,5.73,3175.0,100.0,0.0,0.0,0.0,3.243,1195.98
11,3.235,1114.0,6.08,3175.0,100.0,0.0,0.0,0.0,3.235,1199.99
12,3.25,1122.0,5.74,3175.0,100.0,0.0,0.0,0.0,3.25,1197.43
13,3.239,1134.0,5.74,3175.0,100.0,0.0,0.0,0.0,3.239,1204.8
14,3.238,1130.0,5.68,3175.0,100.0,0.0,0.0,0.0,3.238,1198.56
15,3.241,1115.0,5.67,3175.0,100.0,0.0,0.0,0.0,3.241,1203.17
16,3.28,1133.0,10.0,3175.0,100.0,0.0,0.0,0.0,3.28,1202.26
17,3.25,1101.0,7.18,3175.0,100.0,0.0,0.0,0.0,3.25,1190.77
18,3.274,1135.0,7.58,3175.0,100.0,0.0,0.0,0.0,3.274,1195.7
19,3.265,1145.0,5.78,3175.0,100.0,0.0,0.0,0.0,3.265,1206.27
20,3.254,1141.0,6.2,3174.0,100.0,0.0,0.0,0.0,3.254,1202.42
21,3.253,1130.0,6.06,3175.0,100.0,0.0,0.0,0.0,3.253,1194.64
22,3.251,1132.0,5.72,3175.0,100.0,0.0,0.0,0.0,3.251,1210.63
23,3.239,1132.0,5.72,3175.0,100.0,0.0,0.0,0.0,3.239,1194.36
24,3.238,1128.0,5.75,3175.0,100.0,0.0,0.0,0.0,3.238,1198.3
25,3.233,1130.0,5.75,3176.0,100.0,0.0,0.0,0.0,3.233,1194.11
26,3.253,1156.0,5.91,3175.0,100.0,0.0,0.0,0.0,3.253,1197.06
27,3.267,1122.0,5.74,3174.0,100.0,0.0,0.0,0.0,3.267,1197.62
28,3.258,1155.0,5.64,3174.0,100.0,0.0,0.0,0.0,3.258,1214.03
29,3.245,1147.0,5.55,3175.0,100.0,0.0,0.0,0.0,3.245,1192.97
30,3.244,1120.0,5.57,3175.0,100.0,0.0,0.0,0.0,3.244,1199.81
31,3.266,1117.0,5.81,3175.0,100.0,0.0,0.0,0.0,3.266,1204.01
32,3.278,1124.0,5.67,3175.0,100.0,0.0,0.0,0.0,3.278,1195.55
33,3.26,1150.0,5.86,3175.0,100.0,0.0,0.0,0.0,3.26,1198.26
34,3.269,1136.0,6.4,3174.0,100.0,0.0,0.0,0.0,3.269,1208.88
35,3.258,1133.0,6.33,3175.0,100.0,0.0,0.0,0.0,3.258,1195.94
36,3.261,1117.0,5.93,3174.0,100.0,0.0,0.0,0.0,3.261,1201.81
37,3.256,1116.0,6.07,3175.0,100.0,0.0,0.0,0.0,3.256,1198.36
38,3.252,1118.0,6.19,3175.0,100.0,0.0,0.0,0.0,3.252,1203.17
39,3.255,1094.0,5.65,3175.0,100.0,0.0,0.0,0.0,3.255,1202.03
40,3.234,1164.0,6.96,3175.0,100.0,0.001,714.0,0.41,3.235,1192.57
41,3.238,1128.0,5.85,3175.0,100.0,0.0,0.0,0.0,3.238,1199.53
42,3.262,1140.0,5.99,3174.0,100.0,0.0,0.0,0.0,3.262,1202.64
43,3.251,1101.0,5.56,3175.0,100.0,0.0,0.0,0.0,3.251,1194.59
44,3.253,1127.0,5.69,3175.0,100.0,0.0,0.0,0.0,3.253,1195.76
45,3.259,1121.0,10.36,3175.0,100.0,0.0,0.0,0.0,3.259,1192.95
46,3.307,1145.0,12.51,3175.0,100.0,0.0,710.0,0.22,3.307,1205.12
47,3.258,1131.0,6.72,3175.0,100.0,0.0,0.0,0.0,3.258,1194.95
48,3.292,1101.0,6.77,3175.0,100.0,0.0,709.0,0.22,3.292,1202.71
49,3.267,1131.0,5.69,3176.0,100.0,0.0,0.0,0.0,3.267,1192.85
50,3.27,1140.0,5.68,3175.0,100.0,0.0,0.0,0.0,3.27,1192.88
51,3.272,1112.0,5.94,3175.0,100.0,0.0,0.0,0.0,3.272,1197.8
52,3.261,1120.0,5.66,3175.0,100.0,0.0,0.0,0.0,3.261,1192.7
53,3.262,1119.0,5.78,3175.0,100.0,0.0,0.0,0.0,3.262,1204.79
54,3.264,1130.0,6.1,3175.0,100.0,0.0,0.0,0.0,3.264,1198.24
55,3.271,1152.0,5.68,3175.0,100.0,0.0,0.0,0.0,3.271,1196.36
56,3.274,1118.0,6.0,3175.0,100.0,0.0,0.0,0.0,3.274,1202.02
57,3.266,1138.0,5.71,3175.0,100.0,0.0,0.0,0.0,3.266,1198.83
58,3.263,1113.0,5.63,3175.0,100.0,0.0,0.0,0.0,3.263,1190.34
59,3.272,1134.0,5.74,3175.0,100.0,0.0,0.0,0.0,3.272,1202.94
60,3.262,1120.0,5.66,3175.0,100.0,0.0,0.0,0.0,3.262,1198.86
61,3.272,1120.0,5.91,3175.0,100.0,0.0,0.0,0.0,3.272,1197.65
62,3.269,1138.0,5.67,3175.0,100.0,0.0,0.0,0.0,3.269,1196.21
63,3.259,1123.0,5.61,3175.0,100.0,0.0,0.0,0.0,3.259,1192.32
64,3.269,1111.0,6.14,3174.0,100.0,0.0,713.0,0.31,3.269,1200.59
65,3.251,1105.0,5.61,3176.0,100.0,0.0,0.0,0.0,3.251,1186.76
