Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.244,1050.0,26.06,1667.0,42.77,0.001,708.0,0.22,1.245,481.42
1,3.207,1031.0,7.66,3176.0,99.97,0.0,712.0,0.32,3.207,1185.05
2,3.292,1124.0,6.49,3172.0,100.0,0.0,0.0,0.0,3.292,1227.09
3,3.326,1137.0,7.09,3171.0,100.0,0.001,712.0,0.32,3.327,1241.44
4,3.294,1165.0,6.12,3172.0,100.0,0.0,0.0,0.0,3.294,1229.86
5,3.294,1152.0,5.98,3172.0,100.0,0.0,0.0,0.0,3.294,1225.65
6,3.282,1165.0,6.13,3172.0,100.0,0.0,0.0,0.0,3.282,1246.22
7,3.313,1141.0,6.77,3172.0,99.92,0.0,0.0,0.0,3.313,1231.1
8,3.304,1114.0,6.03,3171.0,100.0,0.0,0.0,0.0,3.304,1241.13
9,3.278,1129.0,6.58,3172.0,100.0,0.002,708.0,0.22,3.28,1222.59
10,3.281,1116.0,6.02,3172.0,100.0,0.0,0.0,0.0,3.281,1216.01
11,3.294,1147.0,6.97,3171.0,100.0,0.0,715.0,0.51,3.294,1236.79
12,3.287,1174.0,5.98,3172.0,100.0,0.0,0.0,0.0,3.287,1233.31
13,3.297,1126.0,6.12,3171.0,100.0,0.0,0.0,0.0,3.297,1231.26
14,3.285,1159.0,5.91,3172.0,100.0,0.0,0.0,0.0,3.285,1233.29
15,3.279,1125.0,5.96,3171.0,100.0,0.0,0.0,0.0,3.279,1237.14
16,3.274,1160.0,6.22,3172.0,100.0,0.0,0.0,0.0,3.274,1237.05
17,3.318,1163.0,6.67,3172.0,99.92,0.0,0.0,0.0,3.318,1227.49
18,3.308,1153.0,6.21,3172.0,100.0,0.0,0.0,0.0,3.308,1234.38
19,3.294,1164.0,6.31,3172.0,100.0,0.0,0.0,0.0,3.294,1233.39
20,3.287,1140.0,6.07,3172.0,100.0,0.0,0.0,0.0,3.287,1233.0
21,3.292,1141.0,5.97,3172.0,100.0,0.0,0.0,0.0,3.292,1233.37
22,3.358,1152.0,11.02,3170.0,100.0,0.0,0.0,0.0,3.358,1244.13
23,3.32,1155.0,6.99,3171.0,100.0,0.0,0.0,0.0,3.32,1245.81
24,3.297,1137.0,6.32,3173.0,100.0,0.0,0.0,0.0,3.297,1226.3
25,3.315,1139.0,6.37,3172.0,99.92,0.0,0.0,0.0,3.315,1227.46
26,3.314,1124.0,6.12,3171.0,100.0,0.0,0.0,0.0,3.314,1238.66
27,3.299,1133.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.299,1220.54
28,3.297,1158.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.297,1231.03
29,3.303,1130.0,5.87,3172.0,100.0,0.0,0.0,0.0,3.303,1229.12
30,3.276,1158.0,5.92,3173.0,100.0,0.0,0.0,0.0,3.276,1227.49
31,3.287,1118.0,5.92,3172.0,100.0,0.0,0.0,0.0,3.287,1220.13
32,3.299,1134.0,6.16,3171.0,100.0,0.0,0.0,0.0,3.299,1250.38
33,3.301,1125.0,6.74,3173.0,99.92,0.0,0.0,0.0,3.301,1224.83
34,3.31,1143.0,5.97,3172.0,100.0,0.0,0.0,0.0,3.31,1226.41
35,3.296,1124.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.296,1225.29
36,3.312,1118.0,6.28,3171.0,100.0,0.0,0.0,0.0,3.312,1241.4
37,3.308,1113.0,6.02,3172.0,100.0,0.0,0.0,0.0,3.308,1228.99
38,3.302,1146.0,5.91,3173.0,100.0,0.0,0.0,0.0,3.302,1221.92
39,3.313,1141.0,5.7,3172.0,100.0,0.0,0.0,0.0,3.313,1235.8
40,3.298,1127.0,5.83,3172.0,100.0,0.0,0.0,0.0,3.298,1223.36
41,3.302,1124.0,6.13,3172.0,100.0,0.0,0.0,0.0,3.302,1234.32
42,3.325,1121.0,6.37,3172.0,100.0,0.0,0.0,0.0,3.325,1235.45
43,3.297,1116.0,6.0,3173.0,100.0,0.0,0.0,0.0,3.297,1215.36
44,3.323,1142.0,6.68,3171.0,99.56,0.0,0.0,0.0,3.323,1240.89
45,3.308,1126.0,5.91,3172.0,100.0,0.0,0.0,0.0,3.308,1223.73
46,3.306,1103.0,5.84,3171.0,100.0,0.0,0.0,0.0,3.306,1237.38
47,3.288,1135.0,6.23,3173.0,100.0,0.0,0.0,0.0,3.288,1226.32
48,3.329,1147.0,6.59,3171.0,99.53,0.0,0.0,0.0,3.329,1242.7
49,3.313,1117.0,5.82,3172.0,100.0,0.0,0.0,0.0,3.313,1228.2
50,3.303,1116.0,5.86,3172.0,100.0,0.0,0.0,0.0,3.303,1230.76
51,3.326,1136.0,10.73,3171.0,100.0,0.0,0.0,0.0,3.326,1235.49
52,3.339,1133.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.339,1223.97
53,3.324,1135.0,6.37,3172.0,100.0,0.0,0.0,0.0,3.324,1236.78
54,3.32,1131.0,5.71,3171.0,100.0,0.0,0.0,0.0,3.32,1233.3
55,3.321,1145.0,6.94,3172.0,99.53,0.0,0.0,0.0,3.321,1232.76
56,3.325,1149.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.325,1222.79
57,3.318,1123.0,5.88,3171.0,100.0,0.0,0.0,0.0,3.318,1247.92
58,3.305,1136.0,5.95,3172.0,100.0,0.0,0.0,0.0,3.305,1225.13
59,3.313,1136.0,5.98,3171.0,100.0,0.0,0.0,0.0,3.313,1237.34
60,3.309,1122.0,5.73,3172.0,100.0,0.0,0.0,0.0,3.309,1230.99
61,3.278,1144.0,6.11,3173.0,100.0,0.0,0.0,0.0,3.278,1221.36
62,3.329,1131.0,6.4,3172.0,99.92,0.0,0.0,0.0,3.329,1226.29
63,3.314,1091.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.314,1229.59
64,3.309,1141.0,5.69,3172.0,100.0,0.0,0.0,0.0,3.309,1227.33
65,3.312,1136.0,5.71,3172.0,100.0,0.0,0.0,0.0,3.312,1238.5
66,3.307,1126.0,5.77,3172.0,100.0,0.0,0.0,0.0,3.307,1226.61
67,3.32,1122.0,6.15,3171.0,100.0,0.0,0.0,0.0,3.32,1237.93
68,3.315,1141.0,5.93,3171.0,100.0,0.0,0.0,0.0,3.315,1234.59
69,3.303,1128.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.303,1235.95
70,3.331,1115.0,6.94,3171.0,100.0,0.0,714.0,0.41,3.331,1237.73
71,3.329,1145.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.329,1227.95
72,3.326,1140.0,7.65,3173.0,99.67,0.0,0.0,0.0,3.326,1228.11
73,3.314,1142.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.314,1230.83
74,3.32,1132.0,6.3,3172.0,99.82,0.0,0.0,0.0,3.32,1234.58
75,3.304,1103.0,6.01,3173.0,100.0,0.0,0.0,0.0,3.304,1217.97
76,3.301,1138.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.301,1229.74
77,3.332,1103.0,6.24,3171.0,100.0,0.0,0.0,0.0,3.332,1235.4
78,3.301,1141.0,6.04,3173.0,100.0,0.0,0.0,0.0,3.301,1225.77
79,3.295,1137.0,5.77,3172.0,100.0,0.0,0.0,0.0,3.295,1226.25
80,3.308,1121.0,6.53,3173.0,99.58,0.0,0.0,0.0,3.308,1229.76
81,3.321,1142.0,10.52,3173.0,100.0,0.0,0.0,0.0,3.321,1219.87
82,3.317,1148.0,9.58,3172.0,100.0,0.003,712.0,0.63,3.32,1232.33
83,3.313,1137.0,10.99,3172.0,99.6,0.0,0.0,0.0,3.313,1239.42
84,3.287,1146.0,9.15,3173.0,100.0,0.0,708.0,0.22,3.287,1216.37
85,3.331,1109.0,9.14,3172.0,100.0,0.001,712.0,0.63,3.332,1236.21
86,3.331,1141.0,6.93,3171.0,100.0,0.0,0.0,0.0,3.331,1239.94
87,3.316,1152.0,6.06,3172.0,100.0,0.0,0.0,0.0,3.316,1227.89
88,3.307,1142.0,5.94,3172.0,100.0,0.0,0.0,0.0,3.307,1226.47
89,3.298,1138.0,5.81,3172.0,100.0,0.0,0.0,0.0,3.298,1235.94
90,3.287,1121.0,5.85,3172.0,100.0,0.0,0.0,0.0,3.287,1222.05
91,3.307,1119.0,6.08,3172.0,100.0,0.0,0.0,0.0,3.307,1238.22
92,3.313,1151.0,5.91,3172.0,100.0,0.0,0.0,0.0,3.313,1226.36
93,3.303,1139.0,6.08,3172.0,100.0,0.0,0.0,0.0,3.303,1227.24
94,3.3,1136.0,5.86,3172.0,100.0,0.0,0.0,0.0,3.3,1219.91
95,3.583,1167.0,8.27,3166.0,100.0,0.0,0.0,0.0,3.583,1236.99
96,3.326,1129.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.326,1240.8
97,3.322,1102.0,5.92,3172.0,100.0,0.0,0.0,0.0,3.322,1232.46
98,3.313,1128.0,5.91,3172.0,100.0,0.0,0.0,0.0,3.313,1225.42
99,3.317,1125.0,5.85,3171.0,100.0,0.0,0.0,0.0,3.317,1235.89
100,3.304,1118.0,5.92,3172.0,100.0,0.0,0.0,0.0,3.304,1225.19
101,3.311,1131.0,6.08,3172.0,100.0,0.0,0.0,0.0,3.311,1218.91
102,3.323,1123.0,5.97,3172.0,100.0,0.0,0.0,0.0,3.323,1243.88
103,3.318,1126.0,6.43,3172.0,100.0,0.0,0.0,0.0,3.318,1229.08
104,3.319,1176.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.319,1226.69
105,3.306,1110.0,5.75,3172.0,100.0,0.0,0.0,0.0,3.306,1230.99
106,3.311,1120.0,6.24,3172.0,100.0,0.0,0.0,0.0,3.311,1232.2
107,3.32,1121.0,5.93,3171.0,100.0,0.0,0.0,0.0,3.32,1228.0
108,3.309,1120.0,5.82,3172.0,100.0,0.0,0.0,0.0,3.309,1238.58
109,3.311,1138.0,5.85,3172.0,100.0,0.0,0.0,0.0,3.311,1236.14
110,3.321,1158.0,5.71,3171.0,100.0,0.0,0.0,0.0,3.321,1236.77
111,3.346,1125.0,11.27,3172.0,100.0,0.0,0.0,0.0,3.346,1223.47
112,3.33,1138.0,6.59,3172.0,99.67,0.0,0.0,0.0,3.33,1226.57
113,3.326,1132.0,5.86,3171.0,100.0,0.0,0.0,0.0,3.326,1244.28
114,3.299,1138.0,5.94,3173.0,100.0,0.0,0.0,0.0,3.299,1228.03
115,3.338,1134.0,5.99,3172.0,100.0,0.0,0.0,0.0,3.338,1226.19
116,3.322,1134.0,6.18,3172.0,100.0,0.0,0.0,0.0,3.322,1223.05
117,3.317,1151.0,6.01,3172.0,100.0,0.0,0.0,0.0,3.317,1236.94
118,3.32,1148.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.32,1238.1
119,3.312,1087.0,5.81,3172.0,100.0,0.0,0.0,0.0,3.312,1223.73
120,3.316,1130.0,6.26,3172.0,100.0,0.0,0.0,0.0,3.316,1236.54
121,3.313,1144.0,6.05,3173.0,100.0,0.0,0.0,0.0,3.313,1219.87
122,3.316,1128.0,5.99,3172.0,100.0,0.0,0.0,0.0,3.316,1229.2
123,3.31,1126.0,7.31,3171.0,100.0,0.001,715.0,0.51,3.311,1236.16
124,3.332,1136.0,6.9,3172.0,100.0,0.001,710.0,0.22,3.333,1235.51
125,3.342,1154.0,7.27,3172.0,100.0,0.0,708.0,0.22,3.342,1231.49
126,3.347,1153.0,8.96,3172.0,100.0,0.0,709.0,0.43,3.347,1232.86
127,3.342,1141.0,10.86,3171.0,100.0,0.003,711.0,0.85,3.345,1233.97
128,3.342,1159.0,8.12,3172.0,100.0,0.0,0.0,0.0,3.342,1237.33
129,3.324,1159.0,8.73,3173.0,100.0,0.0,709.0,0.22,3.324,1222.73
