Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.757,2063.0,99.29,1711.0,45.1,0.0,0.0,0.0,1.757,531.44
1,3.716,2063.0,98.84,3177.0,99.97,0.001,714.0,0.41,3.716,1174.18
2,3.814,2061.0,99.35,3172.0,100.0,0.0,0.0,0.0,3.814,1217.89
3,3.906,2064.0,99.79,3173.0,100.0,0.003,710.0,0.22,3.909,1223.4
4,4.085,2064.0,100.0,3173.0,100.0,0.0,0.0,0.0,4.085,1230.73
5,4.411,2064.0,100.0,3169.0,100.0,0.0,712.0,0.53,4.411,1224.08
6,4.405,2064.0,100.0,3167.0,99.99,0.0,0.0,0.0,4.405,1227.3
7,3.866,2064.0,100.0,3173.0,100.0,0.0,0.0,0.0,3.866,1219.57
8,4.145,2012.0,100.0,3173.0,100.0,0.0,0.0,0.0,4.145,1225.09
9,3.536,1249.0,100.0,3173.0,100.0,0.003,712.0,0.95,3.539,1216.74
10,3.498,1189.0,100.0,3173.0,100.0,0.0,0.0,0.0,3.498,1230.85
11,3.532,1215.0,99.9,3174.0,100.0,0.002,714.0,0.41,3.534,1213.67
12,3.532,1201.0,100.0,3173.0,99.99,0.0,0.0,0.0,3.532,1226.87
13,3.47,1167.0,90.45,3173.0,100.0,0.002,711.0,0.53,3.472,1217.9
14,3.426,1175.0,66.11,3173.0,100.0,0.0,0.0,0.0,3.426,1223.82
15,3.515,1222.0,100.0,3173.0,100.0,0.002,711.0,0.53,3.517,1226.17
16,3.398,1246.0,49.83,3173.0,100.0,0.0,0.0,0.0,3.398,1218.0
17,3.695,1345.0,57.63,3161.0,99.6,0.0,710.0,0.43,3.695,1226.04
18,3.518,1212.0,99.65,3173.0,100.0,0.0,0.0,0.0,3.518,1210.15
19,3.464,1163.0,89.49,3173.0,100.0,0.0,710.0,0.22,3.464,1216.16
20,3.295,1159.0,12.82,3173.0,100.0,0.0,0.0,0.0,3.295,1226.93
21,3.28,1126.0,9.94,3174.0,100.0,0.0,709.0,0.22,3.28,1213.89
22,3.273,1171.0,10.09,3174.0,100.0,0.0,0.0,0.0,3.273,1212.4
23,3.277,1189.0,11.93,3173.0,100.0,0.0,0.0,0.0,3.277,1219.04
24,3.274,1156.0,12.31,3174.0,100.0,0.0,0.0,0.0,3.274,1206.17
25,3.288,1145.0,12.59,3173.0,100.0,0.0,0.0,0.0,3.288,1221.83
26,3.288,1147.0,12.2,3173.0,100.0,0.0,0.0,0.0,3.288,1221.69
27,3.283,1152.0,12.3,3174.0,100.0,0.0,0.0,0.0,3.283,1205.88
28,3.284,1177.0,11.79,3174.0,100.0,0.0,0.0,0.0,3.284,1215.89
29,3.291,1162.0,11.82,3173.0,100.0,0.0,0.0,0.0,3.291,1224.4
30,3.285,1146.0,12.08,3173.0,100.0,0.0,0.0,0.0,3.285,1214.02
31,3.296,1144.0,12.49,3173.0,100.0,0.0,0.0,0.0,3.296,1209.34
32,3.283,1161.0,12.35,3174.0,100.0,0.0,0.0,0.0,3.283,1216.49
33,3.297,1180.0,16.36,3173.0,100.0,0.0,713.0,0.31,3.297,1221.75
34,3.287,1169.0,12.52,3173.0,100.0,0.0,0.0,0.0,3.287,1216.4
35,3.302,1143.0,12.8,3173.0,100.0,0.0,709.0,0.22,3.302,1217.84
36,3.296,1141.0,12.39,3173.0,100.0,0.0,0.0,0.0,3.296,1221.08
37,3.298,1162.0,12.11,3173.0,100.0,0.0,0.0,0.0,3.298,1219.48
38,3.305,1167.0,14.44,3173.0,100.0,0.0,710.0,0.21,3.305,1219.58
39,3.289,1131.0,9.87,3174.0,100.0,0.0,0.0,0.0,3.289,1207.66
40,3.296,1137.0,9.84,3173.0,100.0,0.0,709.0,0.22,3.296,1222.77
41,3.296,1164.0,12.38,3173.0,100.0,0.0,0.0,0.0,3.296,1216.19
42,3.289,1180.0,12.22,3174.0,100.0,0.0,0.0,0.0,3.289,1213.06
43,3.287,1168.0,11.93,3174.0,100.0,0.0,0.0,0.0,3.287,1215.86
44,3.289,1158.0,12.08,3174.0,100.0,0.0,0.0,0.0,3.289,1205.08
45,3.326,1172.0,18.67,3173.0,100.0,0.0,0.0,0.0,3.326,1215.69
46,3.282,1139.0,12.19,3174.0,100.0,0.0,0.0,0.0,3.282,1213.17
47,3.282,1154.0,11.84,3174.0,100.0,0.0,0.0,0.0,3.282,1213.22
48,3.289,1161.0,12.18,3173.0,100.0,0.0,0.0,0.0,3.289,1210.19
49,3.295,1170.0,11.91,3173.0,100.0,0.0,0.0,0.0,3.295,1219.64
50,3.308,1157.0,12.27,3173.0,100.0,0.0,0.0,0.0,3.308,1219.42
51,3.302,1162.0,11.98,3173.0,100.0,0.0,0.0,0.0,3.302,1215.57
52,3.311,1159.0,12.57,3173.0,100.0,0.0,713.0,0.53,3.311,1213.77
53,3.3,1165.0,11.9,3174.0,100.0,0.0,0.0,0.0,3.3,1213.69
54,3.271,1167.0,12.27,3174.0,100.0,0.0,0.0,0.0,3.271,1204.78
55,3.296,1146.0,11.84,3173.0,100.0,0.0,0.0,0.0,3.296,1221.03
56,3.299,1170.0,12.02,3173.0,100.0,0.0,0.0,0.0,3.299,1218.25
57,3.308,1160.0,13.45,3174.0,100.0,0.0,0.0,0.0,3.308,1216.94
58,3.271,1084.0,6.44,3173.0,100.0,0.0,0.0,0.0,3.271,1212.21
59,3.297,1163.0,11.87,3174.0,100.0,0.0,0.0,0.0,3.297,1210.88
60,3.297,1144.0,12.19,3174.0,100.0,0.0,0.0,0.0,3.297,1215.63
61,3.309,1212.0,11.97,3173.0,100.0,0.0,0.0,0.0,3.309,1226.1
62,3.293,1153.0,11.89,3174.0,100.0,0.0,0.0,0.0,3.293,1215.9
