Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.209,1057.0,27.72,1636.0,40.78,0.001,708.0,0.22,1.21,474.45
1,3.192,1037.0,6.83,3178.0,99.96,0.0,712.0,0.32,3.192,1173.66
2,3.267,1108.0,5.9,3174.0,100.0,0.0,0.0,0.0,3.267,1201.07
3,3.238,1108.0,5.83,3175.0,100.0,0.0,0.0,0.0,3.238,1202.59
4,3.246,1150.0,6.02,3175.0,100.0,0.0,0.0,0.0,3.246,1197.48
5,3.25,1140.0,6.04,3175.0,100.0,0.0,0.0,0.0,3.25,1207.57
6,3.227,1138.0,5.79,3175.0,100.0,0.0,0.0,0.0,3.227,1204.66
7,3.235,1144.0,5.88,3175.0,100.0,0.0,0.0,0.0,3.235,1204.58
8,3.222,1148.0,5.83,3176.0,100.0,0.0,0.0,0.0,3.222,1199.12
9,3.238,1111.0,6.84,3175.0,100.0,0.002,714.0,0.41,3.24,1203.34
10,3.23,1083.0,5.95,3176.0,100.0,0.0,0.0,0.0,3.23,1193.65
11,3.239,1133.0,5.79,3175.0,100.0,0.0,0.0,0.0,3.239,1206.93
12,3.236,1136.0,6.09,3175.0,100.0,0.0,0.0,0.0,3.236,1205.64
13,3.243,1136.0,5.68,3175.0,100.0,0.0,0.0,0.0,3.243,1204.77
14,3.26,1122.0,5.91,3174.0,100.0,0.0,0.0,0.0,3.26,1201.12
15,3.259,1170.0,5.8,3174.0,100.0,0.0,0.0,0.0,3.259,1214.78
16,3.247,1126.0,5.87,3175.0,100.0,0.0,0.0,0.0,3.247,1201.69
17,3.242,1118.0,5.88,3175.0,100.0,0.0,0.0,0.0,3.242,1201.22
18,3.245,1162.0,5.6,3175.0,100.0,0.0,0.0,0.0,3.245,1208.12
19,3.265,1131.0,6.57,3175.0,100.0,0.0,0.0,0.0,3.265,1192.47
20,3.253,1124.0,5.84,3175.0,100.0,0.0,0.0,0.0,3.253,1210.47
21,3.254,1143.0,5.9,3175.0,100.0,0.0,0.0,0.0,3.254,1207.24
22,3.247,1130.0,5.81,3175.0,100.0,0.0,0.0,0.0,3.247,1202.67
23,3.245,1133.0,5.63,3175.0,100.0,0.0,0.0,0.0,3.245,1203.23
24,3.272,1128.0,5.78,3175.0,100.0,0.0,0.0,0.0,3.272,1207.55
25,3.265,1149.0,5.81,3175.0,100.0,0.0,0.0,0.0,3.265,1204.09
26,3.26,1151.0,5.9,3175.0,100.0,0.0,0.0,0.0,3.26,1210.08
27,3.262,1134.0,5.77,3175.0,100.0,0.0,0.0,0.0,3.262,1200.47
28,3.289,1120.0,9.74,3175.0,100.0,0.0,0.0,0.0,3.289,1210.48
29,3.307,1118.0,6.38,3174.0,100.0,0.0,0.0,0.0,3.307,1208.77
30,3.261,1134.0,5.76,3175.0,100.0,0.0,0.0,0.0,3.261,1200.2
31,3.262,1121.0,5.64,3175.0,100.0,0.0,0.0,0.0,3.262,1203.63
32,3.26,1127.0,5.71,3175.0,100.0,0.0,0.0,0.0,3.26,1213.67
33,3.26,1132.0,5.86,3175.0,100.0,0.0,0.0,0.0,3.26,1198.73
34,3.288,1152.0,6.0,3174.0,100.0,0.0,0.0,0.0,3.288,1211.89
35,3.274,1133.0,5.76,3175.0,100.0,0.0,0.0,0.0,3.274,1207.51
36,3.277,1111.0,5.6,3174.0,100.0,0.0,0.0,0.0,3.277,1206.25
37,3.271,1108.0,5.72,3175.0,100.0,0.0,0.0,0.0,3.271,1202.33
38,3.267,1125.0,5.58,3175.0,100.0,0.0,0.0,0.0,3.267,1204.37
39,3.287,1113.0,5.81,3174.0,100.0,0.0,0.0,0.0,3.287,1207.04
40,3.267,1131.0,5.74,3175.0,100.0,0.0,0.0,0.0,3.267,1198.98
41,3.265,1134.0,5.75,3174.0,100.0,0.0,0.0,0.0,3.265,1211.81
42,3.266,1137.0,6.01,3175.0,100.0,0.0,0.0,0.0,3.266,1201.07
43,3.271,1117.0,5.65,3175.0,100.0,0.0,0.0,0.0,3.271,1203.16
44,3.286,1130.0,5.87,3175.0,100.0,0.0,0.0,0.0,3.286,1203.69
45,3.268,1105.0,5.65,3175.0,100.0,0.0,0.0,0.0,3.268,1198.23
46,3.282,1144.0,5.92,3175.0,100.0,0.0,0.0,0.0,3.282,1214.29
47,3.279,1147.0,6.69,3175.0,100.0,0.001,714.0,0.41,3.28,1196.08
48,3.272,1127.0,5.59,3175.0,100.0,0.0,0.0,0.0,3.272,1208.96
49,3.269,1141.0,6.13,3175.0,100.0,0.0,0.0,0.0,3.269,1192.93
50,3.27,1140.0,5.63,3175.0,100.0,0.0,0.0,0.0,3.27,1207.18
51,3.257,1124.0,6.18,3175.0,100.0,0.0,0.0,0.0,3.257,1195.82
