Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.258,1107.0,26.24,1701.0,43.96,0.0,0.0,0.0,1.258,475.25
1,3.138,1076.0,13.28,3182.0,99.95,0.001,714.0,0.41,3.139,1123.22
2,3.208,1121.0,12.51,3178.0,100.0,0.0,0.0,0.0,3.208,1156.77
3,3.2,1135.0,11.63,3178.0,100.0,0.0,0.0,0.0,3.2,1159.2
4,3.204,1125.0,12.21,3178.0,100.0,0.0,0.0,0.0,3.204,1158.71
5,3.201,1138.0,11.66,3178.0,100.0,0.0,0.0,0.0,3.201,1160.68
6,3.205,1140.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.205,1160.6
7,3.202,1146.0,11.92,3178.0,100.0,0.0,0.0,0.0,3.202,1162.98
8,3.185,1111.0,9.78,3179.0,100.0,0.0,0.0,0.0,3.185,1164.14
9,3.177,1125.0,8.95,3179.0,100.0,0.003,712.0,0.31,3.18,1154.64
10,3.232,1183.0,25.25,3178.0,100.0,0.0,0.0,0.0,3.232,1160.42
11,3.209,1129.0,12.2,3178.0,100.0,0.0,0.0,0.0,3.209,1159.48
12,3.211,1130.0,11.58,3178.0,100.0,0.0,0.0,0.0,3.211,1157.93
13,3.211,1123.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.211,1158.72
14,3.201,1133.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.201,1162.39
15,3.209,1136.0,11.98,3178.0,100.0,0.0,0.0,0.0,3.209,1159.35
16,3.203,1132.0,12.35,3179.0,100.0,0.0,0.0,0.0,3.203,1162.43
17,3.201,1150.0,13.29,3179.0,100.0,0.0,715.0,0.51,3.201,1161.34
18,3.213,1140.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.213,1159.71
19,3.214,1113.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.214,1159.71
20,3.213,1138.0,12.29,3179.0,100.0,0.0,0.0,0.0,3.213,1159.38
21,3.226,1109.0,13.61,3178.0,100.0,0.0,714.0,0.41,3.226,1156.26
22,3.216,1125.0,11.78,3178.0,100.0,0.0,0.0,0.0,3.216,1158.46
23,3.218,1123.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.218,1157.72
24,3.211,1094.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.211,1163.19
25,3.214,1126.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.214,1160.02
26,3.223,1126.0,12.08,3178.0,100.0,0.0,0.0,0.0,3.223,1156.68
27,3.194,1092.0,9.24,3178.0,100.0,0.0,0.0,0.0,3.194,1164.09
28,3.201,1100.0,8.33,3178.0,100.0,0.0,0.0,0.0,3.201,1161.28
29,3.222,1125.0,12.59,3178.0,100.0,0.0,0.0,0.0,3.222,1160.52
30,3.207,1107.0,11.77,3178.0,100.0,0.0,0.0,0.0,3.207,1158.51
31,3.207,1127.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.207,1152.48
32,3.206,1147.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.206,1163.91
33,3.217,1111.0,11.52,3178.0,100.0,0.0,0.0,0.0,3.217,1157.6
34,3.222,1129.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.222,1157.88
35,3.216,1142.0,12.07,3178.0,100.0,0.0,0.0,0.0,3.216,1160.23
36,3.228,1109.0,12.02,3178.0,100.0,0.0,0.0,0.0,3.228,1157.38
37,3.208,1107.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.208,1161.22
38,3.209,1114.0,11.43,3178.0,100.0,0.0,0.0,0.0,3.209,1163.21
39,3.215,1122.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.215,1163.25
40,3.239,1099.0,25.66,3178.0,100.0,0.0,0.0,0.0,3.239,1155.57
41,3.228,1141.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.228,1158.61
42,3.463,1164.0,14.73,3173.0,100.0,0.0,0.0,0.0,3.463,1160.71
43,3.269,1143.0,11.55,3178.0,100.0,0.0,0.0,0.0,3.269,1165.95
44,3.221,1144.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.221,1160.08
45,3.22,1097.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.22,1160.47
46,3.198,1098.0,7.17,3179.0,100.0,0.0,0.0,0.0,3.198,1157.91
47,3.213,1135.0,10.6,3179.0,100.0,0.0,0.0,0.0,3.213,1152.11
48,3.214,1141.0,11.63,3178.0,100.0,0.0,0.0,0.0,3.214,1163.64
49,3.213,1127.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.213,1161.94
50,3.22,1114.0,11.91,3178.0,100.0,0.0,0.0,0.0,3.22,1158.5
51,3.221,1162.0,12.33,3179.0,100.0,0.0,0.0,0.0,3.221,1160.12
52,3.214,1127.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.214,1151.02
53,3.22,1103.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.22,1166.16
54,3.215,1147.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.215,1152.93
55,3.222,1128.0,12.08,3178.0,100.0,0.0,0.0,0.0,3.222,1162.48
56,3.223,1096.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.223,1154.78
57,3.219,1128.0,11.49,3179.0,100.0,0.0,0.0,0.0,3.219,1160.58
58,3.219,1118.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.219,1162.6
59,3.223,1138.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.223,1159.72
60,3.217,1120.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.217,1150.2
61,3.22,1123.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.22,1168.45
62,3.219,1132.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.219,1154.33
63,3.215,1101.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.215,1159.28
64,3.224,1139.0,10.36,3179.0,100.0,0.0,0.0,0.0,3.224,1162.83
65,3.208,1103.0,7.4,3178.0,100.0,0.0,0.0,0.0,3.208,1158.99
66,3.219,1117.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.219,1158.01
67,3.215,1128.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.215,1155.48
68,3.221,1114.0,12.18,3178.0,100.0,0.0,0.0,0.0,3.221,1159.05
69,3.235,1115.0,21.97,3179.0,100.0,0.0,0.0,0.0,3.235,1161.88
70,3.24,1099.0,14.96,3178.0,100.0,0.0,0.0,0.0,3.24,1160.83
71,3.218,1135.0,11.66,3178.0,100.0,0.0,0.0,0.0,3.218,1158.76
72,3.222,1128.0,11.52,3179.0,100.0,0.0,0.0,0.0,3.222,1159.45
