Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.281,1040.0,21.93,1764.0,44.99,0.0,710.0,0.22,1.281,485.99
1,3.33,1353.0,40.3,3182.0,99.96,0.0,712.0,0.32,3.33,1128.0
2,3.263,1157.0,13.71,3178.0,100.0,0.0,0.0,0.0,3.263,1156.69
3,3.234,1136.0,6.84,3178.0,100.0,0.001,712.0,0.32,3.235,1173.62
4,3.219,1115.0,5.87,3178.0,100.0,0.0,0.0,0.0,3.219,1164.58
5,3.194,1117.0,5.83,3179.0,100.0,0.0,0.0,0.0,3.194,1158.21
6,3.195,1115.0,5.98,3178.0,100.0,0.0,0.0,0.0,3.195,1159.98
7,3.198,1138.0,6.1,3178.0,100.0,0.0,0.0,0.0,3.198,1168.9
8,3.196,1147.0,5.74,3178.0,100.0,0.0,0.0,0.0,3.196,1163.18
9,3.198,1133.0,6.45,3178.0,100.0,0.001,708.0,0.22,3.199,1161.49
10,3.195,1123.0,5.66,3179.0,100.0,0.0,0.0,0.0,3.195,1160.77
11,3.209,1140.0,6.12,3178.0,100.0,0.0,0.0,0.0,3.209,1169.46
12,3.2,1133.0,5.85,3178.0,100.0,0.0,0.0,0.0,3.2,1162.72
13,3.201,1145.0,5.69,3178.0,100.0,0.0,0.0,0.0,3.201,1162.79
14,3.204,1141.0,5.77,3178.0,100.0,0.0,0.0,0.0,3.204,1161.67
15,3.198,1146.0,5.73,3178.0,100.0,0.0,0.0,0.0,3.198,1171.75
16,3.217,1163.0,6.08,3178.0,100.0,0.0,0.0,0.0,3.217,1160.39
17,3.208,1128.0,5.96,3178.0,100.0,0.0,0.0,0.0,3.208,1174.73
18,3.203,1118.0,8.04,3178.0,100.0,0.0,0.0,0.0,3.203,1165.87
19,3.299,1142.0,15.52,3176.0,100.0,0.003,716.0,1.34,3.302,1160.7
20,3.284,1157.0,15.84,3178.0,100.0,0.0,709.0,0.22,3.284,1169.54
21,3.253,1131.0,7.13,3178.0,100.0,0.0,0.0,0.0,3.253,1163.25
22,3.229,1128.0,12.55,3178.0,100.0,0.0,714.0,0.41,3.229,1171.65
23,3.212,1133.0,6.26,3178.0,100.0,0.0,0.0,0.0,3.212,1158.63
24,3.222,1109.0,6.15,3178.0,100.0,0.0,0.0,0.0,3.222,1171.8
25,3.214,1123.0,5.68,3178.0,100.0,0.0,0.0,0.0,3.214,1159.06
26,3.222,1115.0,6.14,3178.0,100.0,0.0,0.0,0.0,3.222,1169.85
27,3.21,1107.0,5.92,3178.0,100.0,0.0,0.0,0.0,3.21,1162.91
28,3.204,1140.0,5.6,3178.0,100.0,0.0,0.0,0.0,3.204,1162.77
29,3.206,1123.0,5.81,3178.0,100.0,0.0,0.0,0.0,3.206,1167.9
30,3.231,1135.0,10.47,3178.0,100.0,0.0,0.0,0.0,3.231,1168.29
31,3.253,1154.0,8.39,3178.0,100.0,0.0,0.0,0.0,3.253,1164.43
32,3.235,1122.0,6.58,3178.0,100.0,0.0,0.0,0.0,3.235,1165.13
33,3.211,1124.0,5.66,3178.0,100.0,0.0,0.0,0.0,3.211,1162.77
34,3.207,1158.0,5.83,3178.0,100.0,0.0,0.0,0.0,3.207,1166.31
35,3.21,1134.0,6.31,3178.0,100.0,0.0,0.0,0.0,3.21,1164.77
36,3.236,1123.0,6.06,3178.0,100.0,0.0,0.0,0.0,3.236,1166.35
37,3.213,1149.0,5.65,3178.0,100.0,0.0,0.0,0.0,3.213,1160.43
38,3.218,1131.0,5.45,3178.0,100.0,0.0,0.0,0.0,3.218,1161.16
39,3.219,1127.0,6.5,3178.0,100.0,0.0,0.0,0.0,3.219,1172.81
40,3.249,1141.0,5.95,3179.0,100.0,0.0,0.0,0.0,3.249,1159.5
41,3.234,1121.0,6.11,3178.0,100.0,0.0,0.0,0.0,3.234,1163.09
42,3.223,1119.0,5.96,3179.0,100.0,0.0,0.0,0.0,3.223,1157.24
43,3.218,1110.0,5.5,3178.0,100.0,0.0,0.0,0.0,3.218,1169.77
44,3.217,1135.0,5.61,3179.0,100.0,0.0,0.0,0.0,3.217,1160.02
45,3.272,1126.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.272,1168.05
46,3.195,1130.0,7.26,3179.0,100.0,0.0,713.0,0.32,3.195,1157.18
47,3.193,1109.0,5.78,3179.0,100.0,0.0,0.0,0.0,3.193,1164.63
48,3.184,1137.0,5.71,3179.0,100.0,0.0,0.0,0.0,3.184,1161.13
49,3.184,1113.0,5.66,3179.0,100.0,0.0,0.0,0.0,3.184,1156.4
50,3.202,1111.0,5.92,3178.0,100.0,0.0,0.0,0.0,3.202,1167.93
51,3.223,1135.0,5.96,3178.0,100.0,0.0,0.0,0.0,3.223,1156.34
52,3.221,1141.0,6.0,3178.0,100.0,0.0,0.0,0.0,3.221,1170.31
53,3.234,1133.0,6.42,3179.0,100.0,0.0,0.0,0.0,3.234,1156.42
54,3.213,1136.0,5.82,3179.0,100.0,0.0,0.0,0.0,3.213,1162.41
55,3.216,1103.0,5.8,3179.0,100.0,0.0,0.0,0.0,3.216,1168.31
56,3.223,1125.0,5.81,3178.0,100.0,0.0,0.0,0.0,3.223,1166.46
57,3.216,1111.0,5.56,3179.0,100.0,0.0,0.0,0.0,3.216,1158.47
58,3.213,1120.0,5.53,3179.0,100.0,0.0,0.0,0.0,3.213,1161.3
59,3.221,1109.0,5.62,3179.0,100.0,0.0,0.0,0.0,3.221,1162.52
60,3.241,1140.0,10.44,3178.0,100.0,0.0,0.0,0.0,3.241,1163.64
61,3.235,1141.0,5.74,3179.0,100.0,0.0,0.0,0.0,3.235,1164.9
