Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.25,1042.0,24.44,1664.0,42.73,0.001,709.0,0.22,1.251,502.83
1,3.228,1021.0,6.65,3175.0,99.96,0.0,708.0,0.22,3.228,1183.24
2,3.287,1106.0,5.59,3172.0,100.0,0.0,0.0,0.0,3.287,1225.17
3,3.3,1142.0,11.76,3173.0,100.0,0.0,0.0,0.0,3.3,1214.23
4,3.277,1178.0,6.59,3173.0,99.55,0.0,0.0,0.0,3.277,1225.24
5,3.327,1134.0,23.37,3171.0,100.0,0.0,0.0,0.0,3.327,1239.06
6,3.53,1186.0,100.0,3170.0,99.55,0.0,0.0,0.0,3.53,1264.06
7,3.554,1168.0,100.0,3170.0,100.0,0.0,0.0,0.0,3.554,1263.08
8,3.548,1201.0,100.0,3170.0,99.7,0.0,0.0,0.0,3.548,1271.71
9,3.562,1186.0,100.0,3170.0,100.0,0.0,713.0,0.31,3.562,1267.22
10,3.562,1177.0,100.0,3169.0,100.0,0.0,0.0,0.0,3.562,1278.8
11,3.553,1180.0,100.0,3170.0,100.0,0.0,0.0,0.0,3.553,1257.48
12,3.54,1159.0,100.0,3171.0,100.0,0.0,0.0,0.0,3.54,1252.57
13,3.81,1236.0,100.0,3165.0,100.0,0.0,0.0,0.0,3.81,1267.45
14,3.549,1190.0,100.0,3170.0,99.67,0.0,0.0,0.0,3.549,1266.61
15,3.444,1189.0,50.73,3171.0,99.54,0.0,0.0,0.0,3.444,1252.9
16,3.337,1178.0,6.02,3171.0,100.0,0.0,0.0,0.0,3.337,1252.69
17,3.325,1158.0,6.01,3170.0,100.0,0.0,0.0,0.0,3.325,1260.62
18,3.291,1173.0,9.2,3159.0,98.72,0.0,0.0,0.0,3.291,1238.75
19,3.298,1149.0,5.86,3174.0,100.0,0.0,0.0,0.0,3.298,1213.36
20,3.262,1163.0,6.07,3174.0,100.0,0.0,0.0,0.0,3.262,1207.94
21,3.265,1151.0,6.81,3174.0,100.0,0.002,714.0,0.63,3.267,1211.5
22,3.25,1117.0,5.74,3175.0,100.0,0.0,0.0,0.0,3.25,1196.5
23,3.261,1122.0,6.15,3174.0,100.0,0.0,0.0,0.0,3.261,1213.09
24,3.255,1133.0,6.04,3174.0,100.0,0.0,0.0,0.0,3.255,1208.84
25,3.262,1147.0,5.72,3175.0,100.0,0.0,0.0,0.0,3.262,1210.82
26,3.266,1120.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.266,1212.41
27,3.276,1155.0,5.65,3174.0,100.0,0.0,0.0,0.0,3.276,1214.77
28,3.273,1123.0,6.29,3174.0,100.0,0.0,0.0,0.0,3.273,1210.12
29,3.283,1138.0,5.92,3174.0,100.0,0.0,0.0,0.0,3.283,1206.07
30,3.263,1150.0,5.77,3174.0,100.0,0.0,0.0,0.0,3.263,1210.36
31,3.268,1124.0,6.04,3174.0,100.0,0.0,0.0,0.0,3.268,1208.98
32,3.274,1149.0,10.62,3174.0,100.0,0.0,0.0,0.0,3.274,1202.57
33,3.29,1128.0,7.24,3174.0,100.0,0.0,0.0,0.0,3.29,1208.66
34,3.301,1155.0,5.95,3174.0,100.0,0.0,0.0,0.0,3.301,1207.18
35,3.297,1141.0,6.11,3174.0,100.0,0.0,0.0,0.0,3.297,1216.88
36,3.275,1134.0,5.96,3174.0,100.0,0.0,0.0,0.0,3.275,1201.87
37,3.28,1159.0,5.66,3174.0,100.0,0.0,0.0,0.0,3.28,1207.3
38,3.358,1180.0,10.35,3172.0,100.0,0.0,0.0,0.0,3.358,1220.28
39,3.275,1132.0,7.25,3174.0,100.0,0.0,715.0,0.51,3.275,1209.17
40,3.268,1132.0,5.74,3174.0,100.0,0.0,0.0,0.0,3.268,1209.02
41,3.259,1142.0,5.78,3174.0,100.0,0.0,0.0,0.0,3.259,1207.61
42,3.273,1143.0,5.97,3174.0,100.0,0.0,0.0,0.0,3.273,1210.28
43,3.281,1133.0,6.11,3174.0,100.0,0.0,0.0,0.0,3.281,1204.14
44,3.274,1100.0,5.8,3174.0,100.0,0.0,0.0,0.0,3.274,1211.5
45,3.273,1111.0,6.05,3174.0,100.0,0.0,0.0,0.0,3.273,1203.05
46,3.267,1107.0,6.45,3175.0,100.0,0.0,0.0,0.0,3.267,1201.67
47,3.28,1105.0,5.89,3175.0,100.0,0.0,0.0,0.0,3.28,1195.67
