Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.186,1057.0,18.12,1656.0,41.88,0.0,708.0,0.22,1.186,445.88
1,3.136,1001.0,7.15,3183.0,99.95,0.0,709.0,0.22,3.136,1115.69
2,3.217,1075.0,6.41,3178.0,100.0,0.0,0.0,0.0,3.217,1154.99
3,3.204,1127.0,6.38,3179.0,100.0,0.0,0.0,0.0,3.204,1159.68
4,3.189,1112.0,6.22,3179.0,100.0,0.0,0.0,0.0,3.189,1156.66
5,3.194,1122.0,6.55,3179.0,100.0,0.0,0.0,0.0,3.194,1153.33
6,3.199,1098.0,6.12,3179.0,100.0,0.0,0.0,0.0,3.199,1152.32
7,3.203,1101.0,6.87,3179.0,100.0,0.0,0.0,0.0,3.203,1163.99
8,3.194,1059.0,6.39,3179.0,100.0,0.0,0.0,0.0,3.194,1152.26
9,3.201,1081.0,7.56,3179.0,100.0,0.0,714.0,0.41,3.201,1154.54
10,3.205,1100.0,6.27,3179.0,100.0,0.0,0.0,0.0,3.205,1164.63
11,3.195,1096.0,6.51,3179.0,100.0,0.0,0.0,0.0,3.195,1150.2
12,3.206,1100.0,6.63,3178.0,100.0,0.0,0.0,0.0,3.206,1167.63
13,3.203,1085.0,6.3,3179.0,100.0,0.0,0.0,0.0,3.203,1155.25
14,3.232,1104.0,11.5,3178.0,100.0,0.002,711.0,0.53,3.234,1162.37
15,3.196,1086.0,6.19,3179.0,100.0,0.0,0.0,0.0,3.196,1150.65
16,3.194,1071.0,6.62,3179.0,100.0,0.0,0.0,0.0,3.194,1165.02
17,3.213,1087.0,6.38,3179.0,100.0,0.0,0.0,0.0,3.213,1156.98
18,3.207,1095.0,6.08,3179.0,100.0,0.0,0.0,0.0,3.207,1152.89
19,3.197,1088.0,6.19,3179.0,100.0,0.0,0.0,0.0,3.197,1156.83
20,3.2,1103.0,6.07,3179.0,100.0,0.0,0.0,0.0,3.2,1156.46
21,3.222,1117.0,10.56,3179.0,100.0,0.0,0.0,0.0,3.222,1164.28
22,3.217,1109.0,6.57,3179.0,100.0,0.0,0.0,0.0,3.217,1151.4
23,3.211,1086.0,6.24,3179.0,100.0,0.0,0.0,0.0,3.211,1153.42
24,3.211,1100.0,6.42,3179.0,100.0,0.0,0.0,0.0,3.211,1167.35
25,3.204,1057.0,6.3,3179.0,100.0,0.0,0.0,0.0,3.204,1154.5
26,3.201,1109.0,6.18,3179.0,100.0,0.0,0.0,0.0,3.201,1156.44
27,3.22,1092.0,6.61,3179.0,100.0,0.0,0.0,0.0,3.22,1150.34
28,3.216,1072.0,6.19,3179.0,100.0,0.0,0.0,0.0,3.216,1161.66
29,3.219,1076.0,6.05,3179.0,100.0,0.0,0.0,0.0,3.219,1153.35
30,3.204,1108.0,6.05,3179.0,100.0,0.0,0.0,0.0,3.204,1167.08
31,3.198,1052.0,6.02,3179.0,100.0,0.0,0.0,0.0,3.198,1153.83
32,3.219,1088.0,6.29,3179.0,100.0,0.0,0.0,0.0,3.219,1151.46
33,3.222,1066.0,6.25,3178.0,100.0,0.0,0.0,0.0,3.222,1166.31
34,3.216,1080.0,6.06,3179.0,100.0,0.0,0.0,0.0,3.216,1149.7
35,3.22,1073.0,6.07,3179.0,100.0,0.0,0.0,0.0,3.22,1163.87
36,3.214,1054.0,6.11,3179.0,100.0,0.0,0.0,0.0,3.214,1151.78
37,3.22,1055.0,6.3,3179.0,100.0,0.0,0.0,0.0,3.22,1162.58
38,3.215,1060.0,6.04,3179.0,100.0,0.0,0.0,0.0,3.215,1151.79
39,3.214,1077.0,6.06,3179.0,100.0,0.0,0.0,0.0,3.214,1154.68
40,3.232,1089.0,6.67,3178.0,100.0,0.0,714.0,0.42,3.232,1161.57
41,3.236,1071.0,6.91,3179.0,100.0,0.0,0.0,0.0,3.236,1159.19
42,3.225,1103.0,6.95,3179.0,100.0,0.0,0.0,0.0,3.225,1150.88
