Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.184,1050.0,25.12,1650.0,40.31,0.0,709.0,0.22,1.184,460.33
1,3.187,1050.0,9.24,3179.0,99.96,0.0,712.0,0.32,3.187,1148.13
2,3.282,1136.0,6.53,3173.0,100.0,0.001,709.0,0.22,3.283,1212.76
3,3.258,1168.0,6.23,3174.0,100.0,0.0,0.0,0.0,3.258,1208.75
4,3.266,1189.0,6.87,3173.0,100.0,0.0,0.0,0.0,3.266,1217.17
5,3.283,1132.0,5.97,3173.0,100.0,0.0,0.0,0.0,3.283,1215.53
6,3.337,1158.0,10.98,3171.0,100.0,0.0,0.0,0.0,3.337,1214.71
7,3.273,1155.0,6.47,3174.0,100.0,0.0,0.0,0.0,3.273,1206.56
8,3.26,1167.0,6.83,3174.0,100.0,0.0,0.0,0.0,3.26,1216.83
9,3.258,1147.0,7.26,3174.0,99.93,0.0,713.0,0.32,3.258,1206.56
10,3.283,1152.0,7.1,3174.0,99.89,0.0,0.0,0.0,3.283,1214.56
11,3.267,1159.0,6.28,3173.0,100.0,0.0,0.0,0.0,3.267,1215.28
12,3.25,1145.0,6.03,3174.0,100.0,0.0,0.0,0.0,3.25,1202.36
13,3.26,1120.0,6.71,3173.0,100.0,0.001,708.0,0.22,3.261,1222.25
14,3.275,1143.0,6.01,3174.0,100.0,0.0,0.0,0.0,3.275,1215.71
15,3.271,1168.0,6.27,3174.0,100.0,0.0,0.0,0.0,3.271,1211.12
16,3.278,1117.0,6.52,3174.0,100.0,0.0,0.0,0.0,3.278,1211.95
17,3.278,1116.0,6.13,3173.0,100.0,0.0,0.0,0.0,3.278,1214.21
18,3.272,1146.0,6.24,3174.0,100.0,0.0,0.0,0.0,3.272,1210.75
19,3.283,1134.0,7.92,3174.0,100.0,0.0,710.0,0.22,3.283,1211.57
20,3.329,1210.0,13.01,3173.0,100.0,0.0,0.0,0.0,3.329,1223.1
21,3.308,1147.0,7.89,3173.0,100.0,0.0,709.0,0.22,3.308,1224.87
22,3.278,1155.0,6.95,3173.0,100.0,0.0,0.0,0.0,3.278,1211.04
23,3.355,1203.0,15.34,3172.0,100.0,0.0,0.0,0.0,3.355,1231.51
24,3.308,1178.0,6.17,3173.0,100.0,0.0,0.0,0.0,3.308,1211.14
25,3.279,1141.0,6.29,3174.0,100.0,0.0,0.0,0.0,3.279,1208.77
26,3.285,1169.0,6.11,3174.0,100.0,0.0,0.0,0.0,3.285,1216.47
27,3.278,1127.0,6.34,3174.0,100.0,0.0,0.0,0.0,3.278,1208.34
28,3.266,1168.0,6.15,3174.0,100.0,0.0,0.0,0.0,3.266,1214.64
29,3.287,1131.0,6.45,3174.0,99.92,0.0,0.0,0.0,3.287,1213.98
30,3.305,1115.0,11.64,3174.0,100.0,0.0,0.0,0.0,3.305,1209.29
31,3.301,1154.0,6.65,3174.0,100.0,0.0,0.0,0.0,3.301,1207.8
32,3.28,1122.0,5.93,3173.0,100.0,0.0,0.0,0.0,3.28,1225.97
33,3.276,1134.0,6.54,3174.0,100.0,0.0,0.0,0.0,3.276,1212.72
34,3.277,1165.0,6.14,3173.0,100.0,0.0,0.0,0.0,3.277,1216.33
35,3.278,1131.0,6.7,3174.0,100.0,0.0,0.0,0.0,3.278,1211.59
36,3.276,1150.0,6.21,3174.0,100.0,0.0,0.0,0.0,3.276,1216.59
37,3.275,1152.0,5.76,3174.0,100.0,0.0,0.0,0.0,3.275,1214.87
38,3.271,1141.0,6.91,3174.0,100.0,0.0,0.0,0.0,3.271,1208.45
39,3.296,1156.0,5.81,3172.0,100.0,0.0,0.0,0.0,3.296,1223.76
40,3.281,1146.0,6.33,3174.0,100.0,0.0,0.0,0.0,3.281,1210.43
41,3.291,1152.0,6.52,3173.0,100.0,0.0,0.0,0.0,3.291,1215.02
42,3.274,1128.0,6.35,3174.0,100.0,0.0,0.0,0.0,3.274,1219.16
43,3.28,1143.0,5.93,3174.0,100.0,0.0,0.0,0.0,3.28,1216.34
44,3.284,1120.0,6.4,3174.0,100.0,0.0,0.0,0.0,3.284,1217.27
45,3.299,1127.0,6.49,3174.0,100.0,0.0,0.0,0.0,3.299,1205.96
46,3.297,1125.0,6.09,3174.0,100.0,0.0,0.0,0.0,3.297,1213.83
47,3.291,1144.0,6.12,3174.0,100.0,0.0,0.0,0.0,3.291,1209.25
48,3.291,1135.0,6.05,3174.0,100.0,0.0,0.0,0.0,3.291,1222.77
49,3.308,1113.0,8.06,3173.0,100.0,0.001,714.0,0.83,3.309,1211.54
50,3.31,1105.0,6.24,3174.0,100.0,0.0,0.0,0.0,3.31,1210.84
51,3.285,1114.0,6.17,3175.0,100.0,0.0,0.0,0.0,3.285,1199.2
52,3.288,1117.0,6.23,3174.0,100.0,0.0,0.0,0.0,3.288,1222.79
53,3.288,1157.0,5.94,3174.0,100.0,0.0,0.0,0.0,3.288,1222.9
54,3.285,1129.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.285,1206.62
55,3.304,1136.0,7.37,3173.0,100.0,0.001,709.0,0.22,3.305,1208.83
56,3.299,1145.0,6.24,3173.0,100.0,0.0,0.0,0.0,3.299,1220.88
57,3.282,1147.0,6.33,3174.0,100.0,0.0,0.0,0.0,3.282,1212.92
58,3.292,1146.0,6.04,3173.0,100.0,0.0,0.0,0.0,3.292,1219.58
59,3.291,1153.0,10.82,3174.0,100.0,0.0,0.0,0.0,3.291,1215.91
60,3.297,1199.0,7.57,3174.0,100.0,0.0,0.0,0.0,3.297,1210.05
61,3.316,1133.0,6.7,3173.0,100.0,0.0,0.0,0.0,3.316,1217.36
62,3.291,1157.0,6.08,3174.0,100.0,0.0,0.0,0.0,3.291,1212.3
63,3.287,1147.0,7.26,3174.0,100.0,0.0,0.0,0.0,3.287,1209.01
64,3.304,1171.0,7.91,3173.0,100.0,0.001,711.0,0.53,3.305,1217.47
65,3.305,1132.0,6.27,3174.0,100.0,0.0,709.0,0.22,3.305,1213.57
66,3.31,1172.0,7.65,3174.0,100.0,0.0,709.0,0.22,3.31,1209.86
67,3.281,1127.0,6.39,3174.0,100.0,0.0,0.0,0.0,3.281,1210.83
68,3.284,1147.0,6.56,3174.0,100.0,0.0,0.0,0.0,3.284,1207.64
69,3.289,1143.0,6.52,3174.0,100.0,0.0,710.0,0.22,3.289,1214.69
70,3.293,1134.0,6.23,3174.0,100.0,0.0,0.0,0.0,3.293,1206.43
71,3.281,1155.0,6.13,3174.0,100.0,0.0,0.0,0.0,3.281,1215.26
72,3.283,1135.0,6.63,3174.0,100.0,0.0,0.0,0.0,3.283,1203.13
73,3.295,1138.0,6.01,3174.0,100.0,0.0,0.0,0.0,3.295,1206.95
74,3.296,1172.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.296,1230.75
75,3.314,1166.0,6.89,3173.0,100.0,0.0,0.0,0.0,3.314,1222.65
76,3.28,1135.0,6.15,3175.0,100.0,0.0,0.0,0.0,3.28,1207.34
77,3.276,1115.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.276,1209.95
78,3.276,1120.0,6.23,3174.0,100.0,0.0,0.0,0.0,3.276,1209.31
79,3.281,1117.0,5.71,3174.0,100.0,0.0,0.0,0.0,3.281,1213.25
80,3.299,1162.0,6.61,3173.0,100.0,0.0,0.0,0.0,3.299,1217.32
81,3.288,1140.0,6.53,3174.0,100.0,0.0,0.0,0.0,3.288,1214.33
82,3.279,1145.0,5.97,3174.0,100.0,0.0,0.0,0.0,3.279,1209.24
83,3.263,1127.0,6.12,3175.0,100.0,0.0,0.0,0.0,3.263,1202.81
84,3.317,1129.0,6.6,3174.0,99.92,0.0,0.0,0.0,3.317,1211.05
85,3.315,1150.0,6.22,3173.0,100.0,0.0,0.0,0.0,3.315,1218.88
86,3.292,1131.0,5.96,3174.0,100.0,0.0,0.0,0.0,3.292,1204.61
87,3.302,1133.0,6.21,3174.0,100.0,0.0,0.0,0.0,3.302,1212.38
88,3.295,1145.0,5.97,3174.0,100.0,0.0,0.0,0.0,3.295,1219.22
89,3.329,1153.0,11.21,3173.0,100.0,0.0,0.0,0.0,3.329,1217.17
90,3.321,1144.0,6.72,3173.0,100.0,0.0,0.0,0.0,3.321,1217.71
91,3.308,1115.0,6.28,3173.0,100.0,0.0,0.0,0.0,3.308,1213.49
