Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.384,1060.0,24.91,1667.0,40.95,0.001,708.0,0.22,1.385,454.15
1,3.199,1023.0,7.71,3178.0,99.95,0.0,709.0,0.22,3.199,1161.28
2,3.279,1126.0,5.77,3173.0,100.0,0.0,0.0,0.0,3.279,1219.26
3,3.312,1148.0,6.69,3172.0,100.0,0.0,709.0,0.22,3.312,1229.13
4,3.29,1190.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.29,1235.7
5,3.277,1133.0,6.44,3172.0,100.0,0.0,0.0,0.0,3.277,1226.8
6,3.283,1125.0,5.83,3172.0,100.0,0.0,0.0,0.0,3.283,1231.28
7,3.266,1151.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.266,1218.62
8,3.272,1159.0,5.84,3172.0,100.0,0.0,0.0,0.0,3.272,1232.92
9,3.272,1141.0,6.85,3172.0,100.0,0.0,709.0,0.22,3.272,1221.88
10,3.3,1146.0,6.6,3171.0,99.54,0.0,0.0,0.0,3.3,1232.82
11,3.266,1098.0,6.0,3173.0,100.0,0.0,0.0,0.0,3.266,1208.07
12,3.279,1176.0,5.68,3172.0,100.0,0.0,0.0,0.0,3.279,1231.61
13,3.28,1153.0,5.84,3172.0,100.0,0.0,0.0,0.0,3.28,1224.02
14,3.273,1114.0,5.93,3172.0,100.0,0.0,0.0,0.0,3.273,1224.1
15,3.274,1118.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.274,1224.5
16,3.28,1163.0,5.82,3172.0,100.0,0.0,0.0,0.0,3.28,1227.58
17,3.268,1164.0,5.93,3172.0,100.0,0.0,0.0,0.0,3.268,1226.46
18,3.268,1145.0,6.09,3172.0,100.0,0.0,0.0,0.0,3.268,1230.73
19,3.272,1132.0,5.71,3172.0,100.0,0.0,0.0,0.0,3.272,1231.93
20,3.271,1127.0,6.25,3172.0,100.0,0.0,0.0,0.0,3.271,1227.12
21,3.302,1138.0,6.25,3173.0,99.92,0.0,0.0,0.0,3.302,1220.05
22,3.304,1131.0,5.81,3171.0,100.0,0.0,0.0,0.0,3.304,1238.61
23,3.285,1148.0,5.83,3172.0,100.0,0.0,0.0,0.0,3.285,1216.21
24,3.319,1163.0,11.03,3171.0,100.0,0.0,0.0,0.0,3.319,1238.48
25,3.306,1143.0,6.01,3173.0,100.0,0.0,0.0,0.0,3.306,1212.17
26,3.296,1174.0,6.56,3173.0,100.0,0.0,0.0,0.0,3.296,1228.65
27,3.294,1135.0,5.72,3172.0,100.0,0.0,0.0,0.0,3.294,1225.48
28,3.306,1160.0,5.97,3172.0,100.0,0.0,0.0,0.0,3.306,1234.91
29,3.301,1114.0,5.61,3172.0,100.0,0.0,0.0,0.0,3.301,1218.95
30,3.304,1131.0,7.11,3173.0,100.0,0.0,0.0,0.0,3.304,1222.03
31,3.3,1144.0,5.76,3173.0,100.0,0.0,0.0,0.0,3.3,1222.44
