Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.186,1044.0,26.09,1650.0,41.13,0.001,708.0,0.22,1.187,474.35
1,3.25,1050.0,6.77,3174.0,99.96,0.0,709.0,0.22,3.25,1203.61
2,3.306,1131.0,6.03,3171.0,100.0,0.0,0.0,0.0,3.306,1228.17
3,3.282,1125.0,6.02,3173.0,100.0,0.0,0.0,0.0,3.282,1213.9
4,3.271,1165.0,5.73,3173.0,100.0,0.0,0.0,0.0,3.271,1224.12
5,3.268,1093.0,5.77,3172.0,100.0,0.0,0.0,0.0,3.268,1225.96
6,3.265,1136.0,5.7,3172.0,100.0,0.0,0.0,0.0,3.265,1222.46
7,3.265,1145.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.265,1219.55
8,3.286,1169.0,5.95,3172.0,100.0,0.0,0.0,0.0,3.286,1222.95
9,3.295,1172.0,6.55,3172.0,100.0,0.0,712.0,0.32,3.295,1232.14
10,3.282,1166.0,6.57,3172.0,100.0,0.0,0.0,0.0,3.282,1222.21
11,3.277,1121.0,6.86,3173.0,100.0,0.0,715.0,0.51,3.277,1221.14
12,3.287,1125.0,6.0,3172.0,100.0,0.0,0.0,0.0,3.287,1226.48
13,3.27,1132.0,6.15,3173.0,100.0,0.0,0.0,0.0,3.27,1217.6
14,3.288,1120.0,6.26,3173.0,99.71,0.0,0.0,0.0,3.288,1221.77
15,3.293,1150.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.293,1224.8
16,3.297,1148.0,5.8,3172.0,100.0,0.0,0.0,0.0,3.297,1228.45
17,3.282,1155.0,5.94,3173.0,100.0,0.0,0.0,0.0,3.282,1229.89
18,3.281,1120.0,6.06,3172.0,100.0,0.0,0.0,0.0,3.281,1222.88
19,3.273,1128.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.273,1223.37
20,3.283,1123.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.283,1231.24
21,3.279,1134.0,5.8,3172.0,100.0,0.0,0.0,0.0,3.279,1219.92
22,3.331,1109.0,11.25,3172.0,100.0,0.0,0.0,0.0,3.331,1235.43
23,3.291,1153.0,6.73,3173.0,100.0,0.0,0.0,0.0,3.291,1212.43
24,3.31,1150.0,6.15,3171.0,100.0,0.0,0.0,0.0,3.31,1238.72
25,3.296,1121.0,5.96,3172.0,100.0,0.0,0.0,0.0,3.296,1224.19
26,3.292,1133.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.292,1222.4
27,3.365,1200.0,10.8,3170.0,100.0,0.0,0.0,0.0,3.365,1229.7
28,3.328,1118.0,7.67,3172.0,99.8,0.001,715.0,0.51,3.329,1232.57
29,3.314,1116.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.314,1229.93
30,3.289,1151.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.289,1223.72
31,3.286,1127.0,5.63,3172.0,100.0,0.0,0.0,0.0,3.286,1218.37
32,3.307,1114.0,5.9,3172.0,100.0,0.0,0.0,0.0,3.307,1221.65
33,3.303,1159.0,6.23,3172.0,100.0,0.0,0.0,0.0,3.303,1235.9
34,3.306,1131.0,5.63,3172.0,100.0,0.0,0.0,0.0,3.306,1220.3
