Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.239,1102.0,27.87,1657.0,43.26,0.0,0.0,0.0,1.239,475.15
1,3.166,1064.0,12.63,3181.0,99.96,0.002,714.0,0.41,3.168,1133.59
2,3.233,1113.0,12.14,3177.0,100.0,0.0,0.0,0.0,3.233,1172.52
3,3.231,1153.0,11.85,3177.0,100.0,0.0,0.0,0.0,3.231,1175.09
4,3.243,1187.0,12.7,3173.0,99.45,0.0,0.0,0.0,3.243,1174.39
5,3.211,1144.0,9.28,3177.0,100.0,0.0,0.0,0.0,3.211,1179.61
6,3.228,1125.0,9.37,3177.0,100.0,0.0,0.0,0.0,3.228,1174.39
7,3.24,1190.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.24,1174.66
8,3.238,1165.0,11.54,3177.0,100.0,0.0,0.0,0.0,3.238,1186.82
9,3.215,1177.0,12.76,3177.0,100.0,0.001,712.0,0.32,3.216,1169.39
10,3.221,1135.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.221,1177.28
11,3.228,1163.0,12.22,3177.0,100.0,0.0,0.0,0.0,3.228,1176.33
12,3.238,1151.0,12.03,3177.0,100.0,0.0,0.0,0.0,3.238,1169.31
13,3.228,1163.0,11.86,3177.0,100.0,0.0,0.0,0.0,3.228,1177.13
14,3.23,1175.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.23,1176.21
15,3.23,1175.0,11.92,3177.0,100.0,0.0,0.0,0.0,3.23,1178.32
16,3.249,1149.0,25.34,3177.0,100.0,0.0,0.0,0.0,3.249,1176.87
17,3.232,1146.0,12.12,3177.0,100.0,0.0,0.0,0.0,3.232,1171.55
18,3.236,1178.0,11.87,3177.0,100.0,0.0,0.0,0.0,3.236,1175.81
19,3.23,1142.0,11.75,3177.0,100.0,0.0,0.0,0.0,3.23,1176.97
20,3.231,1154.0,11.87,3177.0,100.0,0.0,0.0,0.0,3.231,1172.27
21,3.241,1135.0,12.01,3177.0,100.0,0.0,0.0,0.0,3.241,1174.6
22,3.237,1203.0,11.96,3177.0,100.0,0.0,0.0,0.0,3.237,1176.82
23,3.229,1129.0,10.95,3177.0,100.0,0.0,0.0,0.0,3.229,1176.26
24,3.213,1143.0,6.72,3178.0,100.0,0.0,0.0,0.0,3.213,1174.96
25,3.236,1165.0,11.7,3177.0,100.0,0.0,0.0,0.0,3.236,1166.82
26,3.241,1134.0,11.99,3177.0,100.0,0.0,0.0,0.0,3.241,1183.68
27,3.232,1157.0,11.74,3177.0,100.0,0.0,0.0,0.0,3.232,1174.49
28,3.242,1178.0,11.96,3177.0,100.0,0.0,0.0,0.0,3.242,1175.28
29,3.238,1168.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.238,1173.02
30,3.231,1142.0,11.98,3177.0,100.0,0.0,0.0,0.0,3.231,1173.48
31,3.237,1156.0,11.92,3177.0,100.0,0.0,0.0,0.0,3.237,1176.38
32,3.24,1140.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.24,1167.96
33,3.229,1149.0,11.91,3177.0,100.0,0.0,0.0,0.0,3.229,1176.17
34,3.23,1152.0,11.76,3177.0,100.0,0.0,0.0,0.0,3.23,1174.91
35,3.239,1151.0,11.82,3177.0,100.0,0.0,0.0,0.0,3.239,1175.58
36,3.246,1160.0,12.14,3177.0,100.0,0.0,0.0,0.0,3.246,1178.7
37,3.243,1153.0,11.38,3177.0,100.0,0.0,0.0,0.0,3.243,1174.31
38,3.238,1187.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.238,1179.31
39,3.23,1171.0,11.72,3177.0,100.0,0.0,0.0,0.0,3.23,1176.96
40,3.233,1158.0,11.47,3177.0,100.0,0.0,0.0,0.0,3.233,1172.68
41,3.25,1142.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.25,1168.08
42,3.228,1114.0,8.99,3177.0,100.0,0.0,0.0,0.0,3.228,1176.45
43,3.22,1165.0,8.86,3177.0,100.0,0.0,0.0,0.0,3.22,1179.64
44,3.24,1161.0,11.36,3177.0,100.0,0.0,0.0,0.0,3.24,1176.11
45,3.253,1158.0,18.89,3177.0,100.0,0.0,0.0,0.0,3.253,1176.38
46,3.257,1181.0,18.91,3177.0,100.0,0.0,0.0,0.0,3.257,1175.15
47,3.24,1183.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.24,1178.08
48,3.239,1140.0,11.69,3177.0,100.0,0.0,0.0,0.0,3.239,1174.28
49,3.244,1158.0,11.51,3177.0,100.0,0.0,0.0,0.0,3.244,1177.41
50,3.236,1135.0,11.58,3178.0,100.0,0.0,0.0,0.0,3.236,1166.89
51,3.263,1171.0,11.92,3177.0,100.0,0.0,0.0,0.0,3.263,1184.65
52,3.248,1168.0,12.58,3177.0,100.0,0.001,714.0,0.41,3.249,1173.29
53,3.24,1137.0,12.26,3177.0,100.0,0.0,0.0,0.0,3.24,1173.12
54,3.246,1140.0,12.09,3177.0,100.0,0.0,0.0,0.0,3.246,1177.59
55,3.237,1152.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.237,1169.17
56,3.238,1161.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.238,1173.87
57,3.255,1149.0,11.51,3177.0,100.0,0.0,0.0,0.0,3.255,1176.41
58,3.248,1183.0,11.71,3177.0,100.0,0.0,0.0,0.0,3.248,1177.9
59,3.244,1141.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.244,1174.99
60,3.24,1158.0,11.93,3177.0,100.0,0.0,0.0,0.0,3.24,1165.67
61,3.51,1160.0,13.26,3172.0,100.0,0.0,0.0,0.0,3.51,1166.78
62,3.234,1137.0,7.2,3177.0,100.0,0.0,0.0,0.0,3.234,1177.22
63,3.246,1162.0,11.62,3177.0,100.0,0.0,0.0,0.0,3.246,1176.19
64,3.256,1171.0,12.93,3177.0,100.0,0.0,0.0,0.0,3.256,1178.0
65,3.24,1135.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.24,1173.31
66,3.251,1154.0,12.16,3177.0,100.0,0.0,0.0,0.0,3.251,1173.88
67,3.242,1175.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.242,1166.76
68,3.236,1141.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.236,1177.61
69,3.251,1185.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.251,1179.26
70,3.252,1190.0,11.47,3177.0,100.0,0.0,0.0,0.0,3.252,1175.6
71,3.252,1155.0,12.1,3177.0,100.0,0.0,0.0,0.0,3.252,1174.05
72,3.247,1166.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.247,1176.71
73,3.247,1165.0,11.41,3178.0,100.0,0.0,0.0,0.0,3.247,1166.48
74,3.24,1145.0,11.89,3177.0,100.0,0.0,0.0,0.0,3.24,1179.26
75,3.26,1153.0,23.76,3177.0,100.0,0.0,0.0,0.0,3.26,1177.83
76,3.256,1186.0,11.97,3177.0,100.0,0.0,0.0,0.0,3.256,1175.33
77,3.251,1163.0,11.77,3178.0,100.0,0.0,0.0,0.0,3.251,1166.06
78,3.248,1156.0,12.16,3177.0,100.0,0.0,0.0,0.0,3.248,1175.34
79,3.251,1152.0,11.79,3177.0,100.0,0.0,0.0,0.0,3.251,1181.46
80,3.217,1141.0,8.03,3178.0,100.0,0.0,0.0,0.0,3.217,1172.15
81,3.255,1161.0,9.79,3177.0,100.0,0.0,0.0,0.0,3.255,1173.61
82,3.252,1151.0,11.64,3177.0,100.0,0.0,0.0,0.0,3.252,1180.25
83,3.243,1149.0,11.58,3178.0,100.0,0.0,0.0,0.0,3.243,1166.24
84,3.247,1171.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.247,1179.53
85,3.246,1134.0,11.9,3177.0,100.0,0.0,0.0,0.0,3.246,1175.85
86,3.248,1178.0,12.15,3178.0,100.0,0.0,0.0,0.0,3.248,1167.39
87,3.249,1145.0,12.46,3177.0,100.0,0.0,0.0,0.0,3.249,1181.18
88,3.261,1168.0,12.5,3177.0,100.0,0.0,0.0,0.0,3.261,1173.61
89,3.26,1146.0,11.65,3177.0,100.0,0.0,0.0,0.0,3.26,1175.18
90,3.249,1170.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.249,1176.83
91,3.257,1162.0,12.01,3177.0,100.0,0.0,0.0,0.0,3.257,1177.64
92,3.246,1177.0,11.55,3178.0,100.0,0.0,0.0,0.0,3.246,1165.83
93,3.247,1181.0,11.76,3177.0,100.0,0.0,0.0,0.0,3.247,1175.4
94,3.252,1139.0,11.74,3178.0,100.0,0.0,0.0,0.0,3.252,1179.17
95,3.247,1148.0,12.09,3178.0,100.0,0.0,0.0,0.0,3.247,1175.33
96,3.266,1157.0,11.51,3177.0,100.0,0.0,0.0,0.0,3.266,1175.6
97,3.257,1146.0,11.59,3177.0,100.0,0.0,0.0,0.0,3.257,1176.49
98,3.255,1153.0,10.82,3178.0,100.0,0.0,0.0,0.0,3.255,1175.99
99,3.224,1080.0,6.62,3178.0,100.0,0.0,0.0,0.0,3.224,1167.05
100,3.255,1168.0,11.78,3177.0,100.0,0.0,0.0,0.0,3.255,1178.22
101,3.252,1161.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.252,1175.91
102,3.251,1161.0,11.77,3178.0,100.0,0.0,0.0,0.0,3.251,1173.8
103,3.249,1161.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.249,1174.2
104,3.245,1181.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.245,1166.73
105,3.272,1175.0,21.57,3178.0,100.0,0.0,0.0,0.0,3.272,1178.49
106,3.269,1159.0,11.67,3177.0,100.0,0.0,0.0,0.0,3.269,1175.5
107,3.263,1174.0,11.68,3177.0,100.0,0.0,0.0,0.0,3.263,1177.86
108,3.258,1166.0,11.4,3177.0,100.0,0.0,0.0,0.0,3.258,1176.53
109,3.256,1151.0,11.63,3177.0,100.0,0.0,0.0,0.0,3.256,1165.67
110,3.255,1166.0,12.0,3178.0,100.0,0.0,0.0,0.0,3.255,1181.9
111,3.253,1143.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.253,1175.03
112,3.254,1158.0,13.14,3177.0,100.0,0.001,714.0,0.41,3.255,1170.84
113,3.246,1171.0,12.16,3178.0,100.0,0.0,0.0,0.0,3.246,1177.8
114,3.261,1163.0,12.34,3178.0,99.92,0.0,0.0,0.0,3.261,1168.64
115,3.256,1163.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.256,1175.84
116,3.243,1138.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.243,1174.05
117,3.218,1110.0,6.71,3178.0,100.0,0.0,0.0,0.0,3.218,1167.16
118,3.241,1150.0,10.99,3178.0,99.78,0.0,0.0,0.0,3.241,1170.68
119,3.257,1153.0,12.03,3178.0,100.0,0.0,0.0,0.0,3.257,1177.22
