Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.209,1084.0,22.1,1689.0,42.94,0.0,0.0,0.0,1.209,456.71
1,3.14,1061.0,13.78,3182.0,99.95,0.0,714.0,0.41,3.14,1124.02
2,3.194,1073.0,8.35,3178.0,100.0,0.0,0.0,0.0,3.194,1157.45
3,3.216,1127.0,11.2,3178.0,100.0,0.0,0.0,0.0,3.216,1161.52
4,3.225,1178.0,12.98,3179.0,100.0,0.0,0.0,0.0,3.225,1156.15
5,3.22,1124.0,12.23,3178.0,100.0,0.0,0.0,0.0,3.22,1158.69
6,3.217,1122.0,12.58,3178.0,100.0,0.0,0.0,0.0,3.217,1161.5
7,3.226,1108.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.226,1157.56
8,3.224,1106.0,12.74,3178.0,100.0,0.0,0.0,0.0,3.224,1159.92
9,3.217,1131.0,13.54,3178.0,100.0,0.003,714.0,0.41,3.22,1163.58
10,3.222,1145.0,12.54,3178.0,100.0,0.0,0.0,0.0,3.222,1159.55
11,3.223,1130.0,12.5,3178.0,100.0,0.0,0.0,0.0,3.223,1159.85
12,3.232,1146.0,12.45,3178.0,100.0,0.0,0.0,0.0,3.232,1160.48
13,3.23,1156.0,12.48,3178.0,100.0,0.0,0.0,0.0,3.23,1158.74
14,3.241,1118.0,18.38,3178.0,100.0,0.0,711.0,0.53,3.241,1158.11
15,3.215,1145.0,12.53,3178.0,100.0,0.0,0.0,0.0,3.215,1164.12
16,3.221,1156.0,12.53,3179.0,100.0,0.0,0.0,0.0,3.221,1160.41
17,3.224,1119.0,12.47,3178.0,100.0,0.0,0.0,0.0,3.224,1159.84
18,3.224,1131.0,13.03,3179.0,100.0,0.0,0.0,0.0,3.224,1164.15
19,3.228,1148.0,12.37,3178.0,100.0,0.0,0.0,0.0,3.228,1170.24
20,3.228,1134.0,12.61,3178.0,100.0,0.0,0.0,0.0,3.228,1159.29
21,3.225,1117.0,10.4,3179.0,100.0,0.0,0.0,0.0,3.225,1158.7
22,3.228,1107.0,22.26,3179.0,100.0,0.0,0.0,0.0,3.228,1161.75
23,3.238,1133.0,13.4,3178.0,100.0,0.0,0.0,0.0,3.238,1160.08
24,3.23,1131.0,12.51,3179.0,100.0,0.0,0.0,0.0,3.23,1159.25
25,3.236,1144.0,16.08,3179.0,100.0,0.0,0.0,0.0,3.236,1162.11
26,3.223,1135.0,12.27,3179.0,100.0,0.0,0.0,0.0,3.223,1163.1
27,3.228,1129.0,12.24,3178.0,100.0,0.0,0.0,0.0,3.228,1159.26
28,3.232,1116.0,12.99,3178.0,100.0,0.0,0.0,0.0,3.232,1161.83
29,3.236,1159.0,15.61,3178.0,100.0,0.001,712.0,0.32,3.237,1152.79
30,3.224,1149.0,12.3,3179.0,100.0,0.0,0.0,0.0,3.224,1159.94
31,3.229,1137.0,12.49,3178.0,100.0,0.0,0.0,0.0,3.229,1160.22
32,3.221,1106.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.221,1160.87
33,3.236,1117.0,12.58,3178.0,100.0,0.0,0.0,0.0,3.236,1158.48
34,3.235,1106.0,12.39,3178.0,100.0,0.0,0.0,0.0,3.235,1160.31
35,3.235,1134.0,12.33,3178.0,100.0,0.0,0.0,0.0,3.235,1168.28
36,3.243,1104.0,12.42,3178.0,100.0,0.0,0.0,0.0,3.243,1160.17
37,3.235,1134.0,13.1,3179.0,100.0,0.0,0.0,0.0,3.235,1159.67
38,3.247,1126.0,12.72,3178.0,100.0,0.0,0.0,0.0,3.247,1157.29
39,3.238,1129.0,12.24,3179.0,100.0,0.0,0.0,0.0,3.238,1159.62
40,3.232,1104.0,10.87,3178.0,100.0,0.0,0.0,0.0,3.232,1168.44
41,3.214,1102.0,8.67,3179.0,100.0,0.0,0.0,0.0,3.214,1154.7
42,3.23,1120.0,12.68,3179.0,100.0,0.0,0.0,0.0,3.23,1164.82
43,3.258,1159.0,15.6,3177.0,99.38,0.002,713.0,0.63,3.26,1152.46
44,3.24,1126.0,13.15,3178.0,100.0,0.0,0.0,0.0,3.24,1161.14
45,3.242,1114.0,12.54,3178.0,100.0,0.0,0.0,0.0,3.242,1168.24
46,3.24,1119.0,12.12,3178.0,100.0,0.0,0.0,0.0,3.24,1159.62
47,3.236,1146.0,12.34,3179.0,100.0,0.0,0.0,0.0,3.236,1161.85
48,3.244,1140.0,12.4,3178.0,100.0,0.0,0.0,0.0,3.244,1161.74
49,3.236,1131.0,12.6,3178.0,100.0,0.0,0.0,0.0,3.236,1160.47
50,3.24,1129.0,12.24,3178.0,100.0,0.0,0.0,0.0,3.24,1160.71
51,3.237,1126.0,12.48,3179.0,100.0,0.0,0.0,0.0,3.237,1149.78
52,3.242,1118.0,24.14,3178.0,100.0,0.0,0.0,0.0,3.242,1161.86
53,3.244,1121.0,12.97,3178.0,100.0,0.0,0.0,0.0,3.244,1160.55
54,3.231,1127.0,12.57,3178.0,100.0,0.0,0.0,0.0,3.231,1165.25
55,3.237,1106.0,12.63,3178.0,100.0,0.0,0.0,0.0,3.237,1162.45
56,3.231,1111.0,12.32,3179.0,100.0,0.0,0.0,0.0,3.231,1158.97
57,3.235,1132.0,12.46,3179.0,100.0,0.0,0.0,0.0,3.235,1160.85
58,3.251,1138.0,12.73,3178.0,100.0,0.0,0.0,0.0,3.251,1161.91
59,3.235,1076.0,11.46,3178.0,100.0,0.0,0.0,0.0,3.235,1159.22
60,3.226,1110.0,7.62,3178.0,100.0,0.0,0.0,0.0,3.226,1158.48
61,3.517,1173.0,14.94,3172.0,100.0,0.0,0.0,0.0,3.517,1164.35
62,3.243,1129.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.243,1159.38
63,3.236,1100.0,12.33,3178.0,100.0,0.0,0.0,0.0,3.236,1153.04
64,3.239,1119.0,12.85,3178.0,100.0,0.0,0.0,0.0,3.239,1162.91
65,3.243,1137.0,13.68,3178.0,100.0,0.001,714.0,0.41,3.244,1162.96
66,3.246,1136.0,13.51,3178.0,100.0,0.0,0.0,0.0,3.246,1162.41
67,3.262,1143.0,20.62,3178.0,100.0,0.0,0.0,0.0,3.262,1161.16
68,3.246,1140.0,12.79,3178.0,100.0,0.0,0.0,0.0,3.246,1158.32
69,3.246,1146.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.246,1164.44
70,3.239,1124.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.239,1158.45
71,3.238,1122.0,12.97,3179.0,100.0,0.0,0.0,0.0,3.238,1160.66
72,3.248,1136.0,12.5,3179.0,100.0,0.0,0.0,0.0,3.248,1158.53
73,3.231,1125.0,12.52,3179.0,100.0,0.0,0.0,0.0,3.231,1154.59
74,3.237,1136.0,12.39,3179.0,100.0,0.0,0.0,0.0,3.237,1161.26
75,3.236,1118.0,12.56,3178.0,100.0,0.0,0.0,0.0,3.236,1164.15
76,3.241,1132.0,12.4,3179.0,100.0,0.0,0.0,0.0,3.241,1150.46
77,3.234,1114.0,12.33,3178.0,100.0,0.0,0.0,0.0,3.234,1164.38
78,3.248,1114.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.248,1158.04
79,3.223,1077.0,7.23,3179.0,100.0,0.0,0.0,0.0,3.223,1162.63
80,3.241,1117.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.241,1159.91
81,3.24,1127.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.24,1160.86
