Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.208,1066.0,16.39,1689.0,41.02,0.001,709.0,0.22,1.209,474.08
1,3.159,1024.0,6.87,3179.0,99.96,0.0,713.0,0.31,3.159,1148.72
2,3.234,1095.0,5.81,3176.0,100.0,0.0,0.0,0.0,3.234,1185.81
3,3.227,1145.0,5.93,3177.0,100.0,0.0,0.0,0.0,3.227,1180.2
4,3.222,1140.0,5.8,3177.0,100.0,0.0,0.0,0.0,3.222,1183.82
5,3.225,1120.0,5.99,3177.0,100.0,0.0,0.0,0.0,3.225,1190.05
6,3.235,1110.0,5.81,3176.0,100.0,0.0,0.0,0.0,3.235,1194.58
7,3.22,1130.0,5.73,3177.0,100.0,0.0,0.0,0.0,3.22,1179.44
8,3.227,1145.0,5.77,3176.0,100.0,0.0,0.0,0.0,3.227,1183.72
9,3.205,1161.0,7.64,3177.0,100.0,0.003,714.0,0.83,3.208,1185.49
10,3.231,1129.0,6.05,3177.0,100.0,0.0,0.0,0.0,3.231,1190.03
11,3.222,1139.0,5.97,3177.0,100.0,0.0,0.0,0.0,3.222,1185.55
12,3.223,1126.0,6.1,3177.0,100.0,0.0,0.0,0.0,3.223,1182.67
13,3.244,1113.0,5.76,3176.0,100.0,0.0,0.0,0.0,3.244,1185.22
14,3.226,1119.0,5.74,3177.0,100.0,0.0,0.0,0.0,3.226,1183.18
15,3.23,1116.0,5.95,3176.0,100.0,0.0,0.0,0.0,3.23,1180.44
16,3.235,1169.0,6.03,3177.0,100.0,0.0,0.0,0.0,3.235,1191.33
17,3.223,1109.0,6.16,3176.0,100.0,0.0,0.0,0.0,3.223,1185.0
18,3.227,1141.0,5.64,3176.0,100.0,0.0,0.0,0.0,3.227,1182.38
19,3.228,1148.0,5.85,3177.0,100.0,0.0,0.0,0.0,3.228,1186.94
20,3.27,1135.0,11.31,3176.0,100.0,0.0,0.0,0.0,3.27,1185.63
21,3.268,1129.0,5.86,3177.0,100.0,0.0,0.0,0.0,3.268,1178.49
22,3.256,1139.0,5.86,3176.0,100.0,0.0,0.0,0.0,3.256,1183.36
23,3.241,1109.0,5.86,3177.0,100.0,0.0,0.0,0.0,3.241,1187.16
24,3.237,1125.0,5.73,3177.0,100.0,0.0,0.0,0.0,3.237,1190.52
25,3.242,1147.0,6.03,3177.0,100.0,0.0,0.0,0.0,3.242,1174.91
26,3.235,1120.0,5.88,3177.0,100.0,0.0,0.0,0.0,3.235,1191.32
27,3.237,1173.0,6.53,3177.0,100.0,0.0,0.0,0.0,3.237,1182.12
28,3.243,1115.0,5.66,3176.0,100.0,0.0,0.0,0.0,3.243,1187.78
29,3.236,1127.0,5.64,3177.0,100.0,0.0,0.0,0.0,3.236,1175.92
30,3.239,1135.0,6.0,3176.0,100.0,0.0,0.0,0.0,3.239,1188.48
31,3.242,1144.0,5.62,3177.0,100.0,0.0,0.0,0.0,3.242,1179.6
32,3.239,1127.0,5.62,3177.0,100.0,0.0,0.0,0.0,3.239,1193.59
33,3.232,1145.0,5.91,3177.0,100.0,0.0,0.0,0.0,3.232,1181.27
