Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.312,1046.0,24.64,1707.0,43.45,0.0,708.0,0.22,1.312,529.05
1,3.24,1024.0,7.1,3173.0,99.96,0.002,712.0,0.31,3.242,1206.54
2,3.295,1127.0,5.72,3171.0,100.0,0.0,0.0,0.0,3.295,1228.33
3,3.285,1146.0,6.12,3172.0,100.0,0.0,0.0,0.0,3.285,1224.74
4,3.293,1136.0,6.37,3172.0,100.0,0.0,0.0,0.0,3.293,1228.43
5,3.328,1160.0,5.9,3170.0,100.0,0.0,0.0,0.0,3.328,1250.6
6,3.289,1123.0,5.86,3171.0,100.0,0.0,0.0,0.0,3.289,1233.42
7,3.286,1115.0,5.7,3171.0,100.0,0.0,0.0,0.0,3.286,1233.98
8,3.295,1117.0,6.19,3171.0,100.0,0.0,0.0,0.0,3.295,1240.82
9,3.28,1141.0,6.75,3171.0,100.0,0.001,714.0,0.41,3.281,1225.34
10,3.276,1174.0,5.86,3172.0,100.0,0.0,0.0,0.0,3.276,1241.85
11,3.279,1115.0,6.1,3171.0,100.0,0.0,0.0,0.0,3.279,1235.32
12,3.27,1149.0,5.61,3172.0,100.0,0.0,0.0,0.0,3.27,1220.63
13,3.306,1148.0,5.96,3170.0,100.0,0.0,0.0,0.0,3.306,1248.82
14,3.302,1154.0,5.85,3171.0,100.0,0.0,0.0,0.0,3.302,1230.65
15,3.546,1175.0,8.31,3167.0,100.0,0.0,0.0,0.0,3.546,1228.44
16,3.278,1122.0,7.58,3172.0,100.0,0.001,715.0,0.51,3.279,1227.52
17,3.278,1127.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.278,1237.65
18,3.297,1141.0,6.39,3171.0,100.0,0.0,0.0,0.0,3.297,1236.58
19,3.299,1144.0,6.28,3171.0,100.0,0.0,0.0,0.0,3.299,1234.38
20,3.306,1146.0,5.74,3171.0,100.0,0.0,0.0,0.0,3.306,1242.58
21,3.288,1129.0,5.84,3172.0,100.0,0.0,0.0,0.0,3.288,1232.44
22,3.284,1129.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.284,1228.24
23,3.294,1136.0,6.05,3172.0,100.0,0.0,0.0,0.0,3.294,1226.65
24,3.293,1129.0,6.07,3171.0,100.0,0.0,0.0,0.0,3.293,1240.88
25,3.28,1152.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.28,1230.84
26,3.282,1146.0,5.73,3172.0,100.0,0.0,0.0,0.0,3.282,1230.62
27,3.317,1126.0,10.63,3172.0,100.0,0.0,0.0,0.0,3.317,1225.48
28,3.32,1151.0,7.5,3171.0,100.0,0.0,0.0,0.0,3.32,1237.15
29,3.31,1152.0,6.12,3172.0,100.0,0.0,0.0,0.0,3.31,1232.51
30,3.299,1151.0,5.81,3171.0,100.0,0.0,0.0,0.0,3.299,1231.56
31,3.324,1116.0,5.93,3171.0,100.0,0.0,0.0,0.0,3.324,1239.63
32,3.318,1132.0,5.55,3171.0,100.0,0.0,0.0,0.0,3.318,1235.93
33,3.31,1107.0,6.25,3171.0,100.0,0.0,0.0,0.0,3.31,1225.58
34,3.299,1137.0,8.23,3172.0,99.71,0.0,715.0,0.51,3.299,1232.35
35,3.288,1135.0,5.69,3171.0,100.0,0.0,0.0,0.0,3.288,1237.47
36,3.296,1163.0,6.18,3171.0,100.0,0.0,0.0,0.0,3.296,1231.99
37,3.316,1141.0,5.84,3171.0,100.0,0.0,0.0,0.0,3.316,1238.1
38,3.311,1115.0,5.85,3171.0,100.0,0.0,0.0,0.0,3.311,1228.87
39,3.303,1167.0,5.67,3171.0,100.0,0.0,0.0,0.0,3.303,1232.27
40,3.298,1149.0,5.75,3171.0,100.0,0.0,0.0,0.0,3.298,1243.34
41,3.298,1149.0,5.73,3172.0,100.0,0.0,0.0,0.0,3.298,1231.18
42,3.299,1132.0,6.33,3172.0,100.0,0.0,0.0,0.0,3.299,1224.34
43,3.316,1134.0,5.75,3171.0,100.0,0.0,0.0,0.0,3.316,1229.39
44,3.299,1147.0,5.62,3172.0,100.0,0.0,0.0,0.0,3.299,1239.12
45,3.301,1121.0,5.81,3171.0,100.0,0.0,0.0,0.0,3.301,1234.66
46,3.303,1109.0,5.96,3171.0,100.0,0.0,0.0,0.0,3.303,1231.16
47,3.324,1161.0,5.73,3170.0,100.0,0.0,0.0,0.0,3.324,1239.42
48,3.306,1123.0,5.89,3172.0,100.0,0.0,0.0,0.0,3.306,1236.58
49,3.315,1086.0,5.67,3170.0,100.0,0.0,0.0,0.0,3.315,1237.63
50,3.298,1131.0,6.34,3172.0,99.61,0.0,0.0,0.0,3.298,1224.64
51,3.305,1142.0,6.26,3172.0,100.0,0.0,0.0,0.0,3.305,1230.81
52,3.31,1126.0,6.17,3171.0,100.0,0.0,0.0,0.0,3.31,1234.18
53,3.301,1112.0,5.84,3172.0,100.0,0.0,0.0,0.0,3.301,1222.31
54,3.303,1137.0,5.7,3172.0,100.0,0.0,0.0,0.0,3.303,1227.26
55,3.299,1118.0,5.64,3172.0,100.0,0.0,0.0,0.0,3.299,1234.63
56,3.308,1129.0,5.79,3171.0,100.0,0.0,0.0,0.0,3.308,1238.99
57,3.341,1148.0,10.84,3172.0,100.0,0.0,0.0,0.0,3.341,1229.58
58,3.328,1141.0,5.7,3171.0,100.0,0.0,0.0,0.0,3.328,1229.01
59,3.329,1154.0,5.61,3171.0,100.0,0.0,0.0,0.0,3.329,1241.36
60,3.333,1148.0,6.09,3171.0,100.0,0.0,0.0,0.0,3.333,1244.31
61,3.305,1106.0,5.62,3172.0,100.0,0.0,0.0,0.0,3.305,1225.73
62,3.331,1131.0,5.93,3171.0,100.0,0.0,0.0,0.0,3.331,1237.79
63,3.321,1131.0,5.96,3171.0,100.0,0.0,0.0,0.0,3.321,1228.44
64,3.327,1151.0,5.62,3171.0,100.0,0.0,0.0,0.0,3.327,1239.48
65,3.312,1115.0,5.94,3171.0,100.0,0.0,0.0,0.0,3.312,1239.23
66,3.342,1150.0,6.91,3172.0,99.92,0.0,0.0,0.0,3.342,1231.84
67,3.318,1125.0,6.79,3172.0,100.0,0.0,712.0,0.32,3.318,1229.85
68,3.303,1128.0,5.81,3172.0,100.0,0.0,0.0,0.0,3.303,1230.45
69,3.304,1116.0,6.24,3172.0,100.0,0.0,0.0,0.0,3.304,1227.82
70,3.316,1116.0,5.68,3171.0,100.0,0.0,0.0,0.0,3.316,1239.61
71,3.302,1089.0,5.63,3172.0,100.0,0.0,0.0,0.0,3.302,1228.23
72,3.317,1135.0,5.83,3171.0,100.0,0.0,0.0,0.0,3.317,1231.96
73,3.324,1118.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.324,1232.72
74,3.32,1103.0,5.54,3171.0,100.0,0.0,0.0,0.0,3.32,1231.93
75,3.311,1140.0,5.87,3173.0,100.0,0.0,0.0,0.0,3.311,1221.44
76,3.292,1142.0,7.52,3172.0,99.69,0.0,715.0,0.41,3.292,1241.32
77,3.312,1120.0,5.85,3172.0,100.0,0.0,0.0,0.0,3.312,1224.16
78,3.318,1084.0,6.04,3172.0,100.0,0.0,0.0,0.0,3.318,1231.51
79,3.318,1129.0,5.64,3172.0,100.0,0.0,0.0,0.0,3.318,1232.66
80,3.309,1135.0,5.72,3172.0,100.0,0.0,0.0,0.0,3.309,1226.75
81,3.317,1139.0,5.66,3171.0,100.0,0.0,0.0,0.0,3.317,1234.87
82,3.313,1134.0,5.83,3171.0,100.0,0.0,0.0,0.0,3.313,1230.54
83,3.326,1133.0,6.87,3171.0,100.0,0.0,0.0,0.0,3.326,1234.64
84,3.319,1125.0,5.69,3172.0,100.0,0.0,0.0,0.0,3.319,1238.94
85,3.313,1119.0,5.8,3171.0,100.0,0.0,0.0,0.0,3.313,1233.14
86,3.322,1110.0,10.66,3172.0,100.0,0.0,0.0,0.0,3.322,1224.34
87,3.327,1142.0,6.62,3172.0,100.0,0.0,0.0,0.0,3.327,1231.57
88,3.322,1138.0,5.88,3172.0,100.0,0.0,0.0,0.0,3.322,1221.3
89,3.322,1116.0,5.69,3172.0,100.0,0.0,0.0,0.0,3.322,1230.57
90,3.311,1145.0,6.13,3172.0,100.0,0.0,0.0,0.0,3.311,1237.55
91,3.318,1123.0,5.58,3172.0,100.0,0.0,0.0,0.0,3.318,1227.5
92,3.32,1147.0,5.65,3171.0,100.0,0.0,0.0,0.0,3.32,1230.48
93,3.321,1123.0,5.84,3171.0,100.0,0.0,0.0,0.0,3.321,1234.86
94,3.304,1124.0,5.67,3172.0,100.0,0.0,0.0,0.0,3.304,1221.19
95,3.312,1139.0,5.67,3172.0,100.0,0.0,0.0,0.0,3.312,1238.18
96,3.312,1113.0,5.59,3171.0,100.0,0.0,0.0,0.0,3.312,1231.73
97,3.329,1131.0,5.8,3171.0,100.0,0.0,0.0,0.0,3.329,1241.5
98,3.312,1104.0,5.76,3172.0,100.0,0.0,0.0,0.0,3.312,1224.45
99,3.311,1101.0,5.65,3172.0,100.0,0.0,0.0,0.0,3.311,1229.18
100,3.321,1129.0,6.13,3171.0,100.0,0.0,0.0,0.0,3.321,1231.97
101,3.316,1137.0,5.82,3172.0,100.0,0.0,0.0,0.0,3.316,1228.8
102,3.323,1128.0,5.81,3172.0,100.0,0.0,0.0,0.0,3.323,1224.07
103,3.322,1153.0,6.0,3172.0,100.0,0.0,0.0,0.0,3.322,1234.14
104,3.344,1146.0,5.96,3172.0,99.92,0.0,0.0,0.0,3.344,1226.96
105,3.344,1145.0,6.03,3171.0,100.0,0.0,0.0,0.0,3.344,1244.42
106,3.32,1131.0,5.63,3172.0,100.0,0.0,0.0,0.0,3.32,1229.33
107,3.557,1141.0,8.88,3167.0,99.6,0.0,0.0,0.0,3.557,1216.45
108,3.314,1130.0,5.64,3172.0,100.0,0.0,0.0,0.0,3.314,1237.99
109,3.316,1121.0,5.71,3172.0,100.0,0.0,0.0,0.0,3.316,1231.9
110,3.303,1100.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.303,1227.37
111,3.306,1134.0,5.75,3172.0,100.0,0.0,0.0,0.0,3.306,1228.17
