Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.055,1124.0,27.47,633.0,0.82,0.0,0.0,0.0,0.055
1,0.024,1022.0,11.49,615.0,1.0,0.0,0.0,0.0,0.024
2,0.019,1009.0,8.4,610.0,1.42,0.0,0.0,0.0,0.019
3,0.029,1054.0,12.07,617.0,1.83,0.0,0.0,0.0,0.029
4,0.03,1049.0,15.17,615.0,1.26,0.0,0.0,0.0,0.03
5,0.029,1056.0,13.94,616.0,1.07,0.0,0.0,0.0,0.029
6,0.03,1051.0,13.58,618.0,0.99,0.0,0.0,0.0,0.03
7,0.029,1051.0,14.69,618.0,1.0,0.0,0.0,0.0,0.029
8,0.03,1058.0,13.92,619.0,0.97,0.0,0.0,0.0,0.03
9,0.033,1047.0,14.53,625.0,1.23,0.001,712.0,0.41,0.034
10,0.029,1035.0,10.97,618.0,1.06,0.0,0.0,0.0,0.029
11,0.028,1048.0,14.53,615.0,0.65,0.0,0.0,0.0,0.028
12,0.032,1060.0,14.75,619.0,1.68,0.0,711.0,0.42,0.032
13,0.028,1057.0,14.96,612.0,0.78,0.0,0.0,0.0,0.028
14,0.03,1056.0,15.6,612.0,1.23,0.0,0.0,0.0,0.03
15,0.028,1051.0,14.06,612.0,1.18,0.0,0.0,0.0,0.028
16,0.029,1050.0,13.89,618.0,1.15,0.0,0.0,0.0,0.029
17,0.055,1088.0,30.46,615.0,1.37,0.0,708.0,0.43,0.055
18,0.024,1006.0,10.01,610.0,1.53,0.0,0.0,0.0,0.024
19,0.035,1022.0,26.81,611.0,1.13,0.0,704.0,0.22,0.035
20,0.031,1057.0,13.15,618.0,1.2,0.0,0.0,0.0,0.031
21,0.03,1056.0,15.96,614.0,1.19,0.0,0.0,0.0,0.03
22,0.031,1055.0,14.98,615.0,1.03,0.0,0.0,0.0,0.031
23,0.03,1057.0,14.54,618.0,1.0,0.0,0.0,0.0,0.03
24,0.029,1048.0,14.88,618.0,1.14,0.0,0.0,0.0,0.029
25,0.03,1053.0,14.23,620.0,0.92,0.0,0.0,0.0,0.03
26,0.029,1056.0,14.03,617.0,1.36,0.0,0.0,0.0,0.029
27,0.047,1048.0,13.97,614.0,1.66,0.0,709.0,0.32,0.047
