Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.053,1091.0,26.21,632.0,0.83,0.0,0.0,0.0,0.053
1,0.031,1053.0,13.88,621.0,1.61,0.0,0.0,0.0,0.031
2,0.028,1051.0,13.44,615.0,1.02,0.0,0.0,0.0,0.028
3,0.032,1052.0,13.94,622.0,1.5,0.0,0.0,0.0,0.032
4,0.028,1050.0,13.41,617.0,1.35,0.0,0.0,0.0,0.028
5,0.028,1051.0,13.76,613.0,1.14,0.0,0.0,0.0,0.028
6,0.031,1053.0,15.13,619.0,1.54,0.0,0.0,0.0,0.031
7,0.028,1046.0,14.16,618.0,1.18,0.0,0.0,0.0,0.028
8,0.028,1043.0,12.75,613.0,0.66,0.0,0.0,0.0,0.028
9,0.03,1080.0,11.57,650.0,1.14,0.0,712.0,0.41,0.03
10,0.03,1057.0,12.87,615.0,1.04,0.0,0.0,0.0,0.03
11,0.03,1060.0,13.13,620.0,1.82,0.0,0.0,0.0,0.03
12,0.032,1057.0,16.81,612.0,1.25,0.0,0.0,0.0,0.032
13,0.031,1055.0,13.66,619.0,1.53,0.0,0.0,0.0,0.031
14,0.022,1012.0,9.51,618.0,1.46,0.0,0.0,0.0,0.022
15,0.024,1025.0,10.23,615.0,1.81,0.0,0.0,0.0,0.024
16,0.027,1051.0,14.99,614.0,0.59,0.0,0.0,0.0,0.027
17,0.03,1059.0,13.5,615.0,1.73,0.0,0.0,0.0,0.03
18,0.029,1048.0,14.94,613.0,1.35,0.0,0.0,0.0,0.029
19,0.029,1058.0,13.65,614.0,1.32,0.0,0.0,0.0,0.029
20,0.032,1057.0,16.48,667.0,1.17,0.001,714.0,0.61,0.033
21,0.029,1051.0,14.36,615.0,1.12,0.0,0.0,0.0,0.029
22,0.03,1056.0,12.64,617.0,1.97,0.0,0.0,0.0,0.03
23,0.027,1047.0,14.47,611.0,1.36,0.0,0.0,0.0,0.027
24,0.03,1052.0,14.49,616.0,0.93,0.0,0.0,0.0,0.03
25,0.046,1047.0,28.16,619.0,1.16,0.0,0.0,0.0,0.046
26,0.029,1052.0,12.86,620.0,1.56,0.0,0.0,0.0,0.029
27,0.031,1055.0,15.94,619.0,0.95,0.0,711.0,0.42,0.031
28,0.049,1113.0,21.73,619.0,0.99,0.0,0.0,0.0,0.049
29,0.03,1042.0,10.82,617.0,1.36,0.0,0.0,0.0,0.03
30,0.029,1058.0,13.1,613.0,2.03,0.0,0.0,0.0,0.029
31,0.021,1015.0,9.91,610.0,1.16,0.0,0.0,0.0,0.021
32,0.02,1014.0,7.81,614.0,1.62,0.0,0.0,0.0,0.02
33,0.028,1051.0,14.09,618.0,1.14,0.0,0.0,0.0,0.028
34,0.03,1053.0,14.06,620.0,1.5,0.0,0.0,0.0,0.03
35,0.03,1051.0,15.25,618.0,1.39,0.0,0.0,0.0,0.03
36,0.033,1055.0,15.99,614.0,1.5,0.0,0.0,0.0,0.033
37,0.031,1047.0,20.12,609.0,0.83,0.0,0.0,0.0,0.031
