Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.072,1108.0,29.96,631.0,0.99,0.0,709.0,0.32,0.072
1,0.028,1040.0,10.82,613.0,0.9,0.0,0.0,0.0,0.028
2,0.028,1052.0,13.22,612.0,1.15,0.0,0.0,0.0,0.028
3,0.02,997.0,8.05,619.0,1.75,0.0,0.0,0.0,0.02
4,0.025,1036.0,9.64,615.0,1.67,0.0,0.0,0.0,0.025
5,0.027,1049.0,13.56,618.0,1.16,0.0,0.0,0.0,0.027
6,0.029,1057.0,15.12,614.0,1.4,0.0,0.0,0.0,0.029
7,0.031,1052.0,14.53,613.0,1.78,0.0,0.0,0.0,0.031
8,0.048,1047.0,29.38,614.0,2.07,0.0,0.0,0.0,0.048
9,0.031,1052.0,15.26,617.0,1.61,0.0,711.0,0.42,0.031
10,0.03,1051.0,14.5,618.0,1.25,0.0,0.0,0.0,0.03
11,0.03,1056.0,13.54,615.0,1.64,0.0,0.0,0.0,0.03
12,0.027,1051.0,13.64,617.0,1.1,0.0,0.0,0.0,0.027
13,0.029,1059.0,13.51,610.0,1.23,0.0,0.0,0.0,0.029
14,0.027,1056.0,12.94,608.0,1.2,0.0,0.0,0.0,0.027
15,0.026,1041.0,12.55,607.0,0.96,0.0,0.0,0.0,0.026
16,0.027,1052.0,11.82,611.0,1.44,0.0,0.0,0.0,0.027
17,0.03,1051.0,14.07,611.0,1.47,0.0,0.0,0.0,0.03
18,0.029,1043.0,14.36,612.0,1.29,0.0,0.0,0.0,0.029
19,0.029,1050.0,13.96,612.0,1.11,0.0,0.0,0.0,0.029
20,0.018,999.0,8.72,615.0,0.96,0.0,0.0,0.0,0.018
21,0.022,1023.0,6.57,610.0,1.57,0.0,0.0,0.0,0.022
22,0.029,1046.0,9.7,610.0,1.33,0.0,0.0,0.0,0.029
23,0.029,1057.0,14.35,611.0,1.17,0.0,0.0,0.0,0.029
24,0.029,1054.0,13.71,618.0,1.28,0.0,0.0,0.0,0.029
25,0.028,1060.0,12.72,614.0,1.07,0.0,0.0,0.0,0.028
26,0.029,1053.0,14.04,619.0,0.97,0.0,0.0,0.0,0.029
27,0.031,1054.0,15.06,619.0,1.02,0.0,0.0,0.0,0.031
28,0.03,1039.0,14.31,617.0,0.96,0.0,0.0,0.0,0.03
29,0.035,1056.0,16.52,619.0,1.48,0.0,0.0,0.0,0.035
30,0.029,1049.0,13.67,613.0,1.11,0.0,0.0,0.0,0.029
31,0.038,1069.0,14.71,733.0,1.38,0.0,712.0,0.42,0.038
32,0.032,1043.0,15.33,621.0,1.35,0.0,0.0,0.0,0.032
33,0.028,1051.0,13.41,614.0,1.48,0.0,0.0,0.0,0.028
34,0.028,1053.0,14.02,612.0,1.49,0.0,0.0,0.0,0.028
35,0.028,1052.0,13.59,613.0,1.11,0.0,0.0,0.0,0.028
36,0.026,1035.0,11.5,615.0,0.99,0.0,0.0,0.0,0.026
37,0.032,1001.0,34.08,611.0,1.59,0.0,0.0,0.0,0.032
38,0.026,1044.0,12.89,612.0,1.12,0.0,0.0,0.0,0.026
39,0.031,1054.0,14.64,618.0,1.12,0.0,0.0,0.0,0.031
40,0.027,1035.0,12.48,611.0,0.7,0.0,0.0,0.0,0.027
41,0.029,1039.0,11.47,617.0,1.03,0.0,0.0,0.0,0.029
42,0.031,1057.0,14.81,618.0,1.0,0.0,0.0,0.0,0.031
43,0.029,1049.0,14.22,618.0,1.0,0.0,0.0,0.0,0.029
44,0.027,1050.0,14.97,615.0,0.66,0.0,0.0,0.0,0.027
45,0.029,1059.0,13.18,618.0,0.99,0.0,0.0,0.0,0.029
46,0.029,1054.0,13.55,617.0,1.25,0.0,0.0,0.0,0.029
47,0.03,1051.0,14.03,614.0,1.66,0.0,0.0,0.0,0.03
48,0.03,1048.0,15.18,619.0,0.98,0.0,0.0,0.0,0.03
49,0.029,1057.0,13.61,619.0,0.99,0.0,0.0,0.0,0.029
50,0.029,1061.0,13.57,617.0,1.33,0.0,0.0,0.0,0.029
51,0.032,1060.0,15.7,612.0,1.55,0.0,0.0,0.0,0.032
52,0.029,1059.0,13.07,609.0,1.51,0.0,0.0,0.0,0.029
53,0.025,1027.0,12.63,609.0,1.08,0.0,0.0,0.0,0.025
54,0.017,1011.0,7.77,611.0,1.06,0.0,0.0,0.0,0.017
55,0.028,1057.0,12.56,619.0,0.95,0.0,0.0,0.0,0.028
56,0.033,1058.0,14.56,622.0,1.47,0.0,0.0,0.0,0.033
57,0.051,1067.0,16.66,781.0,1.47,0.001,711.0,0.42,0.052
58,0.047,1069.0,16.15,618.0,1.21,0.0,0.0,0.0,0.047
59,0.034,1048.0,15.57,617.0,1.16,0.0,0.0,0.0,0.034
60,0.03,1043.0,10.32,615.0,1.3,0.0,0.0,0.0,0.03
61,0.03,1053.0,12.95,613.0,1.17,0.0,0.0,0.0,0.03
62,0.026,1051.0,15.35,614.0,0.67,0.0,0.0,0.0,0.026
63,0.031,1050.0,14.97,613.0,1.08,0.0,0.0,0.0,0.031
64,0.027,1055.0,13.96,615.0,0.68,0.0,0.0,0.0,0.027
65,0.031,1057.0,16.6,616.0,1.34,0.0,0.0,0.0,0.031
66,0.047,1054.0,31.35,611.0,1.14,0.0,0.0,0.0,0.047
67,0.029,1052.0,14.22,618.0,1.11,0.0,0.0,0.0,0.029
68,0.031,1049.0,15.55,618.0,0.97,0.0,0.0,0.0,0.031
