Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.056,1106.0,30.24,629.0,0.82,0.0,0.0,0.0,0.056
1,0.038,1048.0,18.38,618.0,1.12,0.0,0.0,0.0,0.038
2,0.031,1052.0,15.96,611.0,0.68,0.0,0.0,0.0,0.031
3,0.028,1049.0,14.13,613.0,0.66,0.0,0.0,0.0,0.028
4,0.403,1389.0,58.12,757.0,10.14,0.0,711.0,0.31,0.403
5,1.357,1168.0,56.04,1751.0,39.81,0.0,0.0,0.0,1.357
6,0.035,1050.0,12.86,614.0,2.19,0.0,704.0,0.22,0.035
7,0.031,1052.0,14.81,615.0,1.64,0.0,0.0,0.0,0.031
8,0.051,1107.0,21.62,621.0,1.77,0.0,709.0,0.32,0.051
9,0.035,1071.0,16.79,626.0,1.71,0.002,712.0,0.84,0.037
10,0.03,1054.0,14.12,618.0,1.22,0.0,0.0,0.0,0.03
11,0.03,1037.0,11.63,615.0,1.17,0.0,0.0,0.0,0.03
12,0.03,1045.0,11.96,613.0,1.83,0.0,0.0,0.0,0.03
13,0.028,1050.0,13.4,615.0,1.08,0.0,0.0,0.0,0.028
14,0.049,1085.0,24.22,615.0,0.97,0.0,710.0,0.32,0.049
15,0.066,1065.0,50.72,610.0,1.53,0.0,0.0,0.0,0.066
16,0.032,1076.0,15.56,614.0,1.97,0.001,707.0,0.54,0.033
17,0.03,1047.0,15.35,613.0,1.14,0.0,0.0,0.0,0.03
18,0.029,1052.0,12.89,621.0,1.79,0.0,0.0,0.0,0.029
19,0.03,1051.0,15.05,614.0,1.05,0.0,0.0,0.0,0.03
20,0.033,1052.0,16.27,619.0,1.72,0.0,709.0,0.32,0.033
21,0.029,1056.0,13.67,608.0,1.06,0.0,0.0,0.0,0.029
22,0.015,993.0,7.95,609.0,1.15,0.0,0.0,0.0,0.015
23,0.023,1044.0,10.49,611.0,1.59,0.0,0.0,0.0,0.023
24,0.031,1060.0,15.65,612.0,1.48,0.0,0.0,0.0,0.031
25,0.03,1058.0,14.87,613.0,1.12,0.0,0.0,0.0,0.03
26,0.029,1053.0,14.24,617.0,1.29,0.0,0.0,0.0,0.029
27,0.029,1054.0,13.96,612.0,1.15,0.0,0.0,0.0,0.029
28,0.029,1050.0,14.17,619.0,0.98,0.0,0.0,0.0,0.029
29,0.032,1052.0,15.48,620.0,1.06,0.0,0.0,0.0,0.032
30,0.028,1048.0,14.54,614.0,1.1,0.0,0.0,0.0,0.028
31,0.029,1037.0,10.81,611.0,1.18,0.0,0.0,0.0,0.029
32,0.028,1055.0,12.79,617.0,1.35,0.0,0.0,0.0,0.028
33,0.028,1045.0,13.78,614.0,1.08,0.0,0.0,0.0,0.028
34,0.03,1053.0,14.32,618.0,0.97,0.0,0.0,0.0,0.03
35,0.033,1050.0,16.6,621.0,1.5,0.0,0.0,0.0,0.033
36,0.029,1053.0,13.76,622.0,1.49,0.0,0.0,0.0,0.029
37,0.031,1047.0,16.12,617.0,1.31,0.0,0.0,0.0,0.031
38,0.024,1025.0,9.96,613.0,1.48,0.0,0.0,0.0,0.024
39,0.018,1013.0,8.92,610.0,1.38,0.0,0.0,0.0,0.018
40,0.029,1056.0,13.86,611.0,1.16,0.0,0.0,0.0,0.029
41,0.029,1048.0,14.61,619.0,0.99,0.0,0.0,0.0,0.029
42,0.031,1055.0,13.88,621.0,1.7,0.0,0.0,0.0,0.031
43,0.029,1048.0,14.33,615.0,1.06,0.0,0.0,0.0,0.029
44,0.046,1057.0,40.45,616.0,1.09,0.0,0.0,0.0,0.046
45,0.03,1055.0,13.77,614.0,1.69,0.0,0.0,0.0,0.03
46,0.03,1056.0,13.03,622.0,1.49,0.0,0.0,0.0,0.03
47,0.029,1051.0,13.48,618.0,1.04,0.0,0.0,0.0,0.029
48,0.03,1052.0,13.23,617.0,2.05,0.0,0.0,0.0,0.03
49,0.03,1051.0,13.91,612.0,1.23,0.0,0.0,0.0,0.03
50,0.029,1035.0,10.44,615.0,1.04,0.0,0.0,0.0,0.029
51,0.028,1038.0,14.32,619.0,1.08,0.0,0.0,0.0,0.028
52,0.029,1057.0,12.71,618.0,1.52,0.0,0.0,0.0,0.029
53,0.028,1054.0,13.52,618.0,1.27,0.0,0.0,0.0,0.028
54,0.029,1051.0,16.28,611.0,0.73,0.0,0.0,0.0,0.029
55,0.027,1012.0,13.08,615.0,1.21,0.0,0.0,0.0,0.027
56,0.024,1038.0,10.37,612.0,1.15,0.0,0.0,0.0,0.024
57,0.028,1049.0,13.31,617.0,1.24,0.0,0.0,0.0,0.028
58,0.029,1060.0,14.47,608.0,0.95,0.0,0.0,0.0,0.029
59,0.03,1060.0,14.14,611.0,1.91,0.0,0.0,0.0,0.03
60,0.028,1048.0,13.52,610.0,1.4,0.0,0.0,0.0,0.028
61,0.03,1053.0,13.27,618.0,1.59,0.0,0.0,0.0,0.03
62,0.03,1053.0,14.75,619.0,0.99,0.0,0.0,0.0,0.03
63,0.04,1065.0,21.23,657.0,0.8,0.001,712.0,0.41,0.041
64,0.031,1054.0,14.46,620.0,1.54,0.0,0.0,0.0,0.031
65,0.031,1054.0,15.9,616.0,1.19,0.0,704.0,0.22,0.031
66,0.029,1056.0,13.46,612.0,1.15,0.0,0.0,0.0,0.029
67,0.028,1057.0,14.14,617.0,1.18,0.0,0.0,0.0,0.028
68,0.033,1057.0,16.27,617.0,1.09,0.0,711.0,0.42,0.033
69,0.038,1046.0,16.23,619.0,0.96,0.0,0.0,0.0,0.038
70,0.029,1040.0,11.65,618.0,0.97,0.0,0.0,0.0,0.029
71,0.028,1052.0,13.56,616.0,1.07,0.0,0.0,0.0,0.028
72,0.016,997.0,8.01,610.0,1.22,0.0,0.0,0.0,0.016
73,0.037,1041.0,29.81,609.0,1.25,0.0,0.0,0.0,0.037
74,0.03,1058.0,17.36,608.0,1.08,0.0,0.0,0.0,0.03
75,0.03,1053.0,14.25,609.0,1.5,0.0,0.0,0.0,0.03
76,0.03,1053.0,13.77,616.0,1.65,0.0,0.0,0.0,0.03
77,0.03,1052.0,16.18,619.0,0.95,0.0,712.0,0.42,0.03
78,0.031,1063.0,15.27,617.0,1.32,0.0,0.0,0.0,0.031
79,0.03,1059.0,15.29,613.0,1.27,0.0,0.0,0.0,0.03
80,0.031,1053.0,15.22,615.0,1.03,0.0,0.0,0.0,0.031
81,0.033,1054.0,19.73,618.0,0.92,0.0,0.0,0.0,0.033
82,0.027,1053.0,13.87,613.0,1.06,0.0,0.0,0.0,0.027
83,0.03,1050.0,14.33,608.0,1.18,0.0,0.0,0.0,0.03
84,0.028,1047.0,12.39,609.0,1.35,0.0,0.0,0.0,0.028
85,0.031,1048.0,14.56,611.0,1.3,0.0,0.0,0.0,0.031
86,0.029,1051.0,12.69,614.0,0.97,0.0,0.0,0.0,0.029
87,0.026,1041.0,12.68,619.0,0.93,0.0,0.0,0.0,0.026
