Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.063,1137.0,26.1,626.0,0.84,0.0,0.0,0.0,0.063
1,0.016,993.0,7.81,610.0,1.54,0.0,709.0,0.32,0.016
2,0.027,1046.0,14.76,606.0,0.74,0.0,0.0,0.0,0.027
3,0.032,1054.0,16.68,616.0,1.06,0.0,0.0,0.0,0.032
4,0.03,1052.0,13.6,621.0,1.45,0.0,0.0,0.0,0.03
5,0.032,1056.0,13.84,622.0,1.51,0.0,0.0,0.0,0.032
6,0.033,1060.0,15.9,618.0,1.53,0.0,0.0,0.0,0.033
7,0.032,1060.0,14.92,615.0,1.67,0.0,0.0,0.0,0.032
8,0.031,1047.0,16.13,619.0,0.95,0.0,0.0,0.0,0.031
9,0.031,1074.0,13.15,636.0,1.52,0.0,709.0,0.32,0.031
10,0.087,1051.0,55.61,613.0,1.06,0.0,0.0,0.0,0.087
11,0.117,1042.0,99.23,608.0,1.04,0.0,0.0,0.0,0.117
12,0.207,1057.0,98.85,609.0,1.25,0.002,709.0,0.85,0.209
13,0.125,1050.0,99.64,609.0,1.31,0.0,0.0,0.0,0.125
14,0.141,1047.0,99.47,609.0,1.21,0.0,0.0,0.0,0.141
15,0.174,1054.0,99.88,608.0,1.03,0.0,0.0,0.0,0.174
16,0.134,1051.0,99.91,608.0,1.19,0.0,0.0,0.0,0.134
17,0.186,1056.0,99.82,609.0,1.36,0.0,0.0,0.0,0.186
18,0.047,1035.0,34.26,608.0,1.03,0.002,711.0,0.73,0.049
19,0.023,1022.0,12.26,612.0,1.18,0.0,0.0,0.0,0.023
20,0.03,1033.0,11.23,618.0,1.0,0.0,0.0,0.0,0.03
21,0.032,1055.0,13.42,619.0,1.0,0.0,0.0,0.0,0.032
22,0.03,1054.0,14.01,619.0,1.04,0.0,0.0,0.0,0.03
23,0.04,1050.0,22.76,618.0,1.01,0.0,709.0,0.32,0.04
24,0.031,1054.0,15.16,618.0,0.99,0.0,0.0,0.0,0.031
25,0.052,1126.0,24.74,618.0,1.09,0.0,0.0,0.0,0.052
26,0.033,1055.0,16.24,615.0,1.02,0.0,0.0,0.0,0.033
27,0.032,1054.0,16.14,617.0,1.35,0.0,0.0,0.0,0.032
28,0.032,1048.0,15.19,611.0,1.44,0.0,0.0,0.0,0.032
29,0.031,1048.0,14.76,616.0,1.21,0.0,0.0,0.0,0.031
30,0.03,1055.0,14.0,617.0,1.01,0.0,0.0,0.0,0.03
31,0.028,1043.0,15.04,619.0,1.0,0.0,0.0,0.0,0.028
32,0.032,1056.0,14.61,617.0,1.39,0.0,0.0,0.0,0.032
33,0.028,1057.0,13.16,613.0,1.12,0.0,0.0,0.0,0.028
34,0.029,1050.0,13.84,618.0,0.96,0.0,0.0,0.0,0.029
35,0.016,999.0,7.44,614.0,1.06,0.0,0.0,0.0,0.016
36,0.025,1042.0,11.08,611.0,1.14,0.0,0.0,0.0,0.025
37,0.032,1061.0,13.92,617.0,1.89,0.0,0.0,0.0,0.032
38,0.029,1049.0,14.84,612.0,1.35,0.0,0.0,0.0,0.029
39,0.031,1046.0,12.24,617.0,1.21,0.0,0.0,0.0,0.031
40,0.027,1038.0,10.26,615.0,1.16,0.0,0.0,0.0,0.027
41,0.03,1053.0,14.18,615.0,1.04,0.0,0.0,0.0,0.03
42,0.03,1053.0,15.01,618.0,1.06,0.0,0.0,0.0,0.03
43,0.028,1052.0,15.01,611.0,0.91,0.0,0.0,0.0,0.028
44,0.03,1056.0,13.81,614.0,1.73,0.0,0.0,0.0,0.03
45,0.03,1053.0,15.15,613.0,1.09,0.0,0.0,0.0,0.03
46,0.035,1051.0,21.32,619.0,1.7,0.0,0.0,0.0,0.035
47,0.042,1058.0,33.82,612.0,1.17,0.0,0.0,0.0,0.042
48,0.03,1056.0,13.58,617.0,1.38,0.0,0.0,0.0,0.03
49,0.03,1053.0,13.6,615.0,1.9,0.0,0.0,0.0,0.03
50,0.028,1058.0,12.61,613.0,1.5,0.0,0.0,0.0,0.028
51,0.028,1051.0,12.82,609.0,1.17,0.0,0.0,0.0,0.028
52,0.016,993.0,7.99,608.0,1.13,0.0,0.0,0.0,0.016
53,0.025,1049.0,10.24,611.0,1.47,0.0,0.0,0.0,0.025
54,0.03,1054.0,15.25,614.0,1.3,0.0,0.0,0.0,0.03
55,0.028,1055.0,13.98,612.0,1.11,0.0,0.0,0.0,0.028
56,0.03,1054.0,14.88,611.0,1.61,0.0,0.0,0.0,0.03
57,0.031,1050.0,16.22,612.0,1.15,0.0,0.0,0.0,0.031
58,0.029,1060.0,13.75,617.0,1.36,0.0,0.0,0.0,0.029
59,0.03,1038.0,10.31,615.0,1.29,0.0,0.0,0.0,0.03
60,0.032,1050.0,15.27,616.0,1.32,0.0,0.0,0.0,0.032
61,0.026,1044.0,14.89,611.0,0.76,0.0,0.0,0.0,0.026
62,0.029,1058.0,14.25,617.0,0.98,0.0,0.0,0.0,0.029
63,0.029,1057.0,13.05,616.0,1.24,0.0,0.0,0.0,0.029
64,0.031,1053.0,13.37,615.0,1.64,0.0,0.0,0.0,0.031
65,0.028,1046.0,16.14,615.0,0.75,0.0,0.0,0.0,0.028
66,0.034,1057.0,15.28,615.0,1.3,0.0,0.0,0.0,0.034
67,0.03,1053.0,13.93,613.0,1.16,0.0,0.0,0.0,0.03
68,0.027,1048.0,13.3,616.0,1.03,0.0,0.0,0.0,0.027
69,0.016,992.0,6.56,612.0,1.88,0.0,0.0,0.0,0.016
70,0.031,1057.0,13.87,723.0,1.39,0.0,714.0,0.61,0.031
71,0.032,1050.0,14.5,621.0,1.49,0.0,0.0,0.0,0.032
72,0.03,1057.0,15.07,619.0,0.97,0.0,0.0,0.0,0.03
73,0.03,1050.0,14.86,618.0,1.34,0.0,0.0,0.0,0.03
74,0.031,1051.0,13.65,617.0,1.64,0.0,0.0,0.0,0.031
75,0.027,1047.0,15.45,615.0,0.7,0.0,0.0,0.0,0.027
76,0.047,1051.0,30.67,612.0,1.26,0.0,0.0,0.0,0.047
77,0.029,1056.0,14.07,610.0,1.54,0.0,0.0,0.0,0.029
78,0.03,1044.0,12.43,612.0,1.14,0.0,0.0,0.0,0.03
79,0.029,1042.0,11.48,616.0,1.03,0.0,0.0,0.0,0.029
80,0.032,1053.0,14.3,620.0,1.85,0.0,0.0,0.0,0.032
81,0.029,1057.0,14.08,614.0,1.07,0.0,0.0,0.0,0.029
82,0.03,1057.0,12.97,620.0,1.84,0.0,0.0,0.0,0.03
83,0.039,1055.0,16.65,749.0,1.32,0.0,711.0,0.41,0.039
84,0.049,1097.0,20.74,613.0,1.54,0.0,0.0,0.0,0.049
85,0.029,1043.0,13.61,610.0,0.95,0.0,0.0,0.0,0.029
86,0.016,992.0,6.8,613.0,1.62,0.0,0.0,0.0,0.016
87,0.029,1048.0,11.6,621.0,1.56,0.0,0.0,0.0,0.029
88,0.03,1050.0,13.15,620.0,1.76,0.0,0.0,0.0,0.03
89,0.031,1056.0,14.17,617.0,2.1,0.0,0.0,0.0,0.031
90,0.031,1057.0,13.8,615.0,1.91,0.0,0.0,0.0,0.031
91,0.03,1051.0,13.68,615.0,1.7,0.0,0.0,0.0,0.03
92,0.03,1057.0,12.41,620.0,1.84,0.0,0.0,0.0,0.03
93,0.028,1056.0,13.92,612.0,1.54,0.0,0.0,0.0,0.028
94,0.029,1050.0,14.19,612.0,1.15,0.0,0.0,0.0,0.029
95,0.03,1058.0,13.98,616.0,1.33,0.0,0.0,0.0,0.03
96,0.029,1061.0,13.52,611.0,1.47,0.0,0.0,0.0,0.029
97,0.03,1045.0,12.15,613.0,1.15,0.0,0.0,0.0,0.03
98,0.028,1039.0,10.55,618.0,0.98,0.0,0.0,0.0,0.028
99,0.029,1050.0,13.88,618.0,1.0,0.0,0.0,0.0,0.029
