Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.054,1113.0,27.74,632.0,1.28,0.0,704.0,0.22,0.054
1,0.032,1056.0,13.75,615.0,1.92,0.0,0.0,0.0,0.032
2,0.031,1057.0,14.27,614.0,1.77,0.0,0.0,0.0,0.031
3,0.03,1061.0,16.3,614.0,1.05,0.0,0.0,0.0,0.03
4,0.047,1093.0,21.85,610.0,1.02,0.0,0.0,0.0,0.047
5,0.03,1063.0,15.43,610.0,1.31,0.0,0.0,0.0,0.03
6,0.03,1040.0,10.94,613.0,1.48,0.0,0.0,0.0,0.03
7,0.029,1061.0,13.32,611.0,1.42,0.0,0.0,0.0,0.029
8,0.028,1052.0,13.62,612.0,1.13,0.0,0.0,0.0,0.028
9,0.031,1058.0,15.32,623.0,1.28,0.001,711.0,0.41,0.032
10,0.029,1055.0,14.97,615.0,1.09,0.0,0.0,0.0,0.029
11,0.032,1054.0,15.14,618.0,1.11,0.0,0.0,0.0,0.032
12,0.027,1049.0,14.62,611.0,0.94,0.0,0.0,0.0,0.027
13,0.049,1050.0,28.96,613.0,2.05,0.0,0.0,0.0,0.049
14,0.031,1054.0,13.43,616.0,1.69,0.0,0.0,0.0,0.031
15,0.018,1001.0,7.9,618.0,1.44,0.0,0.0,0.0,0.018
16,0.024,1032.0,11.11,612.0,1.17,0.0,0.0,0.0,0.024
17,0.027,1051.0,14.36,612.0,0.9,0.0,0.0,0.0,0.027
18,0.031,1051.0,14.27,614.0,1.67,0.0,0.0,0.0,0.031
19,0.035,1064.0,18.27,618.0,1.07,0.0,0.0,0.0,0.035
20,0.029,1058.0,14.48,615.0,0.98,0.0,0.0,0.0,0.029
21,0.03,1058.0,14.2,619.0,0.96,0.0,0.0,0.0,0.03
22,0.035,1059.0,14.52,619.0,0.97,0.0,0.0,0.0,0.035
23,0.03,1047.0,17.45,615.0,0.64,0.0,0.0,0.0,0.03
24,0.03,1053.0,15.41,617.0,0.99,0.0,0.0,0.0,0.03
25,0.031,1038.0,11.13,618.0,1.03,0.0,0.0,0.0,0.031
26,0.028,1047.0,11.8,614.0,1.37,0.0,0.0,0.0,0.028
27,0.029,1053.0,13.45,613.0,1.16,0.0,0.0,0.0,0.029
28,0.028,1050.0,16.33,615.0,0.82,0.0,0.0,0.0,0.028
29,0.031,1061.0,13.5,616.0,1.21,0.0,0.0,0.0,0.031
30,0.03,1050.0,13.95,617.0,0.99,0.0,0.0,0.0,0.03
31,0.027,1046.0,13.71,615.0,0.94,0.0,0.0,0.0,0.027
32,0.016,1000.0,7.02,609.0,1.2,0.0,0.0,0.0,0.016
33,0.028,1051.0,12.55,611.0,1.61,0.0,0.0,0.0,0.028
34,0.03,1052.0,14.61,614.0,1.68,0.0,0.0,0.0,0.03
35,0.031,1050.0,15.94,618.0,0.98,0.0,0.0,0.0,0.031
36,0.037,1078.0,15.79,770.0,1.17,0.0,713.0,0.52,0.037
37,0.027,1052.0,15.13,615.0,0.71,0.0,0.0,0.0,0.027
38,0.033,1054.0,13.75,620.0,1.52,0.0,0.0,0.0,0.033
39,0.027,1048.0,13.85,619.0,0.97,0.0,0.0,0.0,0.027
40,0.032,1055.0,14.23,620.0,1.92,0.0,0.0,0.0,0.032
41,0.03,1049.0,14.83,611.0,1.12,0.0,0.0,0.0,0.03
42,0.032,1051.0,15.42,619.0,1.86,0.0,0.0,0.0,0.032
43,0.045,1048.0,37.94,613.0,2.21,0.0,0.0,0.0,0.045
44,0.029,1035.0,13.44,610.0,0.76,0.0,0.0,0.0,0.029
45,0.029,1038.0,11.78,617.0,1.0,0.0,0.0,0.0,0.029
46,0.028,1050.0,15.14,615.0,0.61,0.0,0.0,0.0,0.028
47,0.029,1058.0,13.55,614.0,1.41,0.0,0.0,0.0,0.029
48,0.027,1043.0,13.14,607.0,1.0,0.0,0.0,0.0,0.027
49,0.02,997.0,9.24,609.0,1.46,0.0,0.0,0.0,0.02
50,0.026,1045.0,12.27,610.0,1.17,0.0,0.0,0.0,0.026
51,0.03,1048.0,16.53,615.0,0.64,0.0,0.0,0.0,0.03
52,0.028,1050.0,16.68,611.0,0.67,0.0,0.0,0.0,0.028
53,0.031,1057.0,13.17,618.0,1.69,0.0,0.0,0.0,0.031
54,0.032,1056.0,14.54,615.0,1.0,0.0,0.0,0.0,0.032
55,0.029,1054.0,14.6,619.0,0.98,0.0,0.0,0.0,0.029
56,0.03,1053.0,13.38,619.0,1.04,0.0,0.0,0.0,0.03
57,0.029,1053.0,13.91,614.0,1.39,0.0,0.0,0.0,0.029
58,0.027,1044.0,14.68,610.0,0.76,0.0,0.0,0.0,0.027
59,0.03,1054.0,14.24,616.0,1.15,0.0,0.0,0.0,0.03
60,0.031,1053.0,15.16,615.0,1.03,0.0,0.0,0.0,0.031
61,0.031,1060.0,16.98,615.0,0.9,0.0,0.0,0.0,0.031
62,0.032,1062.0,15.42,608.0,1.28,0.0,0.0,0.0,0.032
63,0.055,1122.0,25.44,750.0,1.81,0.0,714.0,0.61,0.055
64,0.027,1034.0,12.03,609.0,0.81,0.0,0.0,0.0,0.027
65,0.034,1050.0,13.63,620.0,1.49,0.0,0.0,0.0,0.034
66,0.023,1012.0,10.83,614.0,0.78,0.0,705.0,0.22,0.023
67,0.021,1024.0,10.08,609.0,1.2,0.0,0.0,0.0,0.021
68,0.031,1053.0,14.32,615.0,1.01,0.0,0.0,0.0,0.031
69,0.03,1038.0,14.54,619.0,1.18,0.0,0.0,0.0,0.03
70,0.03,1056.0,16.63,612.0,0.97,0.0,0.0,0.0,0.03
71,0.029,1056.0,14.62,613.0,1.1,0.0,0.0,0.0,0.029
72,0.046,1053.0,29.64,612.0,1.02,0.0,0.0,0.0,0.046
73,0.029,1049.0,12.83,608.0,1.17,0.0,0.0,0.0,0.029
74,0.029,1043.0,13.12,609.0,1.46,0.0,0.0,0.0,0.029
75,0.029,1054.0,13.33,610.0,1.49,0.0,0.0,0.0,0.029
76,0.029,1045.0,13.61,611.0,1.3,0.0,0.0,0.0,0.029
77,0.028,1054.0,13.44,612.0,1.42,0.0,0.0,0.0,0.028
78,0.029,1051.0,13.99,611.0,1.15,0.0,0.0,0.0,0.029
79,0.027,1049.0,14.29,615.0,0.74,0.0,0.0,0.0,0.027
80,0.028,1047.0,14.11,614.0,1.03,0.0,0.0,0.0,0.028
81,0.032,1051.0,14.67,619.0,0.98,0.0,0.0,0.0,0.032
82,0.029,1054.0,13.48,616.0,0.98,0.0,0.0,0.0,0.029
83,0.015,991.0,7.59,610.0,1.18,0.0,0.0,0.0,0.015
84,0.026,1042.0,9.07,611.0,1.52,0.0,0.0,0.0,0.026
85,0.028,1038.0,11.19,612.0,1.1,0.0,0.0,0.0,0.028
86,0.031,1055.0,15.04,618.0,1.17,0.0,0.0,0.0,0.031
87,0.034,1066.0,14.99,612.0,1.01,0.0,0.0,0.0,0.034
88,0.029,1052.0,13.57,612.0,1.18,0.0,0.0,0.0,0.029
89,0.031,1047.0,14.63,620.0,1.11,0.0,0.0,0.0,0.031
90,0.03,1056.0,13.56,617.0,1.07,0.0,0.0,0.0,0.03
91,0.028,1046.0,16.22,612.0,0.7,0.0,0.0,0.0,0.028
92,0.03,1050.0,13.95,617.0,1.13,0.0,0.0,0.0,0.03
93,0.029,1047.0,13.94,615.0,1.01,0.0,0.0,0.0,0.029
94,0.028,1054.0,14.49,617.0,0.99,0.0,0.0,0.0,0.028
95,0.034,1058.0,15.74,770.0,1.25,0.0,713.0,0.52,0.034
96,0.03,1056.0,14.02,617.0,1.01,0.0,0.0,0.0,0.03
97,0.028,1049.0,14.06,613.0,1.04,0.0,0.0,0.0,0.028
