Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.072,1132.0,22.87,628.0,0.82,0.0,0.0,0.0,0.072
1,0.03,1059.0,16.09,615.0,0.69,0.0,709.0,0.32,0.03
2,0.029,1053.0,14.01,615.0,1.35,0.0,0.0,0.0,0.029
3,0.02,1012.0,10.09,610.0,1.18,0.0,0.0,0.0,0.02
4,0.021,1024.0,8.63,611.0,1.2,0.0,0.0,0.0,0.021
5,0.029,1052.0,13.92,614.0,1.13,0.0,0.0,0.0,0.029
6,0.029,1057.0,13.01,615.0,1.23,0.0,0.0,0.0,0.029
7,0.027,1056.0,14.89,612.0,0.77,0.0,0.0,0.0,0.027
8,0.027,1057.0,14.31,613.0,0.84,0.0,0.0,0.0,0.027
9,0.033,1059.0,15.39,618.0,1.97,0.0,712.0,0.42,0.033
10,0.029,1048.0,14.16,614.0,1.11,0.0,0.0,0.0,0.029
11,0.03,1050.0,14.47,618.0,0.97,0.0,0.0,0.0,0.03
12,0.027,1047.0,15.27,615.0,0.63,0.0,0.0,0.0,0.027
13,0.052,1133.0,22.8,618.0,1.36,0.001,712.0,0.63,0.053
14,0.028,1041.0,11.47,609.0,1.15,0.0,0.0,0.0,0.028
15,0.028,1064.0,13.39,610.0,1.49,0.0,0.0,0.0,0.028
16,0.028,1048.0,13.59,611.0,1.3,0.0,0.0,0.0,0.028
17,0.031,1050.0,14.04,615.0,1.56,0.0,0.0,0.0,0.031
18,0.03,1052.0,12.75,622.0,1.49,0.0,0.0,0.0,0.03
19,0.045,1050.0,37.24,619.0,0.98,0.0,0.0,0.0,0.045
20,0.026,1028.0,12.5,614.0,0.82,0.0,0.0,0.0,0.026
21,0.023,1006.0,11.76,613.0,1.58,0.0,711.0,0.73,0.023
22,0.033,1058.0,15.35,616.0,1.11,0.001,709.0,0.32,0.034
23,0.034,1054.0,16.73,614.0,1.92,0.001,711.0,0.42,0.035
24,0.034,1064.0,14.6,614.0,1.49,0.001,709.0,0.63,0.035
25,0.031,1058.0,14.8,611.0,1.33,0.0,0.0,0.0,0.031
26,0.028,1048.0,14.48,616.0,1.07,0.0,0.0,0.0,0.028
27,0.033,1054.0,14.71,622.0,1.52,0.001,712.0,0.42,0.034
28,0.029,1051.0,13.8,618.0,1.17,0.0,0.0,0.0,0.029
29,0.031,1051.0,14.94,615.0,1.79,0.0,0.0,0.0,0.031
