Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,272.1,236.5,1.116,false
1,258.1,236.5,1.105,false
2,257.7,236.6,1.105,false
3,257.2,236.6,1.109,false
4,256.9,236.5,1.119,false
5,257.0,236.5,1.114,false
6,256.8,236.5,1.115,false
7,257.3,236.5,1.105,false
8,256.9,236.5,1.105,false
9,256.5,236.5,1.228,false
10,268.3,236.6,1.148,false
11,267.7,236.5,1.146,false
12,267.2,236.5,1.153,false
13,266.9,236.5,1.155,false
14,266.5,236.3,1.18,false
15,266.6,236.4,1.143,false
16,266.3,236.5,1.154,false
17,266.0,236.6,1.15,false
18,265.7,236.6,1.194,false
19,272.9,236.5,1.248,false
20,273.5,236.8,1.188,false
21,273.5,236.3,1.2,false
22,273.7,236.5,1.196,false
23,273.7,236.6,1.198,false
24,273.8,236.3,1.198,false
25,274.0,236.5,1.2,false
26,274.1,236.3,1.185,false
27,274.1,236.3,1.188,false
28,274.4,236.2,1.202,false
29,274.7,236.4,1.285,false
30,281.9,236.4,1.228,false
31,281.8,236.4,1.221,false
32,281.6,236.0,1.227,false
33,281.7,236.6,1.232,false
34,281.8,236.3,1.246,false
35,281.9,236.6,1.24,false
36,281.8,236.4,1.231,false
37,282.4,236.5,1.268,false
38,288.7,236.5,1.25,false
39,288.7,236.5,1.309,false
40,289.0,236.6,1.24,false
41,288.7,236.3,1.279,false
42,289.0,236.5,1.274,false
43,289.5,236.7,1.288,false
44,289.9,236.6,1.275,false
45,290.2,236.5,1.29,false
46,296.9,236.6,1.287,false
47,297.1,236.5,1.296,false
48,297.2,236.3,1.293,false
49,297.3,236.6,1.33,false
50,297.7,236.5,1.295,false
51,297.8,236.5,1.295,false
52,297.7,236.3,1.295,false
53,297.8,236.4,1.298,false
54,297.9,236.3,1.312,false
55,298.3,236.3,1.309,false
56,298.8,236.4,1.312,false
57,299.1,236.1,1.323,false
58,299.7,236.4,1.327,false
59,299.9,236.2,1.339,false
60,300.3,236.4,1.31,false
61,300.3,236.3,1.307,false
62,300.5,236.3,1.318,false
63,300.5,236.1,1.322,false
64,300.9,236.2,1.325,false
65,301.2,236.1,1.322,false
66,301.5,236.3,1.32,false
67,301.8,235.9,1.325,false
68,302.1,236.2,1.313,false
