Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,268.3,237.5,1.198,false
1,262.5,237.5,1.106,false
2,255.5,237.5,1.104,false
3,255.4,237.5,1.187,false
4,255.8,237.7,1.103,false
5,255.7,237.5,1.1,false
6,255.5,237.6,1.096,false
7,255.3,237.7,1.097,false
8,255.0,237.5,1.099,false
9,255.0,237.6,1.131,false
10,262.2,237.6,1.151,false
11,262.2,237.4,1.131,false
12,262.3,237.4,1.148,false
13,262.5,237.5,1.197,false
14,268.9,237.5,1.146,false
15,268.3,237.6,1.134,false
16,263.2,237.4,1.136,false
17,263.2,237.5,1.148,false
18,263.2,237.5,1.193,false
19,273.1,237.5,1.195,false
20,273.3,237.3,1.169,false
21,273.1,237.4,1.194,false
22,273.5,237.5,1.192,false
23,273.7,237.4,1.244,false
24,274.3,237.5,1.2,false
25,274.3,237.4,1.198,false
26,274.5,237.4,1.187,false
27,274.3,237.4,1.195,false
28,274.5,237.4,1.208,false
29,279.6,237.2,1.213,false
30,279.5,237.4,1.225,false
31,279.7,237.6,1.199,false
32,279.2,237.4,1.214,false
33,279.1,237.3,1.241,false
34,279.5,237.2,1.206,false
35,279.3,237.0,1.238,false
36,284.4,237.1,1.267,false
37,291.9,237.0,1.263,false
38,291.9,237.1,1.23,false
39,291.6,237.1,1.256,false
40,291.5,237.0,1.275,false
41,291.5,236.9,1.257,false
42,291.5,237.0,1.291,false
43,291.5,237.1,1.286,false
44,291.6,237.2,1.269,false
45,291.6,237.1,1.286,false
46,292.2,237.1,1.282,false
47,292.7,237.1,1.283,false
48,293.2,237.2,1.302,false
49,293.7,237.2,1.277,false
50,294.1,237.2,1.285,false
51,294.3,237.1,1.256,false
52,294.4,237.1,1.293,false
53,294.6,237.1,1.312,false
54,295.1,237.2,1.305,false
55,301.7,237.0,1.303,false
56,301.6,237.0,1.31,false
57,301.4,236.9,1.303,false
58,301.2,236.9,1.307,false
59,301.1,237.2,1.305,false
60,301.1,237.2,1.308,false
61,301.0,236.9,1.301,false
62,300.9,236.9,1.306,false
63,300.8,236.9,1.335,false
64,301.3,237.0,1.318,false
65,301.6,237.0,1.317,false
66,301.7,236.9,1.314,false
67,301.9,237.0,1.319,false
68,302.0,237.0,1.313,false
69,302.0,236.8,1.315,false
70,302.1,237.0,1.314,false
71,302.3,237.1,1.31,false
72,302.3,236.9,1.327,false
73,302.8,236.7,1.344,false
74,303.2,236.8,1.339,false
75,303.5,236.8,1.332,false
76,303.7,236.9,1.327,false
77,303.9,236.8,1.332,false
78,304.1,236.8,1.334,false
79,304.3,236.5,1.328,false
80,304.4,236.6,1.328,false
81,304.5,236.5,1.34,false
82,305.1,236.7,1.328,false
83,305.4,236.7,1.34,false
84,305.9,236.8,1.341,false
85,306.1,236.6,1.339,false
86,306.3,236.5,1.333,false
87,306.4,236.4,1.339,false
88,306.6,236.2,1.345,false
89,306.8,236.3,1.344,false
90,307.0,236.5,1.343,false
91,307.4,236.5,1.348,false
92,307.6,236.4,1.343,false
93,307.9,236.4,1.334,false
94,308.2,236.3,1.343,false
95,308.3,236.3,1.339,false
96,308.5,236.0,1.347,false
97,308.6,236.0,1.345,false
98,308.6,236.0,1.336,false
99,308.6,236.1,1.358,false
100,308.9,236.3,1.346,false
101,309.0,236.2,1.365,false
102,309.3,236.3,1.348,false
103,309.5,236.2,1.359,false
104,309.7,236.2,1.35,false
105,309.9,236.2,1.349,false
106,310.0,236.4,1.353,false
107,310.0,236.2,1.34,false
108,310.2,236.5,1.35,false
109,310.2,236.4,1.355,false
110,310.3,236.3,1.358,false
111,310.5,236.3,1.362,false
112,310.7,236.5,1.358,false
113,310.9,236.3,1.359,false
114,311.1,236.4,1.358,false
115,311.1,236.5,1.363,false
116,311.5,236.5,1.353,false
117,311.5,236.4,1.356,false
118,311.8,236.6,1.365,false
119,311.9,236.5,1.357,false
120,312.0,236.4,1.351,false
121,312.1,236.5,1.356,false
122,312.2,236.6,1.354,false
123,312.3,236.5,1.352,false
124,312.4,236.7,1.359,false
125,312.3,236.9,1.353,false
126,312.4,236.8,1.352,false
