Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.5,236.8,1.101,false
1,256.1,237.0,1.101,false
2,256.2,237.0,1.096,false
3,255.5,236.9,1.105,false
4,255.2,237.1,1.107,false
5,255.2,237.0,1.102,false
6,254.8,236.9,1.11,false
7,254.8,237.0,1.117,false
8,254.6,236.8,1.097,false
9,254.2,236.8,1.154,false
10,263.3,237.0,1.165,false
11,263.4,236.8,1.159,false
12,271.3,237.0,1.156,false
13,264.8,236.9,1.15,false
14,264.8,236.8,1.15,false
15,264.7,236.9,1.153,false
16,265.0,237.0,1.155,false
17,265.1,236.9,1.17,false
18,265.3,236.8,1.204,false
19,275.6,236.8,1.211,false
20,275.8,236.7,1.2,false
21,275.8,236.7,1.201,false
22,276.4,236.7,1.202,false
23,276.4,236.7,1.199,false
24,276.5,236.6,1.207,false
25,276.7,236.7,1.201,false
26,276.6,236.5,1.212,false
27,276.8,236.4,1.244,false
28,283.9,236.5,1.244,false
29,284.0,236.4,1.239,false
30,284.2,236.4,1.249,false
31,284.4,236.4,1.244,false
32,284.9,236.5,1.247,false
33,284.9,236.4,1.244,false
34,285.1,236.2,1.253,false
35,285.2,236.6,1.242,false
36,285.2,236.3,1.274,false
37,292.1,236.7,1.283,false
38,292.1,236.6,1.28,false
39,292.2,236.6,1.276,false
40,292.3,236.5,1.269,false
41,292.4,236.4,1.272,false
42,292.6,236.8,1.274,false
43,292.5,236.6,1.274,false
44,292.5,236.5,1.272,false
45,292.5,236.9,1.3,false
46,297.7,236.5,1.285,false
47,297.3,236.6,1.29,false
48,297.4,236.6,1.281,false
49,297.3,236.6,1.299,false
50,297.4,236.6,1.285,false
51,297.5,236.5,1.3,false
52,297.7,236.6,1.292,false
53,297.7,236.9,1.292,false
54,297.7,236.6,1.309,false
55,298.1,236.8,1.313,false
56,303.6,236.7,1.304,false
57,303.1,236.7,1.306,false
58,303.0,236.7,1.312,false
59,302.7,236.5,1.316,false
60,302.5,236.7,1.321,false
61,302.5,236.7,1.309,false
62,302.5,237.0,1.308,false
63,302.1,236.7,1.29,false
64,294.3,236.9,1.255,false
65,288.9,236.6,1.229,false
66,289.1,236.7,1.269,false
67,289.7,236.5,1.299,false
68,295.9,236.6,1.296,false
69,296.2,236.6,1.301,false
70,296.5,236.7,1.292,false
71,296.6,236.7,1.286,false
72,297.0,236.8,1.306,false
73,297.4,236.6,1.313,false
74,297.7,236.8,1.301,false
75,297.9,236.8,1.296,false
76,298.0,236.8,1.282,false
77,297.7,236.9,1.308,false
78,297.7,236.9,1.274,false
79,297.6,236.7,1.286,false
80,297.5,236.7,1.314,false
81,297.9,236.8,1.305,false
82,303.1,236.8,1.327,false
83,302.7,236.5,1.308,false
84,302.4,236.6,1.327,false
85,302.1,236.7,1.3,false
86,301.8,236.7,1.329,false
87,301.7,236.5,1.321,false
88,301.8,236.6,1.312,false
89,301.8,236.6,1.313,false
90,301.8,236.7,1.323,false
91,301.9,236.6,1.331,false
92,302.4,236.7,1.323,false
93,302.5,236.4,1.344,false
94,302.7,236.4,1.334,false
95,302.8,236.5,1.292,false
96,302.4,236.7,1.309,false
97,302.3,236.7,1.313,false
98,301.7,236.4,1.321,false
99,296.2,236.5,1.321,false
100,296.7,236.6,1.322,false
101,302.5,236.7,1.298,false
102,302.8,236.5,1.359,false
103,309.0,236.4,1.364,false
104,309.3,236.7,1.35,false
105,309.5,236.7,1.36,false
106,309.8,236.7,1.355,false
107,309.7,236.7,1.352,false
108,309.9,236.6,1.356,false
109,310.1,236.4,1.356,false
110,310.3,236.7,1.371,false
111,310.7,236.6,1.369,false
112,311.1,236.7,1.365,false
113,311.3,236.8,1.361,false
114,311.5,236.7,1.368,false
115,311.7,236.3,1.367,false
116,311.9,236.2,1.363,false
117,312.1,236.1,1.364,false
118,312.2,236.1,1.369,false
119,312.4,236.3,1.357,false
120,312.4,236.3,1.373,false
121,312.5,236.3,1.366,false
122,312.6,236.3,1.373,false
123,313.0,236.6,1.332,false
124,312.8,236.5,1.361,false
125,312.9,236.5,1.365,false
126,312.9,236.5,1.369,false
127,313.0,236.5,1.359,false
128,313.0,236.8,1.363,false
129,313.2,236.7,1.363,false
130,313.3,236.7,1.359,false
131,313.3,236.7,1.361,false
132,313.4,236.7,1.363,false
133,313.4,236.8,1.364,false
134,313.5,236.7,1.368,false
135,313.4,236.7,1.352,false
136,313.5,236.6,1.377,false
137,313.7,236.5,1.368,false
138,313.7,236.5,1.37,false
139,313.8,236.5,1.369,false
140,313.9,236.5,1.375,false
141,314.0,236.5,1.365,false
142,314.2,236.5,1.379,false
143,314.3,236.5,1.369,false
144,314.4,236.4,1.371,false
145,314.4,236.5,1.367,false
146,314.5,236.3,1.364,false
147,314.4,236.2,1.375,false
148,314.5,236.1,1.375,false
149,314.6,236.1,1.37,false
150,314.6,236.3,1.377,false
151,314.8,236.3,1.372,false
152,314.9,236.3,1.369,false
153,314.9,236.1,1.379,false
154,314.9,236.1,1.372,false
