Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,264.1,237.0,1.114,false
1,254.1,237.2,1.094,false
2,253.8,237.3,1.113,false
3,254.1,237.3,1.102,false
4,253.8,237.2,1.124,false
5,253.9,237.3,1.113,false
6,253.8,237.4,1.116,false
7,253.7,237.4,1.098,false
8,254.2,237.3,1.102,false
9,254.6,237.2,1.156,false
10,265.4,237.2,1.166,false
11,265.4,237.3,1.161,false
12,265.4,237.2,1.155,false
13,265.7,237.1,1.172,false
14,265.9,237.3,1.152,false
15,266.0,237.3,1.155,false
16,265.9,237.0,1.16,false
17,265.9,237.1,1.151,false
18,272.4,237.1,1.207,false
19,277.9,236.9,1.202,false
20,277.8,236.9,1.196,false
21,277.5,237.2,1.197,false
22,277.3,236.9,1.203,false
23,277.4,237.0,1.209,false
24,277.4,236.7,1.203,false
25,277.3,236.7,1.201,false
26,277.3,236.6,1.204,false
27,277.6,236.4,1.242,false
28,288.4,236.8,1.242,false
29,288.0,236.6,1.243,false
30,287.8,236.9,1.246,false
31,287.6,236.7,1.239,false
32,287.2,236.5,1.241,false
33,287.1,236.8,1.243,false
34,286.9,236.8,1.243,false
35,286.8,236.9,1.24,false
36,286.8,237.0,1.274,false
37,292.6,236.9,1.271,false
38,292.8,236.9,1.275,false
39,292.7,236.7,1.269,false
40,292.6,236.9,1.275,false
41,292.6,236.6,1.287,false
42,292.4,236.8,1.275,false
43,292.4,236.6,1.269,false
44,292.3,237.2,1.275,false
45,292.5,237.1,1.291,false
46,293.1,237.0,1.295,false
47,293.7,237.2,1.28,false
48,294.2,236.8,1.294,false
49,294.6,237.2,1.144,false
50,280.6,237.3,1.295,false
51,298.0,237.3,1.29,false
52,298.0,237.2,1.288,false
53,297.8,237.2,1.298,false
54,297.9,237.4,1.304,false
55,298.3,237.5,1.322,false
56,298.9,237.6,1.302,false
57,299.1,237.9,1.301,false
58,299.6,237.9,1.301,false
59,299.7,238.1,1.303,false
60,300.0,238.1,1.305,false
61,300.1,237.9,1.302,false
62,300.4,237.9,1.304,false
63,300.5,237.8,1.327,false
64,301.0,237.8,1.317,false
65,301.2,237.8,1.319,false
66,301.7,237.8,1.31,false
67,301.9,237.6,1.316,false
68,302.3,237.7,1.318,false
69,302.4,237.7,1.321,false
70,302.7,237.7,1.309,false
71,302.8,237.7,1.318,false
72,303.0,237.7,1.323,false
73,303.4,237.8,1.332,false
74,303.9,237.6,1.311,false
75,304.1,237.7,1.334,false
76,304.4,237.4,1.328,false
77,304.7,237.5,1.325,false
78,305.0,237.8,1.328,false
