Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,270.4,236.9,1.089,false
1,256.8,237.0,1.098,false
2,250.9,237.0,1.088,false
3,250.9,237.1,1.092,false
4,250.9,237.0,1.101,false
5,251.5,237.2,1.091,false
6,251.6,237.1,1.099,false
7,251.6,236.9,1.087,false
8,251.5,236.8,1.088,false
9,251.4,236.7,1.204,false
10,266.5,236.9,1.147,false
11,266.1,236.8,1.148,false
12,266.0,236.7,1.146,false
13,265.7,236.7,1.149,false
14,265.6,236.7,1.147,false
15,265.6,236.6,1.155,false
16,265.8,236.7,1.147,false
17,265.6,236.6,1.15,false
18,265.4,236.5,1.2,false
19,274.3,236.5,1.254,false
20,281.9,236.5,1.197,false
21,276.1,236.6,1.209,false
22,276.1,236.5,1.203,false
23,276.1,236.4,1.202,false
24,276.0,236.4,1.201,false
25,276.2,236.4,1.207,false
26,276.3,236.3,1.205,false
27,276.3,236.2,1.238,false
28,282.7,236.1,1.233,false
29,282.8,236.2,1.273,false
30,283.4,236.1,1.235,false
31,283.6,236.0,1.243,false
32,283.8,236.0,1.243,false
33,283.9,235.9,1.236,false
34,284.0,236.1,1.231,false
35,284.1,236.1,1.242,false
36,284.3,236.0,1.269,false
37,290.5,236.0,1.267,false
38,290.6,236.0,1.266,false
39,290.7,236.1,1.286,false
40,291.1,236.2,1.264,false
41,291.1,236.1,1.268,false
42,291.2,236.1,1.284,false
43,291.4,236.1,1.264,false
44,291.4,236.1,1.265,false
45,291.4,236.0,1.292,false
46,292.0,236.1,1.302,false
47,297.8,236.1,1.288,false
48,297.6,236.0,1.294,false
49,297.5,236.1,1.306,false
50,297.8,236.0,1.293,false
51,297.6,236.1,1.3,false
52,297.6,236.2,1.293,false
53,297.5,235.9,1.298,false
54,297.4,235.7,1.31,false
55,297.7,236.2,1.296,false
56,297.8,236.1,1.317,false
57,298.2,236.2,1.307,false
58,298.5,236.3,1.308,false
59,298.8,236.4,1.312,false
60,299.1,236.3,1.313,false
61,299.2,236.3,1.313,false
62,299.5,236.3,1.308,false
63,299.6,236.3,1.32,false
64,300.0,236.4,1.32,false
65,300.4,236.4,1.339,false
66,306.6,236.4,1.32,false
67,306.1,236.4,1.322,false
68,305.7,236.4,1.323,false
69,305.7,236.4,1.327,false
70,305.7,236.3,1.329,false
71,305.5,236.2,1.321,false
72,305.3,236.3,1.325,false
73,305.3,236.2,1.327,false
74,305.4,236.2,1.334,false
75,305.5,236.1,1.335,false
76,305.6,236.3,1.326,false
77,305.6,236.3,1.326,false
78,305.6,236.2,1.332,false
79,305.5,236.3,1.341,false
80,305.8,236.3,1.333,false
81,305.9,236.0,1.338,false
82,306.1,236.1,1.339,false
83,306.2,236.4,1.345,false
84,306.5,236.3,1.337,false
85,306.6,236.3,1.332,false
86,306.6,236.2,1.341,false
87,306.8,236.4,1.342,false
88,306.9,236.1,1.335,false
89,307.0,236.2,1.321,false
90,307.0,236.4,1.346,false
91,307.4,236.1,1.347,false
92,307.4,236.0,1.343,false
93,307.6,236.3,1.35,false
94,307.7,236.5,1.326,false
95,307.7,236.3,1.343,false
96,307.5,236.5,1.348,false
97,307.9,236.3,1.347,false
98,308.0,236.4,1.342,false
99,308.1,236.4,1.333,false
100,308.4,236.4,1.354,false
101,308.7,236.2,1.349,false
102,309.0,236.3,1.347,false
103,309.0,236.3,1.353,false
104,309.1,236.0,1.353,false
105,309.2,236.2,1.356,false
106,309.3,236.0,1.351,false
107,309.4,236.1,1.341,false
108,309.3,236.2,1.359,false
109,309.6,236.2,1.353,false
110,309.8,236.0,1.359,false
111,310.0,235.9,1.342,false
112,310.2,236.0,1.354,false
113,310.4,236.0,1.329,false
114,310.4,235.9,1.349,false
115,310.4,236.0,1.355,false
116,310.7,235.7,1.351,false
117,310.8,235.6,1.358,false
118,311.0,235.8,1.359,false
119,311.2,235.9,1.36,false
120,311.4,235.8,1.364,false
121,311.4,235.9,1.356,false
122,311.5,236.0,1.359,false
123,311.7,236.2,1.361,false
124,311.8,235.8,1.357,false
125,311.7,235.9,1.352,false
126,311.7,235.9,1.354,false
127,311.9,236.0,1.353,false
128,312.2,236.0,1.355,false
129,312.3,235.9,1.355,false
130,312.4,236.1,1.351,false
131,312.4,235.8,1.369,false
132,312.6,236.0,1.374,false
133,312.1,235.9,1.374,false
134,312.5,235.8,1.361,false
135,312.2,236.1,1.368,false
136,312.3,235.8,1.367,false
137,312.5,235.9,1.368,false
138,312.7,236.1,1.366,false
139,312.8,235.7,1.351,false
140,313.0,236.0,1.35,false
141,313.1,235.8,1.364,false
142,313.2,236.0,1.363,false
143,313.3,235.9,1.375,false
144,313.5,236.1,1.363,false
145,313.4,235.9,1.37,false
146,313.6,236.0,1.361,false
147,313.6,235.8,1.374,false
148,313.8,236.0,1.369,false
149,313.9,235.8,1.357,false
150,313.9,236.0,1.381,false
151,314.2,235.9,1.374,false
152,314.3,236.1,1.362,false
153,314.2,236.2,1.369,false
154,314.3,235.9,1.341,false
155,314.1,236.1,1.367,false
156,314.2,235.9,1.353,false
157,314.2,236.1,1.376,false
158,314.5,235.8,1.379,false
159,314.6,236.2,1.339,false
160,314.6,236.2,1.377,false
161,314.8,236.1,1.372,false
162,314.9,236.2,1.37,false
163,314.8,236.1,1.369,false
164,314.9,236.0,1.375,false
165,314.9,236.1,1.362,false
166,315.0,236.0,1.37,false
167,315.0,236.2,1.378,false
168,315.1,236.2,1.383,false
