Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,268.0,236.4,1.11,false
1,260.5,236.7,1.107,false
2,253.9,236.7,1.112,false
3,254.2,236.6,1.106,false
4,254.1,236.4,1.112,false
5,254.3,236.5,1.102,false
6,254.9,236.6,1.12,false
7,254.8,236.7,1.102,false
8,254.7,236.7,1.106,false
9,254.6,236.4,1.159,false
10,263.6,236.4,1.149,false
11,263.7,236.4,1.16,false
12,263.7,236.3,1.147,false
13,264.3,236.3,1.153,false
14,264.2,236.4,1.154,false
15,264.2,236.5,1.146,false
16,264.6,236.4,1.153,false
17,264.4,236.4,1.163,false
18,264.4,236.3,1.204,false
19,272.4,236.4,1.187,false
20,272.6,236.5,1.19,false
21,272.8,236.6,1.204,false
22,273.0,236.6,1.202,false
23,273.2,236.5,1.214,false
24,273.4,236.5,1.195,false
25,273.4,236.4,1.194,false
26,273.9,236.3,1.213,false
27,274.1,236.5,1.192,false
28,274.5,236.8,1.203,false
29,274.2,236.9,1.199,false
30,274.4,236.7,1.225,false
31,281.1,236.6,1.225,false
32,281.0,236.7,1.217,false
33,281.1,236.6,1.226,false
34,281.0,236.6,1.248,false
35,281.6,236.6,1.254,false
36,290.5,236.6,1.265,false
37,290.5,236.7,1.271,false
38,290.8,236.6,1.275,false
39,290.9,236.8,1.273,false
40,291.1,236.7,1.28,false
41,291.2,236.8,1.276,false
42,291.4,236.8,1.268,false
43,291.6,236.7,1.269,false
44,291.7,236.8,1.27,false
45,291.8,236.8,1.292,false
46,299.3,236.8,1.29,false
47,298.9,236.8,1.293,false
48,298.7,236.7,1.294,false
49,298.5,236.8,1.289,false
50,298.3,236.6,1.296,false
51,298.2,236.7,1.294,false
52,298.2,236.8,1.297,false
53,298.1,236.8,1.29,false
54,298.1,236.7,1.31,false
55,298.5,236.8,1.32,false
56,304.9,236.9,1.315,false
57,304.4,236.9,1.3,false
58,304.0,236.9,1.313,false
59,303.6,237.0,1.307,false
60,303.4,236.9,1.311,false
61,303.2,236.9,1.314,false
62,303.0,236.8,1.311,false
63,302.8,236.7,1.325,false
64,303.0,236.6,1.315,false
65,303.3,236.5,1.32,false
66,303.5,236.6,1.331,false
67,303.7,236.7,1.329,false
68,303.8,236.5,1.318,false
69,303.8,236.6,1.33,false
70,303.8,236.7,1.322,false
71,303.8,236.7,1.355,false
72,303.9,236.5,1.339,false
73,304.2,236.7,1.33,false
74,304.5,236.7,1.339,false
75,304.8,236.8,1.323,false
76,305.1,236.7,1.332,false
77,305.3,236.5,1.336,false
78,305.4,236.7,1.335,false
79,305.5,236.6,1.335,false
80,305.7,236.5,1.33,false
81,305.7,236.8,1.337,false
82,305.9,236.7,1.342,false
83,306.3,236.6,1.34,false
84,306.5,236.6,1.342,false
85,306.7,236.5,1.342,false
86,307.0,236.7,1.343,false
87,307.1,236.6,1.337,false
88,307.3,236.4,1.334,false
89,307.4,236.7,1.345,false
90,307.4,236.7,1.34,false
91,307.5,236.8,1.346,false
92,307.6,236.8,1.344,false
93,307.9,236.9,1.337,false
94,308.1,236.7,1.352,false
95,308.4,236.8,1.343,false
96,308.6,236.7,1.346,false
97,308.9,236.9,1.332,false
98,309.0,236.7,1.344,false
99,309.2,236.8,1.347,false
100,309.3,236.7,1.369,false
101,309.2,236.9,1.222,false
102,301.8,236.9,1.354,false
103,312.0,236.7,1.362,false
104,312.0,236.7,1.352,false
105,311.9,236.8,1.346,false
106,311.7,236.8,1.35,false
107,311.7,236.6,1.349,false
108,311.7,236.6,1.358,false
109,311.7,236.7,1.349,false
110,311.7,236.7,1.36,false
111,311.8,236.6,1.352,false
112,311.8,236.6,1.354,false
113,311.9,236.6,1.362,false
114,312.1,236.7,1.361,false
115,312.2,236.7,1.35,false
116,312.3,236.7,1.357,false
117,312.0,236.8,1.356,false
118,312.1,236.6,1.361,false
119,312.2,236.6,1.358,false
120,312.3,236.6,1.367,false
121,312.5,236.8,1.358,false
122,312.6,236.8,1.345,false
123,312.8,236.7,1.359,false
124,312.9,236.8,1.358,false
125,312.9,236.7,1.346,false
126,312.9,236.7,1.346,false
127,312.8,236.6,1.369,false
128,312.9,236.6,1.356,false
129,312.8,236.6,1.365,false
130,313.0,236.7,1.359,false
131,312.8,236.7,1.365,false
132,313.0,236.6,1.377,false
133,313.6,236.6,1.361,false
134,313.6,236.6,1.369,false
135,313.7,236.5,1.37,false
136,313.7,236.5,1.369,false
137,313.9,236.4,1.371,false
138,314.0,236.4,1.364,false
139,314.1,236.3,1.356,false
140,314.0,236.4,1.367,false
141,314.0,236.5,1.356,false
142,314.0,236.3,1.363,false
143,314.2,236.3,1.371,false
144,314.3,236.3,1.36,false
145,314.3,236.3,1.371,false
146,314.5,236.3,1.368,false
147,314.5,236.3,1.367,false
148,314.4,236.3,1.373,false
149,314.7,236.2,1.357,false
150,314.7,236.3,1.382,false
151,314.6,236.3,1.367,false
152,314.6,236.2,1.373,false
153,314.8,236.2,1.346,false
154,314.8,236.1,1.372,false
155,314.9,236.3,1.373,false
156,315.1,236.2,1.363,false
157,315.1,236.3,1.368,false
158,315.2,236.3,1.37,false
159,315.3,236.3,1.363,false
160,315.3,236.2,1.371,false
161,315.0,236.2,1.362,false
162,315.1,236.2,1.368,false
163,315.0,236.1,1.394,false
164,315.2,235.9,1.379,false
165,315.3,235.9,1.376,false
166,315.3,236.0,1.38,false
167,315.4,236.0,1.364,false
168,315.1,235.9,1.377,false
169,315.3,235.8,1.375,false
170,315.4,235.8,1.385,false
171,315.4,236.0,1.376,false
172,315.5,235.9,1.372,false
173,315.5,236.1,1.385,false
174,315.8,236.1,1.373,false
175,315.6,236.1,1.382,false
176,315.7,236.0,1.367,false
177,315.5,235.9,1.374,false
178,315.5,235.9,1.38,false
179,315.6,236.0,1.374,false
180,315.6,236.0,1.371,false
181,315.6,235.9,1.37,false
182,315.7,235.8,1.367,false
183,315.5,235.7,1.369,false
184,315.5,235.9,1.37,false
185,315.6,235.9,1.376,false
186,315.7,235.9,1.378,false
187,315.6,235.6,1.382,false
188,315.7,235.7,1.368,false
