Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,274.8,237.8,1.099,false
1,254.2,237.8,1.096,false
2,254.2,238.0,1.1,false
3,254.1,237.8,1.102,false
4,254.2,237.8,1.129,false
5,254.8,237.6,1.105,false
6,255.0,237.7,1.1,false
7,255.1,237.7,1.106,false
8,255.1,237.3,1.103,false
9,254.9,237.4,1.183,false
10,271.2,237.4,1.153,false
11,265.7,237.2,1.159,false
12,265.6,237.3,1.15,false
13,265.6,237.4,1.157,false
14,265.6,237.6,1.185,false
15,265.8,237.6,1.171,false
16,266.0,237.7,1.151,false
17,266.0,237.5,1.162,false
18,266.2,237.7,1.207,false
19,276.7,237.5,1.234,false
20,283.0,237.5,1.203,false
21,282.4,237.3,1.215,false
22,281.7,237.4,1.2,false
23,281.1,237.4,1.202,false
24,280.6,237.1,1.235,false
25,280.4,237.3,1.207,false
26,280.0,237.2,1.2,false
27,279.9,237.0,1.25,false
28,286.2,237.3,1.236,false
29,286.0,237.3,1.254,false
30,286.2,237.3,1.253,false
31,286.4,237.6,1.237,false
32,286.2,237.5,1.237,false
33,286.3,237.5,1.241,false
34,286.1,237.4,1.25,false
35,286.1,237.6,1.241,false
36,286.0,237.4,1.271,false
37,292.9,237.7,1.265,false
38,292.9,237.7,1.265,false
39,292.9,237.9,1.276,false
40,293.1,237.6,1.279,false
41,293.0,237.8,1.266,false
42,292.8,237.8,1.272,false
43,292.8,237.6,1.265,false
44,292.8,237.8,1.268,false
45,292.7,237.5,1.287,false
46,293.2,237.6,1.29,false
47,293.8,237.6,1.291,false
48,294.3,237.4,1.289,false
49,294.9,237.4,1.305,false
50,295.4,237.5,1.286,false
51,295.6,237.5,1.301,false
52,296.1,237.4,1.289,false
53,296.1,237.4,1.289,false
54,296.4,237.4,1.307,false
55,296.9,237.3,1.3,false
56,297.5,237.2,1.305,false
57,298.1,237.3,1.305,false
58,298.5,237.4,1.286,false
59,298.9,237.3,1.314,false
60,299.4,237.6,1.3,false
61,299.7,237.3,1.309,false
62,300.1,237.4,1.308,false
63,300.2,237.3,1.306,false
64,300.7,237.2,1.325,false
65,301.0,237.3,1.322,false
66,301.4,237.2,1.316,false
67,301.7,237.1,1.318,false
68,302.0,237.3,1.325,false
69,302.3,237.4,1.328,false
70,302.6,237.3,1.322,false
71,302.8,237.2,1.304,false
72,302.9,236.8,1.332,false
73,303.3,237.0,1.333,false
74,303.7,237.1,1.342,false
75,304.0,237.1,1.331,false
76,304.2,236.9,1.334,false
77,304.5,237.1,1.334,false
78,304.9,237.0,1.334,false
79,305.1,237.0,1.335,false
80,305.3,237.3,1.326,false
81,305.5,237.1,1.342,false
82,305.9,237.1,1.335,false
83,306.3,237.4,1.341,false
84,306.5,237.3,1.332,false
85,306.7,237.3,1.332,false
86,306.9,237.3,1.336,false
87,307.1,237.4,1.34,false
88,307.3,237.5,1.333,false
89,307.5,237.6,1.363,false
90,307.9,237.4,1.35,false
91,308.5,237.5,1.353,false
92,308.8,237.5,1.351,false
93,309.1,237.4,1.348,false
94,309.2,237.5,1.34,false
95,309.2,237.3,1.352,false
96,309.4,237.5,1.346,false
97,309.5,237.3,1.324,false
98,309.6,237.4,1.35,false
99,309.6,237.3,1.347,false
100,309.9,237.4,1.357,false
101,310.1,237.4,1.35,false
102,310.2,237.6,1.347,false
103,310.3,237.3,1.354,false
104,310.4,237.5,1.35,false
105,310.5,237.4,1.35,false
106,310.6,237.5,1.352,false
107,310.9,237.6,1.356,false
