Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,260.8,238.0,1.153,false
1,261.3,237.9,1.093,false
2,253.3,237.8,1.094,false
3,253.0,237.8,1.093,false
4,252.9,237.8,1.087,false
5,253.2,237.8,1.117,false
6,253.2,237.6,1.091,false
7,253.0,237.6,1.101,false
8,253.0,237.7,1.088,false
9,252.8,238.0,1.109,false
10,253.3,238.2,1.147,false
11,264.1,238.1,1.157,false
12,264.2,238.2,1.15,false
13,264.3,238.0,1.171,false
14,264.7,238.2,1.149,false
15,265.2,238.0,1.148,false
16,265.2,238.2,1.144,false
17,265.0,238.0,1.144,false
18,265.1,237.9,1.142,false
19,265.1,238.1,1.207,false
20,279.0,237.9,1.205,false
21,278.8,238.2,1.197,false
22,278.5,238.1,1.203,false
23,278.2,238.0,1.208,false
24,278.2,237.8,1.211,false
25,278.6,237.9,1.2,false
26,278.5,237.6,1.201,false
27,278.4,237.3,1.203,false
28,278.4,237.3,1.233,false
29,285.1,237.1,1.243,false
30,285.2,237.3,1.241,false
31,285.3,237.3,1.237,false
32,285.2,237.6,1.239,false
33,285.3,237.7,1.243,false
34,285.6,237.6,1.246,false
35,286.0,237.8,1.234,false
36,285.9,237.9,1.234,false
37,285.8,237.6,1.264,false
38,291.6,237.6,1.266,false
39,291.6,237.5,1.269,false
40,291.8,237.6,1.264,false
41,291.9,237.6,1.265,false
42,291.9,237.6,1.265,false
43,291.9,237.6,1.266,false
44,292.0,237.4,1.27,false
45,292.4,237.5,1.264,false
46,292.5,237.3,1.291,false
47,297.8,237.5,1.286,false
48,297.7,237.5,1.278,false
49,297.7,237.5,1.288,false
50,297.6,237.6,1.284,false
51,297.7,237.6,1.287,false
52,297.6,237.5,1.273,false
53,297.4,237.4,1.283,false
54,297.5,237.3,1.281,false
55,297.6,237.6,1.306,false
56,298.2,237.8,1.317,false
57,298.7,238.0,1.302,false
58,299.0,238.0,1.303,false
59,299.2,238.0,1.305,false
60,299.4,237.8,1.329,false
61,299.9,237.8,1.304,false
62,300.2,238.0,1.311,false
63,300.2,237.9,1.304,false
64,300.5,237.8,1.312,false
65,301.1,237.8,1.316,false
66,301.5,237.8,1.324,false
67,301.7,237.6,1.317,false
68,302.0,237.6,1.311,false
69,301.8,237.4,1.315,false
70,302.0,237.3,1.315,false
71,302.2,237.2,1.312,false
72,302.4,237.4,1.318,false
73,302.8,237.4,1.328,false
74,303.3,237.4,1.324,false
75,303.8,237.5,1.33,false
76,304.1,237.3,1.325,false
77,304.3,237.4,1.333,false
78,304.7,237.3,1.332,false
79,305.0,237.4,1.328,false
80,305.0,237.5,1.333,false
81,305.3,237.5,1.324,false
82,305.4,237.5,1.33,false
83,305.8,237.5,1.338,false
84,306.0,237.6,1.34,false
85,306.5,237.3,1.319,false
86,306.6,237.3,1.334,false
87,307.0,237.3,1.327,false
88,307.1,237.4,1.329,false
89,307.4,237.7,1.31,false
90,307.3,237.7,1.341,false
91,307.6,237.5,1.321,false
92,307.5,237.4,1.347,false
93,307.9,237.4,1.356,false
94,308.2,237.7,1.334,false
95,308.5,237.6,1.347,false
96,308.6,237.6,1.341,false
97,308.7,237.5,1.342,false
98,308.7,237.4,1.334,false
99,308.8,237.3,1.344,false
100,308.8,237.5,1.342,false
101,309.1,237.5,1.341,false
102,309.0,237.3,1.352,false
103,309.3,237.3,1.352,false
104,309.6,237.3,1.344,false
105,309.9,237.4,1.356,false
106,310.2,237.4,1.347,false
107,310.2,237.3,1.343,false
108,310.1,237.3,1.352,false
109,310.2,237.0,1.355,false
110,310.4,237.2,1.342,false
111,310.5,237.2,1.347,false
112,310.7,237.2,1.359,false
113,311.0,237.3,1.351,false
114,311.1,237.2,1.36,false
115,311.3,237.2,1.354,false
116,311.5,237.2,1.376,false
117,311.8,237.2,1.358,false
118,312.0,237.2,1.359,false
119,312.1,237.4,1.359,false
120,312.3,237.4,1.353,false
