Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,266.8,238.7,1.086,false
1,256.8,238.7,1.117,false
2,256.8,238.8,1.092,false
3,251.7,238.7,1.094,false
4,251.7,238.8,1.094,false
5,251.8,238.8,1.092,false
6,251.8,238.7,1.11,false
7,252.1,238.8,1.097,false
8,252.2,238.7,1.105,false
9,252.2,238.8,1.142,false
10,261.6,238.6,1.157,false
11,262.1,238.7,1.186,false
12,269.2,238.8,1.144,false
13,269.0,238.7,1.143,false
14,268.3,238.8,1.145,false
15,267.8,239.0,1.141,false
16,267.3,238.8,1.172,false
17,267.1,238.8,1.142,false
18,267.0,238.6,1.19,false
19,273.9,238.7,1.19,false
20,274.2,238.7,1.189,false
21,274.4,238.5,1.233,false
22,275.0,238.6,1.191,false
23,275.1,238.7,1.195,false
24,275.2,238.9,1.192,false
25,275.3,238.9,1.192,false
26,275.5,238.8,1.209,false
27,275.7,238.9,1.23,false
28,284.1,238.9,1.227,false
29,284.1,238.9,1.226,false
30,284.1,238.9,1.225,false
31,284.1,238.9,1.252,false
32,284.5,238.8,1.236,false
33,284.5,238.8,1.229,false
34,284.5,238.8,1.227,false
35,284.4,238.8,1.234,false
36,284.5,238.7,1.258,false
37,285.1,238.6,1.256,false
38,290.3,238.7,1.259,false
39,290.4,238.5,1.255,false
40,290.5,238.6,1.258,false
41,290.7,238.5,1.304,false
42,291.3,238.6,1.26,false
43,291.3,238.6,1.258,false
44,291.2,238.5,1.256,false
45,291.3,238.5,1.28,false
46,291.7,238.6,1.271,false
47,297.3,238.5,1.262,false
48,297.0,238.5,1.28,false
49,296.9,238.4,1.28,false
50,296.9,238.5,1.281,false
51,296.9,238.6,1.298,false
52,296.9,238.5,1.277,false
53,296.8,238.7,1.279,false
54,296.7,238.7,1.301,false
55,297.0,238.8,1.294,false
56,297.4,238.7,1.303,false
57,297.8,238.6,1.296,false
58,298.2,238.9,1.292,false
59,298.5,238.7,1.296,false
60,298.7,238.6,1.295,false
61,299.0,238.5,1.333,false
62,299.2,238.6,1.295,false
63,299.5,238.5,1.31,false
64,300.0,238.5,1.318,false
65,300.5,238.4,1.319,false
66,300.9,238.5,1.32,false
67,301.0,238.6,1.31,false
68,301.3,238.6,1.31,false
69,301.6,238.5,1.316,false
70,301.9,238.6,1.311,false
71,302.1,238.3,1.336,false
72,302.7,238.4,1.329,false
73,303.1,238.4,1.322,false
74,303.5,238.7,1.303,false
75,303.7,238.7,1.328,false
76,304.0,238.6,1.307,false
77,304.3,238.7,1.327,false
78,304.6,238.7,1.323,false
