Time (s),Power (W),Voltage (V),Amps (A),Adapted
0,265.9,240.1,1.086,false
1,251.5,239.8,1.112,false
2,251.7,240.0,1.092,false
3,251.9,240.1,1.078,false
4,251.8,240.1,1.106,false
5,251.7,240.4,1.088,false
6,251.7,240.5,1.102,false
7,252.3,240.3,1.087,false
8,252.2,240.3,1.101,false
9,252.5,240.2,1.228,false
10,268.4,240.4,1.137,false
11,267.8,240.4,1.151,false
12,267.7,240.4,1.143,false
13,267.4,240.6,1.132,false
14,267.0,240.6,1.146,false
15,266.6,240.6,1.137,false
16,266.4,240.5,1.145,false
17,266.6,240.4,1.137,false
18,266.5,240.3,1.199,false
19,276.9,240.4,1.196,false
20,276.7,240.4,1.188,false
21,276.7,240.2,1.186,false
22,276.8,240.3,1.185,false
23,276.8,240.2,1.201,false
24,276.8,240.4,1.183,false
25,276.7,240.2,1.184,false
26,276.7,240.1,1.194,false
27,277.2,240.2,1.219,false
28,284.4,240.1,1.22,false
29,284.3,239.9,1.229,false
30,284.4,239.9,1.224,false
31,284.4,239.9,1.23,false
32,284.6,239.9,1.227,false
33,284.7,239.7,1.225,false
34,284.8,239.7,1.222,false
35,284.8,240.0,1.226,false
36,284.8,239.5,1.256,false
37,293.4,239.6,1.254,false
38,293.1,239.8,1.252,false
39,292.9,239.8,1.252,false
40,292.7,239.8,1.251,false
41,292.5,240.0,1.248,false
42,292.4,239.8,1.258,false
43,292.4,239.7,1.257,false
44,292.4,239.7,1.258,false
45,292.5,239.7,1.282,false
46,293.0,239.6,1.275,false
47,293.6,239.7,1.269,false
48,294.0,240.0,1.279,false
49,294.3,240.1,1.269,false
50,294.6,240.4,1.279,false
51,294.9,240.3,1.271,false
52,295.1,240.2,1.271,false
53,295.2,240.1,1.281,false
54,295.4,240.2,1.299,false
55,302.6,240.4,1.295,false
56,302.4,240.4,1.299,false
57,302.2,240.3,1.287,false
58,302.0,240.4,1.282,false
59,301.9,240.5,1.295,false
60,301.6,240.5,1.292,false
61,301.6,240.4,1.285,false
62,301.5,240.4,1.296,false
63,301.6,240.6,1.298,false
64,301.8,240.7,1.297,false
65,301.9,240.5,1.3,false
66,302.3,240.4,1.311,false
67,302.6,240.2,1.304,false
68,302.7,240.2,1.309,false
69,302.9,240.2,1.3,false
70,303.1,240.2,1.295,false
71,303.1,240.2,1.299,false
72,303.2,240.1,1.32,false
73,303.5,240.1,1.314,false
74,303.8,240.2,1.314,false
75,304.2,240.3,1.309,false
76,304.4,240.3,1.309,false
77,304.7,240.3,1.313,false
78,304.8,240.2,1.32,false
79,305.0,240.2,1.309,false
80,305.1,240.1,1.315,false
81,305.3,240.2,1.32,false
82,305.5,240.1,1.316,false
83,305.7,240.0,1.328,false
84,305.9,239.9,1.327,false
85,306.1,239.9,1.324,false
86,306.5,239.9,1.322,false
87,306.7,240.1,1.322,false
88,306.7,240.0,1.327,false
89,306.7,239.8,1.269,false
90,306.6,239.6,1.339,false
91,307.0,239.8,1.33,false
92,307.2,239.6,1.326,false
93,307.6,239.8,1.337,false
94,307.8,239.8,1.325,false
95,307.9,239.7,1.323,false
96,308.0,239.7,1.336,false
97,308.1,239.7,1.342,false
98,308.2,239.9,1.334,false
99,308.4,239.9,1.308,false
100,308.5,239.8,1.33,false
101,308.5,239.7,1.337,false
102,308.8,239.8,1.342,false
103,309.0,240.0,1.335,false
104,309.1,239.9,1.341,false
105,309.2,239.8,1.345,false
106,309.4,239.8,1.335,false
107,309.4,239.8,1.34,false
108,309.6,239.7,1.333,false
109,309.8,239.8,1.344,false
110,310.0,239.8,1.341,false
111,310.3,239.8,1.339,false
112,310.1,239.8,1.346,false
113,310.3,239.7,1.35,false
114,310.4,239.8,1.342,false
115,310.7,239.7,1.35,false
116,311.0,239.9,1.343,false
117,310.7,239.9,1.343,false
118,311.0,239.8,1.339,false
119,311.0,239.8,1.32,false
120,311.0,240.0,1.348,false
121,311.1,240.0,1.295,false
122,311.0,240.0,1.332,false
123,311.1,240.2,1.33,false
124,311.1,240.2,1.342,false
125,311.2,240.3,1.344,false
126,311.4,240.3,1.344,false
127,311.7,240.1,1.335,false
128,311.8,240.4,1.34,false
129,311.8,240.3,1.339,false
130,311.9,240.3,1.349,false
131,312.1,240.5,1.327,false
132,312.2,240.2,1.35,false
133,312.2,240.3,1.33,false
134,312.3,240.6,1.346,false
135,312.5,240.4,1.34,false
136,312.5,240.7,1.349,false
137,312.8,240.4,1.353,false
138,313.0,240.6,1.344,false
139,313.2,240.3,1.361,false
140,313.3,240.3,1.349,false
141,313.4,240.4,1.355,false
142,313.7,240.2,1.345,false
143,313.4,240.3,1.351,false
144,313.7,240.1,1.35,false
145,313.7,240.3,1.354,false
146,313.7,240.1,1.354,false
147,313.8,240.0,1.352,false
148,314.0,240.1,1.353,false
149,313.7,240.1,1.356,false
150,314.0,240.3,1.351,false
151,314.0,240.3,1.359,false
152,314.2,240.2,1.354,false
153,314.1,240.2,1.349,false
154,314.2,240.4,1.357,false
155,314.4,240.4,1.356,false
156,314.3,240.3,1.359,false
157,314.6,240.2,1.364,false
158,314.9,240.4,1.346,false
159,314.8,240.3,1.354,false
160,314.9,240.2,1.358,false
161,314.9,240.2,1.356,false
162,314.8,240.2,1.355,false
163,314.6,240.2,1.363,false
164,314.8,240.0,1.336,false
165,314.7,240.0,1.355,false
166,314.8,240.0,1.352,false
167,314.7,240.1,1.355,false
168,314.8,240.1,1.348,false
169,314.9,240.2,1.358,false
170,314.8,240.1,1.343,false
171,314.8,239.8,1.358,false
172,314.9,240.0,1.35,false
173,315.1,240.0,1.315,false
174,314.8,240.2,1.361,false
175,315.0,240.1,1.347,false
176,315.1,240.1,1.348,false
177,314.9,239.8,1.353,false
178,315.1,240.1,1.347,false
179,315.1,240.1,1.359,false
180,315.0,240.1,1.358,false
181,315.1,240.1,1.357,false
182,315.0,239.9,1.355,false
183,315.1,240.0,1.356,false
184,315.2,240.1,1.361,false
185,315.3,240.3,1.355,false
186,315.3,240.4,1.356,false
187,315.5,240.2,1.362,false
188,315.6,240.3,1.354,false
189,315.6,240.3,1.365,false
190,315.7,240.4,1.344,false
191,315.7,240.3,1.36,false
192,315.7,240.2,1.352,false
193,315.7,240.0,1.35,false
194,315.7,240.0,1.358,false
195,315.5,240.2,1.366,false
196,315.6,240.3,1.36,false
197,315.6,240.2,1.351,false
198,315.5,240.2,1.317,false
199,308.1,240.4,1.329,false
200,308.3,240.4,1.345,false
201,308.7,240.1,1.359,false
202,309.1,240.1,1.342,false
203,309.2,240.2,1.359,false
204,309.5,240.3,1.24,false
205,299.9,240.3,1.282,false
206,299.3,240.2,1.344,false
207,299.5,240.2,1.348,false
208,305.5,240.3,1.321,false
209,305.7,240.3,1.298,false
210,305.6,240.3,1.322,false
211,305.6,240.2,1.345,false
212,305.6,240.3,1.299,false
213,305.3,240.3,1.3,false
214,304.9,240.3,1.312,false
215,304.6,240.2,1.328,false
216,305.0,240.4,1.326,false
217,312.2,240.5,1.35,false
218,311.6,240.3,1.279,false
219,311.1,240.4,1.34,false
220,310.6,240.5,1.329,false
221,310.3,240.5,1.325,false
222,310.0,240.2,1.361,false
223,310.2,240.3,1.345,false
224,309.9,240.2,1.338,false
225,309.7,240.1,1.346,false
226,309.5,240.1,1.357,false
227,309.5,239.9,1.343,false
228,309.6,240.0,1.322,false
229,309.7,240.1,1.355,false
230,309.5,240.0,1.324,false
231,309.5,239.9,1.316,false
232,309.1,240.2,1.322,false
233,308.8,240.2,1.32,false
234,308.3,240.3,1.327,false
235,308.3,240.3,1.352,false
236,307.9,240.1,1.336,false
237,307.8,240.2,1.329,false
238,307.6,240.2,1.328,false
239,307.9,240.2,1.355,false
240,316.2,240.1,1.356,false
241,316.2,240.4,1.348,false
242,316.1,240.3,1.365,false
243,315.9,240.3,1.336,false
244,315.9,240.4,1.364,false
245,315.9,240.4,1.365,false
246,316.1,240.3,1.369,false
247,316.2,240.4,1.332,false
248,316.0,240.4,1.342,false
249,316.0,240.3,1.349,false
250,315.9,240.4,1.356,false
251,316.0,240.4,1.354,false
252,316.0,240.3,1.369,false
253,316.0,240.4,1.353,false
254,316.1,240.3,1.375,false
255,316.6,240.2,1.359,false
256,316.7,240.0,1.365,false
257,316.7,240.2,1.361,false
258,316.6,240.2,1.365,false
259,316.7,240.0,1.355,false
260,316.7,240.0,1.357,false
261,316.6,240.0,1.361,false
262,316.7,240.1,1.355,false
263,316.4,240.2,1.357,false
264,316.6,240.2,1.381,false
265,316.9,240.2,1.359,false
266,317.0,240.4,1.364,false
267,316.8,240.5,1.364,false
268,316.8,240.4,1.358,false
269,316.7,240.2,1.337,false
270,316.7,240.2,1.358,false
271,316.7,240.3,1.322,false
272,316.6,240.4,1.352,false
273,316.5,240.3,1.362,false
274,316.6,240.3,1.365,false
275,316.7,240.4,1.366,false
276,316.8,240.4,1.352,false
277,316.6,240.4,1.368,false
278,316.6,240.2,1.365,false
279,316.6,240.5,1.372,false
280,316.8,240.3,1.34,false
281,316.7,240.3,1.369,false
282,316.7,240.4,1.364,false
283,316.6,240.3,1.35,false
284,316.6,240.4,1.364,false
285,316.6,240.3,1.359,false
286,316.7,240.4,1.361,false
287,316.8,240.3,1.349,false
288,316.5,240.4,1.367,false
289,316.6,240.3,1.369,false
290,316.5,240.2,1.354,false
291,316.6,240.4,1.351,false
292,316.8,240.3,1.353,false
293,316.7,240.3,1.367,false
294,316.7,240.3,1.36,false
295,316.6,240.1,1.373,false
296,316.7,240.1,1.366,false
297,316.7,240.4,1.362,false
298,316.9,240.4,1.361,false
299,316.8,240.3,1.356,false
300,316.7,240.4,1.359,false
301,316.7,240.4,1.364,false
302,316.9,240.2,1.356,false
303,316.4,240.2,1.366,false
304,316.5,240.4,1.358,false
305,316.5,240.4,1.363,false
306,316.4,240.3,1.363,false
307,316.4,240.4,1.367,false
308,316.5,240.4,1.359,false
309,316.6,240.2,1.361,false
310,316.5,240.4,1.374,false
311,316.9,240.3,1.357,false
312,316.9,240.2,1.369,false
313,316.8,240.4,1.367,false
314,316.8,240.2,1.37,false
315,317.0,240.3,1.357,false
316,316.9,240.1,1.37,false
317,316.9,240.4,1.362,false
318,316.7,240.2,1.365,false
319,316.9,240.3,1.365,false
320,316.7,240.3,1.363,false
321,316.7,240.2,1.363,false
322,316.8,240.2,1.364,false
323,316.6,240.2,1.372,false
324,316.8,240.3,1.359,false
325,316.8,240.2,1.364,false
326,316.9,240.2,1.374,false
327,317.2,240.2,1.363,false
328,317.0,240.1,1.326,false
329,316.9,240.4,1.312,false
330,316.8,240.4,1.364,false
331,316.8,238.4,1.379,false
332,317.0,238.1,1.369,false
333,317.0,238.2,1.352,false
334,316.8,238.2,1.377,false
335,317.0,238.2,1.374,false
336,317.0,238.3,1.376,false
337,317.1,238.3,1.376,false
338,317.0,238.4,1.376,false
339,317.2,238.2,1.374,false
340,317.1,238.2,1.379,false
341,317.3,238.1,1.404,false
342,317.4,238.4,1.384,false
343,317.5,238.4,1.361,false
344,317.5,238.3,1.365,false
