Time (s),Power (W),Voltage (V),Amps (A)
0,252.0,237.2,1.098
1,252.0,236.9,1.121
2,252.0,237.0,1.088
3,252.1,237.2,1.092
4,252.2,237.1,1.091
5,252.1,236.9,1.129
6,258.2,237.0,1.091
7,251.3,237.0,1.09
8,251.2,236.9,1.089
9,251.3,237.1,1.09
10,251.2,237.1,1.093
11,251.4,236.9,1.094
12,251.4,236.9,1.09
13,251.6,237.1,1.117
14,251.8,236.9,1.089
15,251.8,236.9,1.131
16,252.0,236.9,1.094
17,251.9,237.2,1.086
18,251.7,237.2,1.092
19,251.7,237.0,1.087
20,251.7,237.0,1.101
21,251.7,237.1,1.088
22,251.5,237.1,1.104
23,251.8,237.0,1.1
24,252.2,237.1,1.123
25,252.2,236.9,1.124
26,252.3,237.1,1.102
27,252.3,237.1,1.091
28,252.0,237.1,1.11
29,252.0,237.0,1.087
30,251.9,236.8,1.124
31,252.1,236.8,1.122
32,252.0,236.9,1.104
33,252.4,237.0,1.096
34,252.4,237.1,1.095
35,252.3,236.9,1.132
36,252.4,236.9,1.087
37,252.4,236.9,1.083
38,252.2,236.8,1.105
39,252.3,236.9,1.093
40,252.3,236.9,1.101
41,252.4,237.0,1.088
42,252.2,237.1,1.098
43,252.3,237.1,1.096
44,252.3,237.1,1.097
45,252.2,236.9,1.138
46,252.6,237.0,1.09
47,252.4,237.2,1.094
48,252.3,237.0,1.09
49,252.2,236.8,1.092
50,252.1,237.1,1.107
51,252.2,237.0,1.092
52,252.1,237.1,1.09
53,252.2,237.1,1.097
54,252.3,236.9,1.095
55,252.2,237.0,1.134
56,252.6,236.8,1.101
57,252.5,237.2,1.089
58,252.4,236.9,1.094
59,252.3,237.1,1.094
60,252.3,236.9,1.112
61,252.3,237.1,1.119
62,252.3,237.2,1.09
63,252.5,237.3,1.097
64,252.5,237.2,1.087
65,252.2,237.3,1.148
66,252.5,237.2,1.092
67,252.4,237.2,1.112
68,252.3,236.8,1.101
69,252.4,237.0,1.115
70,252.4,237.1,1.101
71,252.4,237.0,1.11
72,252.3,237.1,1.095
73,252.5,237.3,1.109
74,252.5,237.1,1.096
75,252.4,237.0,1.134
76,252.6,237.0,1.097
77,252.4,237.3,1.089
78,252.2,237.3,1.087
79,252.0,237.1,1.087
80,252.0,237.1,1.099
81,252.0,237.4,1.093
82,251.9,237.5,1.089
83,252.0,237.2,1.101
84,252.0,237.1,1.088
85,251.9,237.1,1.143
86,252.1,237.2,1.095
87,252.2,237.4,1.085
88,251.9,237.4,1.091
89,251.9,237.4,1.088
90,251.8,237.1,1.105
91,252.0,236.8,1.121
92,252.5,236.9,1.091
93,252.7,237.0,1.091
94,252.6,236.7,1.089
95,252.4,236.8,1.133
96,252.4,237.0,1.091
97,252.4,236.8,1.092
98,252.1,236.8,1.091
99,252.0,236.9,1.112
100,252.0,236.7,1.105
101,252.0,236.5,1.09
102,251.9,236.8,1.091
103,252.1,236.7,1.09
104,252.0,236.5,1.094
105,252.0,236.5,1.143
106,252.2,236.5,1.098
107,252.2,236.6,1.088
108,252.0,236.7,1.106
109,252.0,236.6,1.089
110,251.9,236.7,1.135
111,252.0,236.6,1.096
112,251.9,236.8,1.115
113,252.1,237.2,1.09
114,252.0,237.0,1.12
115,252.1,237.1,1.134
116,252.2,236.8,1.097
117,252.1,237.3,1.095
118,252.0,237.1,1.094
119,252.0,237.3,1.085
120,251.8,237.1,1.108
121,251.9,237.2,1.091
122,251.8,237.2,1.093
123,252.1,237.0,1.1
124,252.2,237.2,1.091
125,252.0,237.1,1.135
126,252.2,237.3,1.099
127,252.1,237.4,1.088
128,251.9,237.1,1.096
129,251.9,237.2,1.088
130,251.8,237.2,1.11
131,251.8,237.1,1.088
132,251.7,237.3,1.09
133,251.9,237.4,1.103
134,252.0,237.1,1.09
135,251.9,236.9,1.126
136,252.1,236.8,1.106
137,252.1,236.7,1.093
138,252.0,236.6,1.09
139,251.9,236.8,1.093
140,252.0,236.6,1.114
141,251.9,236.6,1.093
142,251.9,236.4,1.092
143,252.1,236.5,1.093
