Time (s),Power (W),Voltage (V),Amps (A)
0,250.8,238.9,1.106
1,250.7,238.9,1.088
2,250.8,238.8,1.11
3,251.1,239.1,1.078
4,250.8,238.9,1.088
5,250.9,238.7,1.078
6,250.9,238.8,1.085
7,250.8,238.9,1.087
8,250.7,238.7,1.081
9,250.8,238.8,1.086
10,250.7,239.3,1.079
11,250.5,239.6,1.086
12,250.6,239.4,1.08
13,250.8,239.5,1.086
14,250.7,239.3,1.077
15,250.6,239.5,1.088
16,250.9,239.3,1.078
17,250.7,239.6,1.08
18,250.7,239.4,1.086
19,250.6,239.4,1.083
20,250.7,239.1,1.104
21,251.0,239.1,1.092
22,251.1,238.9,1.084
23,251.2,239.1,1.083
24,251.1,238.9,1.082
25,251.1,239.0,1.082
26,251.3,238.9,1.084
27,251.1,239.1,1.083
28,251.1,238.9,1.095
29,251.2,239.2,1.08
30,251.0,239.0,1.078
31,250.8,239.2,1.082
32,250.9,239.0,1.081
33,251.1,239.2,1.084
34,251.0,238.9,1.078
35,251.0,239.0,1.083
36,251.1,239.1,1.076
37,250.9,238.9,1.085
38,250.7,239.1,1.078
39,250.8,239.0,1.096
40,250.7,239.0,1.09
41,250.6,239.1,1.108
42,250.8,239.2,1.096
43,251.1,239.1,1.087
44,251.2,239.3,1.082
45,251.1,239.5,1.092
46,251.4,239.5,1.076
47,251.1,239.3,1.083
48,250.9,239.2,1.086
49,250.9,239.5,1.088
50,250.9,239.2,1.088
51,250.8,239.5,1.09
52,251.0,239.3,1.082
53,251.1,239.3,1.079
54,251.1,239.2,1.081
55,251.2,239.4,1.093
56,251.5,239.1,1.087
57,251.3,239.2,1.077
58,251.1,239.2,1.084
59,251.3,239.0,1.082
60,251.1,239.3,1.089
61,251.1,238.9,1.094
62,251.2,238.8,1.085
63,251.6,239.0,1.093
64,251.5,239.2,1.08
65,251.5,239.5,1.081
66,251.7,239.5,1.083
67,251.6,239.4,1.092
68,251.5,239.5,1.086
69,251.6,239.3,1.084
70,251.5,239.5,1.085
71,251.5,239.9,1.093
72,251.5,239.7,1.09
73,251.7,239.7,1.084
74,251.5,239.8,1.09
75,251.6,240.0,1.093
76,251.9,240.0,1.088
77,251.7,240.0,1.08
78,251.5,240.2,1.091
79,251.6,240.1,1.076
80,251.4,239.8,1.089
81,251.2,240.0,1.084
82,251.2,240.1,1.095
83,251.5,240.3,1.078
84,251.3,240.2,1.085
85,251.3,240.0,1.077
86,251.4,239.9,1.085
87,251.2,240.1,1.083
88,251.0,240.2,1.095
89,251.3,240.2,1.075
90,251.0,240.1,1.074
91,250.9,240.0,1.094
92,250.8,240.1,1.083
93,251.1,240.0,1.073
94,251.0,240.1,1.077
95,250.9,240.1,1.076
96,251.1,239.8,1.08
97,251.0,239.7,1.076
98,250.9,239.8,1.082
99,251.0,239.9,1.077
100,250.9,239.7,1.074
101,250.6,239.4,1.087
102,250.7,239.4,1.082
103,250.9,239.1,1.082
104,250.8,239.3,1.081
105,250.7,239.2,1.077
106,251.0,239.2,1.072
107,250.7,239.0,1.077
108,251.3,238.9,1.086
109,251.3,238.9,1.077
110,251.2,239.2,1.077
111,251.0,239.1,1.1
112,251.1,239.3,1.086
113,251.3,239.2,1.078
114,251.3,239.3,1.091
115,251.2,239.1,1.077
116,251.4,239.2,1.08
117,251.1,239.1,1.079
118,251.0,239.2,1.084
119,251.2,239.1,1.086
120,251.1,239.3,1.076
121,251.0,239.3,1.101
122,251.1,239.2,1.086
123,251.1,239.4,1.089
124,251.0,239.4,1.076
125,250.8,239.0,1.089
126,251.2,239.2,1.078
127,250.9,239.3,1.098
128,250.8,239.3,1.082
129,250.9,239.6,1.101
130,250.7,239.5,1.073
131,250.5,239.8,1.102
132,250.6,239.9,1.082
133,250.8,240.0,1.081
134,250.7,239.9,1.076
135,250.6,240.1,1.078
136,250.9,239.9,1.074
137,250.8,240.0,1.076
138,250.7,239.8,1.085
139,250.8,240.0,1.076
140,250.7,239.9,1.079
141,250.6,240.0,1.096
142,250.7,240.0,1.092
143,251.0,240.2,1.075
144,250.8,240.0,1.09
145,250.7,240.0,1.084
146,251.1,240.1,1.077
147,250.9,240.0,1.074
148,250.7,239.9,1.099
149,251.0,239.6,1.075
150,250.7,239.5,1.08
151,250.7,239.2,1.101
152,250.8,239.3,1.089
153,251.1,239.4,1.081
154,250.9,239.1,1.078
155,250.8,239.2,1.079
156,251.1,239.0,1.08
157,251.0,239.2,1.079
158,250.9,239.2,1.089
159,251.0,238.9,1.085
160,251.0,239.0,1.079
161,251.0,238.8,1.095
162,251.0,239.0,1.092
163,251.3,238.8,1.078
164,251.1,238.8,1.084
165,251.0,238.8,1.084
166,251.3,238.6,1.094
167,251.5,238.9,1.101
168,251.8,238.7,1.114
169,252.1,238.9,1.086
170,252.2,238.7,1.103
171,252.3,238.9,1.111
172,252.4,238.7,1.099
173,252.8,238.9,1.091
174,252.7,238.6,1.095
175,252.6,238.8,1.092
176,253.0,238.6,1.09
177,252.8,238.8,1.09
178,252.8,238.6,1.108
179,252.9,238.9,1.087
180,252.8,238.7,1.092
181,252.7,238.6,1.113
182,252.9,238.4,1.1
183,253.1,238.2,1.104
184,253.0,238.5,1.087
185,252.7,238.8,1.087
186,253.1,238.6,1.092
187,252.8,238.6,1.084
188,252.7,238.7,1.109
189,252.8,238.8,1.092
190,252.6,238.8,1.092
191,252.5,238.7,1.112
192,252.6,238.3,1.103
193,253.0,238.4,1.094
194,252.9,238.4,1.089
195,252.8,238.5,1.089
196,253.0,238.4,1.107
197,253.5,238.4,1.092
198,253.4,238.5,1.12
199,253.5,239.1,1.086
200,253.3,239.0,1.084
201,253.1,239.0,1.107
202,253.1,239.0,1.101
203,253.2,239.0,1.09
204,253.2,239.0,1.085
205,253.0,238.8,1.081
206,253.1,239.4,1.081
207,252.7,239.8,1.077
208,252.3,239.9,1.093
209,252.4,240.0,1.078
210,252.1,239.6,1.077
211,251.9,239.7,1.099
212,251.8,239.5,1.088
213,252.0,239.6,1.074
214,251.7,239.5,1.079
215,251.5,239.5,1.076
216,251.9,239.6,1.082
217,251.6,239.3,1.081
218,251.4,239.9,1.092
219,251.4,239.9,1.082
220,251.3,239.9,1.08
221,251.2,239.8,1.098
222,251.2,239.9,1.099
223,251.4,239.8,1.081
224,251.3,239.7,1.086
225,251.1,239.6,1.093
226,251.4,239.7,1.085
227,251.2,239.6,1.087
228,251.1,239.5,1.087
229,251.1,239.6,1.085
230,251.0,239.6,1.08
231,250.9,239.6,1.112
232,251.0,239.5,1.09
233,251.2,239.4,1.077
234,251.0,239.2,1.082
235,251.0,239.4,1.074
236,251.2,239.3,1.077
237,251.1,239.4,1.077
238,250.9,239.3,1.083
239,251.0,239.3,1.079
240,250.9,239.3,1.076
241,250.8,239.3,1.101
242,251.0,239.2,1.092
243,251.2,239.0,1.076
244,251.0,238.8,1.081
245,250.9,238.8,1.078
246,251.1,239.0,1.08
247,251.0,238.9,1.075
248,250.8,238.9,1.093
249,251.0,238.6,1.082
250,250.8,238.6,1.082
251,250.8,238.6,1.117
252,250.9,238.7,1.1
253,251.2,238.5,1.086
254,251.1,238.4,1.08
255,251.0,238.4,1.08
256,251.3,238.4,1.082
257,251.2,238.5,1.087
258,251.1,238.4,1.091
259,251.3,238.3,1.087
260,251.2,238.2,1.084
261,251.1,238.0,1.11
262,251.3,238.0,1.101
263,251.4,238.2,1.087
264,251.3,238.3,1.082
265,251.1,238.3,1.091
266,251.5,238.4,1.09
