Time (s),Power (W),Voltage (V),Amps (A)
0,251.3,239.2,1.079
1,251.2,239.1,1.081
2,251.0,239.1,1.079
3,251.2,239.1,1.081
4,251.0,239.1,1.098
5,251.3,239.2,1.085
6,251.3,239.2,1.093
7,251.6,239.2,1.086
8,251.4,239.3,1.103
9,251.6,239.2,1.084
10,251.4,239.2,1.093
11,251.2,239.4,1.082
12,251.0,239.5,1.092
13,251.0,239.6,1.079
14,250.8,239.4,1.094
15,250.9,239.4,1.08
16,250.9,239.5,1.091
17,251.2,239.7,1.082
18,251.0,239.6,1.095
19,251.2,239.5,1.094
20,251.2,239.3,1.098
21,251.1,239.4,1.084
22,250.9,239.3,1.083
23,251.0,239.4,1.083
24,250.8,239.3,1.081
25,250.8,239.3,1.082
26,251.0,239.3,1.079
27,251.2,239.2,1.083
28,251.0,239.3,1.083
29,251.2,239.3,1.085
30,251.0,239.4,1.079
31,251.0,239.3,1.084
32,250.9,239.2,1.081
33,251.0,239.3,1.089
34,258.1,239.6,1.083
35,250.7,239.5,1.083
36,250.7,239.3,1.084
37,251.1,239.3,1.082
38,251.0,239.6,1.09
39,251.1,239.6,1.081
40,251.0,239.3,1.083
41,250.9,239.4,1.088
42,250.9,239.6,1.08
43,250.9,239.6,1.092
44,250.8,239.5,1.084
45,250.7,239.6,1.087
46,250.9,239.6,1.09
47,251.1,239.5,1.084
48,251.1,239.3,1.092
49,251.1,239.5,1.088
50,251.2,239.5,1.076
51,250.9,239.3,1.091
52,250.9,239.2,1.083
53,251.0,239.2,1.1
54,250.9,239.1,1.099
55,251.0,239.2,1.1
56,251.1,239.2,1.083
57,251.3,238.9,1.095
58,251.2,238.9,1.092
59,251.4,238.7,1.109
60,251.3,238.5,1.087
61,251.1,238.5,1.103
62,251.3,238.5,1.085
63,251.3,238.5,1.091
64,251.2,238.5,1.1
65,251.3,238.5,1.083
66,251.5,238.3,1.086
67,251.6,238.2,1.083
68,251.5,238.2,1.099
69,251.7,238.2,1.085
70,251.7,238.0,1.092
71,251.6,237.9,1.09
72,251.5,237.8,1.084
73,251.5,237.8,1.085
74,251.4,237.6,1.103
75,251.4,237.5,1.089
76,251.3,237.7,1.089
77,251.7,237.7,1.085
78,251.4,237.5,1.099
79,251.7,237.7,1.096
80,251.6,237.6,1.086
81,251.5,237.3,1.085
82,251.3,237.5,1.087
83,251.4,237.4,1.093
84,251.2,237.3,1.099
