Time (s),Power (W),Voltage (V),Amps (A)
0,251.1,238.8,1.088
1,251.0,239.0,1.087
2,251.2,239.0,1.09
3,251.0,238.8,1.074
4,250.8,238.7,1.105
5,250.8,238.8,1.087
6,250.8,238.9,1.106
7,256.1,238.9,1.082
8,249.4,239.0,1.099
9,249.8,238.8,1.096
10,250.3,238.8,1.101
11,250.5,239.0,1.087
12,250.7,239.0,1.104
13,250.8,238.9,1.075
14,250.5,239.0,1.079
15,250.5,238.7,1.077
16,250.5,238.8,1.083
17,250.6,239.0,1.08
18,250.4,238.8,1.079
19,250.7,239.0,1.08
20,250.9,239.0,1.08
21,250.7,238.8,1.095
22,251.0,239.0,1.079
23,250.8,239.0,1.078
24,250.7,238.9,1.079
25,250.5,238.8,1.083
26,250.7,239.0,1.084
27,250.6,238.8,1.087
28,250.8,238.8,1.082
29,250.8,239.0,1.082
30,251.1,239.0,1.082
31,250.9,238.6,1.097
32,251.3,238.8,1.079
33,251.2,238.8,1.079
34,251.0,238.9,1.077
35,250.9,238.9,1.083
36,251.0,238.9,1.094
37,250.9,238.8,1.083
38,250.9,238.8,1.079
39,250.9,238.9,1.077
40,251.2,239.0,1.082
41,251.0,238.9,1.088
42,251.2,238.7,1.083
43,251.1,239.0,1.113
44,251.1,239.0,1.086
45,251.1,238.9,1.1
46,251.5,238.9,1.092
47,251.5,239.0,1.1
48,251.5,238.8,1.089
49,251.7,239.0,1.1
50,252.1,238.8,1.087
51,252.0,238.8,1.11
52,252.4,239.0,1.088
53,252.2,238.8,1.091
54,252.2,238.9,1.091
55,252.2,239.1,1.09
56,252.4,239.0,1.091
57,252.3,238.8,1.093
58,252.3,238.8,1.092
59,252.5,239.0,1.089
60,252.8,239.0,1.088
61,252.8,239.1,1.097
62,253.0,239.0,1.092
63,252.9,239.0,1.089
64,252.7,239.0,1.089
65,252.7,239.0,1.086
66,252.8,238.9,1.092
67,252.8,239.0,1.088
68,252.7,239.0,1.091
69,252.9,239.0,1.092
70,253.1,239.0,1.104
71,253.1,239.1,1.106
72,253.2,239.2,1.099
73,253.2,239.1,1.09
74,253.0,239.0,1.095
75,252.9,239.0,1.089
76,252.9,239.1,1.092
77,253.0,239.0,1.09
78,252.8,239.0,1.091
79,252.9,238.9,1.086
80,253.1,238.8,1.09
81,253.0,238.8,1.092
82,253.1,238.7,1.079
83,252.7,238.8,1.081
84,252.4,238.8,1.078
85,252.0,238.9,1.084
86,252.2,239.0,1.078
87,251.9,238.7,1.088
88,251.8,238.6,1.082
89,251.7,238.9,1.081
90,251.9,238.8,1.076
91,251.6,238.8,1.096
92,251.8,238.8,1.078
93,251.5,238.7,1.082
94,251.3,238.8,1.077
95,251.0,238.7,1.137
96,256.6,238.8,1.093
97,250.9,238.9,1.092
98,250.7,238.9,1.092
99,250.8,239.0,1.082
100,251.1,238.9,1.081
101,251.0,238.6,1.107
102,251.4,238.8,1.083
103,251.3,238.8,1.084
104,251.1,238.8,1.08
105,250.9,238.6,1.09
106,251.1,238.8,1.079
107,250.8,238.9,1.084
108,250.7,238.9,1.082
109,250.8,238.9,1.083
110,251.1,238.8,1.085
111,250.9,238.8,1.092
112,251.1,238.8,1.078
113,250.9,238.7,1.089
114,250.8,238.6,1.083
115,250.7,238.6,1.084
116,250.8,238.5,1.078
117,250.6,238.7,1.081
118,250.6,238.7,1.082
119,250.7,238.7,1.08
120,251.0,238.5,1.08
121,250.9,238.6,1.084
122,251.0,238.7,1.081
123,250.9,238.6,1.077
124,250.6,238.4,1.085
125,250.7,238.6,1.085
126,250.7,238.6,1.082
127,250.8,238.6,1.077
128,250.5,238.6,1.081
129,250.7,238.6,1.082
130,251.0,238.4,1.08
131,251.0,238.6,1.086
132,251.1,238.5,1.084
133,251.1,238.6,1.093
134,251.1,238.6,1.095
135,251.3,238.4,1.095
136,251.4,238.4,1.086
137,251.4,238.6,1.085
138,251.3,238.6,1.088
139,251.4,238.5,1.08
140,251.5,238.5,1.086
141,251.4,238.4,1.087
142,251.5,238.4,1.086
143,251.3,238.7,1.079
144,251.1,238.6,1.079
145,250.9,238.6,1.097
146,251.1,238.5,1.089
147,257.7,238.7,1.082
148,249.7,238.5,1.084
149,250.0,238.5,1.075
150,250.2,238.5,1.085
151,250.3,238.4,1.087
152,250.7,238.4,1.1
153,250.8,238.6,1.097
154,250.7,238.6,1.096
155,250.9,238.6,1.094
156,250.9,238.8,1.112
157,251.1,238.6,1.082
158,251.0,238.8,1.088
159,251.2,238.7,1.097
160,251.6,238.8,1.099
161,251.7,238.7,1.107
162,252.1,238.9,1.098
163,252.1,238.7,1.082
164,251.8,238.8,1.081
165,251.6,238.9,1.099
166,251.6,238.7,1.08
167,251.5,238.7,1.084
168,251.3,238.8,1.079
169,251.4,238.9,1.078
170,251.5,238.7,1.08
171,251.5,238.8,1.099
172,251.7,238.7,1.081
173,251.6,238.8,1.082
174,251.5,238.8,1.081
175,251.4,238.9,1.105
176,251.6,238.9,1.08
177,251.4,238.8,1.085
178,251.4,238.8,1.085
179,251.4,239.0,1.083
180,251.7,238.9,1.084
181,251.4,238.8,1.104
182,251.8,238.8,1.082
183,251.6,238.9,1.083
184,251.5,239.0,1.084
185,251.3,239.0,1.089
186,251.5,238.9,1.082
187,251.3,238.8,1.09
188,251.1,239.0,1.08
189,251.1,239.0,1.091
190,251.4,239.0,1.081
191,251.1,239.0,1.101
192,251.5,239.1,1.087
193,251.4,239.2,1.084
194,251.3,239.1,1.078
195,251.0,239.1,1.089
196,251.2,239.0,1.081
197,251.0,239.0,1.092
198,250.9,239.1,1.079
199,250.9,238.9,1.098
200,251.2,238.9,1.087
201,251.1,239.0,1.114
202,251.3,239.1,1.086
203,251.2,238.9,1.093
204,251.0,239.1,1.076
205,250.9,238.8,1.09
206,251.1,239.0,1.083
207,250.9,238.9,1.089
208,250.8,239.0,1.078
