Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.895,1220.0,17.77,1729.0,47.6,0.001,714.0,0.41,1.896,73.17,438.66,437.82,false
1,4.61,1648.0,26.06,3072.0,99.98,0.0,0.0,0.0,4.61,133.38,1074.49,1072.21,false
2,4.746,1827.0,16.06,3056.0,100.0,0.0,0.0,0.0,4.746,175.08,1140.63,1150.05,false
3,4.814,1823.0,19.94,3052.0,100.0,0.0,0.0,0.0,4.814,182.12,1151.71,1150.13,false
4,4.792,1806.0,19.59,3062.0,100.0,0.0,0.0,0.0,4.792,168.1,1158.56,1150.03,false
5,4.811,1793.0,19.07,3060.0,100.0,0.0,0.0,0.0,4.811,178.14,1151.22,1149.6,false
6,4.825,1911.0,27.46,3060.0,100.0,0.0,0.0,0.0,4.825,176.71,1151.36,1150.32,false
7,4.823,1954.0,30.05,3060.0,100.0,0.003,714.0,0.42,4.826,185.3,1139.06,1149.82,false
8,4.78,1899.0,24.74,3061.0,100.0,0.0,0.0,0.0,4.78,191.49,1151.03,1144.45,false
9,4.816,1870.0,23.39,3059.0,100.0,0.001,711.0,0.85,4.817,191.23,1149.13,1140.22,false
10,4.81,1987.0,18.91,3055.0,100.0,0.0,0.0,0.0,4.81,186.93,1151.07,1138.64,false
11,4.88,1930.0,32.29,3061.0,100.0,0.0,0.0,0.0,4.88,186.33,1140.44,1148.62,false
12,4.813,1830.0,25.99,3063.0,100.0,0.001,711.0,0.32,4.814,193.04,1154.29,1152.12,false
13,4.816,1831.0,22.66,3058.0,100.0,0.0,0.0,0.0,4.816,191.11,1144.21,1147.05,false
14,4.827,1878.0,19.87,3055.0,100.0,0.0,0.0,0.0,4.827,186.15,1147.09,1141.07,false
15,4.806,1833.0,22.29,3059.0,100.0,0.0,0.0,0.0,4.806,186.82,1142.2,1140.47,false
16,4.819,1815.0,21.42,3059.0,100.0,0.0,0.0,0.0,4.819,187.37,1156.78,1148.04,false
17,4.777,1878.0,23.58,3064.0,100.0,0.0,0.0,0.0,4.777,179.91,1147.43,1138.33,false
18,4.8,1823.0,23.87,3062.0,100.0,0.0,0.0,0.0,4.8,191.51,1150.23,1153.59,false
19,4.875,1862.0,28.84,3057.0,100.0,0.0,0.0,0.0,4.875,183.63,1145.08,1137.92,false
20,4.93,1868.0,35.57,3058.0,100.0,0.0,0.0,0.0,4.93,193.69,1149.77,1143.46,false
21,4.848,1978.0,19.12,3055.0,100.0,0.0,0.0,0.0,4.848,186.66,1145.7,1140.05,false
22,4.828,1913.0,21.72,3059.0,100.0,0.0,0.0,0.0,4.828,186.97,1146.52,1152.73,false
23,4.811,1868.0,16.5,3059.0,100.0,0.0,0.0,0.0,4.811,185.36,1143.9,1139.65,false
24,4.837,1947.0,17.93,3055.0,100.0,0.0,0.0,0.0,4.837,186.15,1147.33,1141.95,false
25,4.804,1803.0,23.27,3066.0,100.0,0.0,0.0,0.0,4.804,184.21,1147.74,1157.42,false
26,4.828,1879.0,19.52,3058.0,100.0,0.0,0.0,0.0,4.828,187.5,1147.68,1137.15,false
27,4.84,1834.0,25.15,3061.0,100.0,0.0,0.0,0.0,4.84,191.51,1147.29,1143.99,false
28,4.857,1888.0,31.44,3060.0,100.0,0.0,0.0,0.0,4.857,188.82,1147.13,1151.26,false
29,4.845,1846.0,21.2,3058.0,100.0,0.0,0.0,0.0,4.845,185.63,1147.36,1141.58,false
30,4.839,1865.0,25.78,3058.0,100.0,0.001,714.0,0.41,4.84,165.48,1143.51,1145.95,false
31,4.827,1797.0,21.67,3063.0,100.0,0.0,0.0,0.0,4.827,173.07,1144.58,1150.02,false
32,4.849,1997.0,19.39,3055.0,100.0,0.0,0.0,0.0,4.849,186.33,1149.4,1141.8,false
33,4.825,1796.0,23.39,3066.0,100.0,0.0,0.0,0.0,4.825,175.98,1150.6,1152.29,false
34,4.864,1910.0,19.01,3055.0,100.0,0.0,0.0,0.0,4.864,186.36,1146.61,1140.85,false
35,4.85,1950.0,18.61,3055.0,100.0,0.0,0.0,0.0,4.85,184.88,1138.72,1143.51,false
36,4.836,1822.0,23.6,3064.0,100.0,0.0,0.0,0.0,4.836,184.85,1157.22,1143.49,false
37,4.865,1940.0,19.08,3055.0,100.0,0.0,0.0,0.0,4.865,187.5,1142.98,1142.63,false
38,4.864,1960.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.864,187.2,1137.36,1144.7,false
39,4.87,1953.0,18.8,3055.0,100.0,0.0,0.0,0.0,4.87,186.87,1147.56,1140.87,false
