Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.001,1246.0,24.58,1796.0,49.64,0.0,0.0,0.0,2.001,72.18,459.99,459.35,false
1,4.542,1587.0,19.4,3073.0,99.98,0.0,712.0,0.32,4.542,132.11,1079.84,1074.63,false
2,4.776,1834.0,19.1,3053.0,100.0,0.0,0.0,0.0,4.776,177.86,1142.75,1144.37,false
3,4.778,1792.0,18.83,3055.0,100.0,0.0,0.0,0.0,4.778,180.64,1157.48,1146.63,false
4,4.772,1776.0,19.68,3060.0,100.0,0.0,0.0,0.0,4.772,170.04,1153.08,1148.04,false
5,4.794,1799.0,19.07,3055.0,100.0,0.0,0.0,0.0,4.794,179.19,1155.84,1151.71,false
6,4.774,1844.0,24.1,3060.0,100.0,0.0,710.0,0.22,4.774,185.93,1141.6,1150.09,false
7,4.778,1952.0,16.1,3055.0,100.0,0.0,0.0,0.0,4.778,184.7,1152.73,1141.51,false
8,4.759,1764.0,21.77,3067.0,100.0,0.0,0.0,0.0,4.759,183.87,1152.2,1150.36,false
9,4.776,1882.0,23.02,3059.0,100.0,0.0,712.0,0.32,4.776,187.78,1142.85,1134.15,false
10,4.81,1884.0,20.52,3057.0,100.0,0.001,713.0,0.41,4.811,185.52,1149.8,1146.77,false
11,4.809,1857.0,21.13,3058.0,100.0,0.0,0.0,0.0,4.809,189.57,1146.37,1138.6,false
12,4.812,1882.0,19.14,3055.0,100.0,0.0,0.0,0.0,4.812,184.48,1145.19,1141.34,false
13,4.855,1840.0,27.15,3056.0,100.0,0.001,714.0,0.41,4.856,188.69,1144.05,1138.72,false
14,4.802,1858.0,19.28,3058.0,100.0,0.0,0.0,0.0,4.802,183.84,1149.01,1150.74,false
15,5.008,1938.0,19.01,3053.0,100.0,0.0,0.0,0.0,5.008,183.41,1138.97,1127.7,false
16,4.828,1913.0,23.74,3059.0,100.0,0.0,0.0,0.0,4.828,186.24,1147.46,1147.0,false
17,4.837,1895.0,20.29,3055.0,100.0,0.0,0.0,0.0,4.837,187.02,1148.69,1140.44,false
18,4.81,1832.0,21.97,3059.0,100.0,0.0,0.0,0.0,4.81,186.89,1145.69,1136.74,false
19,4.824,1868.0,21.54,3058.0,100.0,0.0,0.0,0.0,4.824,190.3,1149.68,1149.79,false
