Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.971,1310.0,30.87,1805.0,49.23,0.001,707.0,0.22,1.972,73.77,437.29,438.29,false
1,4.567,1655.0,18.96,3070.0,99.98,0.0,0.0,0.0,4.567,137.68,1081.88,1075.62,false
2,4.812,1863.0,20.09,3052.0,100.0,0.0,709.0,0.22,4.812,181.6,1142.6,1154.79,false
3,4.79,1871.0,18.04,3052.0,100.0,0.0,0.0,0.0,4.79,181.75,1153.1,1144.57,false
4,4.819,1865.0,20.51,3052.0,100.0,0.0,709.0,0.22,4.819,179.87,1152.95,1153.8,false
5,4.81,1853.0,19.32,3053.0,100.0,0.0,0.0,0.0,4.81,182.9,1145.47,1143.31,false
6,4.767,1820.0,24.29,3061.0,100.0,0.0,0.0,0.0,4.767,187.98,1151.15,1155.08,false
7,4.77,1902.0,22.66,3058.0,100.0,0.0,0.0,0.0,4.77,187.07,1152.34,1147.02,false
8,4.769,1785.0,25.29,3063.0,100.0,0.0,0.0,0.0,4.769,186.35,1151.72,1146.52,false
9,4.779,1857.0,25.73,3059.0,100.0,0.0,712.0,0.31,4.779,191.35,1146.02,1140.88,false
10,4.773,1878.0,22.96,3061.0,100.0,0.001,708.0,0.22,4.774,183.41,1150.28,1152.31,false
11,4.797,1933.0,19.04,3053.0,100.0,0.001,712.0,0.53,4.798,185.18,1152.4,1146.08,false
12,4.788,1818.0,21.24,3055.0,100.0,0.0,0.0,0.0,4.788,182.96,1146.79,1136.2,false
13,4.798,1810.0,20.22,3056.0,100.0,0.0,0.0,0.0,4.798,182.62,1145.54,1152.69,false
14,4.83,1805.0,30.22,3056.0,100.0,0.0,0.0,0.0,4.83,190.65,1141.58,1147.67,false
15,4.828,1978.0,25.04,3054.0,100.0,0.0,0.0,0.0,4.828,185.4,1157.49,1147.01,false
16,4.826,1832.0,21.03,3058.0,100.0,0.0,0.0,0.0,4.826,186.6,1147.12,1145.93,false
17,4.814,1733.0,23.06,3065.0,100.0,0.0,714.0,0.41,4.814,187.29,1146.56,1152.66,false
18,4.799,1761.0,21.33,3068.0,100.0,0.0,0.0,0.0,4.799,174.12,1150.56,1148.03,false
19,4.805,1915.0,21.88,3057.0,100.0,0.0,709.0,0.22,4.805,186.14,1141.65,1147.05,false
20,4.79,1889.0,23.69,3061.0,100.0,0.0,0.0,0.0,4.79,186.77,1150.14,1146.81,false
21,4.825,1923.0,18.84,3055.0,100.0,0.0,0.0,0.0,4.825,185.89,1142.31,1141.41,false
22,5.035,1938.0,22.15,3054.0,100.0,0.0,0.0,0.0,5.035,186.63,1144.21,1144.55,false
