Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
16,4.789,1886.0,20.49,3060.0,100.0,0.0,0.0,0.0,4.789,186.95,1138.61,1146.52,false
17,4.771,1930.0,22.35,3061.0,100.0,0.0,0.0,0.0,4.771,180.55,1143.37,1143.23,false
18,4.819,1824.0,19.33,3056.0,100.0,0.0,0.0,0.0,4.819,188.0,1151.15,1148.23,false
19,4.781,1875.0,21.77,3061.0,100.0,0.0,0.0,0.0,4.781,181.8,1148.67,1145.09,false
20,4.805,1978.0,18.68,3055.0,100.0,0.0,0.0,0.0,4.805,184.32,1146.1,1143.12,false
21,4.794,1869.0,21.89,3060.0,100.0,0.0,0.0,0.0,4.794,191.35,1149.15,1146.53,false
22,4.816,1862.0,20.77,3058.0,100.0,0.0,0.0,0.0,4.816,188.03,1142.86,1146.92,false
23,4.803,1836.0,22.46,3060.0,100.0,0.0,0.0,0.0,4.803,185.94,1152.96,1145.15,false
24,4.81,1919.0,20.8,3058.0,100.0,0.0,0.0,0.0,4.81,187.32,1149.2,1138.75,false
25,4.807,1889.0,21.53,3059.0,100.0,0.0,0.0,0.0,4.807,186.15,1146.56,1148.57,false
26,4.792,1813.0,19.81,3060.0,100.0,0.0,0.0,0.0,4.792,190.66,1143.34,1153.64,false
27,4.834,1803.0,18.51,3058.0,100.0,0.0,0.0,0.0,4.834,192.71,1148.21,1141.32,false
28,4.823,1840.0,23.21,3059.0,100.0,0.003,714.0,0.73,4.826,192.47,1154.34,1148.99,false
29,4.824,1932.0,19.72,3056.0,100.0,0.0,0.0,0.0,4.824,184.96,1140.26,1142.39,false
30,4.799,1834.0,18.86,3056.0,100.0,0.0,0.0,0.0,4.799,162.56,1149.64,1142.01,false
31,4.874,1874.0,32.87,3057.0,100.0,0.0,0.0,0.0,4.874,176.51,1146.13,1149.79,false
32,4.821,1820.0,22.28,3061.0,100.0,0.0,0.0,0.0,4.821,188.51,1149.98,1140.55,false
33,4.806,1852.0,20.24,3066.0,100.0,0.0,0.0,0.0,4.806,176.58,1146.74,1155.59,false
34,4.799,1886.0,22.95,3063.0,100.0,0.0,0.0,0.0,4.799,183.32,1147.9,1141.18,false
35,4.824,1900.0,21.45,3058.0,100.0,0.0,0.0,0.0,4.824,186.62,1148.93,1151.55,false
36,4.825,1983.0,20.59,3056.0,100.0,0.0,0.0,0.0,4.825,187.73,1141.46,1142.84,false
37,4.85,1933.0,19.46,3055.0,100.0,0.0,713.0,0.31,4.85,185.53,1149.15,1141.04,false
38,4.858,1888.0,19.49,3056.0,100.0,0.0,0.0,0.0,4.858,188.74,1145.29,1149.43,false
39,4.829,1902.0,23.69,3062.0,100.0,0.0,0.0,0.0,4.829,190.46,1148.63,1138.88,false
40,4.842,1968.0,22.93,3059.0,100.0,0.0,0.0,0.0,4.842,186.33,1146.65,1148.78,false
41,4.839,1843.0,18.73,3058.0,100.0,0.0,0.0,0.0,4.839,186.85,1144.86,1149.69,false
42,4.816,1877.0,23.07,3062.0,100.0,0.0,0.0,0.0,4.816,185.02,1146.55,1141.16,false
43,4.854,1923.0,20.54,3057.0,100.0,0.0,0.0,0.0,4.854,187.69,1151.68,1148.97,false
44,4.865,1867.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.865,183.22,1144.49,1135.82,false
45,4.866,1914.0,19.62,3055.0,100.0,0.0,0.0,0.0,4.866,189.74,1144.8,1149.47,false
46,4.823,1870.0,19.18,3059.0,100.0,0.0,0.0,0.0,4.823,188.2,1143.77,1150.14,false
47,4.854,1836.0,18.68,3058.0,100.0,0.0,0.0,0.0,4.854,190.22,1149.05,1139.41,false
48,4.845,1832.0,22.47,3061.0,100.0,0.0,0.0,0.0,4.845,188.89,1146.84,1148.2,false
49,4.851,1913.0,18.69,3057.0,100.0,0.0,0.0,0.0,4.851,183.9,1151.37,1148.31,false
50,4.839,1853.0,20.43,3059.0,100.0,0.0,0.0,0.0,4.839,189.47,1138.32,1139.83,false
51,4.859,1862.0,21.15,3059.0,100.0,0.0,0.0,0.0,4.859,189.59,1150.1,1153.32,false
52,4.856,1910.0,22.41,3059.0,100.0,0.0,0.0,0.0,4.856,188.17,1152.12,1148.05,false
53,4.848,1840.0,23.13,3061.0,100.0,0.0,0.0,0.0,4.848,188.85,1141.57,1147.94,false
54,4.858,1843.0,21.03,3059.0,100.0,0.0,0.0,0.0,4.858,189.21,1150.71,1142.9,false
55,4.869,1864.0,21.21,3061.0,100.0,0.0,0.0,0.0,4.869,181.88,1153.5,1146.55,false
56,4.84,1856.0,22.65,3065.0,100.0,0.0,0.0,0.0,4.84,182.17,1144.29,1155.7,false
57,4.86,1833.0,22.07,3061.0,100.0,0.0,0.0,0.0,4.86,185.72,1153.7,1144.22,false
58,4.818,1872.0,25.31,3066.0,100.0,0.0,0.0,0.0,4.818,188.48,1141.11,1147.49,false
59,4.875,1832.0,22.35,3060.0,100.0,0.0,0.0,0.0,4.875,191.23,1155.18,1148.76,false
60,4.885,1911.0,19.0,3055.0,100.0,0.0,0.0,0.0,4.885,189.22,1145.07,1146.27,false
61,4.887,1874.0,34.14,3058.0,100.0,0.0,0.0,0.0,4.887,160.92,1141.2,1153.77,false
62,4.884,1768.0,22.49,3062.0,100.0,0.0,712.0,0.32,4.884,183.76,1160.17,1144.14,false
63,4.856,1915.0,21.42,3058.0,100.0,0.0,0.0,0.0,4.856,187.89,1146.93,1139.69,false
64,4.851,1840.0,24.19,3062.0,100.0,0.0,0.0,0.0,4.851,192.65,1148.48,1154.44,false
65,4.896,1810.0,22.0,3061.0,100.0,0.0,0.0,0.0,4.896,192.56,1153.86,1143.96,false
66,4.855,1889.0,17.74,3058.0,100.0,0.0,0.0,0.0,4.855,188.11,1140.33,1150.34,false
67,4.885,1883.0,19.45,3058.0,100.0,0.0,709.0,0.22,4.885,191.23,1153.4,1146.55,false
68,4.888,1825.0,29.9,3062.0,100.0,0.0,0.0,0.0,4.888,194.34,1144.21,1148.16,false
69,4.869,1827.0,22.34,3060.0,100.0,0.0,708.0,0.22,4.869,191.29,1149.06,1138.6,false
70,4.89,1820.0,21.66,3059.0,100.0,0.0,0.0,0.0,4.89,192.19,1151.14,1155.56,false
71,4.873,1780.0,22.04,3061.0,100.0,0.0,0.0,0.0,4.873,199.49,1146.89,1146.25,false
72,4.874,1900.0,21.08,3057.0,100.0,0.0,0.0,0.0,4.874,186.54,1140.98,1143.36,false
73,4.879,1848.0,22.38,3060.0,100.0,0.0,0.0,0.0,4.879,193.4,1154.16,1149.86,false
74,4.896,1922.0,18.79,3055.0,100.0,0.0,0.0,0.0,4.896,188.68,1151.82,1144.46,false
75,4.905,1910.0,19.15,3055.0,100.0,0.0,0.0,0.0,4.905,186.83,1143.56,1136.63,false
76,4.884,1918.0,20.14,3058.0,100.0,0.0,0.0,0.0,4.884,190.44,1141.19,1153.78,false
77,4.842,1881.0,23.23,3062.0,100.0,0.0,0.0,0.0,4.842,190.48,1151.87,1145.7,false
78,4.9,1967.0,18.49,3055.0,100.0,0.0,0.0,0.0,4.9,188.29,1140.47,1145.3,false
79,4.881,1945.0,20.36,3057.0,100.0,0.0,0.0,0.0,4.881,189.54,1155.23,1144.34,false
80,4.864,1838.0,22.58,3062.0,100.0,0.0,0.0,0.0,4.864,189.33,1147.74,1145.77,false
81,4.882,1823.0,21.15,3059.0,100.0,0.0,0.0,0.0,4.882,190.57,1146.01,1145.84,false
82,4.918,1874.0,18.87,3055.0,100.0,0.0,0.0,0.0,4.918,189.06,1145.92,1145.35,false
83,4.885,1822.0,21.08,3059.0,100.0,0.0,0.0,0.0,4.885,191.46,1147.56,1146.45,false
84,4.886,1941.0,20.6,3057.0,100.0,0.0,0.0,0.0,4.886,189.35,1143.96,1145.26,false
85,4.896,1816.0,21.9,3059.0,100.0,0.0,0.0,0.0,4.896,194.25,1148.67,1142.49,false
86,4.892,1853.0,20.09,3059.0,100.0,0.0,0.0,0.0,4.892,188.69,1150.64,1142.4,false
87,4.848,1818.0,20.39,3062.0,100.0,0.0,0.0,0.0,4.848,193.6,1146.27,1154.58,false
88,4.917,1868.0,20.94,3058.0,100.0,0.0,714.0,0.41,4.917,193.04,1147.85,1149.13,false
89,4.901,1843.0,20.95,3061.0,100.0,0.0,0.0,0.0,4.901,190.07,1146.2,1150.49,false
90,4.905,1940.0,18.39,3055.0,100.0,0.0,0.0,0.0,4.905,187.26,1151.13,1143.5,false
91,4.958,1849.0,35.39,3058.0,100.0,0.0,713.0,0.32,4.958,198.62,1149.97,1141.64,false
92,4.856,1776.0,19.17,3063.0,100.0,0.0,0.0,0.0,4.856,153.06,1142.28,1156.57,false
93,4.836,1847.0,25.28,3066.0,100.0,0.0,0.0,0.0,4.836,180.37,1154.46,1146.41,false
94,4.894,1901.0,20.66,3057.0,100.0,0.0,0.0,0.0,4.894,193.66,1140.24,1144.8,false
95,4.902,1798.0,22.11,3063.0,100.0,0.0,0.0,0.0,4.902,188.06,1160.02,1156.97,false
96,4.906,1919.0,19.76,3056.0,100.0,0.0,0.0,0.0,4.906,187.76,1144.18,1134.73,false
97,4.905,1924.0,18.66,3055.0,100.0,0.0,0.0,0.0,4.905,188.7,1146.65,1149.32,false
98,4.919,1956.0,18.95,3055.0,100.0,0.0,0.0,0.0,4.919,188.39,1141.43,1146.97,false
99,4.9,1962.0,18.46,3055.0,100.0,0.0,0.0,0.0,4.9,187.22,1149.5,1138.99,false
100,4.896,1896.0,22.53,3059.0,100.0,0.0,0.0,0.0,4.896,194.97,1139.9,1147.16,false
101,4.867,1908.0,23.14,3060.0,100.0,0.0,0.0,0.0,4.867,189.24,1152.78,1146.98,false
102,4.918,1873.0,19.21,3056.0,100.0,0.0,0.0,0.0,4.918,190.99,1149.1,1144.46,false
103,4.862,1836.0,22.76,3064.0,100.0,0.0,0.0,0.0,4.862,186.44,1145.6,1144.73,false
104,4.912,1951.0,18.39,3055.0,100.0,0.0,0.0,0.0,4.912,188.05,1140.94,1148.53,false
105,4.923,1869.0,19.61,3056.0,100.0,0.0,0.0,0.0,4.923,190.91,1149.86,1146.89,false
106,4.872,1828.0,25.36,3065.0,100.0,0.0,0.0,0.0,4.872,191.73,1154.27,1142.72,false
107,4.906,1895.0,15.43,3056.0,100.0,0.0,0.0,0.0,4.906,189.25,1145.67,1151.48,false
108,4.861,1860.0,21.03,3061.0,100.0,0.0,0.0,0.0,4.861,191.21,1146.07,1139.73,false
109,4.844,1845.0,25.34,3067.0,100.0,0.0,0.0,0.0,4.844,187.35,1149.29,1150.58,false
110,4.913,2000.0,18.7,3055.0,100.0,0.0,0.0,0.0,4.913,191.72,1145.04,1143.77,false
111,4.882,1899.0,20.41,3059.0,100.0,0.0,0.0,0.0,4.882,186.43,1147.6,1147.26,false
112,4.879,1868.0,21.28,3060.0,100.0,0.0,0.0,0.0,4.879,190.42,1145.69,1147.62,false
113,4.888,1790.0,22.83,3067.0,100.0,0.0,0.0,0.0,4.888,184.45,1153.22,1148.17,false
114,4.895,1957.0,19.92,3056.0,100.0,0.0,0.0,0.0,4.895,190.47,1136.4,1144.36,false
115,4.934,1917.0,20.0,3055.0,100.0,0.0,0.0,0.0,4.934,191.12,1150.57,1148.27,false
116,4.929,1921.0,18.93,3055.0,100.0,0.0,0.0,0.0,4.929,190.43,1151.61,1139.42,false
117,5.218,1823.0,24.31,3054.0,100.0,0.0,0.0,0.0,5.218,198.76,1149.8,1151.09,false
118,4.89,1923.0,20.12,3059.0,100.0,0.0,0.0,0.0,4.89,191.33,1141.39,1145.97,false
119,4.907,1902.0,21.65,3059.0,100.0,0.0,0.0,0.0,4.907,192.97,1149.34,1143.84,false
120,4.964,1916.0,26.6,3055.0,100.0,0.0,0.0,0.0,4.964,191.16,1150.13,1143.89,false
121,4.907,1823.0,22.22,3060.0,100.0,0.0,0.0,0.0,4.907,195.78,1150.76,1145.37,false
122,4.918,1957.0,19.39,3056.0,100.0,0.0,0.0,0.0,4.918,184.34,1146.52,1146.25,false
123,4.885,1895.0,17.63,3055.0,100.0,0.0,0.0,0.0,4.885,155.05,1142.5,1143.24,false
124,4.86,1856.0,25.93,3062.0,100.0,0.0,713.0,0.31,4.86,189.84,1145.47,1143.25,false
125,4.929,1923.0,22.8,3058.0,100.0,0.0,0.0,0.0,4.929,191.82,1152.13,1149.07,false
126,4.922,1973.0,22.53,3058.0,100.0,0.0,709.0,0.22,4.922,189.97,1140.82,1146.87,false
127,4.932,1944.0,17.63,3055.0,100.0,0.0,0.0,0.0,4.932,189.1,1150.22,1142.36,false
128,4.932,1929.0,17.2,3055.0,100.0,0.0,709.0,0.22,4.932,190.85,1149.8,1144.75,false
129,4.971,1956.0,26.66,3056.0,100.0,0.0,0.0,0.0,4.971,190.41,1147.42,1142.36,false
130,4.901,1844.0,23.37,3060.0,100.0,0.0,0.0,0.0,4.901,191.93,1149.43,1151.7,false
131,4.915,1852.0,22.98,3058.0,100.0,0.0,709.0,0.22,4.915,190.9,1149.93,1143.2,false
132,4.925,1859.0,21.43,3058.0,100.0,0.0,0.0,0.0,4.925,191.65,1146.95,1149.03,false
133,4.923,1794.0,21.05,3058.0,100.0,0.0,709.0,0.22,4.923,193.24,1147.64,1145.5,false
134,4.883,1814.0,23.34,3066.0,99.43,0.0,0.0,0.0,4.883,185.35,1148.03,1151.49,false
135,4.923,1856.0,21.35,3057.0,100.0,0.0,0.0,0.0,4.923,192.6,1151.34,1147.34,false
136,4.887,1825.0,25.05,3062.0,100.0,0.0,0.0,0.0,4.887,194.88,1149.91,1145.08,false
137,4.927,1831.0,22.31,3060.0,100.0,0.0,0.0,0.0,4.927,195.95,1146.04,1146.34,false
138,4.88,1919.0,22.49,3060.0,100.0,0.0,0.0,0.0,4.88,186.09,1142.41,1146.2,false
139,4.936,1866.0,19.26,3055.0,100.0,0.0,0.0,0.0,4.936,191.94,1150.62,1135.62,false
140,4.932,1836.0,20.19,3057.0,100.0,0.0,0.0,0.0,4.932,193.34,1150.39,1146.64,false
141,4.88,1887.0,21.91,3060.0,100.0,0.0,0.0,0.0,4.88,187.73,1142.12,1153.42,false
142,4.922,1961.0,17.89,3055.0,100.0,0.0,0.0,0.0,4.922,191.51,1153.19,1137.68,false
143,4.874,1833.0,24.28,3063.0,100.0,0.0,0.0,0.0,4.874,190.67,1142.23,1153.61,false
144,4.924,1871.0,21.31,3057.0,100.0,0.0,0.0,0.0,4.924,193.55,1151.8,1145.28,false
145,4.896,1934.0,21.63,3059.0,100.0,0.0,0.0,0.0,4.896,190.05,1146.47,1141.16,false
146,4.927,1834.0,21.88,3059.0,100.0,0.0,0.0,0.0,4.927,196.55,1142.13,1148.36,false
147,4.937,1902.0,18.73,3055.0,100.0,0.0,714.0,0.41,4.937,194.22,1153.16,1140.32,false
148,4.873,1905.0,19.75,3059.0,100.0,0.0,0.0,0.0,4.873,191.71,1143.83,1150.73,false
149,4.949,1865.0,19.97,3057.0,100.0,0.0,0.0,0.0,4.949,196.41,1149.06,1146.65,false
150,4.957,1804.0,29.9,3059.0,100.0,0.0,0.0,0.0,4.957,198.61,1147.84,1143.43,false
151,4.908,1862.0,20.79,3061.0,100.0,0.0,0.0,0.0,4.908,184.61,1151.56,1148.59,false
152,4.939,1848.0,20.64,3057.0,100.0,0.0,0.0,0.0,4.939,193.01,1145.41,1148.54,false
153,4.898,1780.0,23.75,3063.0,100.0,0.0,0.0,0.0,4.898,186.2,1148.05,1142.69,false
154,4.906,1873.0,19.89,3057.0,100.0,0.0,0.0,0.0,4.906,164.21,1150.46,1145.62,false
155,4.903,1899.0,24.27,3058.0,100.0,0.001,713.0,0.63,4.904,193.27,1149.51,1143.37,false
156,4.936,1821.0,20.88,3058.0,100.0,0.0,0.0,0.0,4.936,196.7,1149.13,1151.17,false
157,4.922,1864.0,20.73,3057.0,100.0,0.0,0.0,0.0,4.922,191.79,1148.84,1145.34,false
158,4.906,1838.0,22.27,3061.0,100.0,0.0,0.0,0.0,4.906,192.45,1144.29,1149.42,false
159,5.067,2000.0,36.59,3055.0,100.0,0.003,711.0,0.75,5.07,191.24,1150.89,1142.83,false
160,5.456,1937.0,96.23,3050.0,100.0,0.0,0.0,0.0,5.46,207.48,1149.15,1150.25,false
161,5.5,1968.0,97.46,3056.0,100.0,0.0,709.0,0.22,5.5,198.15,1164.32,1147.66,false
162,5.551,1945.0,97.82,3053.0,100.0,0.0,0.0,0.0,5.551,202.95,1154.12,1156.59,false
163,5.574,1973.0,97.63,3052.0,100.0,0.0,0.0,0.0,5.574,206.61,1155.25,1145.65,false
164,5.538,1925.0,97.32,3053.0,100.0,0.0,0.0,0.0,5.538,204.57,1154.12,1158.21,false
165,5.483,1992.0,98.61,3049.0,100.0,0.0,709.0,0.22,5.487,200.93,1155.63,1139.66,false
166,5.624,1975.0,100.0,3053.0,100.0,0.0,0.0,0.0,5.624,202.71,1152.68,1162.13,false
167,5.526,1873.0,100.0,3057.0,100.0,0.0,709.0,0.22,5.526,203.86,1154.54,1144.9,false
168,5.611,2018.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.611,200.04,1156.25,1158.45,false
169,5.528,1853.0,100.0,3058.0,100.0,0.0,0.0,0.0,5.528,203.69,1162.35,1148.25,false
170,5.518,1920.0,100.0,3057.0,100.0,0.0,0.0,0.0,5.518,205.91,1144.69,1150.22,false
171,5.172,1867.0,47.3,3057.0,100.0,0.0,0.0,0.0,5.172,198.7,1150.9,1151.47,false
172,4.936,1862.0,21.82,3059.0,100.0,0.0,709.0,0.22,4.936,192.18,1149.6,1148.26,false
173,4.908,1828.0,24.45,3064.0,100.0,0.0,0.0,0.0,4.908,189.39,1160.38,1143.92,false
174,4.955,1884.0,19.71,3056.0,100.0,0.0,0.0,0.0,4.955,194.03,1145.77,1148.94,false
175,4.936,1860.0,20.49,3056.0,100.0,0.0,0.0,0.0,4.936,191.96,1147.57,1140.28,false
176,5.341,1844.0,88.92,3053.0,100.0,0.0,709.0,0.43,5.343,210.66,1158.09,1161.7,false
177,5.525,1980.0,99.22,3054.0,100.0,0.0,0.0,0.0,5.525,201.28,1153.85,1141.62,false
178,5.412,1889.0,99.42,3060.0,100.0,0.0,709.0,0.43,5.412,205.79,1147.81,1158.78,false
179,5.47,1951.0,99.88,3056.0,100.0,0.0,0.0,0.0,5.47,202.51,1162.83,1145.58,false
180,5.529,2017.0,99.68,3053.0,100.0,0.0,0.0,0.0,5.529,203.61,1148.34,1158.01,false
181,5.467,1874.0,99.36,3058.0,100.0,0.0,0.0,0.0,5.467,211.67,1168.66,1150.59,false
182,5.388,1922.0,99.34,3059.0,100.0,0.0,0.0,0.0,5.388,205.09,1151.22,1147.49,false
183,5.477,1878.0,99.2,3055.0,100.0,0.0,0.0,0.0,5.477,204.39,1151.42,1161.35,false
184,5.438,1854.0,99.42,3057.0,100.0,0.0,0.0,0.0,5.438,195.1,1163.21,1151.4,false
185,5.379,1870.0,99.72,3061.0,100.0,0.0,0.0,0.0,5.379,189.24,1156.08,1147.84,false
186,5.487,1881.0,99.9,3056.0,100.0,0.001,713.0,0.63,5.488,207.77,1155.62,1155.03,false
187,5.088,1934.0,50.71,3051.0,100.0,0.0,0.0,0.0,5.092,196.22,1154.38,1146.42,false
188,4.982,1882.0,21.51,3055.0,100.0,0.003,711.0,0.53,4.985,193.12,1144.29,1146.86,false
189,4.964,1845.0,21.83,3057.0,100.0,0.0,0.0,0.0,4.964,193.66,1141.6,1153.53,false
190,4.945,1860.0,21.37,3056.0,100.0,0.0,0.0,0.0,4.945,193.71,1152.51,1139.74,false
191,4.919,1872.0,24.05,3059.0,100.0,0.0,0.0,0.0,4.919,193.66,1150.16,1149.87,false
192,4.946,1947.0,20.15,3056.0,100.0,0.0,0.0,0.0,4.946,193.01,1146.9,1138.36,false
193,4.937,1907.0,21.22,3056.0,100.0,0.0,709.0,0.22,4.937,192.8,1142.11,1145.58,false
194,4.945,1889.0,20.88,3057.0,100.0,0.0,0.0,0.0,4.945,191.27,1145.07,1151.04,false
195,4.956,1831.0,20.75,3057.0,100.0,0.0,0.0,0.0,4.956,194.2,1150.52,1147.19,false
196,4.886,1854.0,26.74,3061.0,100.0,0.0,0.0,0.0,4.886,191.61,1142.38,1147.09,false
197,4.93,1836.0,19.46,3060.0,100.0,0.0,0.0,0.0,4.93,187.32,1148.57,1139.37,false
198,4.94,1934.0,19.82,3056.0,100.0,0.0,0.0,0.0,4.94,192.06,1153.04,1147.35,false
199,4.965,1919.0,18.72,3055.0,100.0,0.0,0.0,0.0,4.965,191.6,1146.84,1148.38,false
200,4.951,1840.0,21.46,3058.0,100.0,0.0,0.0,0.0,4.951,196.24,1146.68,1149.86,false
201,4.922,1916.0,22.99,3057.0,100.0,0.0,0.0,0.0,4.922,192.6,1141.48,1136.21,false
202,4.923,1804.0,22.3,3064.0,100.0,0.0,0.0,0.0,4.923,185.69,1159.51,1146.52,false
203,4.965,1919.0,19.89,3055.0,100.0,0.0,0.0,0.0,4.965,193.01,1145.52,1149.07,false
204,4.949,1792.0,21.71,3059.0,100.0,0.0,0.0,0.0,4.949,196.96,1145.27,1140.99,false
205,4.963,1900.0,20.35,3056.0,100.0,0.0,0.0,0.0,4.963,191.96,1151.24,1152.52,false
206,4.914,1857.0,19.57,3058.0,100.0,0.0,714.0,0.41,4.914,195.37,1145.33,1146.22,false
207,4.912,1824.0,18.08,3059.0,100.0,0.0,0.0,0.0,4.912,194.75,1147.76,1146.08,false
208,4.943,1877.0,21.89,3056.0,100.0,0.0,713.0,0.32,4.943,195.42,1141.94,1136.83,false
209,4.999,1808.0,34.67,3059.0,100.0,0.0,0.0,0.0,4.999,196.88,1155.57,1157.03,false
210,4.947,1833.0,24.94,3059.0,100.0,0.0,708.0,0.22,4.947,199.25,1147.66,1140.34,false
211,4.923,1930.0,21.56,3058.0,100.0,0.0,0.0,0.0,4.923,191.09,1136.65,1148.74,false
212,4.935,1897.0,21.51,3057.0,100.0,0.0,0.0,0.0,4.935,191.78,1152.83,1148.09,false
213,4.933,1849.0,24.24,3059.0,100.0,0.0,0.0,0.0,4.933,195.34,1149.45,1140.09,false
214,4.921,1833.0,24.64,3062.0,100.0,0.0,0.0,0.0,4.921,196.53,1149.65,1152.68,false
215,4.913,1953.0,19.76,3057.0,100.0,0.0,0.0,0.0,4.913,167.73,1139.54,1147.88,false
216,4.926,1930.0,21.41,3057.0,100.0,0.0,0.0,0.0,4.926,180.43,1153.95,1142.16,false
217,4.963,1953.0,19.35,3055.0,100.0,0.0,709.0,0.22,4.963,192.75,1136.46,1146.52,false
218,4.928,1820.0,20.61,3059.0,100.0,0.0,0.0,0.0,4.928,197.64,1147.19,1147.39,false
219,4.869,1813.0,24.13,3042.0,98.47,0.0,0.0,0.0,4.869,186.13,1150.45,1151.91,false
220,4.977,1966.0,19.04,3054.0,100.0,0.0,0.0,0.0,4.977,194.29,1150.41,1141.15,false
221,4.938,1901.0,22.36,3058.0,100.0,0.0,0.0,0.0,4.938,193.98,1151.31,1147.68,false
222,4.938,1843.0,22.21,3057.0,100.0,0.0,0.0,0.0,4.938,195.01,1146.51,1145.68,false
223,4.955,1899.0,23.49,3056.0,100.0,0.0,709.0,0.22,4.955,198.33,1145.8,1144.15,false
224,4.959,1836.0,22.96,3059.0,100.0,0.0,0.0,0.0,4.959,201.58,1151.68,1140.89,false
225,4.962,1872.0,21.64,3056.0,100.0,0.0,0.0,0.0,4.962,196.19,1143.1,1152.2,false
226,4.835,1892.0,27.89,3065.0,100.0,0.0,0.0,0.0,4.835,188.12,1149.43,1147.16,false
227,4.943,1989.0,17.26,3056.0,100.0,0.0,0.0,0.0,4.943,194.89,1149.5,1137.14,false
228,4.935,1946.0,16.26,3055.0,100.0,0.0,0.0,0.0,4.935,191.6,1139.21,1149.74,false
229,4.96,1912.0,18.87,3055.0,100.0,0.0,0.0,0.0,4.96,194.76,1153.19,1141.48,false
230,4.978,1875.0,20.62,3056.0,100.0,0.0,0.0,0.0,4.978,199.42,1145.8,1147.45,false
231,4.922,1872.0,23.21,3060.0,100.0,0.0,0.0,0.0,4.922,192.41,1149.07,1143.64,false
232,4.944,1876.0,22.38,3057.0,100.0,0.0,0.0,0.0,4.944,194.83,1148.6,1148.44,false
233,4.961,1863.0,22.39,3056.0,100.0,0.0,0.0,0.0,4.961,197.46,1136.67,1143.09,false
234,4.946,1784.0,22.21,3062.0,100.0,0.0,0.0,0.0,4.946,193.01,1157.25,1153.74,false
235,4.953,1913.0,20.96,3056.0,100.0,0.0,0.0,0.0,4.953,195.79,1148.7,1142.29,false
236,5.249,1894.0,25.42,3053.0,100.0,0.0,0.0,0.0,5.249,197.51,1149.09,1151.43,false
237,4.939,1837.0,23.1,3058.0,100.0,0.0,0.0,0.0,4.939,199.09,1140.41,1146.58,false
238,4.948,1867.0,28.04,3059.0,100.0,0.0,0.0,0.0,4.948,194.2,1154.24,1143.94,false
239,4.922,1851.0,34.41,3063.0,100.0,0.0,0.0,0.0,4.922,198.58,1148.65,1151.48,false
240,4.986,1935.0,21.94,3055.0,100.0,0.0,709.0,0.22,4.986,196.77,1143.52,1144.47,false
241,4.956,1827.0,24.85,3060.0,100.0,0.0,0.0,0.0,4.956,200.78,1144.42,1142.05,false
242,4.967,1863.0,21.0,3058.0,100.0,0.0,0.0,0.0,4.967,195.85,1157.86,1152.27,false
243,4.965,1894.0,20.92,3056.0,100.0,0.0,0.0,0.0,4.965,196.45,1146.03,1145.03,false
