Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.929,1285.0,26.72,1757.0,48.04,0.0,0.0,0.0,1.929,74.03,440.85,441.58,false
1,4.567,1622.0,20.72,3073.0,99.97,0.001,712.0,0.31,4.568,133.41,1078.93,1070.21,false
2,4.796,1842.0,18.97,3055.0,100.0,0.0,0.0,0.0,4.796,176.97,1151.13,1152.23,false
3,4.792,1820.0,19.27,3057.0,100.0,0.0,0.0,0.0,4.792,179.09,1152.56,1152.37,false
4,4.786,1808.0,23.0,3060.0,100.0,0.0,0.0,0.0,4.786,172.08,1146.25,1150.61,false
5,4.801,1870.0,19.41,3053.0,100.0,0.0,0.0,0.0,4.801,181.2,1157.42,1152.26,false
6,4.79,1905.0,22.21,3057.0,100.0,0.0,0.0,0.0,4.79,184.65,1154.2,1147.48,false
7,4.822,1929.0,27.25,3057.0,100.0,0.0,0.0,0.0,4.822,187.72,1147.51,1144.35,false
8,4.796,1744.0,23.95,3063.0,100.0,0.0,708.0,0.22,4.796,192.26,1153.09,1156.68,false
9,4.814,1939.0,20.48,3056.0,100.0,0.0,709.0,0.22,4.814,185.23,1143.9,1147.92,false
10,4.757,1835.0,25.6,3065.0,100.0,0.0,0.0,0.0,4.757,186.29,1150.02,1148.76,false
11,4.801,1994.0,17.49,3055.0,100.0,0.0,0.0,0.0,4.801,185.63,1148.0,1139.48,false
12,4.796,1981.0,19.26,3057.0,100.0,0.0,0.0,0.0,4.796,183.56,1141.63,1150.03,false
13,4.721,1843.0,21.37,3042.0,98.5,0.0,0.0,0.0,4.721,175.29,1150.44,1145.61,false
14,4.818,1956.0,18.87,3055.0,100.0,0.0,0.0,0.0,4.818,186.8,1146.01,1149.23,false
15,4.81,1952.0,18.15,3055.0,100.0,0.0,0.0,0.0,4.81,185.92,1136.37,1148.58,false
16,4.818,1983.0,18.98,3055.0,100.0,0.0,0.0,0.0,4.818,184.9,1146.86,1142.28,false
17,4.792,1942.0,21.42,3058.0,100.0,0.0,0.0,0.0,4.792,184.59,1145.63,1148.79,false
18,4.847,1820.0,22.04,3059.0,100.0,0.0,0.0,0.0,4.847,192.07,1150.67,1149.92,false
19,4.792,1891.0,17.3,3059.0,100.0,0.0,714.0,0.41,4.792,187.83,1143.97,1136.32,false
20,4.807,1875.0,23.4,3060.0,100.0,0.0,0.0,0.0,4.807,187.52,1148.39,1147.53,false
21,4.823,1861.0,23.39,3060.0,100.0,0.0,0.0,0.0,4.823,191.68,1143.95,1157.48,false
22,4.788,1919.0,25.17,3062.0,100.0,0.0,0.0,0.0,4.788,190.46,1141.51,1145.6,false
23,4.925,1976.0,24.63,3053.0,100.0,0.0,0.0,0.0,4.925,187.53,1152.29,1148.51,false
24,4.857,1937.0,33.54,3058.0,100.0,0.0,0.0,0.0,4.857,187.95,1148.81,1144.59,false
25,4.834,1845.0,19.72,3058.0,100.0,0.0,0.0,0.0,4.834,192.92,1143.39,1145.14,false
26,4.826,1929.0,20.52,3058.0,100.0,0.0,0.0,0.0,4.826,188.77,1138.36,1151.05,false
27,4.828,1942.0,21.79,3060.0,100.0,0.0,0.0,0.0,4.828,187.94,1149.24,1148.79,false
28,4.824,1917.0,23.18,3061.0,100.0,0.0,0.0,0.0,4.824,184.34,1153.23,1145.29,false
29,4.825,1931.0,22.88,3059.0,100.0,0.001,713.0,0.31,4.826,191.14,1142.5,1139.99,false
30,4.891,1794.0,29.78,3060.0,100.0,0.0,0.0,0.0,4.891,165.13,1148.31,1156.46,false
