Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.021,1265.0,22.58,1840.0,50.3,0.0,0.0,0.0,2.021,74.88,456.92,456.92,false
1,4.557,1615.0,17.38,3073.0,99.99,0.0,708.0,0.22,4.557,131.82,1082.88,1083.65,false
2,4.79,1801.0,19.71,3056.0,100.0,0.0,0.0,0.0,4.79,182.89,1151.41,1153.73,false
3,4.811,1830.0,19.44,3053.0,100.0,0.0,709.0,0.22,4.811,183.02,1144.48,1148.09,false
4,4.792,1835.0,19.13,3055.0,100.0,0.0,0.0,0.0,4.792,183.08,1156.18,1148.49,false
5,4.787,1818.0,18.71,3056.0,100.0,0.0,0.0,0.0,4.787,176.36,1151.48,1153.23,false
6,4.792,1969.0,17.43,3054.0,100.0,0.0,0.0,0.0,4.792,183.34,1146.07,1138.95,false
7,4.776,1851.0,18.63,3059.0,100.0,0.0,0.0,0.0,4.776,192.34,1146.18,1150.14,false
8,4.75,1867.0,22.12,3061.0,100.0,0.0,0.0,0.0,4.75,187.31,1146.23,1139.54,false
9,4.776,1908.0,24.28,3060.0,100.0,0.0,708.0,0.22,4.776,190.48,1137.48,1152.01,false
10,4.831,1983.0,20.73,3055.0,100.0,0.0,0.0,0.0,4.831,188.3,1151.06,1149.11,false
11,4.855,1801.0,30.45,3060.0,100.0,0.001,712.0,0.32,4.856,192.4,1151.32,1142.78,false
12,4.837,1975.0,23.54,3055.0,100.0,0.0,0.0,0.0,4.837,186.72,1147.47,1149.35,false
13,4.796,1841.0,23.25,3062.0,100.0,0.0,709.0,0.22,4.796,185.49,1137.58,1155.03,false
14,4.808,1809.0,20.0,3058.0,100.0,0.0,0.0,0.0,4.808,189.77,1152.95,1146.55,false
15,4.762,1824.0,25.12,3064.0,100.0,0.0,0.0,0.0,4.762,190.51,1144.36,1142.6,false
16,4.806,1938.0,21.85,3057.0,100.0,0.0,0.0,0.0,4.806,188.37,1140.6,1153.22,false
17,4.817,1944.0,20.69,3055.0,100.0,0.0,710.0,0.22,4.817,188.11,1147.12,1134.8,false
18,4.808,1835.0,21.12,3060.0,100.0,0.0,0.0,0.0,4.808,188.33,1150.77,1147.57,false
19,4.776,1812.0,23.45,3066.0,100.0,0.0,713.0,0.53,4.776,178.63,1143.45,1154.28,false
20,4.796,1879.0,20.55,3059.0,100.0,0.0,0.0,0.0,4.796,187.75,1141.7,1142.08,false
21,4.825,1838.0,19.54,3056.0,100.0,0.0,0.0,0.0,4.825,187.1,1145.23,1147.84,false
22,4.875,1882.0,31.13,3056.0,100.0,0.0,0.0,0.0,4.875,189.46,1141.89,1145.05,false
23,4.826,1982.0,18.43,3055.0,100.0,0.0,0.0,0.0,4.826,184.84,1147.33,1147.54,false
24,4.844,1911.0,20.37,3055.0,100.0,0.0,713.0,0.31,4.844,187.55,1139.92,1142.26,false
25,4.8,1878.0,22.92,3062.0,100.0,0.0,0.0,0.0,4.8,191.3,1152.32,1142.28,false
26,4.805,1873.0,22.97,3061.0,100.0,0.0,708.0,0.22,4.805,186.51,1147.3,1153.47,false
27,4.794,1846.0,22.99,3063.0,100.0,0.0,0.0,0.0,4.794,189.91,1138.12,1146.05,false
28,4.783,1831.0,21.16,3063.0,100.0,0.0,0.0,0.0,4.783,194.0,1152.65,1146.03,false
29,4.84,1961.0,18.41,3055.0,100.0,0.0,0.0,0.0,4.84,186.71,1144.16,1137.83,false
30,4.805,1953.0,17.82,3055.0,100.0,0.0,0.0,0.0,4.805,162.79,1141.2,1152.31,false
31,4.818,1854.0,20.84,3060.0,100.0,0.0,0.0,0.0,4.818,177.77,1146.55,1144.73,false
32,4.831,1915.0,17.38,3055.0,100.0,0.0,0.0,0.0,4.831,186.68,1141.79,1139.91,false
33,4.842,1978.0,19.47,3055.0,100.0,0.0,0.0,0.0,4.842,188.91,1143.56,1151.28,false
