Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.994,1261.0,23.48,1783.0,48.76,0.0,0.0,0.0,1.994,71.03,451.46,451.08,false
1,4.541,1602.0,15.11,3072.0,99.98,0.0,0.0,0.0,4.541,136.07,1075.06,1077.4,false
2,4.755,1794.0,18.62,3061.0,100.0,0.0,712.0,0.32,4.755,173.48,1150.27,1150.99,false
3,4.794,1857.0,17.78,3052.0,100.0,0.0,0.0,0.0,4.794,176.83,1141.91,1151.38,false
4,4.8,1873.0,19.39,3053.0,100.0,0.0,0.0,0.0,4.8,184.28,1155.51,1150.74,false
5,4.815,1857.0,18.4,3052.0,100.0,0.0,0.0,0.0,4.815,181.68,1152.87,1149.68,false
6,4.781,1861.0,23.23,3057.0,100.0,0.0,709.0,0.22,4.781,184.25,1143.19,1140.52,false
7,4.824,1887.0,30.06,3056.0,100.0,0.0,0.0,0.0,4.824,187.59,1156.28,1156.07,false
8,4.813,1915.0,19.58,3053.0,100.0,0.0,709.0,0.22,4.813,184.92,1146.51,1138.48,false
9,4.798,1895.0,20.57,3056.0,100.0,0.0,708.0,0.22,4.798,185.29,1150.69,1152.91,false
10,4.8,1813.0,21.33,3060.0,100.0,0.0,0.0,0.0,4.8,180.46,1148.87,1150.64,false
11,4.814,1923.0,19.26,3054.0,100.0,0.0,0.0,0.0,4.814,185.94,1145.97,1136.18,false
12,4.808,1874.0,21.03,3058.0,100.0,0.0,0.0,0.0,4.808,188.62,1146.97,1151.41,false
13,4.856,1930.0,25.58,3055.0,100.0,0.0,0.0,0.0,4.856,187.68,1140.98,1148.87,false
14,4.788,1815.0,25.9,3063.0,100.0,0.0,711.0,0.32,4.788,193.47,1138.97,1151.99,false
15,4.834,1912.0,19.38,3056.0,100.0,0.0,0.0,0.0,4.834,187.84,1149.77,1150.93,false
16,4.81,1909.0,20.54,3057.0,100.0,0.0,0.0,0.0,4.81,186.45,1144.32,1144.2,false
17,4.797,1916.0,19.83,3058.0,100.0,0.0,0.0,0.0,4.797,186.57,1139.5,1146.62,false
18,4.819,1828.0,22.68,3061.0,100.0,0.0,0.0,0.0,4.819,190.3,1154.36,1149.37,false
19,4.826,1924.0,19.31,3057.0,100.0,0.0,0.0,0.0,4.826,185.87,1141.7,1149.06,false
20,4.827,1886.0,20.57,3057.0,100.0,0.0,0.0,0.0,4.827,187.97,1150.55,1145.33,false
21,4.83,1892.0,17.96,3055.0,100.0,0.0,0.0,0.0,4.83,184.21,1143.77,1140.4,false
22,4.78,1899.0,18.51,3062.0,100.0,0.0,0.0,0.0,4.78,184.84,1136.65,1153.56,false
23,4.831,1921.0,20.79,3057.0,100.0,0.0,0.0,0.0,4.831,185.55,1151.27,1145.35,false
24,4.843,1922.0,18.98,3055.0,100.0,0.0,0.0,0.0,4.843,188.52,1145.77,1139.39,false
25,4.798,1884.0,23.35,3062.0,100.0,0.0,0.0,0.0,4.798,184.75,1135.9,1149.91,false
26,4.841,1943.0,18.74,3055.0,100.0,0.0,0.0,0.0,4.841,185.15,1144.92,1150.28,false
27,4.817,1894.0,20.63,3059.0,100.0,0.0,0.0,0.0,4.817,189.37,1152.02,1144.05,false
28,4.814,1865.0,21.54,3060.0,100.0,0.0,0.0,0.0,4.814,186.72,1141.65,1151.01,false
29,4.827,1838.0,24.11,3062.0,100.0,0.0,0.0,0.0,4.827,192.49,1142.96,1148.68,false
30,4.816,1891.0,19.03,3055.0,100.0,0.0,0.0,0.0,4.816,161.18,1145.12,1140.22,false
31,4.82,1808.0,23.23,3062.0,100.0,0.0,0.0,0.0,4.82,181.15,1145.45,1154.01,false
32,4.844,1876.0,26.57,3063.0,100.0,0.0,0.0,0.0,4.844,191.64,1147.03,1150.23,false
33,4.817,1856.0,21.57,3060.0,100.0,0.0,0.0,0.0,4.817,189.39,1139.36,1144.16,false
34,4.811,1894.0,24.98,3062.0,100.0,0.001,715.0,0.51,4.811,186.78,1151.57,1150.94,false
35,4.831,1886.0,22.22,3060.0,100.0,0.0,0.0,0.0,4.831,192.45,1142.78,1142.93,false
36,4.88,1875.0,35.59,3061.0,100.0,0.0,0.0,0.0,4.88,192.5,1143.88,1156.61,false
37,4.813,1873.0,27.1,3064.0,100.0,0.002,713.0,0.63,4.815,192.26,1146.44,1147.41,false
38,4.854,1860.0,22.2,3059.0,100.0,0.0,0.0,0.0,4.854,193.41,1143.81,1147.41,false
39,4.863,1899.0,22.34,3058.0,100.0,0.001,711.0,0.53,4.864,191.93,1136.48,1152.09,false
40,4.869,1911.0,19.56,3056.0,100.0,0.0,0.0,0.0,4.869,186.14,1142.1,1144.56,false
41,4.853,1893.0,21.82,3059.0,100.0,0.0,0.0,0.0,4.853,191.93,1153.23,1139.52,false
42,4.838,1887.0,17.2,3058.0,100.0,0.0,0.0,0.0,4.838,189.44,1138.89,1157.77,false
43,4.852,1914.0,19.24,3058.0,100.0,0.0,0.0,0.0,4.852,187.96,1150.9,1137.32,false
44,4.836,1988.0,20.44,3059.0,100.0,0.0,0.0,0.0,4.836,186.89,1138.63,1156.41,false
45,4.871,1883.0,21.48,3057.0,100.0,0.0,0.0,0.0,4.871,191.75,1146.68,1141.27,false
46,4.859,1873.0,22.49,3059.0,100.0,0.0,0.0,0.0,4.859,191.87,1141.68,1155.26,false
47,4.867,1962.0,18.49,3055.0,100.0,0.0,0.0,0.0,4.867,185.29,1143.81,1145.91,false
48,4.86,1906.0,19.66,3057.0,100.0,0.0,0.0,0.0,4.86,188.28,1138.83,1144.59,false
49,4.868,1990.0,18.36,3055.0,100.0,0.0,0.0,0.0,4.868,186.35,1147.79,1148.56,false
50,4.877,1880.0,19.3,3056.0,100.0,0.0,0.0,0.0,4.877,188.09,1144.54,1139.93,false
51,4.812,1864.0,27.56,3065.0,100.0,0.0,0.0,0.0,4.812,188.64,1148.49,1149.54,false
52,4.883,1828.0,25.74,3062.0,100.0,0.0,0.0,0.0,4.883,194.38,1146.77,1149.66,false
53,4.876,1862.0,19.75,3057.0,100.0,0.0,712.0,0.32,4.876,192.35,1142.77,1153.27,false
54,4.874,1954.0,20.16,3056.0,100.0,0.0,0.0,0.0,4.874,187.03,1142.31,1140.69,false
55,4.86,1869.0,20.04,3059.0,100.0,0.0,0.0,0.0,4.86,187.7,1137.54,1157.58,false
56,4.871,1901.0,20.25,3058.0,100.0,0.0,0.0,0.0,4.871,189.01,1154.98,1146.77,false
57,4.886,1979.0,19.55,3055.0,100.0,0.0,0.0,0.0,4.886,186.41,1139.69,1142.61,false
58,4.882,1853.0,20.9,3057.0,100.0,0.0,0.0,0.0,4.882,188.5,1142.76,1151.37,false
59,4.867,1849.0,21.8,3059.0,100.0,0.0,0.0,0.0,4.867,188.75,1142.96,1138.63,false
60,4.887,1910.0,19.97,3056.0,100.0,0.0,0.0,0.0,4.887,188.73,1145.17,1151.25,false
61,4.849,1777.0,20.59,3063.0,100.0,0.0,0.0,0.0,4.849,150.84,1145.56,1151.18,false
62,4.84,1889.0,22.9,3063.0,100.0,0.0,0.0,0.0,4.84,189.65,1136.68,1149.27,false
63,4.827,1809.0,20.25,3065.0,100.0,0.0,0.0,0.0,4.827,186.63,1149.47,1149.27,false
64,4.889,1896.0,21.41,3058.0,100.0,0.0,0.0,0.0,4.889,186.91,1150.88,1148.33,false
65,4.887,1920.0,18.63,3055.0,100.0,0.0,0.0,0.0,4.887,186.7,1140.38,1140.96,false
