Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.933,1240.0,17.01,1773.0,48.49,0.0,0.0,0.0,1.933,74.05,438.74,437.89,false
1,4.628,1681.0,36.72,3075.0,99.98,0.001,711.0,0.32,4.629,128.13,1079.04,1078.04,false
2,4.77,1766.0,20.87,3066.0,100.0,0.0,0.0,0.0,4.77,159.57,1154.74,1153.53,false
3,4.809,1799.0,20.11,3054.0,100.0,0.0,709.0,0.22,4.809,185.16,1150.86,1151.19,false
4,4.805,1800.0,19.17,3058.0,100.0,0.0,0.0,0.0,4.805,178.92,1150.89,1152.84,false
5,4.802,1794.0,20.23,3059.0,100.0,0.0,0.0,0.0,4.802,174.14,1156.64,1156.49,false
6,4.785,1933.0,20.28,3056.0,100.0,0.0,0.0,0.0,4.785,184.34,1143.79,1147.23,false
7,4.765,1877.0,22.79,3062.0,100.0,0.0,0.0,0.0,4.765,191.99,1148.76,1144.99,false
8,4.79,1914.0,20.48,3058.0,100.0,0.0,0.0,0.0,4.79,186.77,1146.78,1143.57,false
9,4.785,1892.0,20.6,3058.0,100.0,0.0,712.0,0.32,4.785,189.68,1150.17,1142.05,false
10,4.78,1838.0,21.48,3062.0,100.0,0.0,0.0,0.0,4.78,185.6,1147.11,1148.88,false
11,4.853,1991.0,30.17,3055.0,100.0,0.0,0.0,0.0,4.853,188.5,1146.46,1143.85,false
12,4.804,1980.0,19.58,3055.0,100.0,0.0,712.0,0.32,4.804,184.31,1151.87,1140.31,false
13,4.811,1971.0,18.19,3055.0,100.0,0.0,0.0,0.0,4.811,184.19,1147.87,1139.16,false
14,4.788,1964.0,20.2,3057.0,100.0,0.0,0.0,0.0,4.788,181.11,1149.71,1143.86,false
15,4.817,1855.0,22.09,3060.0,100.0,0.0,0.0,0.0,4.817,192.15,1150.12,1138.0,false
16,4.821,1982.0,18.57,3055.0,100.0,0.0,0.0,0.0,4.821,184.8,1146.46,1142.38,false
17,4.791,1867.0,20.73,3060.0,100.0,0.0,709.0,0.22,4.791,187.95,1151.25,1153.4,false
18,4.783,1784.0,16.13,3060.0,100.0,0.0,0.0,0.0,4.783,184.06,1144.33,1141.25,false
19,4.809,1825.0,20.93,3060.0,100.0,0.0,0.0,0.0,4.809,186.5,1143.47,1156.38,false
20,4.793,1897.0,20.31,3059.0,100.0,0.0,0.0,0.0,4.793,188.23,1148.07,1139.05,false
21,4.798,1820.0,23.31,3062.0,100.0,0.0,0.0,0.0,4.798,188.44,1156.13,1148.44,false
22,4.795,1949.0,20.27,3059.0,100.0,0.0,0.0,0.0,4.795,186.6,1143.43,1140.09,false
23,4.749,1889.0,27.12,3067.0,100.0,0.0,0.0,0.0,4.749,187.76,1147.67,1145.06,false
24,4.859,1994.0,24.81,3055.0,100.0,0.0,0.0,0.0,4.859,186.58,1148.17,1139.21,false
25,4.784,1809.0,26.21,3066.0,100.0,0.0,0.0,0.0,4.784,193.82,1152.99,1150.76,false
26,4.815,1986.0,19.03,3057.0,100.0,0.0,0.0,0.0,4.815,183.19,1146.77,1140.01,false
27,4.819,1922.0,20.74,3059.0,100.0,0.0,0.0,0.0,4.819,182.17,1149.11,1147.13,false
28,4.795,1896.0,23.12,3062.0,100.0,0.0,0.0,0.0,4.795,187.19,1139.29,1146.81,false
29,4.836,1960.0,18.07,3055.0,100.0,0.0,0.0,0.0,4.836,183.5,1146.16,1140.0,false
30,4.785,1872.0,20.47,3061.0,100.0,0.0,0.0,0.0,4.785,160.68,1149.97,1143.87,false
31,4.826,1934.0,18.17,3055.0,100.0,0.0,0.0,0.0,4.826,173.7,1150.33,1142.85,false
32,4.786,1871.0,24.37,3063.0,100.0,0.0,0.0,0.0,4.786,185.2,1141.03,1145.94,false
33,4.833,1857.0,22.59,3059.0,100.0,0.0,0.0,0.0,4.833,190.33,1150.14,1139.15,false
34,4.825,1946.0,20.38,3057.0,100.0,0.0,0.0,0.0,4.825,183.64,1147.05,1143.64,false
35,4.822,1873.0,23.55,3060.0,100.0,0.0,0.0,0.0,4.822,184.02,1147.73,1150.66,false
36,4.842,1802.0,21.52,3060.0,100.0,0.0,0.0,0.0,4.842,195.7,1149.47,1141.61,false
37,5.06,1913.0,23.03,3055.0,99.95,0.0,0.0,0.0,5.06,187.34,1142.61,1147.59,false
38,4.819,1848.0,17.98,3059.0,100.0,0.0,712.0,0.31,4.819,185.93,1154.74,1139.92,false
39,4.8,1886.0,21.36,3061.0,100.0,0.0,0.0,0.0,4.8,185.82,1136.72,1149.1,false
40,4.86,1981.0,19.0,3055.0,100.0,0.0,0.0,0.0,4.86,187.66,1152.34,1140.95,false
41,4.891,1967.0,25.2,3055.0,100.0,0.0,713.0,0.31,4.891,188.52,1150.6,1141.85,false
42,4.851,1766.0,21.74,3062.0,100.0,0.0,0.0,0.0,4.851,189.71,1144.53,1145.84,false
43,4.843,1967.0,17.06,3055.0,100.0,0.0,0.0,0.0,4.843,186.17,1153.62,1135.8,false
44,4.826,1913.0,19.98,3058.0,100.0,0.0,0.0,0.0,4.826,184.18,1137.88,1149.35,false
45,4.866,1965.0,18.98,3055.0,100.0,0.0,0.0,0.0,4.866,186.06,1148.75,1141.01,false
46,4.843,1959.0,18.39,3055.0,100.0,0.0,0.0,0.0,4.843,182.9,1150.38,1138.04,false
47,4.864,1801.0,21.51,3061.0,100.0,0.0,0.0,0.0,4.864,194.7,1143.87,1149.55,false
48,4.862,1820.0,23.22,3062.0,100.0,0.0,0.0,0.0,4.862,191.21,1154.95,1148.68,false
49,4.858,1842.0,21.43,3058.0,100.0,0.0,0.0,0.0,4.858,188.15,1150.19,1143.52,false
50,4.873,1892.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.873,187.12,1146.2,1140.29,false
51,4.866,1956.0,18.15,3055.0,100.0,0.0,0.0,0.0,4.866,184.16,1144.9,1144.36,false
52,4.817,1779.0,26.11,3069.0,100.0,0.0,0.0,0.0,4.817,188.57,1150.49,1152.17,false
53,4.857,1877.0,20.58,3058.0,100.0,0.0,0.0,0.0,4.857,186.76,1148.33,1138.71,false
54,4.863,1967.0,18.12,3055.0,100.0,0.0,0.0,0.0,4.863,185.24,1146.08,1144.85,false
55,4.861,1855.0,22.96,3061.0,100.0,0.0,0.0,0.0,4.861,189.87,1149.92,1137.53,false
56,4.86,1837.0,24.25,3062.0,100.0,0.0,0.0,0.0,4.86,192.62,1147.25,1150.39,false
57,4.854,1750.0,21.71,3066.0,100.0,0.0,0.0,0.0,4.854,182.82,1147.84,1150.79,false
58,4.872,1760.0,21.1,3062.0,100.0,0.0,0.0,0.0,4.872,193.92,1158.72,1146.86,false
59,4.862,1926.0,14.89,3055.0,100.0,0.0,0.0,0.0,4.862,189.07,1146.57,1146.65,false
60,4.898,1857.0,21.11,3056.0,100.0,0.0,0.0,0.0,4.898,190.97,1148.77,1142.42,false
61,4.823,1852.0,21.24,3061.0,100.0,0.0,0.0,0.0,4.823,151.69,1149.66,1143.95,false
62,4.858,1842.0,23.89,3061.0,100.0,0.0,0.0,0.0,4.858,186.41,1145.63,1146.49,false
63,4.857,1883.0,21.53,3059.0,100.0,0.0,0.0,0.0,4.857,188.38,1141.94,1133.5,false
64,4.867,1934.0,19.8,3056.0,100.0,0.0,0.0,0.0,4.867,186.14,1145.38,1147.49,false
65,4.865,1915.0,23.7,3058.0,100.0,0.0,712.0,0.32,4.865,187.21,1149.53,1145.21,false
66,4.877,1865.0,20.71,3057.0,100.0,0.0,0.0,0.0,4.877,187.94,1149.52,1135.31,false
67,4.865,1913.0,21.7,3058.0,100.0,0.0,0.0,0.0,4.865,186.92,1151.01,1152.06,false
68,4.845,1773.0,22.28,3065.0,100.0,0.0,0.0,0.0,4.845,195.74,1150.65,1145.54,false
69,4.877,1909.0,17.93,3056.0,100.0,0.0,0.0,0.0,4.877,184.18,1143.68,1142.86,false
70,4.929,1879.0,27.14,3055.0,100.0,0.0,0.0,0.0,4.929,191.42,1151.19,1144.38,false
71,4.874,1804.0,21.73,3060.0,100.0,0.0,0.0,0.0,4.874,193.48,1142.33,1144.4,false
72,4.911,1949.0,19.28,3055.0,100.0,0.0,709.0,0.22,4.911,188.86,1146.46,1140.62,false
73,4.876,1856.0,21.1,3058.0,100.0,0.0,0.0,0.0,4.876,190.76,1150.55,1137.21,false
74,4.847,1874.0,22.65,3062.0,100.0,0.0,0.0,0.0,4.847,181.89,1148.37,1149.04,false
75,4.873,1968.0,20.62,3057.0,100.0,0.0,0.0,0.0,4.873,186.91,1138.08,1138.79,false
76,4.8,1821.0,29.32,3071.0,100.0,0.0,0.0,0.0,4.8,186.41,1154.07,1154.8,false
77,4.902,1837.0,19.8,3057.0,100.0,0.0,0.0,0.0,4.902,188.26,1149.43,1142.53,false
78,4.88,1844.0,17.51,3057.0,100.0,0.0,0.0,0.0,4.88,187.36,1145.96,1145.06,false
79,4.868,1820.0,16.26,3056.0,100.0,0.0,0.0,0.0,4.868,188.85,1146.11,1143.98,false
80,4.902,1861.0,20.29,3057.0,100.0,0.0,0.0,0.0,4.902,190.68,1148.44,1141.3,false
81,4.875,1845.0,21.78,3059.0,100.0,0.0,0.0,0.0,4.875,190.42,1138.02,1147.68,false
82,4.892,1837.0,21.56,3059.0,100.0,0.0,0.0,0.0,4.892,190.44,1154.06,1139.91,false
83,4.881,1832.0,23.02,3061.0,100.0,0.0,0.0,0.0,4.881,189.71,1148.36,1152.91,false
84,4.936,1863.0,27.45,3056.0,100.0,0.0,714.0,0.41,4.936,193.45,1148.1,1140.78,false
85,4.876,1963.0,21.42,3059.0,100.0,0.0,0.0,0.0,4.876,187.6,1143.31,1145.23,false
86,4.853,1866.0,22.01,3062.0,100.0,0.0,0.0,0.0,4.853,186.68,1150.26,1144.92,false
87,4.893,1774.0,21.96,3062.0,100.0,0.0,710.0,0.22,4.893,185.14,1147.79,1150.36,false
88,4.888,1803.0,22.3,3061.0,100.0,0.0,0.0,0.0,4.888,192.89,1148.9,1146.9,false
89,4.887,1872.0,23.17,3062.0,100.0,0.0,0.0,0.0,4.887,188.15,1149.59,1145.3,false
90,4.9,1983.0,18.25,3055.0,100.0,0.0,0.0,0.0,4.9,186.36,1145.9,1143.62,false
91,4.908,1969.0,18.15,3055.0,100.0,0.0,0.0,0.0,4.908,183.52,1146.58,1142.11,false
92,4.838,1912.0,21.99,3060.0,100.0,0.0,0.0,0.0,4.838,157.45,1140.93,1138.59,false
93,5.047,1897.0,45.83,3062.0,100.0,0.0,0.0,0.0,5.047,190.23,1144.77,1150.66,false
94,4.89,1873.0,20.17,3058.0,100.0,0.0,0.0,0.0,4.89,189.66,1151.49,1145.92,false
95,4.887,1920.0,21.59,3058.0,100.0,0.0,0.0,0.0,4.887,186.41,1149.2,1134.2,false
96,4.897,1911.0,23.45,3061.0,100.0,0.0,0.0,0.0,4.897,191.56,1145.84,1153.8,false
97,4.907,1866.0,22.14,3058.0,100.0,0.0,714.0,0.41,4.907,192.38,1149.89,1141.83,false
98,4.865,1846.0,21.11,3064.0,100.0,0.0,0.0,0.0,4.865,185.89,1143.0,1154.65,false
99,4.85,1856.0,21.03,3061.0,100.0,0.0,0.0,0.0,4.85,190.24,1157.46,1137.03,false
100,4.944,1855.0,36.41,3060.0,100.0,0.0,713.0,0.31,4.944,196.53,1142.57,1158.15,false
101,4.91,1844.0,19.88,3057.0,100.0,0.0,0.0,0.0,4.91,191.05,1145.92,1143.42,false
102,4.855,1817.0,25.25,3067.0,100.0,0.0,0.0,0.0,4.855,180.99,1151.82,1148.06,false
103,4.925,1815.0,21.74,3059.0,100.0,0.0,0.0,0.0,4.925,193.59,1149.96,1142.97,false
104,4.93,1824.0,21.6,3058.0,100.0,0.0,708.0,0.22,4.93,194.06,1150.94,1150.02,false
105,4.879,1879.0,21.68,3058.0,100.0,0.0,0.0,0.0,4.879,191.9,1138.17,1140.74,false
106,4.896,1844.0,22.16,3060.0,100.0,0.0,0.0,0.0,4.896,190.14,1152.56,1144.47,false
107,4.916,1891.0,19.34,3056.0,100.0,0.0,0.0,0.0,4.916,189.04,1148.86,1146.08,false
108,4.855,1899.0,23.02,3062.0,100.0,0.0,0.0,0.0,4.855,189.68,1143.38,1143.02,false
109,4.894,1904.0,21.97,3059.0,100.0,0.0,0.0,0.0,4.894,189.17,1143.33,1139.42,false
110,4.911,1840.0,20.54,3058.0,100.0,0.0,0.0,0.0,4.911,192.2,1146.49,1148.2,false
111,4.934,1871.0,19.62,3055.0,100.0,0.0,0.0,0.0,4.934,190.56,1146.88,1142.16,false
112,4.879,1890.0,22.52,3059.0,100.0,0.0,0.0,0.0,4.879,189.92,1143.71,1141.66,false
113,4.92,1968.0,18.79,3055.0,100.0,0.0,0.0,0.0,4.92,188.71,1147.54,1136.54,false
114,4.926,1955.0,19.27,3055.0,100.0,0.0,0.0,0.0,4.926,187.34,1145.68,1142.48,false
115,4.903,1870.0,22.36,3060.0,100.0,0.0,0.0,0.0,4.903,191.55,1148.67,1149.48,false
116,4.871,1871.0,21.85,3061.0,100.0,0.0,0.0,0.0,4.871,191.37,1145.63,1135.72,false
117,4.933,1851.0,20.56,3058.0,100.0,0.0,0.0,0.0,4.933,193.0,1149.08,1151.67,false
118,4.842,1853.0,21.28,3062.0,100.0,0.0,0.0,0.0,4.842,191.1,1147.18,1144.24,false
119,4.899,1931.0,15.35,3056.0,100.0,0.0,0.0,0.0,4.899,187.83,1135.26,1145.88,false
120,4.888,1804.0,21.66,3065.0,100.0,0.0,0.0,0.0,4.888,188.56,1155.24,1147.91,false
121,4.954,1969.0,27.67,3058.0,100.0,0.0,0.0,0.0,4.954,191.25,1144.92,1145.2,false
122,4.904,1906.0,20.9,3058.0,100.0,0.0,0.0,0.0,4.904,179.17,1146.76,1138.35,false
123,4.9,1817.0,22.31,3064.0,100.0,0.0,0.0,0.0,4.9,167.34,1157.45,1147.01,false
124,4.899,1840.0,23.87,3062.0,100.0,0.0,0.0,0.0,4.899,197.6,1145.89,1152.73,false
125,4.904,1867.0,20.4,3056.0,100.0,0.0,0.0,0.0,4.904,190.4,1139.41,1140.82,false
126,4.907,1886.0,22.22,3059.0,100.0,0.0,0.0,0.0,4.907,191.53,1155.84,1143.09,false
127,4.937,1857.0,22.48,3058.0,100.0,0.0,713.0,0.31,4.937,193.52,1147.44,1147.48,false
128,4.912,1856.0,19.94,3056.0,100.0,0.0,0.0,0.0,4.912,191.28,1144.93,1139.41,false
129,4.957,1850.0,36.84,3063.0,100.0,0.0,709.0,0.22,4.957,192.94,1149.83,1146.02,false
130,4.887,1861.0,23.54,3062.0,100.0,0.0,0.0,0.0,4.887,192.54,1146.1,1146.59,false
131,4.965,1857.0,26.74,3058.0,100.0,0.0,708.0,0.22,4.965,196.14,1151.34,1149.41,false
