Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.963,1251.0,24.48,1781.0,48.52,0.003,711.0,0.53,1.966,70.12,444.68,444.51,false
1,4.529,1629.0,19.53,3075.0,99.98,0.0,0.0,0.0,4.529,129.64,1068.11,1075.53,false
2,4.783,1850.0,18.6,3052.0,100.0,0.0,0.0,0.0,4.783,178.94,1154.23,1139.12,false
3,4.785,1849.0,17.86,3052.0,100.0,0.0,0.0,0.0,4.785,178.45,1143.78,1157.56,false
4,4.794,1835.0,19.36,3052.0,100.0,0.0,0.0,0.0,4.794,179.61,1152.77,1141.76,false
5,4.798,1857.0,19.45,3052.0,100.0,0.0,713.0,0.31,4.798,182.35,1146.46,1158.09,false
6,4.798,1926.0,18.62,3054.0,100.0,0.0,0.0,0.0,4.798,186.24,1148.18,1144.72,false
7,4.799,1942.0,19.59,3056.0,100.0,0.0,0.0,0.0,4.799,187.73,1142.55,1138.24,false
8,4.788,1898.0,20.7,3057.0,100.0,0.0,0.0,0.0,4.788,186.69,1139.34,1149.7,false
9,4.763,1967.0,22.03,3059.0,100.0,0.001,708.0,0.22,4.764,185.14,1153.61,1145.47,false
10,4.849,1904.0,35.84,3060.0,100.0,0.0,0.0,0.0,4.849,194.41,1147.41,1149.9,false
11,4.814,1973.0,19.65,3055.0,100.0,0.0,0.0,0.0,4.814,188.64,1144.44,1141.54,false
12,4.781,1924.0,23.75,3058.0,100.0,0.002,711.0,0.75,4.783,186.0,1140.59,1147.27,false
13,4.814,1904.0,28.24,3057.0,100.0,0.002,712.0,0.94,4.816,190.81,1144.44,1149.25,false
14,4.798,1886.0,26.08,3058.0,100.0,0.005,712.0,0.63,4.803,189.85,1145.44,1140.11,false
15,4.798,1885.0,24.18,3060.0,100.0,0.001,714.0,0.41,4.799,187.72,1145.33,1145.54,false
16,4.773,1857.0,18.15,3058.0,100.0,0.0,0.0,0.0,4.773,189.43,1145.93,1150.01,false
17,4.779,1758.0,25.65,3065.0,100.0,0.0,708.0,0.22,4.779,191.78,1144.15,1150.49,false
18,4.796,1816.0,23.81,3062.0,100.0,0.0,0.0,0.0,4.796,190.88,1149.86,1141.25,false
19,4.81,1871.0,19.5,3057.0,100.0,0.0,0.0,0.0,4.81,189.5,1142.86,1149.15,false
20,4.838,1826.0,24.8,3060.0,100.0,0.0,0.0,0.0,4.838,192.89,1144.21,1145.78,false
21,4.816,1924.0,19.18,3056.0,100.0,0.0,708.0,0.22,4.816,184.83,1143.11,1151.18,false
22,4.816,1809.0,22.66,3061.0,100.0,0.0,0.0,0.0,4.816,194.28,1139.49,1148.82,false
23,4.825,1971.0,18.88,3055.0,100.0,0.0,0.0,0.0,4.825,185.17,1144.96,1141.75,false
24,4.787,1886.0,24.36,3061.0,100.0,0.0,0.0,0.0,4.787,189.78,1148.83,1141.36,false
25,4.811,1898.0,19.89,3058.0,100.0,0.0,0.0,0.0,4.811,189.74,1146.24,1153.27,false
26,4.816,1835.0,20.67,3060.0,100.0,0.0,0.0,0.0,4.816,187.3,1139.53,1144.75,false
27,4.81,1897.0,21.89,3059.0,100.0,0.0,0.0,0.0,4.81,188.8,1148.85,1140.94,false
28,4.795,1878.0,23.77,3061.0,100.0,0.0,0.0,0.0,4.795,186.82,1145.44,1146.62,false
29,4.813,1811.0,21.01,3060.0,100.0,0.0,0.0,0.0,4.813,189.97,1145.79,1145.92,false
30,4.799,1872.0,19.38,3057.0,100.0,0.0,0.0,0.0,4.799,159.57,1143.45,1143.23,false
31,4.824,1946.0,18.44,3055.0,100.0,0.0,0.0,0.0,4.824,177.36,1140.74,1141.95,false
32,4.837,1887.0,22.82,3056.0,100.0,0.0,0.0,0.0,4.837,188.39,1136.68,1145.16,false
33,4.832,1902.0,20.96,3058.0,100.0,0.0,0.0,0.0,4.832,191.29,1150.94,1140.12,false
34,4.825,1935.0,21.88,3058.0,100.0,0.0,0.0,0.0,4.825,185.94,1142.47,1147.9,false
35,4.813,1924.0,21.59,3060.0,100.0,0.0,0.0,0.0,4.813,185.75,1147.03,1150.25,false
36,4.871,1899.0,21.02,3055.0,100.0,0.0,714.0,0.41,4.871,194.37,1145.01,1137.53,false
37,4.872,1914.0,23.21,3055.0,100.0,0.0,0.0,0.0,4.872,190.97,1142.88,1147.9,false
38,4.795,1829.0,26.9,3068.0,100.0,0.0,714.0,0.41,4.795,184.92,1146.03,1149.59,false
39,4.898,1974.0,32.43,3056.0,100.0,0.001,713.0,0.31,4.899,187.68,1141.48,1146.54,false
40,4.829,1865.0,21.74,3059.0,100.0,0.0,0.0,0.0,4.829,191.38,1147.39,1139.57,false
41,4.853,1911.0,19.96,3056.0,100.0,0.0,0.0,0.0,4.853,189.96,1134.77,1149.44,false
42,4.837,1980.0,18.71,3055.0,100.0,0.0,0.0,0.0,4.837,186.64,1149.94,1144.14,false
