Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.974,1297.0,25.43,1803.0,48.68,0.001,710.0,0.32,1.975,70.23,450.34,450.06,false
1,4.733,1651.0,20.52,3073.0,99.65,0.0,0.0,0.0,4.733,127.57,1065.19,1062.45,false
2,4.78,1789.0,20.36,3058.0,100.0,0.001,711.0,0.32,4.781,177.6,1151.6,1155.58,false
3,4.847,1852.0,28.1,3054.0,100.0,0.0,0.0,0.0,4.847,180.26,1154.86,1150.97,false
4,4.781,1824.0,21.09,3061.0,100.0,0.0,0.0,0.0,4.781,174.01,1154.19,1152.71,false
5,4.805,1887.0,20.15,3052.0,100.0,0.002,712.0,0.32,4.807,179.96,1150.2,1154.06,false
6,4.8,1879.0,19.33,3054.0,100.0,0.0,0.0,0.0,4.8,183.2,1146.67,1138.95,false
7,4.801,1938.0,20.7,3056.0,100.0,0.0,713.0,0.31,4.801,191.32,1144.21,1150.33,false
8,4.754,1838.0,26.98,3065.0,100.0,0.0,0.0,0.0,4.754,190.1,1151.2,1149.84,false
9,4.796,1792.0,24.46,3062.0,100.0,0.0,712.0,0.63,4.796,199.43,1142.13,1147.82,false
10,4.793,1985.0,19.98,3057.0,100.0,0.0,0.0,0.0,4.793,185.36,1140.82,1148.63,false
11,4.838,1906.0,29.1,3058.0,100.0,0.0,0.0,0.0,4.838,192.41,1154.88,1144.57,false
12,4.816,1933.0,18.83,3055.0,100.0,0.0,0.0,0.0,4.816,187.07,1141.27,1145.45,false
13,4.798,1954.0,22.36,3059.0,100.0,0.0,0.0,0.0,4.798,186.11,1145.68,1145.15,false
14,4.762,1854.0,19.53,3060.0,100.0,0.0,0.0,0.0,4.762,185.52,1143.92,1145.61,false
15,4.815,1947.0,18.84,3055.0,100.0,0.0,715.0,0.41,4.815,187.77,1142.34,1136.56,false
16,4.831,1839.0,22.05,3059.0,100.0,0.0,0.0,0.0,4.831,192.01,1147.98,1159.33,false
17,4.809,1849.0,22.25,3060.0,100.0,0.0,0.0,0.0,4.809,191.74,1141.94,1148.64,false
18,4.809,1931.0,20.89,3057.0,100.0,0.0,0.0,0.0,4.809,186.99,1150.0,1137.9,false
19,4.841,1790.0,21.47,3060.0,100.0,0.0,0.0,0.0,4.841,193.71,1150.07,1158.91,false
20,4.835,1832.0,19.57,3056.0,100.0,0.0,0.0,0.0,4.835,186.1,1139.9,1142.45,false
21,4.82,1866.0,24.79,3060.0,100.0,0.001,709.0,0.22,4.821,189.85,1152.29,1153.79,false
22,4.822,1845.0,23.85,3061.0,100.0,0.0,0.0,0.0,4.822,191.2,1144.06,1143.85,false
23,4.834,1963.0,18.87,3055.0,100.0,0.0,0.0,0.0,4.834,186.32,1143.66,1152.19,false
24,4.795,1833.0,24.66,3062.0,100.0,0.0,711.0,0.32,4.795,192.72,1143.67,1144.8,false
25,4.818,1898.0,22.2,3059.0,100.0,0.0,0.0,0.0,4.818,187.65,1145.3,1137.99,false
26,4.826,1858.0,19.9,3059.0,100.0,0.0,0.0,0.0,4.826,190.6,1145.51,1153.96,false
27,4.839,1908.0,18.63,3056.0,100.0,0.0,0.0,0.0,4.839,187.92,1144.35,1142.58,false
28,4.828,1874.0,22.25,3058.0,100.0,0.0,0.0,0.0,4.828,186.49,1135.18,1151.12,false
29,4.815,1896.0,20.45,3061.0,100.0,0.0,0.0,0.0,4.815,183.43,1150.65,1142.22,false
30,4.817,1946.0,18.37,3055.0,100.0,0.0,0.0,0.0,4.817,163.46,1145.24,1137.49,false
31,4.842,1877.0,19.04,3056.0,100.0,0.0,0.0,0.0,4.842,178.44,1146.73,1151.29,false
32,4.86,1796.0,20.35,3059.0,100.0,0.0,0.0,0.0,4.86,190.0,1143.92,1150.98,false
33,4.85,1765.0,21.15,3061.0,100.0,0.0,0.0,0.0,4.85,191.52,1144.05,1145.6,false
34,4.835,1916.0,18.78,3057.0,100.0,0.0,0.0,0.0,4.835,185.76,1152.63,1151.92,false
35,4.818,1860.0,17.49,3059.0,100.0,0.0,0.0,0.0,4.818,190.23,1145.8,1140.91,false
36,4.852,1975.0,18.31,3055.0,100.0,0.0,0.0,0.0,4.852,187.79,1143.03,1140.14,false
37,4.851,1884.0,20.42,3057.0,100.0,0.0,0.0,0.0,4.851,189.59,1137.07,1150.02,false
38,4.865,1875.0,19.06,3055.0,100.0,0.0,0.0,0.0,4.865,188.64,1144.22,1145.54,false
39,4.827,1853.0,20.41,3059.0,100.0,0.0,0.0,0.0,4.827,188.12,1148.09,1148.11,false
40,4.907,1925.0,30.51,3059.0,100.0,0.0,0.0,0.0,4.907,190.85,1148.56,1149.98,false
41,4.887,1872.0,34.58,3060.0,100.0,0.0,0.0,0.0,4.887,192.86,1147.19,1145.19,false
42,4.831,1805.0,22.13,3066.0,100.0,0.0,0.0,0.0,4.831,178.6,1140.45,1151.03,false
